name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalRevenue,"1,190,086,000","329,208,000","295,489,000","290,325,000","275,064,000","261,415,000","248,953,000","241,018,000","222,473,000","245,990,000","256,872,000","251,392,000","243,509,000","239,573,000","234,903,000","231,124,000","210,112,000","206,973,000","197,875,000","192,345,000","189,057,000","183,033,000","177,274,000","171,200,000","170,478,000","167,036,000","165,858,000","163,503,000","155,621,000","143,510,000","135,286,000","122,457,000","119,738,000","121,797,000","124,123,000","122,315,000","116,008,000","116,006,000","117,653,000","112,639,000","108,030,000","104,608,000","102,580,000","100,026,000","85,028,000","72,907,000","70,040,000","67,585,000","60,639,000","54,489,000","59,438,000","48,186,000","42,385,000","40,986,000","43,694,368","46,572,902","53,815,795","50,948,630","50,386,519","46,629,050","43,019,839","39,854,448","39,315,243","35,665,045","25,230,258","21,557,984","19,174,049","19,174,050","17,808,865","1,796,828","15,116,661","15,116,662","15,116,662","15,116,662"
	OperatingRevenue,"1,190,086,000","329,208,000","295,489,000","290,325,000","275,064,000","261,415,000","248,953,000","241,018,000","222,473,000","245,990,000","256,872,000","251,392,000","243,509,000","239,573,000","234,903,000","231,124,000","210,112,000","206,973,000","197,875,000","192,345,000","189,057,000","183,033,000","177,274,000","171,200,000","170,478,000","167,036,000","165,858,000","163,503,000","155,621,000","143,510,000","135,286,000","122,457,000","119,738,000","121,797,000","124,123,000","122,315,000","116,008,000","116,006,000","117,653,000","112,639,000","108,030,000","104,608,000","102,580,000","100,026,000","85,028,000","72,907,000","70,040,000","67,585,000","60,639,000","54,489,000","59,438,000","48,186,000","42,385,000","40,986,000","43,694,368","46,572,902","53,815,795","50,948,630","50,386,519","46,629,050","43,019,839","39,854,448","39,315,243","35,665,045","25,230,258","21,557,984","19,174,049","19,174,050","17,808,865","1,796,828","15,116,661","15,116,662","15,116,662","15,116,662"
CostOfRevenue,"739,629,000","207,516,000","183,669,000","177,743,000","170,701,000","158,821,000","150,792,000","152,087,000","158,401,000","162,656,000","168,262,000","167,542,000","162,446,000","157,240,000","154,948,000","152,157,000","139,649,000","138,101,000","125,128,000","124,890,000","125,449,000","120,119,000","115,784,000","111,767,000","112,026,000","108,379,000","106,116,000","103,198,000","100,478,000","93,125,000","91,371,000","84,983,000","81,259,000","74,922,000","72,050,000","72,049,000","73,930,000","72,913,000","70,509,000","68,650,000","66,045,000","66,672,000","62,016,000","61,755,000","51,998,000","44,219,000","41,769,000","40,584,000","37,447,000","31,485,000","30,403,000","28,803,000","25,827,000","24,356,000","25,533,753","28,046,252","33,911,941","32,364,827","30,586,915","29,852,667","28,798,645","24,481,968","22,459,219","21,490,479","15,941,695",,,,,,,,,
GrossProfit,"450,457,000","121,692,000","111,820,000","112,582,000","104,363,000","102,594,000","98,161,000","88,931,000","64,072,000","83,334,000","88,610,000","83,850,000","81,063,000","82,333,000","79,955,000","78,967,000","70,463,000","68,872,000","72,747,000","67,455,000","63,608,000","62,914,000","61,490,000","59,433,000","58,452,000","58,657,000","59,742,000","60,305,000","55,143,000","50,385,000","43,915,000","37,474,000","38,479,000","46,875,000","52,073,000","50,266,000","42,078,000","43,093,000","47,144,000","43,989,000","41,985,000","37,936,000","40,564,000","38,271,000","33,030,000","28,688,000","28,271,000","27,001,000","23,192,000","23,004,000","29,035,000","19,383,000","16,558,000","16,630,000","18,160,615","18,526,650","19,903,854","18,583,803","19,799,604","16,776,383","14,221,194","15,372,480","16,856,024","14,174,566","9,288,563",,,,,,,,,
OperatingExpense,"292,156,000","77,717,000","75,762,000","70,144,000","68,533,000","61,039,000","59,898,000","54,525,000","54,206,000","55,847,000","63,921,000","60,939,000","61,627,000","64,245,000","61,992,000","59,293,000","53,373,000","53,722,000","51,208,000","48,800,000","47,479,000","47,012,000","47,315,000","42,074,000","42,216,000","42,205,000","41,864,000","39,556,000","39,895,000","36,917,000","36,850,000","32,083,000","32,382,000","31,388,000","29,098,000","30,753,000","29,251,000","31,312,000","31,606,000","27,119,000","27,592,000","27,505,000","27,822,000","26,611,000","23,622,000","21,180,000","20,479,000","20,018,000","17,920,000","16,528,000","16,891,000","14,204,000","13,763,000","12,347,000","12,752,471","13,262,125","14,643,434","13,542,438","14,796,571","12,107,863","11,597,103","10,439,979","10,410,407","10,052,812","6,194,503",,,,,,,,,
	SellingGeneralAndAdministration,"241,523,000","64,115,000","63,346,000","57,839,000","56,223,000","48,938,000","46,716,000","42,100,000","41,801,000","43,397,000","51,406,000","47,892,000","48,875,000","50,578,000","48,611,000","45,194,000","42,791,000","43,218,000","41,430,000","39,092,000","37,842,000","37,586,000","37,735,000","33,477,000","33,946,000","34,072,000","33,570,000","31,499,000","31,834,000","29,864,000","28,871,000","25,069,000","25,703,000","25,032,000","23,024,000","24,784,000","22,889,000","24,800,000","24,715,000","20,786,000","21,552,000","21,146,000","21,233,000","20,168,000","18,512,000","16,328,000","15,792,000","15,800,000","14,063,000","13,455,000","13,623,000","11,286,000","10,974,000","9,917,000","9,897,792","10,430,043","11,510,276","10,839,399","12,070,221","9,547,387","8,833,068","7,999,077","7,725,621","7,437,883","4,319,260",,,,,,,,,
		GeneralAndAdministrativeExpense,"151,282,000","39,945,000","38,671,000","36,167,000","36,499,000","30,703,000","29,390,000","26,810,000","28,750,000","28,941,000","33,560,000","29,590,000","31,228,000","32,531,000","30,592,000","28,704,000","27,640,000","29,266,000","26,758,000","26,870,000","24,715,000","24,224,000","25,028,000","21,854,000","21,148,000","20,618,000","19,865,000","18,817,000","19,990,000","18,621,000","18,389,000","15,952,000","16,240,000","14,800,000","14,532,000","15,791,000","13,753,000","15,045,000","16,210,000","13,777,000","13,858,000","13,347,000","14,545,000","13,253,000","12,391,000","10,471,000","11,040,000","10,469,000","9,464,000","9,305,000","9,713,000","7,770,000","7,634,000","6,733,000",,,,,,,,,,,,,,,,,,,,
			OtherGandA,"151,282,000","39,945,000","38,671,000","36,167,000","36,499,000","30,703,000","29,390,000","26,810,000","28,750,000","28,941,000","33,560,000","29,590,000","31,228,000","32,531,000","30,592,000","28,704,000","27,640,000","29,266,000","26,758,000","26,870,000","24,715,000","24,224,000","25,028,000","21,854,000","21,148,000","20,618,000","19,865,000","18,817,000","19,990,000","18,621,000","18,389,000","15,952,000","16,240,000","14,800,000","14,532,000","15,791,000","13,753,000","15,045,000","16,210,000","13,777,000","13,858,000","13,347,000","14,545,000","13,253,000","12,391,000","10,471,000","11,040,000","10,469,000","9,464,000","9,305,000","9,713,000","7,770,000","7,634,000","6,733,000",,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"90,241,000","24,170,000","24,675,000","21,672,000","19,724,000","18,235,000","17,326,000","15,290,000","13,051,000","14,456,000","17,846,000","18,302,000","17,647,000","18,047,000","18,019,000","16,490,000","15,151,000","13,952,000","14,672,000","12,222,000","13,127,000","13,362,000","12,707,000","11,623,000","12,798,000","13,454,000","13,705,000","12,682,000","11,844,000","11,243,000","10,482,000","9,117,000","9,463,000","10,232,000","8,492,000","8,993,000","9,136,000","9,755,000","8,505,000","7,009,000","7,694,000","7,799,000","6,688,000","6,915,000","6,121,000","5,857,000","4,752,000","5,331,000","4,599,000","4,150,000","3,910,000","3,516,000","3,340,000","3,184,000",,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"50,633,000","13,602,000","12,416,000","12,305,000","12,310,000","12,101,000","13,182,000","12,425,000","12,405,000","12,450,000","12,515,000","13,047,000","12,752,000","13,667,000","13,381,000","14,099,000","10,582,000","10,504,000","9,778,000","9,708,000","9,637,000","9,426,000","9,580,000","8,597,000","8,270,000","8,133,000","8,294,000","8,057,000","8,061,000","7,053,000","7,979,000","7,014,000","6,679,000","6,356,000","6,074,000","5,969,000","6,362,000","6,512,000","6,891,000","6,333,000","6,040,000","6,359,000","6,589,000","6,443,000","5,110,000","4,852,000","4,687,000","4,218,000","3,857,000","3,073,000","3,268,000","2,918,000","2,789,000","2,430,000","2,854,679","2,832,082","3,133,158","2,703,039","2,726,350","2,560,476","2,764,035","2,440,902","2,684,786","2,614,929","1,875,243",,,,,,,,,
