name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"2,961,237,000","2,985,116,000","2,881,821,000","2,865,934,000","2,876,882,000","2,939,560,000","3,134,315,000","3,125,107,000","3,143,600,000","2,846,358,000","2,873,878,000","2,858,419,000","2,874,427,000","2,798,994,000","2,810,847,000","2,840,555,000","2,803,378,000","2,820,808,000","2,706,512,000","2,563,704,000","2,050,351,000","1,904,138,000","1,906,526,000","1,899,390,000","1,907,994,000","1,918,931,000","1,927,721,000","1,929,422,000","1,936,468,000","1,741,529,000","1,873,595,000","1,755,296,000","1,764,952,000","1,749,965,000"
	CurrentAssets,"290,294,000","310,361,000","414,904,000","475,703,000","472,491,000","515,642,000","771,167,000","747,500,000","756,190,000","606,819,000","653,664,000","601,086,000","578,578,000","581,341,000","592,591,000","629,804,000","594,325,000","621,550,000","511,991,000","368,809,000","234,977,000","252,502,000","266,453,000","267,922,000","276,510,000","285,688,000","315,438,000","313,503,000","320,961,000","123,447,000","257,933,000","125,378,000","125,484,000","120,767,000"
		CashCashEquivalentsAndShortTermInvestments,"151,789,000","164,478,000","268,952,000","321,200,000","324,508,000","384,572,000","646,432,000","615,579,000","622,667,000","432,954,000","441,561,000","412,126,000","416,668,000","440,430,000","449,307,000","500,930,000","462,774,000","490,279,000","380,395,000","248,407,000","110,974,000","131,654,000","149,698,000","156,672,000","162,354,000","168,983,000","197,338,000","193,355,000","199,011,000","2,600,000","132,825,000","5,882,000","5,976,000","5,223,000"
			CashAndCashEquivalents,"151,789,000","164,478,000","268,952,000","321,200,000","324,508,000","384,572,000","646,432,000","615,579,000","622,667,000","432,954,000","441,561,000","412,126,000","416,668,000","440,430,000","449,307,000","500,930,000","462,774,000","490,279,000","380,395,000","248,407,000","110,974,000","131,654,000","149,698,000","156,672,000","162,354,000","168,983,000","197,338,000","193,355,000","199,011,000","2,600,000","132,825,000","5,882,000","5,976,000","5,223,000"
		Receivables,"80,521,000","78,504,000","79,622,000","77,063,000","77,529,000","77,779,000","88,547,000","96,820,000","93,354,000","95,443,000","102,658,000","109,832,000","119,850,000","113,466,000","113,627,000","107,395,000","107,291,000","105,921,000","109,916,000","99,036,000","98,017,000","97,035,000","98,264,000","96,242,000","98,352,000","99,142,000","98,629,000","104,167,000","101,766,000","100,623,000","99,646,000","98,631,000","98,046,000","93,641,000"
			AccountsReceivable,"80,521,000","78,504,000","79,622,000","77,063,000","77,529,000","77,779,000","88,547,000","96,820,000","93,354,000","95,443,000","102,658,000","109,832,000","119,850,000","113,466,000","113,627,000","107,395,000","107,291,000","105,921,000","109,916,000","99,036,000","98,017,000","97,035,000","98,264,000","96,242,000","98,352,000","99,142,000","98,629,000","104,167,000","101,766,000","100,623,000","99,646,000","98,631,000","98,046,000","93,641,000"
				GrossAccountsReceivable,,,,,,,,,,"95,443,000",,"116,452,000","126,470,000","120,086,000","120,774,000","114,133,000","113,673,000","111,352,000","113,645,000","102,307,000","100,781,000","99,628,000","100,924,000","98,882,000","100,594,000","101,216,000","100,884,000","106,485,000","104,116,000","13,856,000","13,302,000","12,786,000","12,342,000","96,039,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,"-6,620,000","-6,620,000","-6,620,000","-7,147,000","-6,738,000","-6,382,000","-5,431,000","-3,729,000","-3,271,000","-2,764,000","-2,593,000","-2,660,000","-2,640,000","-2,242,000","-2,074,000","-2,255,000","-2,318,000","-2,350,000","-2,432,000","-2,257,000","-2,779,000","-2,473,000","-2,398,000"
		Inventory,,,"0","5,483,000","0","7,056,000","0","0",,"6,574,000",,,,"0","0",,"3,285,000","3,285,000",,,"5,093,000",,,,,,,,,,,,,
			FinishedGoods,,,"0","5,483,000","0","7,056,000","0","0",,"6,574,000",,,,"0","0",,"3,285,000","3,285,000",,,"5,093,000",,,,,,,,,,,,,
		PrepaidAssets,"11,746,000","12,021,000","12,490,000","14,124,000","18,042,000","11,554,000","11,624,000","10,845,000","20,193,000","19,666,000","11,207,000","5,366,000","9,940,000","10,353,000","13,388,000","8,422,000","10,158,000","11,503,000","13,317,000","6,944,000","9,081,000","15,281,000","10,838,000","6,013,000","7,723,000","8,521,000","9,639,000","5,189,000","7,249,000","10,257,000","15,775,000","11,374,000","9,540,000","10,854,000"
		RestrictedCash,"46,238,000","55,358,000","53,840,000","57,833,000","52,412,000","34,681,000","24,564,000","24,256,000","19,976,000","52,182,000","94,785,000","51,473,000","32,120,000","17,092,000","16,269,000","13,057,000","10,817,000","10,562,000","8,363,000","14,422,000","11,812,000","8,532,000","7,653,000","8,995,000","8,081,000","9,042,000","9,832,000","10,792,000","12,935,000","9,967,000","9,687,000","9,491,000","11,922,000","11,049,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,"3,453,000","22,289,000",,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,"7,460,000","4,289,000","3,231,000","2,914,000","2,615,000","2,806,000","3,806,000","3,801,000","3,771,000","3,600,000","2,301,000","3,097,000","2,161,000","4,099,000","2,347,000","2,437,000","2,467,000","2,368,000","2,336,000","2,912,000",,,,,
	TotalNonCurrentAssets,"2,670,943,000","2,674,755,000","2,466,917,000","2,390,231,000","2,404,391,000","2,423,918,000","2,363,148,000","2,377,607,000","2,387,410,000","2,239,539,000","2,220,214,000","2,257,333,000","2,295,849,000","2,217,653,000","2,218,256,000","2,210,751,000","2,209,053,000","2,199,258,000","2,194,521,000","2,194,895,000","1,815,374,000","1,651,636,000","1,640,073,000","1,631,468,000","1,631,484,000","1,633,243,000","1,612,283,000","1,615,919,000","1,615,507,000","1,618,082,000","1,615,662,000","1,629,918,000","1,639,468,000","1,629,198,000"
		NetPPE,"70,342,000","72,085,000","78,378,000","80,152,000","81,909,000","83,721,000","77,183,000","77,957,000","79,962,000","81,768,000","83,523,000","85,404,000","96,466,000",,,,,,,,,,,,,,,,,,,,,
