name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
TotalAssets,"2,002,556,000","1,903,880,000","1,840,366,000","1,818,791,000","1,760,753,000","1,744,235,000","1,734,507,000","1,758,035,000","1,823,382,000","1,759,874,000","1,758,746,000","1,827,878,000","1,868,930,000","1,899,783,000","1,940,771,000","2,037,185,000","2,058,006,000","2,097,317,000","2,076,706,000","2,064,440,000","2,035,773,000","1,998,668,000","1,959,068,000","1,900,149,000","1,859,214,000","1,893,878,000","1,667,104,000","1,682,501,000","1,629,407,000","1,678,889,000","1,727,991,000","1,681,477,000","1,657,891,000","1,657,371,000","1,563,568,000","1,538,818,000","1,482,777,000","1,501,477,000","1,497,342,000","1,492,957,000","1,521,909,000","1,499,998,000","1,484,365,000","1,481,954,000","1,477,831,000","1,477,732,000","1,470,433,000","1,471,016,000","1,484,131,000","1,465,720,000","1,431,068,000","1,403,093,000","1,404,575,000","1,438,921,000","1,669,368,000","1,726,191,000","1,747,782,000","1,762,848,000","1,775,355,000","1,778,121,000","1,814,216,000","1,406,120,000","1,519,861,000","1,472,325,000","1,384,181,000","1,298,408,000","1,184,774,000","1,142,109,000","1,135,085,000","1,092,001,000","1,082,037,000","1,043,494,000","1,029,927,000","1,038,038,000","965,869,000","944,877,000","950,936,000","932,251,000","897,634,000","858,362,000","708,492,000","686,105,000","698,267,000","806,849,000","897,400,000","991,221,000","940,064,000","877,202,000","811,832,000","760,837,000","794,419,000","340,735,000","304,261,000","241,896,000","251,040,000","250,377,000","270,462,000","190,322,000","193,943,000","190,364,000","175,353,000","168,173,531","151,140,000","72,258,000","68,627,000","57,000,000","53,700,000","51,400,000","50,100,000","48,300,000","45,900,000","44,600,000","46,300,000","47,400,000","43,800,000","38,500,000","38,000,000","34,400,000","34,300,000","33,100,000","21,000,000","20,000,000","19,500,000","19,800,000","19,600,000","17,400,000","16,700,000","17,000,000","8,100,000","6,600,000"
	CurrentAssets,"1,451,018,000","1,348,144,000","1,279,009,000","1,266,977,000","1,213,440,000","1,202,351,000","1,185,227,000","1,208,119,000","1,265,002,000","1,195,082,000","1,198,115,000","1,257,810,000","1,297,929,000","1,403,550,000","1,443,802,000","1,543,086,000","1,565,492,000","1,618,670,000","1,605,903,000","1,597,644,000","1,573,052,000","1,531,662,000","1,480,711,000","1,408,098,000","1,360,364,000","1,388,628,000","1,392,161,000","1,399,556,000","1,342,488,000","1,388,553,000","1,424,786,000","1,365,231,000","1,342,618,000","1,342,833,000","1,288,326,000","1,258,521,000","1,199,634,000","1,214,191,000","1,203,585,000","1,201,168,000","1,218,648,000","1,201,001,000","1,195,352,000","1,204,074,000","1,199,148,000","1,219,015,000","1,207,057,000","1,202,620,000","1,216,752,000","1,198,675,000","1,157,585,000","1,121,171,000","1,124,592,000","1,163,949,000","1,170,712,000","1,213,036,000","1,212,983,000","1,305,291,000","1,311,926,000","1,306,902,000","1,325,073,000","1,170,610,000","1,295,604,000","1,249,322,000","1,167,104,000","1,084,506,000","977,400,000","942,434,000","935,082,000","901,569,000","891,302,000","849,836,000","829,756,000","831,692,000","761,560,000","734,831,000","735,857,000","708,332,000","667,596,000","643,092,000","490,487,000","460,897,000","461,969,000","500,077,000","588,064,000","669,171,000","621,602,000","560,772,000","497,137,000","442,413,000","466,387,000","231,051,000","195,179,000","139,479,000","151,171,000","154,316,000","171,927,000","125,154,000","127,682,000","127,994,000","112,275,000","103,381,820","94,110,000","58,037,000","55,896,000","47,000,000","43,900,000","41,500,000","40,700,000","38,500,000","36,800,000","36,800,000","39,700,000","42,000,000","38,400,000","33,800,000","34,100,000","30,300,000","29,900,000","28,900,000","16,800,000","15,600,000","15,000,000","15,800,000","16,000,000","15,700,000","15,300,000","15,500,000","6,600,000","5,100,000"
		CashCashEquivalentsAndShortTermInvestments,"244,935,000","271,749,000","288,567,000","369,301,000","400,428,000","390,808,000","329,558,000","351,167,000","411,786,000","347,558,000","348,042,000","396,613,000","395,316,000","458,102,000","475,713,000","595,639,000","676,327,000","742,546,000","730,146,000","749,311,000","752,477,000","681,433,000","635,683,000","573,248,000","519,167,000","465,995,000","462,094,000","409,315,000","383,596,000","427,376,000","420,236,000","401,869,000","394,194,000","345,555,000","426,560,000","398,902,000","416,854,000","384,579,000","325,778,000","280,812,000","256,668,000","283,920,000","253,845,000","306,508,000","333,527,000","346,345,000","346,299,000","351,477,000","400,568,000","421,243,000","438,044,000","403,760,000","406,939,000","359,694,000","341,361,000","289,015,000","301,725,000","382,023,000","379,021,000","318,466,000","257,230,000","224,332,000","264,950,000","282,021,000","287,780,000","326,805,000","321,236,000","287,393,000","343,560,000","367,368,000","311,693,000","311,748,000","301,864,000","356,140,000","328,787,000","335,663,000","322,023,000","312,576,000","237,621,000","225,976,000","79,940,000","59,879,000","24,008,000","25,043,000","22,646,000","23,541,000","23,740,000","22,847,000","1,073,000","9,437,000","21,605,000","44,863,000","12,084,000","23,076,000","10,349,000","8,985,000","5,695,000","21,029,000","20,620,000","29,317,000","20,316,000","13,800,013","2,178,000","72,000","81,000","2,800,000","5,800,000","8,300,000","9,800,000","6,800,000","9,100,000","9,000,000","7,200,000","5,600,000","11,200,000","12,600,000","12,900,000","6,200,000","13,100,000","12,200,000","2,700,000","3,100,000","2,200,000","1,700,000","5,400,000","3,600,000","9,200,000","400,000",,"100,000"
			CashAndCashEquivalents,"244,935,000","271,749,000","288,567,000","369,301,000","400,428,000","390,808,000","329,558,000","351,167,000","411,786,000","347,558,000","348,042,000","396,613,000","395,316,000","458,102,000","475,713,000","595,639,000","676,327,000","742,546,000","730,146,000","749,311,000","752,477,000","681,433,000","635,683,000","573,248,000","519,167,000","465,995,000","462,094,000","409,315,000","383,596,000","427,376,000","420,236,000","401,869,000","394,194,000","345,555,000","426,560,000","398,902,000","416,854,000","384,579,000","325,778,000","280,812,000","256,668,000","283,920,000","253,845,000","306,508,000","333,527,000","346,345,000","346,299,000","351,477,000","400,568,000","421,243,000","438,044,000","403,760,000","406,939,000","359,694,000","341,361,000","288,015,000","300,717,000","199,198,000","163,581,000","161,331,000","151,570,000","123,872,000","114,040,000","98,911,000","115,645,000","110,845,000","125,756,000","70,118,000","90,225,000","124,862,000","311,693,000","311,748,000","301,864,000","356,140,000","328,787,000","335,663,000","322,023,000","312,576,000","237,621,000","225,976,000","79,940,000","59,879,000","24,008,000","25,043,000","22,646,000","23,541,000","23,740,000","22,847,000","1,073,000","9,437,000","21,605,000","44,863,000","12,084,000","23,076,000","10,349,000","8,985,000","5,695,000","21,029,000","20,620,000","29,317,000","20,316,000","13,800,013","2,178,000","72,000","81,000","2,800,000","5,800,000","8,300,000","9,800,000","6,800,000","9,100,000","9,000,000","7,200,000","5,600,000","11,200,000","12,600,000","12,900,000","6,200,000","13,100,000","12,200,000","2,700,000","3,100,000","2,200,000","1,700,000","5,400,000","3,600,000","9,200,000","400,000",,"100,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","1,008,000","182,825,000","215,440,000","157,135,000","105,660,000","100,460,000","150,910,000","183,110,000","172,135,000","215,960,000","195,480,000","217,275,000","253,335,000","242,506,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"550,675,000","511,467,000","473,677,000","444,948,000","425,392,000","452,527,000","468,286,000","456,258,000","478,916,000","486,604,000","510,221,000","519,230,000","563,043,000","608,449,000","611,907,000","593,184,000","551,456,000","436,680,000","411,749,000","393,126,000","382,359,000","440,838,000","417,705,000","422,558,000","414,220,000","479,296,000","467,271,000","500,717,000","490,838,000","520,961,000","534,236,000","502,110,000","467,802,000","562,994,000","433,229,000","475,008,000","430,667,000","467,143,000","464,718,000","467,411,000","486,938,000","432,603,000","473,018,000","460,728,000","421,556,000","458,367,000","430,394,000","416,974,000","411,243,000","420,794,000","378,492,000","350,474,000","337,601,000","422,058,000","415,455,000","472,183,000","452,952,000","485,907,000","453,794,000","500,859,000","512,464,000","462,953,000","441,525,000","443,264,000","446,622,000","365,568,000","302,254,000","310,238,000","267,491,000","251,305,000","259,705,000","230,754,000","230,755,000","208,810,000","203,027,000","192,332,000","195,440,000","178,957,000","193,116,000","194,391,000","185,818,000","181,732,000","180,637,000","195,984,000","235,280,000","277,620,000","257,378,000","241,536,000","228,361,000","200,590,000","227,917,000","88,513,000","80,545,000","58,298,000","64,853,000","64,120,000","72,472,000","40,086,000","39,771,000","38,853,000","40,105,000","39,570,493","36,253,000","23,617,000","25,248,000","20,600,000","18,200,000","15,100,000","15,000,000","16,300,000","13,000,000","12,500,000","11,300,000","12,500,000","9,100,000","6,900,000","7,900,000","8,400,000","7,800,000","7,700,000","6,500,000","6,600,000","5,500,000","6,000,000","4,500,000","4,000,000","3,500,000","3,900,000","3,800,000","2,500,000"
			AccountsReceivable,"381,998,000","355,883,000","311,384,000","290,073,000","276,287,000","309,331,000","306,242,000","302,068,000","317,862,000","324,424,000","348,099,000","362,881,000","405,358,000","468,161,000","455,971,000","444,953,000","403,767,000","436,560,000","411,550,000","391,830,000","381,200,000","440,692,000","417,325,000","421,939,000","414,184,000","479,140,000","467,241,000","500,713,000","490,686,000","520,389,000","534,002,000","499,479,000","464,999,000","559,763,000","423,564,000","464,491,000","418,633,000","459,081,000","455,333,000","457,969,000","475,739,000","425,936,000","462,532,000","453,012,000","419,138,000","455,930,000","426,868,000","413,448,000","407,717,000","417,268,000","378,492,000","350,474,000","337,601,000","422,058,000","415,455,000","472,183,000","452,952,000","485,907,000","450,703,000","500,859,000","512,464,000","462,953,000","441,525,000","443,264,000","446,622,000","365,568,000","302,254,000","310,238,000","267,491,000","251,305,000","259,705,000","230,754,000","230,755,000","208,810,000","203,027,000","192,332,000","195,440,000","178,957,000","188,393,000","191,585,000","185,818,000","180,021,000","176,629,000","192,034,000","235,280,000","277,620,000","257,378,000","241,132,000","224,376,000","197,239,000","225,205,000","87,932,000","80,545,000","57,178,000","63,529,000","62,830,000","72,472,000","39,772,000","39,771,000","37,148,000","40,105,000","39,182,629","35,185,000","23,529,000","24,855,000",,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"382,906,000","356,671,000","312,212,000","290,901,000","277,658,000","310,702,000","318,434,000","314,260,000","327,947,000","334,509,000","348,168,000","362,950,000","405,427,000","469,894,000","457,700,000","445,058,000","403,872,000","436,665,000","413,352,000","396,365,000","385,735,000","443,530,000","420,639,000","425,253,000","417,498,000","482,557,000","470,635,000","503,746,000","493,604,000","523,332,000","536,945,000","499,771,000","465,368,000","560,101,000","424,024,000","464,977,000","419,053,000","460,523,000","456,757,000","459,351,000","477,177,000","427,030,000","463,084,000","453,579,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-908,000","-788,000","-828,000","-828,000","-1,371,000","-1,371,000","-12,192,000","-12,192,000","-10,085,000","-10,085,000","-69,000","-69,000","-69,000","-1,733,000","-1,729,000","-105,000","-105,000","-105,000","-1,802,000","-4,535,000","-4,535,000","-2,838,000","-3,314,000","-3,314,000","-3,314,000","-3,417,000","-3,394,000","-3,033,000","-2,918,000","-2,943,000","-2,943,000","-292,000","-369,000","-338,000","-460,000","-486,000","-420,000","-1,442,000","-1,424,000","-1,382,000","-1,438,000","-1,094,000","-552,000","-567,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"2,000","341,000","2,099,000","246,000","900,000","417,000","648,000","549,000","1,092,000","1,119,000","1,054,000","803,000","660,000","206,000","38,000",,"66,000","120,000","199,000","1,296,000","1,159,000","146,000","380,000","619,000","36,000","156,000","30,000","4,000","152,000","572,000","234,000","2,631,000","2,803,000","3,231,000","9,665,000","10,517,000","12,034,000","8,062,000","9,385,000","9,442,000","11,199,000","6,667,000","10,486,000","7,716,000","2,418,000","2,437,000","3,526,000","3,526,000","3,526,000","3,526,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
