name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
OperatingCashFlow,"866,705,000","194,183,000","223,913,000","211,741,000","236,868,000","122,726,000","218,707,000","219,901,000","224,781,000","95,042,000","217,472,000","248,041,000","221,978,000","158,582,000","215,791,000","193,244,000","243,510,000","196,164,000","209,145,000","206,307,000","238,460,000","193,129,000","215,499,000","331,720,000","398,295,000","268,617,000","354,485,000","273,674,000","363,918,000","230,068,000","365,599,000","275,317,000","360,524,000","247,181,000","305,307,000","272,078,000","357,252,000","214,350,000","313,917,000","237,402,000","297,083,000","186,468,000","137,240,000","154,106,000","282,988,000","149,827,000","149,770,000","154,631,000","166,638,000","109,459,000","125,914,000","139,623,000","133,085,000","117,012,000","113,314,000","182,689,000","141,019,000","131,675,000","143,230,000","95,099,000","128,040,000","86,682,000","79,723,000","80,626,000","81,656,000","92,211,000","58,191,000","83,742,000","67,671,000","72,486,000","80,048,000","72,624,000","52,532,000","67,338,000","62,955,000","71,871,000","50,190,000","72,157,000","49,919,000","68,559,000","53,609,000","51,753,000","49,372,000","56,251,000","45,027,000","50,198,000","50,258,000","53,869,000","44,379,000","57,005,000","26,917,000","34,800,000","26,000,000","36,400,000","22,011,000","38,900,000","24,100,000","27,300,000","20,144,000","25,500,000","17,800,000","24,100,000","16,285,000","28,800,000","19,100,000","26,400,000","14,764,000","24,500,000","14,900,000","17,000,000","16,619,000","17,300,000","15,900,000","15,700,000","17,700,000","14,900,000","14,900,000","15,200,000","13,800,000","13,400,000","13,600,000","12,200,000","11,400,000","10,900,000","11,700,000","10,900,000","10,100,000","10,000,000","9,900,000","9,100,000","8,000,000","7,600,000"
	CashFlowFromContinuingOperatingActivities,"866,705,000","194,183,000","223,913,000","211,741,000","236,868,000","122,726,000","218,707,000","219,901,000","224,781,000","95,042,000","217,472,000","248,041,000","221,978,000","158,582,000","215,791,000","193,244,000","243,510,000","196,164,000","209,145,000","206,307,000","238,460,000","193,129,000","215,499,000","331,720,000","398,295,000","268,617,000","354,485,000","273,674,000","363,918,000","230,068,000","365,599,000","275,317,000","360,524,000","247,181,000","305,307,000","272,078,000","357,252,000","214,350,000","313,917,000","237,402,000","297,083,000","186,468,000","137,240,000","154,106,000","282,988,000","149,827,000","149,770,000","154,631,000","166,638,000","109,459,000","125,914,000","139,623,000","133,085,000","117,012,000","113,314,000","182,689,000","141,019,000","131,675,000","143,230,000","95,099,000","128,040,000","86,682,000","79,723,000","80,626,000","81,656,000","92,211,000","58,191,000","83,742,000","67,671,000","72,486,000","80,048,000","72,624,000","52,532,000","67,338,000","62,955,000","71,871,000","50,190,000","72,157,000","49,919,000","68,559,000","53,609,000","51,753,000","49,372,000","56,251,000","45,027,000","50,198,000","50,258,000","53,869,000","44,379,000","57,005,000","26,917,000","34,800,000","26,000,000","36,400,000","22,011,000","38,900,000","24,100,000","27,300,000","20,144,000","25,500,000","17,800,000","24,100,000","16,285,000","28,800,000","19,100,000","26,400,000","14,764,000","24,500,000","14,900,000","17,000,000","16,619,000","17,300,000","15,900,000","15,700,000","17,700,000","14,900,000","14,900,000","15,200,000","13,800,000","13,400,000","13,600,000","12,200,000","11,400,000","10,900,000","11,700,000","10,900,000","10,100,000","10,000,000","9,900,000","9,100,000","8,000,000","7,600,000"
		NetIncomeFromContinuingOperations,"451,850,000","75,343,000","32,576,000","61,906,000","282,025,000","149,423,000","150,245,000","-59,581,000","55,049,000","282,540,000","47,359,000","-42,308,000","-9,980,000","64,990,000","834,383,000","102,926,000","92,928,000","43,237,000","-57,924,000","-5,720,000","22,101,000","464,177,000","66,190,000","154,039,000","304,842,000","119,745,000","-594,617,000","117,954,000","167,748,000","-237,503,000","199,630,000","251,059,000","222,279,000","263,623,000","299,155,000","241,034,000","216,895,000","233,784,000","254,527,000","199,043,000","204,975,000","196,564,000","70,787,000","175,471,000","234,252,000","73,984,000","145,526,000",,"88,595,000","84,101,000","35,484,000","-43,220,000","101,178,000","52,709,000","40,371,000","125,417,000","232,295,000","50,412,000","50,661,000","322,365,000","77,192,000","145,628,000","248,986,000","78,156,000","42,194,000","58,065,000","42,043,000","45,541,000","42,834,000","43,671,000","48,462,000","34,490,000","41,584,000","46,835,000","44,398,000","49,609,000","36,914,000","27,664,000","29,374,000","37,242,000","40,355,000","30,409,000","36,169,000","24,073,000","34,900,000","26,024,000","36,606,000","29,436,000","34,506,000","32,945,000","27,000,000","30,100,000","19,700,000","19,400,000","27,100,000","24,900,000","17,700,000","17,500,000","16,700,000","15,600,000","15,400,000","17,100,000","15,400,000","15,000,000","15,600,000","14,600,000","14,000,000","14,600,000","14,300,000","13,800,000","13,100,000","12,400,000","13,200,000","11,300,000","11,900,000","11,000,000","10,600,000","10,600,000","9,200,000","9,200,000","9,100,000","8,200,000","6,800,000","6,500,000","6,800,000","6,400,000","5,600,000","6,300,000","6,100,000","5,200,000","4,300,000","2,500,000"
		OperatingGainsLosses,"-322,970,000","-28,626,000","-8,507,000","-43,134,000","-242,703,000","-97,420,000","-270,122,000","33,992,000","-42,444,000","-362,864,000","16,633,000","43,444,000","-8,807,000","-7,181,000","-761,359,000","-50,522,000","-45,963,000","-21,385,000","-39,133,000","47,842,000","-1,420,000","-371,499,000","-15,078,000","1,807,000","-118,738,000","200,000","-24,789,000","-6,095,000","-22,164,000","-20,633,000","-15,061,000","-12,274,000","-15,067,000","-42,620,000","-83,605,000","-21,919,000","-17,809,000","-24,626,000","-44,680,000","-12,404,000","-15,022,000","-15,415,000","-10,852,000","-14,075,000","-37,450,000","-10,618,000","8,113,000","-19,437,000","-8,552,000","-12,741,000","-13,899,000","-19,284,000","-45,770,000","-10,101,000","5,424,000","-35,042,000","-191,841,000","-11,875,000","2,641,000","0","-3,862,000","-1,012,000","-309,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,"0","0","0","0","0","-1,042,000","13,249,000","-3,260,000","-2,528,000","-167,434,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","270,000","-8,039,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-2,856,000","-3,107,000",,,,"-15,873,000","-3,987,000","-65,000","0","-2,964,000","-2,460,000","-30,540,000","-1,357,000","-794,000","-27,416,000","-190,256,000","-10,138,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,"-141,000","-768,000","-77,000","315,000","-36,000","-2,000","-89,000","-75,000","2,763,000",,,,,,,"147,000","-394,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-372,127,000","-26,478,000","-6,780,000","-41,393,000","-297,476,000","-259,662,000","-302,613,000","-149,000","-82,826,000","-206,576,000","-4,192,000","784,000","-11,448,000","-8,044,000","-763,774,000","-95,332,000","-46,064,000","-20,815,000","-33,789,000","-5,182,000","-412,000","-368,153,000","-45,093,000","9,000",,,"0","-52,000","-195,000","-6,130,000","-3,415,000","-2,201,000","-5,000","-27,947,000","-60,681,000","-8,671,000","-782,000","-11,082,000","-31,454,000","95,000","-255,000","203,000","5,396,000","2,082,000","-1,195,000","-2,113,000","-7,653,000","-5,607,000","0","-35,000","-2,456,000","-6,127,000","-602,000","309,000","4,484,000","-36,000","2,669,000","113,000","2,641,000","0","-3,862,000","-1,012,000","-309,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-12,375,000","-2,148,000","-1,727,000","-2,408,000","-6,092,000","-1,008,000","19,242,000","19,480,000","17,086,000","11,979,000","-1,387,000","7,643,000","1,506,000","863,000","2,152,000","911,000","101,000","-570,000","-6,330,000","-1,062,000","-240,000","-3,269,000","-15,388,000","2,053,000","1,067,000","908,000","-23,397,000","-8,314,000","-12,001,000","-13,601,000","-10,182,000","-10,168,000","-14,692,000","-14,528,000","-20,155,000","-13,892,000","-15,585,000","-14,801,000","-14,427,000","-12,499,000","-14,767,000","-12,762,000","-13,141,000","-16,157,000","-13,713,000","-466,000","4,681,000","-209,000","-3,906,000","37,000","311,000","1,527,000","-6,000","1,930,000","7,155,000","-1,227,000","-1,221,000","-1,288,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"704,481,000","177,733,000","178,114,000","177,175,000","171,459,000","157,538,000","155,749,000","173,630,000","178,488,000","189,276,000","190,798,000","171,944,000","165,296,000","131,951,000","130,759,000","132,198,000","143,292,000","143,250,000","136,833,000","130,588,000","130,751,000","136,554,000","142,722,000","142,453,000","140,882,000","140,854,000","140,841,000","134,360,000","120,145,000","114,144,000","116,169,000","122,699,000","112,958,000","107,220,000","105,650,000","101,770,000","104,607,000","104,639,000","91,529,000","89,606,000","87,299,000","87,579,000","86,128,000","87,378,000","88,865,000","90,514,000","77,016,000","76,878,000","76,108,000","77,067,000","75,418,000","80,680,000","71,309,000","77,938,000","79,064,000","75,715,000","77,811,000","80,206,000","99,712,000","74,304,000","63,203,000","64,373,000","-90,955,000","32,788,000","36,892,000","30,856,000",,"29,156,000","25,989,000","23,962,000","42,340,000","22,526,000","20,974,000","20,584,000","20,734,000","19,384,000","19,428,000","19,549,000","19,468,000","19,385,000","18,744,000","18,125,000","18,036,000","29,222,000","18,101,000","18,739,000","20,536,000","17,461,000","17,447,000","17,146,000","15,089,000","10,200,000","10,100,000","9,400,000","8,177,000","7,500,000","7,300,000","6,600,000","5,967,000","5,700,000","5,500,000","5,500,000","5,700,000","5,200,000","5,100,000","4,700,000",,,,"4,000,000","4,221,000","22,200,000","-13,400,000","4,500,000","4,800,000","4,100,000","4,500,000","4,500,000","4,800,000","4,300,000","4,500,000","4,500,000","4,500,000","4,600,000","4,900,000","4,500,000","4,400,000","3,900,000","3,500,000","3,700,000","3,600,000","5,100,000"
