name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
OperatingCashFlow,"699,300,000","-501,100,000","254,700,000","-2,000,000","947,700,000","-418,700,000","440,400,000","609,400,000","415,900,000","-123,700,000","245,500,000","442,200,000","479,000,000","246,700,000","202,100,000","282,300,000","248,000,000","-75,700,000","164,000,000","366,700,000","-24,500,000","24,200,000","177,581,000","258,650,000","37,325,000","-339,030,000","-274,902,000","360,578,000","346,562,000","-177,666,000","-120,848,000","252,896,000","134,590,000","127,178,000","303,523,000","450,376,000","221,981,000","51,681,000","250,539,000","244,648,000","183,490,000","1,021,000","345,613,000","185,940,000","140,125,000","183,626,000","75,281,000","147,177,000","196,391,000","121,893,000","56,886,000","386,796,000","90,812,000","-264,569,000","184,764,000","380,711,000","-16,532,000","450,192,000","366,722,000","320,682,000","344,199,000","171,958,000","313,356,000","439,528,000","267,682,000","-97,569,000","390,352,000","435,190,000","111,714,000","82,896,000","226,706,000","294,100,000","136,018,000","177,341,000","109,625,000","253,668,000","106,340,000","271,595,000"
	CashFlowFromContinuingOperatingActivities,"597,700,000","-501,100,000","254,700,000","-34,100,000","863,900,000","-454,000,000","440,400,000","609,400,000","415,900,000","-123,700,000","245,500,000","442,200,000","479,000,000","246,700,000",,,,,,,,,,,,,,,,,,,,,,,,,"250,539,000","244,648,000","183,490,000","1,021,000","345,613,000","185,940,000","140,125,000","183,626,000","75,281,000","147,177,000","196,391,000","121,893,000","56,886,000","386,796,000","90,812,000","-264,569,000","184,764,000","380,711,000","-16,532,000","450,192,000","366,722,000","320,682,000","344,199,000","171,958,000","313,356,000","439,528,000","267,682,000","-97,569,000","390,352,000","435,190,000","111,714,000","82,896,000","226,706,000","294,100,000","136,018,000","177,341,000","109,625,000","253,668,000","106,340,000","271,595,000"
		NetIncomeFromContinuingOperations,"1,354,900,000","145,500,000","123,600,000","882,400,000","203,400,000","163,000,000","139,200,000","-30,200,000","178,100,000","154,700,000","127,600,000","-54,800,000","144,100,000","165,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"186,830,000","120,818,000","187,191,000","166,280,000","179,457,000","252,507,000","151,303,000","151,136,000","162,472,000","137,046,000","100,287,000","127,624,000","114,398,000","86,128,000","74,844,000","95,210,000","94,378,000",,,,
		OperatingGainsLosses,"-65,000,000","62,400,000","-5,000,000","-112,100,000","-10,300,000","-800,000","-38,400,000","-16,600,000","-24,100,000","95,300,000","-2,400,000","-300,000","-13,700,000","-32,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,"0",,,,"2,400,000","14,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-65,000,000","62,400,000","-5,000,000","-112,100,000","-10,300,000","-800,000","-38,400,000","-16,600,000","-24,100,000","95,300,000","-4,800,000","-14,900,000","-17,000,000","-29,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,"-3,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"138,600,000","26,100,000","9,400,000","139,200,000","-36,100,000","19,200,000","19,500,000","9,900,000","46,300,000","115,900,000","48,900,000","-13,000,000","17,000,000","36,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"138,600,000","26,100,000","9,400,000","139,200,000","-36,100,000","19,200,000","19,500,000","9,900,000","46,300,000","115,900,000","48,900,000","-13,000,000","17,000,000","36,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,"2,700,000","137,800,000",,,"0","1,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"65,900,000","12,400,000","18,100,000","18,200,000","17,200,000","13,200,000","16,000,000","15,500,000","14,900,000","11,500,000","15,200,000","15,000,000","14,200,000","11,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-759,600,000","-40,800,000","16,300,000","-717,300,000","-32,100,000","-9,000,000","-21,300,000","3,900,000","-12,900,000","6,200,000","27,600,000","134,600,000","50,600,000","-49,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"263,362,000","-1,139,233,000","133,491,000","177,919,000","-7,499,000","-599,418,000","288,225,000","116,546,000","-260,041,000","-229,962,000","334,903,000","-15,910,000","-31,502,000","-143,845,000","219,256,000","40,808,000","82,963,000",,,,
		ChangeInWorkingCapital,"-316,300,000","-754,000,000","45,000,000","-286,400,000","679,100,000","-681,000,000","283,500,000","449,000,000","180,400,000","-540,800,000","-9,800,000","331,800,000","221,800,000","85,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInReceivables,"-909,700,000","-198,000,000","-377,500,000","-391,000,000","56,800,000","-315,100,000","28,800,000","-292,900,000","339,200,000","-98,000,000","-62,300,000","-384,000,000","-171,900,000","157,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,"-752,600,000","-198,000,000","-220,400,000","-391,000,000","56,800,000","-315,100,000","4,500,000","-292,900,000","153,800,000","87,400,000","-62,300,000","-384,000,000","-171,900,000","157,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-29,300,000","-139,700,000","207,200,000","-275,000,000","178,200,000","-72,100,000","111,200,000","318,400,000","-140,000,000","-116,800,000","-166,400,000","108,400,000","199,600,000","12,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInPayable,"-29,300,000","-139,700,000","207,200,000","-275,000,000","178,200,000","-72,100,000","111,200,000","318,400,000","-140,000,000","-116,800,000","-166,400,000","108,400,000","199,600,000","12,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,"26,600,000","-70,500,000",,"-147,200,000","18,000,000","6,500,000",,"181,200,000",,,"-37,200,000","33,700,000","4,400,000","25,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,"26,600,000","-70,500,000",,"-147,200,000","18,000,000","6,500,000",,"181,200,000",,,"-37,200,000","33,700,000","4,400,000","25,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"47,700,000","-69,200,000","84,500,000","-127,800,000","160,200,000","-78,600,000","78,200,000","137,200,000","74,200,000","-116,800,000","-129,200,000","74,700,000","195,200,000","-13,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"66,100,000","-285,000,000","340,400,000","-131,600,000","142,300,000","-187,900,000","114,500,000","-2,200,000","-81,300,000","-288,000,000","104,700,000","-17,300,000","-4,600,000","17,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,"101,600,000","0","0","32,100,000","83,800,000","35,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"129,800,000","-13,300,000","120,900,000","3,400,000","18,800,000","14,500,000","-460,000,000","-243,000,000","-214,100,000","181,900,000","-6,200,000","-4,000,000","-162,400,000","-447,200,000","-298,100,000","-389,600,000","-1,593,900,000","79,100,000","-299,200,000","-245,700,000","62,500,000","-58,800,000","94,356,000","-114,370,000","-387,353,000","1,132,988,000","193,919,000","14,624,000","1,735,000","54,015,000","207,417,000","-178,123,000","225,732,000","-191,137,000","248,853,000","-297,989,000","-325,091,000","-18,511,000","-351,592,000","-149,708,000","32,841,000","18,576,000","-51,129,000","-162,265,000","183,256,000","-166,450,000","91,612,000","87,365,000","119,128,000","-306,981,000","19,380,000","116,157,000","41,085,000","-35,155,000","-66,186,000","-46,787,000","-26,119,000","-189,911,000","-252,424,000","-404,321,000","-28,699,000","-523,141,000","443,623,000","-361,423,000","-196,792,000","30,081,000","-165,984,000","-93,857,000","39,055,000","-447,237,000","-75,559,000","-165,432,000","-90,000,000","-312,734,000","-195,695,000","-128,597,000","-264,867,000","-122,066,000"
