name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
OperatingCashFlow,"357,782,000","89,486,000","87,945,000","89,019,000","91,332,000","121,084,000","91,558,000","69,047,000","34,020,000","97,103,000","59,749,000","68,101,000","39,819,000","79,746,000","46,748,000","75,132,000","77,260,000","103,079,000","75,816,000","17,601,000","20,614,000","62,879,000","53,975,000","66,741,000","21,270,000","76,058,000","73,821,000","21,300,000","35,783,000","74,159,000","58,547,000","42,597,000","67,576,000","76,675,000","-9,404,000","29,137,000","41,286,000","52,018,000","15,546,000","53,103,000","11,097,000","37,933,000","33,966,000","7,944,000","22,780,000","27,986,000","20,437,000","-638,000","23,786,000","12,806,000","3,271,000","15,038,000","8,830,000","7,814,000","14,436,000","8,496,000","4,369,000","6,714,000","7,716,000","6,241,000","3,251,000","1,043,000","8,190,000","4,958,000","-1,667,000","6,351,000"
	CashFlowFromContinuingOperatingActivities,"357,782,000","89,486,000","87,945,000","89,019,000","91,332,000","121,084,000","91,558,000","69,047,000","34,020,000","97,103,000","59,749,000","68,101,000","39,819,000","79,746,000","46,748,000","75,132,000","77,260,000","103,079,000","75,816,000","17,601,000","20,614,000","62,879,000","53,975,000","66,741,000","21,270,000","76,058,000","73,821,000","21,300,000","35,783,000","74,159,000","58,547,000","42,597,000","67,576,000","76,675,000","-9,404,000","29,137,000","41,286,000","52,018,000","15,546,000","53,103,000","11,097,000","37,933,000","33,966,000","7,944,000","22,780,000","27,986,000","20,437,000","-638,000","23,786,000","12,806,000","3,271,000","15,038,000","8,830,000","7,814,000","14,436,000","8,496,000","4,369,000","6,714,000","7,716,000","6,241,000","3,251,000","1,043,000","8,190,000","4,958,000","-1,667,000","6,351,000"
		NetIncomeFromContinuingOperations,"292,311,000","64,892,000","73,357,000","74,992,000","79,070,000","91,602,000","81,794,000","69,320,000","62,827,000","507,000","73,262,000","72,763,000","72,164,000","71,350,000","71,030,000","80,284,000","76,025,000","73,064,000","23,309,000","14,821,000","50,097,000","46,856,000","48,590,000","43,620,000","43,509,000","41,427,000","37,433,000","35,741,000","33,906,000","31,119,000","29,926,000","27,371,000","28,429,000","27,337,000","12,950,000","18,363,000","17,659,000","17,548,000","16,939,000","16,095,000","15,490,000","14,498,000","14,167,000","14,312,000","13,546,000","12,716,000","-13,807,000","9,560,000","7,464,000","14,374,000","7,881,000","7,239,000","5,441,000","6,245,000","-9,380,000","6,564,000","5,654,000","7,278,000","5,395,000","5,228,000","5,061,000","4,761,000","4,478,000","4,288,000","3,636,000","3,516,000"
		OperatingGainsLosses,"-4,495,000","-589,000","-1,510,000","-651,000","-1,745,000","-591,000","-671,000","-443,000","-289,000","-700,000","-882,000","-637,000","103,000","-526,000","134,000","-1,168,000","-4,230,000","1,962,000","-2,503,000","1,659,000","-2,546,000","-833,000","-1,447,000","3,471,000","7,000","-53,000","94,000","155,000","246,000","-501,000","-167,000","-677,000","-1,304,000","-548,000","-32,000","-1,270,000","-835,000","-483,000","-124,687,000","56,027,000","38,972,000","29,567,000","35,503,000","26,521,000","23,727,000","35,959,000","34,734,000","27,476,000","23,680,000","20,335,000","29,446,000","44,115,000","50,410,000","55,242,000","6,177,000","-6,100,000","8,219,000","-5,821,000","-329,000","-458,000","214,000","12,000","-173,000","-161,000","-193,000","-89,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-25,150,000","0",,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"-85,000","-61,000","-1,250,000","-5,782,000","-4,271,000","1,350,000","-919,000","5,818,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,102,000",,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"19,845,000","5,092,000","5,024,000","4,922,000","4,807,000","4,728,000","4,846,000","4,724,000","5,762,000","4,750,000","4,738,000","4,842,000","4,908,000","4,939,000","-5,984,000","8,545,000","8,200,000","8,444,000","8,912,000","7,387,000","6,936,000","6,398,000","6,596,000","6,211,000","6,656,000","6,676,000","7,260,000","7,661,000","7,781,000","9,377,000","12,625,000","11,981,000","20,969,000","189,000","1,835,000","674,000","1,527,000","1,975,000","3,855,000","3,307,000","2,899,000","2,625,000","1,755,000","2,173,000","1,869,000","1,390,000","657,000","227,000","1,652,000","2,118,000","1,995,000","2,094,000","2,115,000","1,959,000","1,912,000","1,899,000","2,012,000","2,055,000","1,719,000","1,760,000","1,590,000","1,370,000","1,754,000","1,714,000","1,808,000","1,755,000"
			DepreciationAndAmortization,"19,845,000","5,092,000","5,024,000","4,922,000","4,807,000","4,728,000","4,846,000","4,724,000","5,762,000","4,750,000","4,738,000","4,842,000","4,908,000","4,939,000","-5,984,000","8,545,000","8,200,000","8,444,000","8,912,000","7,387,000","6,936,000","6,398,000","6,596,000","6,211,000","6,656,000","6,676,000","7,260,000","7,661,000","7,781,000","9,377,000","12,625,000","11,981,000","20,969,000","189,000","1,835,000","674,000","1,527,000","1,975,000","3,855,000","3,307,000","2,899,000","2,625,000","1,755,000","2,173,000","1,869,000","1,390,000","657,000","227,000","1,652,000","2,118,000","1,995,000","2,094,000","2,115,000","1,959,000","1,912,000","1,899,000","2,012,000","2,055,000","1,719,000","1,760,000","1,590,000","1,370,000","1,754,000","1,714,000","1,808,000","1,755,000"
				Depreciation,,,,,,,,,,,,,,,,"2,915,000","2,924,000","3,317,000","3,361,000","2,998,000","2,962,000","2,674,000","2,562,000","2,630,000","2,730,000","2,722,000","2,568,000","2,537,000","2,556,000","2,635,000","2,624,000","2,504,000","2,465,000","2,523,000","2,317,000","1,696,000","1,602,000","1,610,000","1,530,000","1,504,000","1,503,000","1,453,000","738,000","1,636,000","1,625,000","1,682,000","1,442,000","1,340,000","1,316,000","1,289,000","-1,086,000","2,094,000","2,115,000","1,959,000",,,,,,,,,,,,
