name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,489,000","5,944,000",,"10,038,000","5,214,000","10,753,000",,,,,,,,,,,,,,,,,,,,,,"-266,000","628,000","610,000","3,413,000","2,890,000","4,526,000","5,793,000","6,312,000","5,385,000","5,374,000","5,114,000","6,082,000","6,217,000","7,575,000","7,586,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"27,396,000","991,000","21,607,000","3,706,000","1,090,000","169,000","-530,000","53,000","-718,000","-1,164,000","-5,089,000","730,000","1,909,000","3,552,000","9,269,000","3,163,000","2,923,000","3,111,000","2,290,000","13,205,000","18,426,000","20,003,000","3,090,000","-2,372,000","-10,560,000","-3,053,000","9,863,000","-10,619,000","5,759,000","5,696,000","-13,542,000","-4,234,000","-3,471,000","-11,694,000","16,922,000","-7,963,000","-10,448,000","-6,027,000","-421,278,000","-111,095,000","-6,282,000","-18,498,000","-22,138,000","-15,799,000","46,606,000","-2,900,000","27,514,000","2,817,000","-41,382,000","-3,391,000","7,000,000","-18,959,000","-13,347,000","-6,163,000","7,128,000","19,915,000","-57,291,000","-30,226,000","-3,163,000","-4,603,000","-17,549,000","-5,451,000","-3,019,000","-13,922,000","-6,623,000","-6,236,000","-64,737,000","-19,463,000","110,000","-31,354,000","-22,972,000","-17,163,000","-20,825,000","-108,619,000","-50,658,000","-5,657,000",,"-6,561,000",,"-1,222,000","198,000","-1,268,000","-11,878,000","-4,066,000","-4,247,000","-6,059,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"688,634,000","299,862,000","231,766,000","115,039,000","41,967,000","191,000","-26,305,000","-17,502,000","-46,014,000","-22,656,000","10,342,000","72,765,000","65,492,000","63,798,000","73,466,000","93,304,000","59,733,000","61,753,000","55,705,000","51,943,000","43,555,000","67,118,000","46,514,000","12,329,000","-65,662,000","-71,682,000","-83,594,000","29,275,000","-49,189,000","-18,492,000","14,362,000","-33,973,000","-37,285,000","-72,208,000","-101,997,000","-24,603,000","-24,805,000","-31,121,000","419,605,000","141,800,000","20,515,000","36,451,000","123,209,000","96,960,000","102,817,000","102,238,000","86,938,000","98,347,000","106,499,000","38,077,000","36,055,000","49,129,000","10,334,000","41,922,000","87,238,000","87,751,000","168,950,000","116,450,000","75,080,000","49,824,000","53,850,000","50,863,000","60,481,000","82,201,000","99,848,000","94,137,000","-3,766,000","34,177,000","21,493,000","25,952,000","19,933,000","26,335,000","24,870,000","106,909,000","-12,000,000","6,526,000","9,367,000","-6,265,000","8,178,000","10,098,000","12,322,000","-1,320,000","20,030,000","4,044,000","12,189,000","26,193,000","31,276,000","12,399,000","18,205,000","-733,000","-13,300,000","8,700,000","21,100,000","10,000,000","12,400,000","21,200,000","25,000,000","22,400,000","56,900,000","-20,500,000","16,300,000","18,700,000","11,700,000","6,300,000","7,600,000","6,200,000","18,500,000","15,700,000","18,200,000","15,100,000","19,300,000","15,300,000","17,500,000","2,500,000","-400,000","-7,000,000","7,000,000","5,600,000","17,100,000","14,900,000","14,500,000","11,400,000","15,800,000","13,800,000","15,300,000","11,500,000","9,500,000","9,500,000","12,500,000","9,400,000","11,100,000","6,500,000","5,500,000","76,600,000","-154,600,000","63,100,000","64,400,000","66,300,000","-138,200,000","58,900,000","52,500,000","50,000,000"
NetNonOperatingInterestIncomeExpense,"-26,567,000","-7,023,000","-10,598,000","-6,151,000","-2,794,000","-3,800,000","-4,235,000","-2,530,000","-1,730,000","-2,129,000","-1,878,000","-340,000","-2,287,000","-2,289,000","-2,691,000","-3,378,000","-3,498,000","-4,122,000","-4,945,000","-5,252,000","-5,161,000","-8,898,000","-10,754,000","-45,582,000","-44,340,000","-43,313,000","-98,971,000","-99,087,000","-98,612,000","-96,879,000","-96,368,000","-96,268,000","-95,924,000","-94,628,000","-93,959,000","-94,927,000","-93,540,000","-92,251,000","-86,506,000","-74,251,000","-77,640,000","-73,751,000","-124,185,000","-76,854,000","-41,494,000","-33,834,000","-34,082,000","-36,771,000","-34,502,000","-34,745,000","-35,128,000","-29,392,000","-20,240,000","-13,550,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"324,000","24,000","154,000","0","147,000","328,000","297,000","459,000","1,793,000","1,259,000","1,751,000","3,709,000","2,088,000","2,143,000","2,156,000","1,801,000","1,552,000","1,273,000","560,000","720,000","842,000","527,000","487,000","582,000","933,000","1,138,000","423,000","672,000","962,000","2,373,000","1,930,000","1,949,000","2,036,000","1,843,000","1,854,000","697,000","1,216,000","2,836,000","1,910,000","1,459,000","1,088,000","1,021,000","968,000","840,000","755,000","746,000","561,000","927,000","623,000","338,000","338,000","399,000","417,000","6,468,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"26,891,000","7,047,000","10,752,000","6,151,000","2,941,000","4,128,000","4,532,000","2,989,000","3,523,000","3,388,000","3,629,000","4,049,000","4,375,000","4,432,000","4,847,000","5,179,000","5,050,000","5,395,000","5,505,000","5,972,000","6,003,000","9,425,000","11,241,000","46,164,000","45,273,000","44,451,000","99,394,000","99,759,000","99,574,000","99,252,000","98,298,000","98,217,000","97,960,000","96,471,000","95,813,000","95,624,000","94,756,000","95,087,000","88,416,000","75,710,000","78,728,000","74,772,000","125,153,000","77,694,000","42,249,000","34,580,000","34,643,000","37,698,000","35,125,000","35,083,000","35,466,000","29,791,000","20,657,000","20,018,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-44,629,000","-20,512,000","6,011,000","-20,827,000","-9,301,000","-2,055,000","-47,786,000","-171,056,000","-374,000","-2,305,000","-17,275,000","34,691,000","-274,000","11,302,000","11,968,000","-11,949,000","-16,295,000","1,810,000","-4,260,000","20,017,000","-915,000","-5,712,000","-1,155,000","-21,438,000","-66,130,000","-92,818,000","-471,851,000","-2,273,529,000","-24,373,000","-1,220,000","-19,666,000","-1,327,000","1,480,000","-914,000","-281,602,000","-210,150,000","-11,474,000","-1,308,000","-706,876,000","-5,840,000","-628,541,000","17,630,000","48,174,000","-6,402,000","-49,740,000",,"0","-6,776,000","-4,587,000","-5,877,000","-6,560,000","-791,000","-3,025,000","-3,350,000",,"-19,915,000","57,291,000","30,226,000","3,016,000","3,797,000","17,131,000","4,549,000","2,345,000","10,350,000","4,815,000","4,843,000","61,052,000","15,947,000","-1,721,000","28,903,000","20,370,000","15,558,000","18,961,000","106,724,000","93,232,000","14,032,000","8,241,000","6,561,000","7,801,000","1,222,000","-198,000","1,268,000","11,878,000","4,066,000","4,247,000","6,059,000","3,993,000","3,452,000","1,761,000","3,631,000","-361,000,000","4,000,000","100,000","4,400,000","2,100,000","2,800,000","2,500,000","100,000","-27,200,000","300,000","300,000","100,000","200,000",,"200,000",,"0",,,,"100,000","200,000","100,000",,"300,000","300,000","100,000","300,000","500,000","300,000","300,000","100,000","300,000","300,000","200,000","100,000","0",,"100,000","200,000","300,000","600,000","700,000",,,,,,,,,
	GainOnSaleOfSecurity,"-12,599,000","-15,519,000","31,323,000","-19,641,000","-8,762,000","-528,000","-1,956,000","-2,649,000","129,000","-743,000","-1,250,000","-1,530,000","8,400,000","12,981,000","13,024,000","-10,418,000","-15,138,000","3,414,000","-4,477,000","-1,028,000","-863,000","-854,000","-396,000","-488,000","-1,158,000","-1,210,000","455,000","3,559,000","-1,211,000","-1,220,000","-2,125,000","3,733,000","2,992,000","-914,000","26,742,000","-9,753,000","9,008,000","-1,308,000","-13,237,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,143,000","5,995,000","3,690,000","5,432,000","5,657,000","12,191,000","11,110,000",,"1,222,000","-198,000","1,268,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-28,345,000","-4,120,000","-24,225,000","0","0","0","-44,873,000","-163,106,000","8,450,000","3,198,000","-9,055,000","39,000,000","-4,320,000","87,000","-60,000","-560,000","-1,225,000","-301,000","217,000","21,045,000","-52,000","-4,858,000","-759,000","-20,950,000","-64,972,000","-91,608,000","-472,306,000","-2,277,088,000","-23,162,000",,"-17,541,000","-5,060,000","-1,512,000",,"-308,344,000","-200,397,000","-20,482,000",,"-767,456,000","-5,840,000","-628,541,000","17,630,000","48,174,000","-6,402,000","-49,740,000",,"0","-6,776,000","0","-5,877,000","-6,560,000","-791,000","-3,025,000","-3,350,000","-67,602,000","-19,915,000","57,291,000","30,226,000","3,016,000","3,797,000","17,131,000","4,549,000","2,345,000","10,350,000","4,815,000","4,843,000","61,052,000","15,947,000","-1,721,000","28,903,000","20,370,000","14,415,000","12,966,000","103,034,000","87,800,000","8,375,000","-3,950,000","-4,549,000",,,,,"11,878,000","4,066,000","4,247,000","6,059,000","3,993,000","3,452,000","1,761,000","3,631,000","-361,000,000","4,000,000","100,000","4,400,000","2,100,000","2,800,000","2,500,000","100,000","-27,200,000","300,000","300,000","100,000","200,000",,"200,000",,"0",,,,"100,000","200,000","100,000",,"300,000","300,000","100,000","300,000","500,000","300,000","300,000","100,000","300,000","300,000","200,000","100,000","0",,"100,000","200,000","300,000","600,000","700,000",,,,,,,,,
