name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
TotalRevenue,"2,718,435,000","867,936,000","805,697,000","594,412,000","450,389,000","357,543,000","360,578,000","382,261,000","319,521,000","405,232,000","549,480,000","619,467,000","570,222,000","555,183,000","650,963,000","633,180,000","592,349,000","575,295,000","560,244,000","613,538,000","549,866,000","600,975,000","575,688,000","550,305,000","420,298,000","428,106,000","563,249,000","688,544,000","644,462,000","677,005,000","745,192,000","742,180,000","713,776,000","735,971,000","719,386,000","791,269,000","766,332,000","825,502,000","968,231,000","1,087,618,000","1,063,538,000","1,039,651,000","1,228,756,000","1,198,673,000","985,087,000","872,938,000","835,394,000","874,705,000","764,295,000","711,874,000","725,472,000","614,957,000","554,612,000","681,040,000","729,881,000","769,458,000","785,117,000","699,350,000","644,399,000","599,151,000","598,745,000","571,349,000","618,357,000","610,045,000","637,476,000","634,553,000","619,795,000","654,716,000","633,797,000","600,464,000","553,125,000","527,776,000","422,778,000","403,490,000","341,502,000","364,619,000","403,078,000","338,479,000","392,734,000","399,533,000","374,674,000","367,199,000","373,539,000","349,239,000","364,333,000","375,368,000","343,385,000","355,837,000","338,392,000","354,170,000","369,200,000","378,300,000","391,700,000","417,100,000","413,800,000","421,400,000","350,800,000","312,600,000","312,100,000","329,100,000","196,200,000","166,600,000","152,100,000","143,000,000","138,800,000","143,300,000","169,200,000","158,600,000","151,600,000","156,600,000","160,500,000","157,400,000","154,700,000","137,500,000","111,400,000","113,800,000","135,000,000","138,200,000","163,600,000","160,700,000","144,600,000","110,800,000","111,800,000","112,100,000","107,200,000","113,000,000","106,500,000","98,600,000","112,000,000","90,200,000","86,000,000","73,500,000","80,200,000","76,600,000","60,000,000","63,100,000","64,400,000","66,300,000","58,500,000","58,900,000","52,500,000","50,000,000"
	OperatingRevenue,"2,718,435,000","867,936,000","805,697,000","594,412,000","450,389,000","357,543,000","360,578,000","382,261,000","319,521,000","405,232,000","549,480,000","619,467,000","570,222,000","555,183,000","650,963,000","633,180,000","592,349,000","575,295,000","560,244,000","613,538,000","549,866,000","600,975,000","575,688,000","550,305,000","420,298,000","428,106,000","563,249,000","688,544,000","644,462,000","677,005,000","745,192,000","742,180,000","713,776,000","735,971,000","719,386,000","791,269,000","766,332,000","825,502,000","968,231,000","1,087,618,000","1,063,538,000","1,039,651,000","1,228,756,000","1,198,673,000","985,087,000","872,938,000","835,394,000","874,705,000","764,295,000","711,874,000","725,472,000","614,957,000","554,612,000","681,040,000","729,881,000","769,458,000","785,117,000","699,350,000","644,399,000","599,151,000","598,745,000","571,349,000","618,357,000","610,045,000","637,476,000","634,553,000","619,795,000","654,716,000","633,797,000","600,464,000","553,125,000","527,776,000","422,778,000","403,490,000","341,502,000","364,619,000","390,887,000","338,479,000","382,642,000","399,533,000","374,674,000","367,199,000","373,539,000","349,239,000","364,333,000","375,368,000","343,385,000","355,837,000","338,392,000","354,170,000","369,200,000","378,300,000","391,700,000","417,100,000","413,800,000","421,400,000","350,800,000","312,600,000","312,100,000","329,100,000","196,200,000","166,600,000","152,100,000","143,000,000","138,800,000","143,300,000","169,200,000","158,600,000","151,600,000","156,600,000","160,500,000","157,400,000","154,700,000","137,500,000","111,400,000","113,800,000","135,000,000","138,200,000","163,600,000","160,700,000","144,600,000","110,800,000","111,800,000","112,100,000","107,200,000","113,000,000","106,500,000","98,600,000","112,000,000","90,200,000","86,000,000","73,500,000","80,200,000","76,600,000","60,000,000","63,100,000","64,400,000","66,300,000","58,500,000","58,900,000","52,500,000","50,000,000"
CostOfRevenue,"1,778,155,000","508,225,000","490,775,000","423,826,000","355,329,000","309,906,000","341,593,000","345,539,000","316,348,000","374,999,000","492,454,000","491,004,000","451,088,000","438,471,000","514,005,000","482,029,000","474,388,000","454,780,000","451,221,000","495,424,000","435,038,000","461,410,000","470,644,000","450,427,000","419,042,000","419,316,000","537,667,000","540,192,000","566,252,000","562,322,000","610,646,000","647,096,000","622,137,000","686,314,000","668,483,000","688,712,000","656,198,000","710,573,000","809,074,000","896,809,000","881,259,000","850,871,000","945,786,000","952,850,000","709,953,000","653,684,000","622,348,000","651,853,000","570,861,000","550,750,000","566,778,000","489,290,000","467,521,000","547,126,000","533,663,000","567,372,000","568,483,000","514,404,000","480,097,000","476,434,000","482,424,000","449,330,000","480,518,000","474,458,000","471,896,000","482,950,000","565,568,000","546,725,000","542,073,000","519,641,000","364,720,000","491,672,000","398,701,000","383,191,000","366,257,000","346,142,000","372,323,000","333,639,000","356,347,000","368,054,000","340,928,000","347,211,000","344,491,000","330,196,000","332,577,000","329,525,000","251,548,000","280,454,000","255,355,000","288,312,000","306,700,000","294,000,000","297,900,000","332,300,000","317,700,000","321,400,000","265,900,000","243,800,000","253,900,000","263,900,000","133,000,000","121,100,000","115,000,000","114,900,000","107,600,000","110,800,000","125,100,000","118,900,000","108,100,000","117,600,000","115,400,000","115,400,000","110,300,000","108,800,000","85,600,000","95,600,000","100,500,000","104,500,000","117,300,000","119,500,000","103,500,000","82,500,000","79,500,000","82,900,000","77,100,000","87,500,000","84,100,000","76,300,000","86,700,000","69,200,000","71,100,000","54,400,000","62,300,000",,,,,,,,,
GrossProfit,"940,280,000","359,711,000","314,922,000","170,586,000","95,060,000","47,637,000","18,985,000","36,722,000","3,173,000","30,233,000","57,026,000","128,463,000","119,134,000","116,712,000","136,958,000","151,151,000","117,961,000","120,515,000","109,023,000","118,114,000","114,828,000","139,565,000","105,044,000","99,878,000","1,256,000","8,790,000","25,582,000","148,352,000","78,210,000","114,683,000","134,546,000","95,084,000","91,639,000","49,657,000","50,903,000","102,557,000","110,134,000","114,929,000","159,157,000","190,809,000","182,279,000","188,780,000","282,970,000","245,823,000","275,134,000","219,254,000","213,046,000","222,852,000","193,434,000","161,124,000","158,694,000","125,667,000","87,091,000","133,914,000","196,218,000","202,086,000","216,634,000","184,946,000","164,302,000","122,717,000","116,321,000","122,019,000","137,839,000","135,587,000","165,580,000","151,603,000","54,227,000","107,991,000","91,724,000","80,823,000","188,405,000","36,104,000","24,077,000","20,299,000","-24,755,000","18,477,000","30,755,000","4,840,000","36,387,000","31,479,000","33,746,000","19,988,000","29,048,000","19,043,000","31,756,000","45,843,000","91,837,000","75,383,000","83,037,000","65,858,000","62,500,000","84,300,000","93,800,000","84,800,000","96,100,000","100,000,000","84,900,000","68,800,000","58,200,000","65,200,000","63,200,000","45,500,000","37,100,000","28,100,000","31,200,000","32,500,000","44,100,000","39,700,000","43,500,000","39,000,000","45,100,000","42,000,000","44,400,000","28,700,000","25,800,000","18,200,000","34,500,000","33,700,000","46,300,000","41,200,000","41,100,000","28,300,000","32,300,000","29,200,000","30,100,000","25,500,000","22,400,000","22,300,000","25,300,000","21,000,000","14,900,000","19,100,000","17,900,000",,,,,,,,,
OperatingExpense,"251,646,000","59,849,000","83,156,000","55,547,000","53,093,000","47,446,000","45,290,000","54,224,000","49,187,000","52,889,000","46,684,000","55,698,000","53,642,000","52,914,000","63,492,000","57,847,000","58,228,000","58,762,000","53,318,000","66,171,000","71,273,000","72,447,000","58,530,000","87,549,000","66,918,000","80,472,000","109,176,000","119,077,000","127,399,000","133,175,000","120,184,000","129,057,000","128,924,000","121,865,000","152,900,000","127,160,000","134,939,000","146,050,000","-260,448,000","49,009,000","161,764,000","152,329,000","159,761,000","148,863,000","172,317,000","117,016,000","126,108,000","124,505,000","86,935,000","123,047,000","122,639,000","76,538,000","76,757,000","91,992,000","108,980,000","114,335,000","47,684,000","68,496,000","89,222,000","72,893,000","62,471,000","71,156,000","77,358,000","53,386,000","65,732,000","57,466,000","57,993,000","73,814,000","70,231,000","54,871,000","168,472,000","9,769,000","-793,000","-86,610,000","-12,755,000","11,951,000","21,388,000","11,105,000","28,209,000","21,381,000","21,424,000","21,308,000","9,018,000","14,999,000","19,567,000","19,650,000","60,561,000","62,984,000","64,832,000","66,591,000","75,800,000","75,600,000","72,700,000","74,800,000","83,700,000","78,800,000","59,900,000","46,400,000","1,300,000","85,700,000","46,900,000","26,800,000","25,400,000","21,800,000","23,600,000","26,300,000","25,600,000","24,000,000","25,300,000","23,900,000","25,800,000","26,700,000","26,900,000","26,200,000","26,200,000","25,200,000","27,500,000","28,100,000","29,200,000","26,300,000","26,600,000","16,900,000","16,500,000","15,400,000","14,800,000","14,000,000","12,900,000","12,800,000","12,800,000","11,600,000","3,800,000","12,600,000","12,400,000",,,,,,,,,
	SellingGeneralAndAdministration,"97,510,000","26,648,000","25,663,000","21,081,000","24,119,000","21,480,000","18,373,000","21,541,000","19,738,000","22,745,000","21,917,000","24,566,000","25,209,000","24,089,000","26,687,000","22,909,000","24,756,000","25,948,000","23,100,000","21,052,000","22,146,000","20,523,000","22,836,000","20,498,000","19,019,000","19,826,000","26,179,000","25,731,000","24,268,000","22,605,000","27,020,000","28,136,000","29,931,000","29,136,000","37,137,000","28,800,000","34,302,000","33,209,000","34,994,000","33,266,000","35,178,000","30,861,000","17,058,000","41,636,000","29,039,000","30,435,000","28,668,000","28,831,000","35,344,000","27,166,000","27,017,000","24,029,000","21,627,000","25,114,000","26,184,000","22,235,000","33,022,000","25,680,000","24,561,000","18,868,000","22,030,000","18,987,000","23,198,000","13,667,000","20,642,000","17,881,000","71,316,000","35,435,000","17,979,000","35,322,000","26,094,000","27,198,000","19,404,000","21,399,000","34,490,000","14,718,000","16,862,000","11,873,000","19,606,000","17,218,000","15,852,000","17,462,000","14,814,000","12,848,000","16,239,000","18,123,000","12,335,000","12,851,000","13,448,000","14,822,000","20,000,000","16,600,000","14,100,000","12,500,000","21,600,000","22,200,000","13,200,000","7,500,000","-41,300,000","54,400,000","8,500,000","7,300,000","6,900,000","5,600,000","6,400,000","8,000,000","6,900,000","6,700,000","7,100,000","7,200,000","7,800,000","8,900,000","8,600,000","8,500,000","9,700,000","8,300,000","8,700,000","9,100,000","9,100,000","8,400,000","8,700,000","5,800,000","6,600,000","5,900,000","5,600,000","5,300,000","5,100,000","5,300,000","5,300,000","5,000,000","-2,300,000","6,600,000","6,700,000",,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"126,740,000","32,210,000","35,886,000","30,760,000","27,884,000","25,797,000","27,447,000","32,630,000","30,167,000","31,308,000","29,856,000","30,402,000","26,524,000","25,273,000","27,536,000","31,775,000","30,549,000","29,703,000","27,928,000","31,914,000","30,701,000","31,921,000","32,604,000","69,423,000","58,459,000","63,699,000","73,134,000","103,965,000","97,372,000","104,874,000","106,706,000","105,155,000","102,464,000","104,423,000","98,841,000","106,323,000","111,085,000","118,868,000","125,836,000","126,838,000","132,868,000","139,966,000","164,841,000","123,026,000","96,672,000","89,481,000","69,926,000","92,857,000","92,973,000","99,272,000","88,622,000","71,468,000","68,477,000","73,041,000","75,668,000","72,185,000","71,953,000","73,042,000","67,824,000","58,628,000","57,990,000","57,620,000","57,179,000","53,641,000","51,713,000","45,821,000","51,414,000","57,842,000","52,142,000","50,903,000","165,350,000","-266,000","628,000","610,000","3,413,000","2,890,000","4,526,000","5,793,000","6,312,000","5,385,000","5,374,000","5,114,000","6,082,000","6,217,000","7,575,000","7,586,000","48,226,000","50,133,000","51,384,000","51,769,000","55,800,000","59,000,000","58,600,000","62,300,000","62,100,000","56,600,000","46,700,000","38,900,000","42,600,000","31,300,000","38,400,000","19,500,000","18,500,000","16,200,000","17,200,000","18,300,000","18,700,000","17,300,000","18,200,000","16,700,000","18,000,000","17,800,000","18,300,000","17,700,000","16,500,000","16,900,000","18,800,000","19,000,000","20,100,000","17,900,000","17,900,000","11,100,000","9,900,000","9,500,000","9,200,000","8,700,000","7,800,000","7,500,000","7,500,000","6,600,000","6,100,000","6,000,000","5,700,000",,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,672,000","89,481,000",,"102,895,000","92,973,000","99,272,000",,,,,,"72,185,000","71,953,000","73,042,000","67,824,000","58,628,000","57,990,000","57,620,000","57,179,000","53,641,000","51,713,000","45,821,000","51,414,000","57,842,000","52,142,000","50,903,000","165,350,000","-266,000","628,000","610,000","3,413,000","2,890,000","4,526,000","5,793,000","6,312,000","5,385,000","5,374,000","5,114,000","6,082,000","6,217,000","7,575,000","7,586,000","48,226,000","50,133,000","51,384,000","51,769,000","55,800,000","59,000,000","58,600,000","62,300,000","62,100,000","56,600,000","46,700,000","38,900,000","42,600,000","31,300,000","38,400,000","19,500,000","18,500,000","16,200,000","17,200,000","18,300,000","18,700,000","17,300,000","18,200,000","16,700,000","18,000,000","17,800,000","18,300,000","17,700,000","16,500,000","16,900,000","18,800,000","19,000,000","20,100,000","17,900,000","17,900,000","11,100,000","9,900,000","9,500,000","9,200,000","8,700,000","7,800,000","7,500,000","7,500,000","6,600,000","6,100,000","6,000,000","5,700,000",,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,183,000","83,537,000",,"92,857,000","87,759,000","88,519,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,489,000","5,944,000",,"10,038,000","5,214,000","10,753,000",,,,,,,,,,,,,,,,,,,,,,"-266,000","628,000","610,000","3,413,000","2,890,000","4,526,000","5,793,000","6,312,000","5,385,000","5,374,000","5,114,000","6,082,000","6,217,000","7,575,000","7,586,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
