name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
OperatingCashFlow,"-28,335,890","-9,639,484","-3,500,955","-7,674,508","-7,520,943","-7,316,845","-7,871,378","-6,254,772","-4,044,223","-5,262,892","-5,725,159","-2,534,306","-7,501,184","-4,331,458","-4,160,169","-4,053,172","-2,088,134","-2,820,967","-3,620,133","-2,191,883","-2,973,980","-697,742","-3,153,626","-1,863,267","-2,223,807","-1,902,557","-3,247,192","-1,433,359","-1,430,296","-670,281","-693,070","-916,855","-960,005","-347,529","-434,990","-484,508","-32,190","-129,302","-131,573","-251,933","-238,702","-114,182","-1,088,123","-922,589","-1,205,987","-588,942","-1,083,961","-1,663,586","-1,099,048","-1,050,994","-779,960","-971,342","-1,181,386","-373,603","-268,324","-764,452","-597,558","-507,600","-604,443","-60,093","-202,904","-54,494","-7,759","-41,271","27,137","-18,264","-30","-20,541","0","-39,445","-1,086"
	CashFlowFromContinuingOperatingActivities,"-28,335,890","-9,639,484","-3,500,955","-7,674,508","-7,520,943","-7,316,845","-7,871,378","-6,254,772","-4,044,223","-5,262,892","-5,725,159","-2,534,306","-7,501,184","-4,331,458","-4,160,169","-4,053,172","-2,088,134","-2,820,967","-3,620,133","-2,191,883","-2,973,980","-697,742","-3,153,626","-1,863,267","-2,223,807","-1,902,557","-3,247,192","-1,433,359","-1,430,296","-670,281","-693,070","-916,855","-960,005","-347,529","-434,990","-484,508","-32,190","-129,302","-131,573","-251,933","-238,702","-114,182","-1,088,123","-922,589","-1,205,987","-588,942","-1,083,961","-1,663,586","-1,099,048","-1,050,994","-779,960","-971,342","-1,181,386","-373,603","-268,324","-764,452","-597,558","-507,600","-604,443","-60,093","-202,904","-54,494","-7,759","-41,271","27,137","-18,264","-30","-20,541","0","-39,445","-1,086"
		NetIncomeFromContinuingOperations,"-43,218,525","-10,437,811","-10,882,367","-11,718,206","-10,180,141","-8,155,222","-7,855,065","-5,965,226","-6,486,622","-7,236,697","-6,591,925","-3,879,411","-7,074,261","-8,007,894","-7,333,413","-5,793,056","-2,849,164","-4,752,024","-4,059,165","-5,154,574","-3,610,085","-1,549,087","-3,146,659","-6,511,032","-2,240,356","-2,030,801","-3,954,509","-5,356,309","-4,240,244","-1,724,859","-786,718","-9,699,040","-1,009,090","-1,018,860","358,637","-2,988,505","-151,924","-106,100","-453,517","-677,383","-4,542,618",,,,,"-2,420,214","-1,886,751","-2,790,646","-3,829,748","-1,714,142","-448,501","-1,990,367","-1,339,654","-1,241,356","-928,042","-2,071,642","-1,680,314","-682,007","-917,306","-1,143,747","-254,847","-169,104","-12,295","-5,755","-5,680","-4,660","-9,437","-42,025","0","-45,698","-3,902"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,"-60,789","-258",,,"11,405","23,007","-70,874","-48,380","8,530,989","7,115","-6,644","-10,499","497,673","-3,692",,,"5",,,,"84,963","504,160",,,,,,,"0","307,097","353,019","134,450",,,,,,,,,,,"0","2,375",,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,"0","0","0","416","-258",,,,"2,104","-7,900","-5,609","-8,770","7,115","-6,644","-10,499","2,345","-3,692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,,,"0","0","0","506","249","248","249","249","248","249","249","192","192","192","192","0","0","111","465","464","465","465","464","382","377","407","491","340","190","190","190","150","80","90","90","-4,596","4,726",,,,,,,,,,,,,,
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,"0","0","0","506","249","248","249","249","248","249","249","192","192","192","192","0","0","111","465","464","465","465","464","382","377","407","491","340","190","190","190","150","80","90","90","-4,596","4,726",,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"491",,"190","190","190",,"80","90","90","-4,596","4,726",,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"491",,"190","190","190",,"80","90","90","-4,596","4,726",,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-96,396","30,537","108,604","19,654","44,536","0","0","0","30,315","12,793","6,843","5,826",,,,,,,,,,,,,,,,,,,,
