name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"5,950,151,270","6,763,129,070","7,207,591,920","6,811,455,870"
EnterpriseValue,"11,722,151,270","12,619,129,070","13,007,591,920","12,840,455,870"
ForwardPeRatio,,"28.818",,
PbRatio,"1.272","1.471",,
EnterprisesValueRevenueRatio,,"8.721","8.43","8.147"
EnterprisesValueEBITDARatio,,"26.181","22.122","24.693"
