name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
OperatingCashFlow,"-200,387,000","-64,613,000","-70,293,000","-33,375,000","-32,106,000","-27,096,000","-20,664,000","-30,733,000","38,841,000","-26,673,000","-25,535,000","-19,838,000","-20,309,000","-17,493,000","-11,020,000","-3,556,000","-11,523,000","-12,551,000","-10,721,000","-9,857,000","-8,872,000","-7,455,000","-7,551,000","-7,516,000","-7,504,000","-7,252,000","-6,970,000","-7,131,000","2,079,000","-6,375,000","-6,154,000","-5,521,000","-5,489,000","-5,255,000","-4,578,000","-3,472,000","-3,390,000","-3,933,000","-3,394,000","-2,768,000"
	CashFlowFromContinuingOperatingActivities,"-200,387,000","-64,613,000","-70,293,000","-33,375,000","-32,106,000","-27,096,000","-20,664,000","-30,733,000","38,841,000","-26,673,000","-25,535,000","-19,838,000","-20,309,000","-17,493,000","-11,020,000","-3,556,000","-11,523,000","-12,551,000","-10,721,000","-9,857,000","-8,872,000","-7,455,000","-7,551,000","-7,516,000","-7,504,000","-7,252,000","-6,970,000","-7,131,000","2,079,000","-6,375,000","-6,154,000","-5,521,000","-5,489,000","-5,255,000","-4,578,000","-3,472,000","-3,390,000","-3,933,000","-3,394,000","-2,768,000"
		NetIncomeFromContinuingOperations,"-232,752,000","-65,690,000","-68,621,000","-43,308,000","-55,133,000","-45,089,000","-53,111,000","-58,684,000","-28,072,000","-33,520,000","-28,302,000","-26,609,000","-23,478,000","-19,760,000","-16,027,000","-16,782,000","-19,654,000","-14,135,000","-12,497,000","-10,684,000","-9,645,000","-10,126,000","-7,940,000","-8,737,000","-8,408,000","-8,377,000","-7,446,000","-6,886,000","-7,779,000","-7,881,000","-6,233,000","-6,603,000","-6,067,000","-6,980,000","-5,739,000","-6,073,000","-5,534,000","-3,548,000","-4,155,000","-4,113,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,"29,000","-13,000","22,000","-12,000","-2,000","322,000"
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","375,000","433,000","1,074,000","1,155,000","105,000","0","0"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,000","-31,000","22,000","-12,000","-2,000","-1,000"
		DepreciationAmortizationDepletion,"7,652,000","2,761,000","2,206,000","1,519,000","1,166,000","959,000","861,000","773,000","748,000","705,000","623,000","587,000","543,000","440,000","327,000","310,000","281,000","286,000","290,000","244,000","231,000","206,000","203,000","218,000","233,000","227,000","210,000","187,000","162,000","128,000","125,000","115,000","133,000","123,000","129,000","140,000","145,000","157,000","160,000","153,000"
			DepreciationAndAmortization,"7,652,000","2,761,000","2,206,000","1,519,000","1,166,000","959,000","861,000","773,000","748,000","705,000","623,000","587,000","543,000","440,000","327,000","310,000","281,000","286,000","290,000","244,000","231,000","206,000","203,000","218,000","233,000","227,000","210,000","187,000","162,000","128,000","125,000","115,000","133,000","123,000","129,000","140,000","145,000","157,000","160,000","153,000"
		AmortizationOfSecurities,"4,800,000","873,000","1,072,000","1,366,000","1,489,000","1,140,000","855,000","303,000","247,000","271,000","80,000","-255,000","-298,000","-5,000","-36,000","-87,000","-137,000","-75,000","-4,000","-7,000","-13,000","-1,000","13,000","41,000","62,000","55,000","44,000","45,000","43,000","44,000","7,000",,"6,000","8,000","265,000","94,000","17,000","18,000","21,000","21,000"
		StockBasedCompensation,"60,719,000","19,331,000","14,594,000","13,540,000","13,254,000","12,976,000","8,761,000","7,843,000","7,236,000","6,913,000","4,583,000","4,573,000","4,386,000","3,868,000","1,784,000","1,642,000","1,485,000","1,382,000","895,000","871,000","973,000","867,000","819,000","782,000","786,000","797,000","480,000","574,000","738,000","608,000","612,000","527,000","424,000","871,000","385,000","982,000","112,000","75,000","49,000","42,000"
		OtherNonCashItems,"-25,632,000","-10,762,000","-6,679,000","-15,769,000","7,578,000","-3,228,000","22,574,000","25,444,000","63,744,000","-347,000","-1,284,000","-2,174,000","-2,402,000","-1,931,000","4,048,000","10,908,000","4,432,000","-346,000","-144,000","-150,000","-171,000","-153,000","-401,000","-379,000","-365,000","-632,000","-383,000","24,000","8,299,000","198,000","81,000","45,000","4,000","384,000","701,000","1,173,000","1,124,000","65,000","-13,000","-9,000"
		ChangeInWorkingCapital,"-15,174,000","-11,126,000","-12,865,000","9,277,000","-460,000","6,146,000","-604,000","-6,412,000","-5,062,000","-695,000","-1,235,000","4,040,000","940,000","-105,000","-1,116,000","453,000","2,070,000","337,000","739,000","-161,000","-247,000","1,752,000","-245,000","559,000","188,000","678,000","169,000","-1,030,000","659,000","572,000","-739,000","392,000","17,000","347,000","-83,000","319,000","741,000","-670,000","567,000","837,000"
			ChangeInReceivables,"-6,904,000","-5,174,000","-1,365,000","2,993,000","-3,358,000","-1,430,000","-2,272,000","-1,526,000",,,"0","0","500,000","0","0",,,"-500,000",,,,,,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,"-6,904,000","-5,174,000","-1,365,000","2,993,000","-3,358,000","-1,430,000","-2,272,000","-1,526,000",,,"0","0","500,000","0","0",,,"-500,000",,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-4,158,000","-2,407,000","-1,131,000","-252,000","-368,000","-1,301,000","-1,378,000","584,000","-13,424,000","636,000","-2,778,000","348,000","-273,000","792,000","-1,452,000","-222,000","-500,000","164,000","-815,000","23,000","289,000","75,000","-462,000","383,000","-190,000","-112,000","-395,000","-87,000","72,000","303,000","-666,000","164,000","52,000","304,000","-311,000","-239,000","-770,000","49,000","-201,000","727,000"
			ChangeInPayablesAndAccruedExpense,"-4,530,000","-3,493,000","-10,380,000","6,737,000","2,606,000","6,944,000","1,072,000","-7,430,000","8,120,000","-3,316,000","1,511,000","3,659,000","365,000","-1,258,000","336,000","1,175,000","2,070,000","673,000","1,554,000","-184,000","-536,000","1,677,000","217,000","176,000","378,000","790,000","-282,000","-97,000","587,000","269,000","-73,000","228,000","-35,000","43,000","228,000","558,000","1,511,000","-719,000","768,000","110,000"
			ChangeInOtherWorkingCapital,"418,000","-52,000","11,000","-201,000","660,000","1,933,000","1,974,000","1,960,000","1,959,000","1,985,000","32,000","33,000","348,000","361,000",,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"140,839,000","-7,026,000","71,278,000","77,959,000","-1,372,000","-471,888,000","-166,029,000","-54,141,000","35,320,000","23,774,000","-110,516,000","36,286,000","-91,977,000","8,754,000","16,383,000","13,276,000","13,722,000","-43,844,000","13,203,000","13,638,000","1,339,000","-38,376,000","5,978,000","458,000","5,794,000","-16,344,000","-178,000","-655,000","-213,000","-452,000","-271,000","-187,000","-26,000","-398,000","-150,000","-17,000","-64,000","-7,000","-295,000","-355,000"
	CashFlowFromContinuingInvestingActivities,"140,839,000","-7,026,000","71,278,000","77,959,000","-1,372,000","-471,888,000","-166,029,000","-54,141,000","35,320,000","23,774,000","-110,516,000","36,286,000","-91,977,000","8,754,000","16,383,000","13,276,000","13,722,000","-43,844,000","13,203,000","13,638,000","1,339,000","-38,376,000","5,978,000","458,000","5,794,000","-16,344,000","-178,000","-655,000","-213,000","-452,000","-271,000","-187,000","-26,000","-398,000","-150,000","-17,000","-64,000","-7,000","-295,000","-355,000"
		NetPPEPurchaseAndSale,"-56,807,000","-10,084,000","-18,369,000","-14,735,000","-13,619,000","-3,981,000","-2,272,000","-954,000","-636,000","-1,070,000","-2,590,000","-1,264,000","-1,795,000","-1,746,000","-1,117,000","-724,000","-278,000","-184,000","-797,000","-362,000","-411,000","-155,000","-22,000","-33,000","-206,000","-178,000","-178,000","-655,000","-213,000","-452,000","-271,000","-187,000","-26,000","-398,000","-150,000","-17,000","-64,000","-7,000","-295,000","-355,000"
			PurchaseOfPPE,"-56,807,000","-10,084,000","-18,369,000","-14,735,000","-13,619,000","-3,981,000","-2,272,000","-954,000","-636,000","-1,070,000","-2,590,000","-1,264,000","-1,795,000","-1,746,000","-1,117,000","-724,000","-278,000","-184,000","-797,000","-362,000","-411,000","-155,000","-40,000","-33,000","-206,000","-178,000","-178,000","-655,000","-213,000","-452,000","-271,000","-187,000","-26,000","-398,000","-150,000","-23,000","-64,000","-7,000","-295,000","-355,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","0","6,000","0","0","0","0"
		NetInvestmentPurchaseAndSale,"197,646,000","3,058,000","89,647,000","92,694,000","12,247,000","-467,907,000","-163,757,000","-53,187,000","35,956,000","24,844,000","-107,926,000","37,550,000","-90,182,000","10,500,000","17,500,000","14,000,000","14,000,000","-43,660,000","14,000,000","14,000,000","1,750,000","-38,221,000","6,000,000","491,000","6,000,000","-16,166,000",,,,,,,,,,,,,,
			PurchaseOfInvestment,"-570,418,000","-132,166,000","-173,447,000","-165,468,000","-99,337,000","-529,907,000","-185,007,000","-92,337,000",,,"-142,676,000","0","-106,182,000","0","0","0","0","-55,660,000","0","0","0","-39,971,000","0","-3,509,000","0","-16,166,000",,,,,,,,,,,,,,
			SaleOfInvestment,"768,064,000","135,224,000","263,094,000","258,162,000","111,584,000","62,000,000","21,250,000","39,150,000","35,956,000","24,844,000","34,750,000","37,550,000","16,000,000","10,500,000","17,500,000","14,000,000","14,000,000","12,000,000","14,000,000","14,000,000","1,750,000","1,750,000","6,000,000","4,000,000",,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0"
FinancingCashFlow,"17,876,000","2,797,000","3,418,000","7,942,000","3,719,000","438,050,000","4,910,000","930,000","275,547,000","1,451,000","-13,723,000","161,705,000","688,000","1,258,000","1,904,000","137,365,000","1,156,000","355,000","43,239,000","8,387,000","-2,012,000","-2,170,000","53,083,000","8,287,000","-1,907,000","-1,726,000","-900,000","-533,000","36,961,000","75,000","9,996,000","9,226,000","-354,000","-502,000","39,682,000","19,172,000","2,206,000","-500,000","7,312,000","3,125,000"
	CashFlowFromContinuingFinancingActivities,"17,876,000","2,797,000","3,418,000","7,942,000","3,719,000","438,050,000","4,910,000","930,000","275,547,000","1,451,000","-13,723,000","161,705,000","688,000","1,258,000","1,904,000","137,365,000","1,156,000","355,000","43,239,000","8,387,000","-2,012,000","-2,170,000","53,083,000","8,287,000","-1,907,000","-1,726,000","-900,000","-533,000","36,961,000","75,000","9,996,000","9,226,000","-354,000","-502,000","39,682,000","19,172,000","2,206,000","-500,000","7,312,000","3,125,000"
		NetIssuancePaymentsOfDebt,,,,,,,"0",,,,"-14,000,000",,,,"0",,,,"0","8,291,000","-2,044,000","-2,011,000","-1,975,000","-1,938,000","-1,903,000","-1,873,000","-935,000","-611,000","0","0","10,000,000","9,250,000","-500,000","-500,000","-2,179,000","20,236,000","2,500,000","-500,000","-250,000","0"
			NetLongTermDebtIssuance,,,,,,,"0",,,,"-14,000,000",,,,"0",,,,"0","8,291,000","-2,044,000","-2,011,000","-1,975,000","-1,938,000","-1,903,000","-1,873,000","-935,000","-611,000","0","0","10,000,000","9,250,000","-500,000","-500,000","-500,000","-500,000","-500,000","-500,000","-250,000","0"
				LongTermDebtIssuance,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,"10,000,000",,,"0","0","0","0","0","0","0"
				LongTermDebtPayments,,,,,,,"0",,,,"-14,000,000",,,,"0",,,,"0","-6,709,000","-2,044,000","-2,011,000","-1,975,000","-1,938,000","-1,903,000","-1,873,000","-935,000","-611,000","0","0","0","-750,000","-500,000","-500,000","-500,000","-500,000","-500,000","-500,000","-250,000","0"
			NetShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-1,679,000","20,736,000","3,000,000","0","0","0"
				ShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","20,736,000","3,000,000","0","0","0"
		NetCommonStockIssuance,"-20,710,000","0","-31,000","0","-20,679,000","432,445,000","-25,000","-270,000",,,"-136,000",,,,"-245,000","135,092,000","-625,000","355,000","43,141,000","106,000","32,000","34,000","18,648,000","10,201,000","-4,000","147,000","0","-143,000","36,797,000","75,000","-4,000","2,000","146,000","-2,000","40,480,000","22,000","1,000","0","2,000","11,000"
			CommonStockIssuance,"-20,710,000","0","-31,000","0","-20,679,000","432,445,000","-25,000","-270,000",,,"-136,000",,,,"-245,000",,,,"43,206,000",,,,"18,648,000","10,201,000",,,"0","-143,000",,,"-4,000","2,000","144,000","0","40,480,000","22,000","1,000","0","2,000","11,000"
			CommonStockPayments,,,,,,,,,,,,,,"0",,,"-19,000","-251,000",,,,,,,,,,,,,,"0","2,000","-2,000",,,"0","0",,
		NetPreferredStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","7,560,000","3,114,000"
			PreferredStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","7,560,000","3,114,000"
		ProceedsFromStockOptionExercised,"38,586,000","2,797,000","3,449,000","7,942,000","24,398,000","5,605,000","4,885,000","1,200,000","2,559,000","1,011,000","413,000","163,000","688,000","1,258,000","779,000","1,133,000","175,000","606,000","33,000","106,000","32,000","34,000","19,000","24,000","-4,000","147,000","35,000","221,000",,,,,,,,,,,,
		NetOtherFinancingCharges,,,,,,,"50,000","0","0","440,000",,,,,"1,370,000","1,410,000","981,000","-251,000","193,000","-10,000","0","-193,000","36,391,000","0","0","0","0","0","0","0","0",,"0","0","1,381,000","-1,086,000","-295,000","0","0","0"
EndCashPosition,"79,968,000","79,968,000","148,810,000","144,407,000","91,881,000","121,640,000","182,574,000","364,357,000","448,301,000","98,593,000","100,041,000","249,815,000","71,662,000","183,260,000","190,741,000","183,474,000","36,389,000","33,034,000","89,074,000","43,353,000","31,185,000","40,608,000","88,609,000","37,099,000","35,870,000","39,487,000","64,809,000","72,857,000","81,176,000","42,349,000","49,101,000","45,530,000","42,012,000","47,881,000","54,036,000","19,082,000","3,399,000","4,647,000","9,087,000","5,464,000"
	ChangesInCash,"-41,672,000","-68,842,000","4,403,000","52,526,000","-29,759,000","-60,934,000","-181,783,000","-83,944,000","349,708,000","-1,448,000","-149,774,000","178,153,000","-111,598,000","-7,481,000","7,267,000","147,085,000","3,355,000","-56,040,000","45,721,000","12,168,000","-9,545,000","-48,001,000","51,510,000","1,229,000","-3,617,000","-25,322,000","-8,048,000","-8,319,000","38,827,000","-6,752,000","3,571,000","3,518,000","-5,869,000","-6,155,000","34,954,000","15,683,000","-1,248,000","-4,440,000","3,623,000","2,000"
	BeginningCashPosition,"121,640,000","148,810,000","144,407,000","91,881,000","121,640,000","182,574,000","364,357,000","448,301,000","98,593,000","100,041,000","249,815,000","71,662,000","183,260,000","190,741,000","183,474,000","36,389,000","33,034,000","89,074,000","43,353,000","31,185,000","40,608,000","88,609,000","37,099,000","35,870,000","39,487,000","64,809,000","72,857,000","81,176,000","42,349,000","49,101,000","45,530,000","42,012,000","47,881,000","54,036,000","19,082,000","3,399,000","4,647,000","9,087,000","5,464,000","5,462,000"
InterestPaidSupplementalData,,,,,,,"0","0","0","0","1,353,000","312,000","317,000","309,000",,,,,,,,,,,,,,,,,,,,,,,,,,
CapitalExpenditure,"-56,807,000","-10,084,000","-18,369,000","-14,735,000","-13,619,000","-3,981,000","-2,272,000","-954,000","-636,000","-1,070,000","-2,590,000","-1,264,000","-1,795,000","-1,746,000","-1,117,000","-724,000","-278,000","-184,000","-797,000","-362,000","-411,000","-155,000","-40,000","-33,000","-206,000","-178,000","-178,000","-655,000","-213,000","-452,000","-271,000","-187,000","-26,000","-398,000","-150,000","-23,000","-64,000","-7,000","-295,000","-355,000"
IssuanceOfCapitalStock,"-20,710,000","0","-31,000","0","-20,679,000","432,445,000","-25,000","-270,000",,,"-136,000",,,,"-245,000",,,"606,000","43,206,000","106,000","32,000","34,000","55,039,000","10,201,000","-4,000","147,000","0","-143,000",,,"-4,000","2,000","144,000","0","40,480,000","22,000","1,000","0","7,562,000","3,125,000"
IssuanceOfDebt,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,"10,000,000","10,000,000","0","0","0","20,736,000","3,000,000","0","0","0"
RepaymentOfDebt,,,,,,,"0",,,,"-14,000,000",,,,"0",,,,"0","-6,709,000","-2,044,000","-2,011,000","-1,975,000","-1,938,000","-1,903,000","-1,873,000","-935,000","-611,000","0","0","0","-750,000","-500,000","-500,000","-2,179,000","-500,000","-500,000","-500,000","-250,000","0"
RepurchaseOfCapitalStock,,,,,,,,,,,,,,"0",,,"-19,000","-251,000",,,,,,,,,,,,,,"0","2,000","-2,000",,,"0","0",,
FreeCashFlow,"-257,194,000","-74,697,000","-88,662,000","-48,110,000","-45,725,000","-31,077,000","-22,936,000","-31,687,000","38,205,000","-27,743,000","-28,125,000","-21,102,000","-22,104,000","-19,239,000","-12,137,000","-4,280,000","-11,801,000","-12,735,000","-11,518,000","-10,219,000","-9,283,000","-7,610,000","-7,591,000","-7,549,000","-7,710,000","-7,430,000","-7,148,000","-7,786,000","1,866,000","-6,827,000","-6,425,000","-5,708,000","-5,515,000","-5,653,000","-4,728,000","-3,495,000","-3,454,000","-3,940,000","-3,689,000","-3,123,000"
