name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
					AmortizationOfIntangibles,"15,385,000","3,592,000","3,880,000","3,912,000","4,001,000","4,143,000","4,505,000","4,562,000","4,040,000","3,965,000","4,247,000","4,281,000","4,281,000","4,436,000","4,631,000","4,694,000","1,995,000","2,274,000","2,111,000","1,761,000","1,761,000","511,000","526,000","524,000","645,000","344,000","347,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"22,044,000","7,887,000","-304,000","8,464,000","5,997,000","14,650,000","9,849,000","-5,863,000","-39,132,000","-7,476,000","6,131,000","-623,000","-7,000","1,995,000","-17,589,000","24,901,000","-1,220,000","3,183,000","15,215,000","739,000","-2,438,000","3,350,000","5,643,000","-779,000","-652,000","-325,000","-2,401,000","-700,000","1,706,000","0","-131,000","75,000","-1,616,000","-703,000","-1,608,000","-385,000","-1,757,000","0","-1,195,000","-658,000","3,069,000","344,000","1,066,000","-87,000","17,000","248,000","-1,335,000","643,000","557,000","-81,000",,,,,"-1,184,000","-1,447,000",,,"-263,000",,,,"200,000","-50,000","-1,294,000","-657,000","-703,000","-644,000","-259,000","-54,000","-209,000","-27,000","-419,000","-56,000",,"-200,000",,,,,,,,,,,,,,,"-8,400,000",,,"500,000",,,,,,
			DeferredIncomeTax,"22,044,000","7,887,000","-304,000","8,464,000","5,997,000","14,650,000","9,849,000","-5,863,000","-39,132,000","-7,476,000","6,131,000","-623,000","-7,000","1,995,000","-17,589,000","24,901,000","-1,220,000","3,183,000","15,215,000","739,000","-2,438,000","3,350,000","5,643,000","-779,000","-652,000","-325,000","-2,401,000","-700,000","1,706,000","0","-131,000","75,000","-1,616,000","-703,000","-1,608,000","-385,000","-1,757,000","0","-1,195,000","-658,000","3,069,000","344,000","1,066,000","-87,000","17,000","248,000","-1,335,000","643,000","557,000","-81,000",,,,,"-1,184,000","-1,447,000",,,"-263,000",,,,"200,000","-50,000","-1,294,000","-657,000","-703,000","-644,000","-259,000","-54,000","-209,000","-27,000","-419,000","-56,000",,"-200,000",,,,,,,,,,,,,,,"-8,400,000",,,"500,000",,,,,,
		AmortizationOfSecurities,"23,508,000","5,023,000","7,390,000","5,859,000","5,236,000","5,983,000","6,554,000","5,678,000","2,501,000","1,238,000","1,154,000","1,018,000","1,120,000","1,453,000","1,574,000","1,704,000","1,792,000","1,830,000","1,908,000","1,948,000","2,706,000","1,039,000","1,097,000","980,000","6,023,000","1,057,000","1,018,000","1,041,000","959,000","804,000","683,000","738,000","583,000","637,000","733,000","953,000","1,129,000","237,000","160,000","249,000","238,000","140,000","140,000","156,000","154,000","235,000","378,000","224,000","104,000","129,000",,,"170,000","19,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,000","40,000","0","0",,,"0","0","354,000","0","438,000","36,000","45,000","37,000","79,000","170,000","154,000","214,000",,"252,000","330,000","326,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"15,689,000","5,530,000","3,353,000","3,349,000","3,457,000","3,105,000","3,112,000","2,899,000","2,539,000","2,309,000","2,601,000","2,614,000","2,860,000","2,453,000","2,671,000","2,445,000","2,205,000","1,712,000","1,563,000","1,449,000","1,643,000","1,154,000","898,000","783,000","587,000","461,000","495,000","235,000","235,000","200,000","137,000","120,000","76,000","181,000","263,000","257,000","271,000","152,000","81,000","69,000","19,000","8,000","4,000","8,000","183,000","13,000","60,000","16,000","-11,000","21,000","68,000","57,000","70,000","76,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-8,791,000","-1,900,000","-4,364,000","-4,957,000","2,430,000","-8,473,000","-1,302,000","-3,086,000","-1,078,000","2,341,000","7,898,000","2,965,000","4,965,000","-4,852,000","115,618,000","-4,343,000","11,465,000","9,119,000","26,565,000","-33,662,000","5,516,000","-2,399,000","5,293,000","3,431,000","-1,000,000","3,427,000","-1,479,000","-181,000","-351,000","-267,000","-168,000","-165,000","-187,000","-121,000","-127,000","368,000","-83,000","94,000","-9,519,000","88,000","118,000","184,000","62,000",,,,"1,087,000","194,000","278,000","226,000","175,000",,,,"-1,758,000","3,587,000","-374,000","114,000","703,000","708,000","305,000","137,000","450,000","461,000","-896,000","-39,000","118,000","367,000","-206,000","229,000","11,000","-1,512,000","162,000","121,000","1,420,000","-207,000","196,000","930,000","2,224,000","-1,013,000","1,490,000","480,000","3,243,000","2,116,000","927,000","959,000","11,452,000","12,414,000","1,767,000","-4,341,000","-90,800,000","13,800,000","-2,400,000","-108,200,000","-143,600,000","120,600,000","-158,500,000","67,400,000","-176,700,000","-74,100,000"
		ChangeInWorkingCapital,"56,334,000","52,111,000","-6,353,000","11,980,000","-1,404,000","25,973,000","-37,042,000","23,964,000","20,337,000","3,895,000","-3,922,000","14,780,000","-12,442,000","665,000","-3,006,000","-18,078,000","27,787,000","-10,216,000","-20,320,000","5,051,000","12,009,000","-5,465,000","-12,856,000","456,000","4,778,000","-574,000","6,135,000","303,000","-3,209,000","-3,790,000","86,000","2,589,000","939,000","-4,288,000","2,854,000","310,000","8,182,000","-1,734,000","8,834,000","-2,948,000","34,000","-1,557,000","-5,688,000","1,795,000","734,000","-277,000","2,090,000","-3,816,000","-783,000","-945,000","-1,777,000","-1,079,000","-70,000","-720,000","-1,742,000","25,000","-9,326,000","8,968,000","1,138,000","2,686,000","-4,528,000","725,000","-3,319,000","5,888,000","-1,061,000","-2,101,000","-632,000","1,438,000","1,324,000","-1,286,000","-1,275,000","1,402,000","1,080,000","-647,000","-95,000","11,000","1,043,000","-870,000","-89,000","-1,800,000","-744,000","1,604,000","1,571,000","369,000","1,084,000","-4,790,000","22,845,000","7,935,000","-25,211,000","5,336,000","-5,900,000","900,000","1,200,000","1,500,000","-11,600,000","-7,000,000","15,700,000","6,900,000","7,100,000","-3,000,000"
			ChangeInReceivables,"35,962,000","36,904,000","5,281,000","6,884,000","-13,107,000","60,176,000","-7,817,000","74,536,000","-55,063,000","8,953,000","-2,512,000","8,320,000","-13,083,000","12,621,000","15,610,000","-17,128,000","-4,472,000","1,089,000","-15,393,000","-399,000","-649,000","2,713,000","-7,040,000","-2,632,000","979,000","4,925,000","-442,000","-1,746,000","-225,000","-4,934,000","-368,000","-316,000","-2,382,000","-372,000","-1,267,000","759,000","1,784,000","-1,347,000","7,907,000","-4,213,000","-1,823,000","459,000","-4,419,000","854,000",,,,,,"416,000",,"-186,000","-1,032,000","1,087,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,"35,962,000","36,904,000","5,281,000","6,884,000","-13,107,000","60,176,000","-7,817,000","74,536,000","-55,063,000","8,953,000","-2,512,000","8,320,000","-13,083,000","12,621,000","15,610,000","-17,128,000","-4,472,000","1,089,000","-15,393,000","-399,000","-649,000","2,713,000","-7,040,000","-2,632,000","979,000","4,925,000","-442,000","-1,746,000","-225,000","-4,934,000","-368,000","-316,000","-2,382,000","-372,000","-1,267,000","759,000","1,784,000","-1,347,000","7,907,000","-4,213,000","-1,823,000","459,000","-4,419,000","854,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"20,372,000","15,207,000","-11,634,000","5,096,000","11,703,000","-34,203,000","-29,225,000","-50,572,000","75,400,000","-5,058,000","-1,410,000","6,460,000","641,000","-11,956,000","-18,616,000","-950,000","32,259,000","-11,305,000","-4,927,000","5,450,000","12,658,000","-8,178,000","-5,816,000","3,088,000","3,799,000","-5,499,000","6,577,000","2,049,000","-2,984,000","1,144,000","454,000","2,905,000","3,321,000","-3,916,000","4,121,000","-449,000","6,398,000","-387,000","927,000","1,265,000","1,857,000","-2,016,000",,,,,,,,"-1,227,000","-1,828,000","-707,000","1,095,000","-1,675,000",,,,,,,"-406,000","350,000",,,,,,,,,,,,,,,,,"0",,,,"-350,000","1,063,000","155,000","-115,000",,,,,,,,,,,,,,
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-406,000","350,000",,,,,,,,,,,,,,,,,"0",,,,"-350,000","1,063,000","155,000","-115,000",,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-406,000","350,000",,,,,,,,,,,,,,,,,"0",,,,"-350,000","1,063,000","155,000","-115,000",,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-406,000","350,000",,,,,,,,,,,,,,,,,"0",,,,"-350,000","1,063,000","155,000","-115,000",,,,,,,,,,,,,,
				ChangeInAccruedExpense,"20,372,000","15,207,000","-11,634,000","5,096,000","11,703,000","-34,203,000","-29,225,000","-50,572,000","75,400,000","-5,058,000","-1,410,000","6,460,000","641,000","-11,956,000","-18,616,000","-950,000","32,259,000","-11,305,000","-4,927,000","5,450,000","12,658,000","-8,178,000","-5,816,000","3,088,000","3,799,000","-5,499,000","6,577,000","2,049,000","-2,984,000","1,144,000","454,000","2,905,000","3,321,000","-3,916,000","4,121,000","-449,000","6,398,000","-387,000","927,000","1,265,000","1,857,000","-2,016,000",,,,,,,,"-1,227,000",,,"1,095,000","-1,675,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,628,000","1,629,000","-375,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-746,000",,,"-4,905,000","989,000","-3,710,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-135,000","-134,000","-80,000","-186,000","-133,000","-132,000",,,,,,,"-4,122,000","375,000",,,,,,,,,,,,,,,,,"-89,000",,,,"1,921,000","-694,000","929,000","-4,675,000",,,,,,,,,,,,,,
InvestingCashFlow,"-2,315,912,000","-204,099,000","-103,800,000","-811,925,000","-1,196,088,000","104,116,000","-110,556,000","357,412,000","345,942,000","-22,315,000","-89,719,000","53,180,000","-121,000","-61,591,000","-168,168,000","166,097,000","-77,770,000","-159,849,000","-88,627,000","-161,795,000","153,518,000","-198,975,000","-248,860,000","-239,273,000","-44,621,000","101,839,000","-95,714,000","-53,790,000","19,354,000","-202,709,000","-840,000","-121,655,000","-175,845,000","46,227,000","-79,185,000","-54,818,000","49,289,000","199,601,000","-90,876,000","-33,580,000","19,059,000","14,036,000","-9,596,000","4,492,000","-268,000","69,026,000","3,158,000","-7,402,000","-37,233,000","18,295,000","-7,644,000","-3,307,000","-2,100,000","-892,000","19,723,000","-44,890,000","36,533,000","-18,591,000","42,109,000","-59,811,000","-11,277,000","16,142,000","-35,977,000","8,758,000","-3,412,000","-8,556,000","-31,420,000","-23,018,000","-31,728,000","-53,262,000","-65,117,000","-49,568,000","-61,437,000","-39,648,000","-52,819,000","-10,980,000","-20,742,000","8,535,000","-5,470,000","6,447,000","10,645,000","-12,569,000","23,085,000","21,647,000","-1,110,000","115,848,000","49,463,000","-2,621,000","11,582,000","12,085,000","36,800,000","9,300,000","18,000,000","30,800,000","57,800,000","900,000","2,000,000","22,300,000","54,900,000","-22,600,000"
	CashFlowFromContinuingInvestingActivities,"-2,315,912,000","-204,099,000","-103,800,000","-811,925,000","-1,196,088,000","104,116,000","-110,556,000","357,412,000","345,942,000","-22,315,000","-89,719,000","53,180,000","-121,000","-61,591,000","-168,168,000","166,097,000","-77,770,000","-159,849,000","-88,627,000","-161,795,000","153,518,000","-198,975,000","-248,860,000","-239,273,000","-44,621,000","101,839,000","-95,714,000","-53,790,000","19,354,000","-202,709,000","-840,000","-121,655,000","-175,845,000","46,227,000","-79,185,000","-54,818,000","49,289,000","199,601,000","-90,876,000","-33,580,000","19,059,000","14,036,000","-9,596,000","4,492,000","-268,000","69,026,000","3,158,000","-7,402,000","-37,233,000","18,295,000","-7,644,000","-3,307,000","-2,100,000","-892,000","19,723,000","-44,890,000","36,533,000","-18,591,000","42,109,000","-59,811,000","-11,277,000","16,142,000","-35,977,000","8,758,000","-3,412,000","-8,556,000","-31,420,000","-23,018,000","-31,728,000","-53,262,000","-65,117,000","-49,568,000","-61,437,000","-39,648,000","-52,819,000","-10,980,000","-20,742,000","8,535,000","-5,470,000","6,447,000","10,645,000","-12,569,000","23,085,000","21,647,000","-1,110,000","115,848,000","49,463,000","-2,621,000","11,582,000","12,085,000","36,800,000","9,300,000","18,000,000","30,800,000","57,800,000","900,000","2,000,000","22,300,000","54,900,000","-22,600,000"
		NetPPEPurchaseAndSale,"-10,082,000","-2,308,000","-2,943,000","-3,203,000","-1,628,000","-1,461,000","-2,721,000","-7,489,000","4,048,000","-5,204,000","932,000","-11,022,000","5,162,000","845,000","-930,000","-4,702,000","-8,016,000","3,353,000","-1,744,000","-2,147,000","381,000","-655,000","-1,685,000","-1,478,000","125,000","1,117,000","-2,413,000","1,368,000","-317,000","-525,000","-325,000","-606,000","-240,000","-277,000","-571,000","-1,955,000","-398,000","-657,000","-3,292,000","-981,000","-209,000","-43,000","-166,000","-185,000","-2,297,000","-174,000","-117,000","-83,000","-88,000","-243,000","754,000","41,000","-50,000","-26,000","-548,000","-50,000","-122,000","-362,000","-37,000","-402,000","-137,000","-884,000","-2,499,000","-161,000","-194,000","-324,000","-203,000","-864,000",,,"-171,000","-100,000","-85,000","-25,000","-87,000","-92,000","-14,000","-241,000","-13,000","-647,000",,,,,,,,"-20,000","-153,000","-139,000","-400,000","-100,000",,,"-600,000","-700,000","-1,100,000","-1,600,000","-1,300,000","-1,200,000"
			PurchaseOfPPE,"-10,133,000","-2,308,000","-2,972,000","-3,216,000","-1,637,000","-1,465,000","-2,721,000","-7,489,000","4,044,000","-5,242,000","-13,819,000","86,000","-3,296,000","-1,805,000","-930,000","-4,702,000","-3,016,000","-1,647,000","-1,744,000","-2,147,000","381,000","-655,000","-1,471,000","-4,754,000","-3,568,000","-2,177,000","-790,000","-255,000","-317,000","-525,000","-325,000","-606,000","-240,000","-277,000","-571,000","-1,955,000","-398,000","-657,000","-3,292,000","-981,000","-209,000","-43,000","-166,000","-185,000","-2,297,000","-174,000","-117,000","-83,000","-88,000","-243,000","-87,000","-4,000","-50,000","-26,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfPPE,"51,000","0","29,000","13,000","9,000","4,000","0","0","4,000","38,000",,,"8,458,000","2,650,000",,,,"5,000,000",,"0","0","0","-214,000","3,276,000","3,693,000","3,294,000",,,,,,,,,,,,,,,,,,,,,,,,,"841,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,"0","0",,,"0","0",,,"0",,,,"0","147,027,000","0","-456,000","149,414,000","-613,000","77,144,000","0","-172,000","1,000","147,000","40,156,000","0","0","0","2,961,000","0","0","0","-7,793,000",,"-1,000","14,055,000","124,697,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
