name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
OperatingCashFlow,"347,290,000","132,377,000","63,544,000","86,250,000","65,119,000","105,302,000","41,188,000","73,287,000","51,902,000","45,921,000","51,657,000","31,534,000","47,215,000","52,284,000","146,501,000","45,568,000","71,092,000","35,527,000","44,083,000","-3,355,000","35,247,000","8,024,000","23,661,000","14,063,000","16,232,000","9,491,000","10,812,000","7,480,000","6,584,000","372,000","2,389,000","8,031,000","4,019,000","-1,152,000","4,765,000","3,930,000","6,771,000","38,000","12,095,000","-2,915,000","1,372,000","1,617,000","733,000","5,256,000","4,978,000","1,030,000","4,559,000","-724,000","3,195,000","2,402,000","-1,086,000","2,453,000","3,005,000","1,356,000","-3,097,000","3,374,000","-7,966,000","10,346,000","1,688,000","758,000","-1,206,000","910,000","-2,405,000","5,431,000","205,000","-1,252,000","528,000","2,692,000","3,070,000","678,000","-56,000","205,000","2,635,000","981,000","1,965,000","1,345,000","1,795,000","116,000","3,635,000","304,000","76,000","1,806,000","990,000","1,842,000","1,076,000","-4,158,000","-2,489,000","37,878,000","-23,343,000","2,409,000","-111,200,000","7,100,000","1,700,000","-104,000,000","-167,300,000","116,600,000","-131,800,000","70,100,000","-156,200,000","-72,300,000"
	CashFlowFromContinuingOperatingActivities,"347,290,000","132,377,000","63,544,000","86,250,000","65,119,000","105,302,000","41,188,000","73,287,000","51,902,000","45,921,000","51,657,000","31,534,000","47,215,000","52,284,000","146,501,000","45,568,000","71,092,000","35,527,000","44,083,000","-3,355,000","35,247,000","8,024,000","23,661,000","14,063,000","16,232,000","9,491,000","10,812,000","7,480,000","6,584,000","372,000","2,389,000","8,031,000","4,019,000","-1,152,000","4,765,000","3,930,000","6,771,000","38,000","12,095,000","-2,915,000","1,372,000","1,617,000","733,000","5,256,000","4,978,000","1,030,000","4,559,000","-724,000","3,195,000","2,402,000","-1,086,000","2,453,000","3,005,000","1,356,000","-3,097,000","3,374,000","-7,966,000","10,346,000","1,688,000","758,000","-1,206,000","910,000","-2,405,000","5,431,000","205,000","-1,252,000","528,000","2,692,000","3,070,000","678,000","-56,000","205,000","2,635,000","981,000","1,965,000","1,345,000","1,795,000","116,000","3,635,000","304,000","76,000","1,806,000","990,000","1,842,000","1,076,000","-4,158,000","-2,489,000","37,878,000","-23,343,000","2,409,000","-111,200,000","7,100,000","1,700,000","-104,000,000","-167,300,000","116,600,000","-131,800,000","70,100,000","-156,200,000","-72,300,000"
		NetIncomeFromContinuingOperations,"338,125,000","66,904,000","84,831,000","90,088,000","96,302,000","68,668,000","67,136,000","66,566,000","-99,091,000","25,740,000","41,098,000","41,375,000","38,527,000","38,718,000","39,643,000","28,392,000","27,303,000","28,002,000","16,171,000","20,232,000","14,176,000","9,521,000","11,951,000","9,229,000","10,369,000","8,554,000","8,065,000","7,837,000","7,824,000","1,789,000","3,891,000","5,450,000","4,643,000","2,632,000","4,204,000","3,066,000","-249,000","1,972,000","3,811,000","3,462,000","5,811,000","2,692,000","2,555,000","2,460,000","785,000","4,772,000","1,600,000","1,845,000","337,000","456,000","-277,000","-7,000","-713,000","537,000","106,000","1,000,000","-1,244,000","846,000","662,000","851,000","1,161,000","945,000","1,277,000","1,504,000","2,907,000","1,740,000","1,701,000","1,832,000","2,054,000","1,634,000","1,316,000","1,149,000","1,350,000","2,926,000","736,000","723,000","864,000","-258,000","-177,000","2,414,000","253,000","388,000","-2,060,000","-2,735,000","-1,251,000","-6,000","-18,542,000","-1,591,000","-953,000","304,000","-21,300,000","1,100,000","1,700,000","700,000","-5,600,000","1,800,000","1,200,000","3,700,000","5,000,000","3,900,000"
		OperatingGainsLosses,"-20,614,000","-3,591,000","-4,864,000","-6,239,000","-5,920,000","-3,897,000","-5,330,000","-10,639,000","2,254,000","-8,521,000","-5,259,000","-6,556,000","-1,348,000","-2,092,000","-1,873,000","-3,092,000","-4,121,000","-2,964,000","-3,079,000","-3,902,000","-5,225,000","-2,765,000","-2,356,000","-3,214,000","-2,656,000","-2,659,000","-2,738,000","-2,597,000","-2,809,000","-116,000","-3,704,000","-2,143,000","-1,400,000","-409,000","-1,476,000","-1,301,000","-1,062,000","-690,000","8,730,000","-3,179,000","-7,588,000","-199,000","2,116,000","-655,000","2,162,000","-4,546,000","1,336,000","-730,000","1,502,000","967,000","269,000","1,020,000","919,000","32,000","1,367,000","-40,000","3,341,000","196,000","-765,000","-3,819,000","1,662,000","-1,077,000","-1,250,000","-2,477,000","452,000","-288,000","-44,000","-385,000","78,000","62,000","5,000","-913,000","345,000","-1,490,000","-716,000","856,000","-71,000","149,000","1,516,000","505,000","-1,158,000","-912,000","-2,013,000","1,793,000","0","-676,000",,,,,,,,,,,,"-8,700,000",,
			GainLossOnSaleOfPPE,"264,000","37,000","55,000","108,000","64,000","7,000","0","44,000","201,000","10,000","110,000","18,000","-234,000","64,000","56,000","0",,,"-1,000","435,000","-245,000","45,000","236,000",,,,,"-15,000","0","0","0","0","0","23,000","11,000",,,,"-597,000","0","0","0","2,000","0","57,000","6,000","0","18,000","0","12,000","0","0","1,000","24,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-14,994,000","-2,134,000","-3,585,000","-4,190,000","-5,085,000","-4,046,000","-5,002,000","-1,141,000","21,000","-7,760,000","-3,671,000","-4,261,000","-212,000","-427,000","0","-1,063,000","-330,000","-6,000","252,000","-896,000","-2,093,000","0","0","-512,000","-532,000","-753,000","3,000","-38,000","-139,000","-116,000","-1,024,000","-363,000","-98,000","-62,000","-171,000","-305,000",,,"-922,000","-857,000","-174,000","0","-264,000","-845,000","-230,000","-250,000","3,074,000","-388,000","-287,000","-87,000","423,000","380,000","900,000","-2,000","1,300,000","-45,000","3,368,000","263,000",,,,"-53,000",,,"66,000","98,000",,,"9,000","131,000","333,000","-348,000","294,000","96,000","363,000","-222,000","96,000","-18,000","-1,864,000","3,510,000","-1,158,000","-912,000","-2,152,000","1,812,000","0","-544,000",,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"31,079,000","7,318,000","7,710,000","7,978,000","8,073,000","8,152,000","8,668,000","8,223,000","6,985,000","6,545,000","7,055,000","6,652,000","6,658,000","6,695,000","6,917,000","6,464,000","4,055,000","3,931,000","3,621,000","3,090,000","2,985,000","1,336,000","1,273,000","1,283,000","1,323,000","1,014,000","930,000","1,608,000","634,000","610,000","562,000","548,000","539,000","549,000","525,000","519,000","464,000","440,000","373,000","343,000","330,000","312,000","298,000","344,000","296,000","265,000","251,000","251,000","242,000","247,000","252,000","258,000","255,000","252,000","114,000","249,000","232,000","222,000","213,000","225,000","194,000","180,000","237,000","105,000","97,000","93,000","88,000","84,000","79,000","93,000","96,000","106,000","117,000","127,000","20,000","162,000","163,000","165,000","161,000","198,000","235,000","246,000","249,000","299,000","316,000","355,000","1,461,000","-585,000","1,054,000","1,110,000","2,000,000","1,800,000","1,700,000","1,500,000","1,500,000","1,200,000","1,100,000","800,000","-1,400,000","900,000"
			DepreciationAndAmortization,"31,079,000","7,318,000","7,710,000","7,978,000","8,073,000","8,152,000","8,668,000","8,223,000","6,985,000","6,545,000","7,055,000","6,652,000","6,658,000","6,695,000","6,917,000","6,464,000","4,055,000","3,931,000","3,621,000","3,090,000","2,985,000","1,336,000","1,273,000","1,283,000","1,323,000","1,014,000","930,000","1,608,000","634,000","610,000","562,000","548,000","539,000","549,000","525,000","519,000","464,000","440,000","373,000","343,000","330,000","312,000","298,000","344,000","296,000","265,000","251,000","251,000","242,000","247,000","252,000","258,000","255,000","252,000","114,000","249,000","232,000","222,000","213,000","225,000","194,000","180,000","237,000","105,000","97,000","93,000","88,000","84,000","79,000","93,000","96,000","106,000","117,000","127,000","20,000","162,000","163,000","165,000","161,000","198,000","235,000","246,000","249,000","299,000","316,000","355,000","1,461,000","-585,000","1,054,000","1,110,000","2,000,000","1,800,000","1,700,000","1,500,000","1,500,000","1,200,000","1,100,000","800,000","-1,400,000","900,000"
				Depreciation,"15,694,000","3,726,000","3,830,000","4,066,000","4,072,000","4,009,000","4,163,000","3,661,000","2,945,000","2,580,000","2,808,000","2,371,000","2,377,000","2,259,000","2,286,000","1,770,000","2,060,000","1,657,000","1,510,000","1,329,000","1,224,000","825,000","747,000","759,000","678,000","670,000","583,000","605,000","634,000","610,000","562,000","548,000","539,000","549,000","525,000","519,000","464,000","440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"15,385,000","3,592,000","3,880,000","3,912,000","4,001,000","4,143,000","4,505,000","4,562,000","4,040,000","3,965,000","4,247,000","4,281,000","4,281,000","4,436,000","4,631,000","4,694,000","1,995,000","2,274,000","2,111,000","1,761,000","1,761,000","511,000","526,000","524,000","645,000","344,000","347,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
