name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
OperatingCashFlow,"48,189,000","8,897,000","12,783,000","7,116,000","19,393,000","24,703,000","17,325,000","7,489,000","-7,750,000","17,362,000","12,147,000","23,866,000","17,554,000","6,493,000","14,064,000","7,630,000","5,001,000","6,325,000","5,478,000","3,934,000","9,038,000","1,276,000","4,185,000","35,509,000","13,611,000","19,382,000","1,924,000","15,405,000","5,711,000","13,812,000","8,958,000","14,043,000","13,458,000","5,684,000","16,082,000","16,041,000","5,609,000","-935,000","2,410,000","2,921,000","7,943,000","6,118,000","5,946,000","9,711,000","3,516,000","3,422,000","1,932,000","2,907,000","-714,000","7,401,000","5,672,000","7,009,000","7,333,000","6,574,000","7,604,000","-813,000","2,933,000","2,078,000","5,263,000","4,060,000","63,000","1,552,000","638,000","2,068,000","922,000","-395,000","1,377,000","1,782,000","2,685,000","2,039,000","2,131,000","-702,000","-652,000","2,019,000","-503,000","-435,000","-320,000","-1,333,000","-2,703,000","-476,000","-1,653,000","-1,285,000","-2,806,000","-1,515,000","-885,000","578,000","-668,000","1,202,000"
	CashFlowFromContinuingOperatingActivities,"48,189,000","8,897,000","12,783,000","7,116,000","19,393,000","24,703,000","17,325,000","7,489,000","-7,750,000","17,362,000","12,147,000","23,866,000","17,554,000","6,493,000","14,064,000","7,630,000","5,001,000","6,325,000","5,478,000","3,934,000","9,038,000","1,276,000","4,185,000","35,509,000","13,611,000","19,382,000","1,924,000","15,405,000","5,711,000","13,812,000","8,958,000","14,042,000","13,459,000","5,684,000","16,082,000","16,041,000","5,609,000","-935,000","2,410,000","2,921,000","7,943,000","6,118,000","5,946,000","9,711,000","3,516,000","3,422,000","1,932,000","2,907,000","-714,000","7,401,000","5,672,000","7,009,000","7,333,000","6,574,000","7,604,000","-813,000","2,933,000","2,078,000","5,263,000","4,060,000","63,000","1,552,000","638,000","2,068,000","922,000","-395,000","1,377,000","1,782,000","2,685,000","2,039,000","2,131,000","-1,108,000","-246,000","2,019,000","-503,000","-435,000","-320,000","-1,333,000","-2,703,000","-476,000","-1,653,000","-1,285,000","-2,806,000","-1,515,000","-885,000","578,000","-668,000","1,202,000"
		NetIncomeFromContinuingOperations,"12,684,000","1,903,000","1,744,000","5,573,000","3,464,000","2,396,000","5,203,000","-9,316,000","-8,903,000","-3,597,000","1,681,000","8,461,000","4,188,000","-30,001,000","-11,634,000","-5,574,000","-2,579,000","-3,148,000","-7,095,000","-8,512,000","-5,034,000","348,000","10,233,000","13,311,000","10,512,000","8,538,000","8,544,000","10,933,000","9,850,000","8,597,000","10,702,000","7,785,000","7,740,000","6,251,000","9,129,000","6,287,000","4,020,000","3,442,000","5,029,000","-1,949,000","445,000","358,000","-17,315,000","153,000","2,361,000","3,104,000","5,374,000","3,743,000","3,105,000","-303,000","4,287,000","3,669,000","2,336,000","787,000","6,287,000","4,792,000","3,767,000","2,627,000","2,779,000","3,156,000","2,326,000","1,519,000","512,000","1,869,000","1,371,000","-4,679,000","2,463,000","1,516,000","1,263,000","910,000","1,518,000","-620,000","-2,858,000","-447,000","337,000","-969,000","-1,195,000","-917,000","-2,070,000","-1,601,000","-1,994,000","-1,787,000","-1,294,000","-693,000","-772,000","-1,124,000","397,000","155,000"
		OperatingGainsLosses,"-746,000","222,000","249,000","-1,347,000","130,000","144,000","252,000","127,000","-20,000","42,000","-33,000","0","303,000","179,000","336,000","250,000","108,000","52,000","-35,000","20,000","-11,000","5,000","-8,000","10,000","-46,000","15,000",,,,,,,,,"151,000","115,000","20,000","6,000","334,000","69,000","9,000","2,000","80,000","15,000","167,000","5,000","380,000","47,000","12,000","13,000",,,,,"10,000",,,,,,,,,,"-707,000","6,607,000","319,000","-462,000","84,000","37,000","543,000","1,078,000","506,000","47,000","31,000","11,000","0","6,000",,,,,,,,"332,000",,
			GainLossOnSaleOfPPE,"-1,404,000","30,000","90,000","-1,525,000","1,000","8,000","119,000","127,000","-20,000","42,000","-33,000","0","303,000","179,000","336,000","250,000","108,000","52,000","-35,000","20,000","-11,000","5,000","-8,000","10,000","-46,000","15,000",,,,,,,"0","0","151,000","115,000","20,000","6,000","334,000","69,000","9,000","2,000","80,000","15,000","167,000","5,000","380,000","47,000","12,000","13,000","-29,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"658,000","192,000","159,000","178,000","129,000","136,000","133,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"27,507,000","6,673,000","6,754,000","6,887,000","7,193,000","7,257,000","7,126,000","7,312,000","6,683,000","6,994,000","7,776,000","7,519,000","7,716,000","7,711,000","8,211,000","8,958,000","8,779,000","7,915,000","9,239,000","7,040,000","7,075,000","6,744,000","4,059,000","4,424,000","4,173,000","4,223,000","4,641,000","4,168,000","4,195,000","2,983,000","3,192,000","2,941,000","2,324,000","3,302,000","3,294,000","3,241,000","3,180,000","3,133,000","3,083,000","3,482,000","3,111,000","2,939,000","3,250,000","2,277,000","1,944,000","2,550,000","2,689,000","2,205,000","2,153,000","2,109,000","2,044,000","1,400,000","1,954,000","2,486,000","2,163,000","1,630,000","1,503,000","1,468,000","1,466,000","1,296,000","1,017,000","1,168,000","1,007,000","911,000","1,000,000","1,003,000","432,000","491,000","592,000","473,000","510,000","530,000","386,000","423,000","466,000","384,000","366,000","380,000","412,000","424,000","417,000","389,000","443,000","478,000","846,000","177,000","1,015,000","54,000"
			DepreciationAndAmortization,"27,507,000","6,673,000","6,754,000","6,887,000","7,193,000","7,257,000","7,126,000","7,312,000","6,683,000","6,994,000","7,776,000","7,519,000","7,716,000","7,711,000","8,211,000","8,958,000","8,779,000","7,915,000","9,239,000","7,040,000","7,075,000","6,744,000","4,059,000","4,424,000","4,173,000","4,223,000","4,641,000","4,168,000","4,195,000","2,983,000","3,192,000","2,941,000","2,324,000","3,302,000","3,294,000","3,241,000","3,180,000","3,133,000","3,083,000","3,482,000","3,111,000","2,939,000","3,250,000","2,277,000","1,944,000","2,550,000","2,689,000","2,205,000","2,153,000","2,109,000","2,044,000","1,400,000","1,954,000","2,486,000","2,163,000","1,630,000","1,503,000","1,468,000","1,466,000","1,296,000","1,017,000","1,168,000","1,007,000","911,000","1,000,000","1,003,000","432,000","491,000","592,000","473,000","510,000","530,000","386,000","423,000","466,000","384,000","366,000","380,000","412,000","424,000","417,000","389,000","443,000","478,000","846,000","177,000","1,015,000","54,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"464,000",,,,"408,000","445,000","407,000","301,000","316,000","355,000","331,000","263,000","224,000","273,000","206,000",,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,000",,,,"15,000","21,000","-23,000","65,000","64,000","57,000","93,000","154,000","165,000","170,000","272,000",,,,
