name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,06/30/2011,03/31/2011
TotalAssets,"341,006,000","182,954,000","187,672,000","192,224,000","99,874,000","97,424,000","94,297,000","97,545,000","102,465,000","103,502,000","100,054,000","101,762,000","100,121,000","99,023,000","109,033,000","113,471,000","114,186,000","123,815,000","118,038,000","118,658,000","127,616,000","134,669,000","137,471,000","139,187,000","139,043,000","140,074,000","140,445,000","138,488,000","141,521,000","145,043,000","147,196,000","141,486,000","88,169,000","90,442,000","110,871,000","85,696,000"
	CurrentAssets,"248,050,000","112,150,000","127,133,000","133,132,000","49,886,000","47,123,000","42,408,000","43,370,000","46,590,000","45,769,000","40,528,000","39,907,000","35,840,000","37,251,000","37,957,000","41,404,000","40,811,000","47,662,000","39,881,000","38,041,000","44,800,000","50,186,000","55,487,000","57,894,000","59,410,000","61,647,000","62,921,000","60,216,000","61,871,000","73,376,000","81,092,000","82,021,000","27,594,000","28,088,000","48,258,000","29,024,000"
		CashCashEquivalentsAndShortTermInvestments,"205,177,000","76,564,000","95,531,000","102,257,000","17,219,000","16,496,000","11,314,000","13,359,000","11,786,000","3,633,000","1,195,000","3,322,000","3,369,000","3,327,000","5,177,000","7,286,000","9,615,000","10,694,000","7,305,000","6,951,000","11,228,000","18,086,000","21,129,000","19,737,000","29,357,000","32,804,000","29,964,000","32,079,000","35,511,000","49,719,000","53,651,000","56,917,000","1,155,000","1,574,000","29,633,000","16,379,000"
			CashAndCashEquivalents,"205,177,000","76,564,000","95,531,000","102,257,000","17,219,000","16,496,000","11,314,000","13,359,000","11,786,000","3,633,000","1,195,000","3,322,000","3,369,000","3,327,000","5,177,000","7,286,000","9,615,000","10,694,000","7,305,000","6,951,000","11,228,000","18,086,000","21,129,000","19,737,000","29,357,000","32,804,000","29,964,000","29,575,000","33,010,000","49,719,000","53,651,000","56,917,000","1,155,000","1,574,000","29,633,000","16,379,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,651,000","56,917,000","1,155,000","1,574,000",,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,504,000","2,501,000",,,,,,"0","0"
		Receivables,"24,533,000","20,426,000","18,723,000","19,366,000","20,668,000","15,698,000","20,072,000","19,168,000","20,455,000","32,254,000","24,362,000","22,166,000","22,287,000","25,565,000","21,461,000","20,106,000","20,134,000","26,764,000","17,106,000","16,492,000","17,248,000","17,535,000","19,625,000","24,734,000","23,207,000","20,624,000","24,491,000","19,957,000","19,260,000","17,924,000","20,067,000","18,549,000","16,462,000","18,971,000","12,844,000","9,782,000"
			AccountsReceivable,"24,533,000","20,426,000","18,723,000","19,366,000","20,668,000","15,698,000","20,072,000","19,168,000","20,455,000","32,254,000","24,362,000","22,166,000","22,287,000","25,565,000","21,461,000","20,106,000","20,134,000","26,764,000","17,106,000","16,492,000","17,248,000","17,535,000","19,625,000","24,734,000","23,207,000","20,624,000","24,491,000","19,957,000","19,260,000","17,924,000","20,067,000","18,549,000","16,462,000","18,971,000","12,844,000","9,782,000"
				GrossAccountsReceivable,"24,672,000","20,576,000","18,864,000","19,508,000","20,867,000","16,140,000","20,367,000","19,298,000","20,590,000","32,398,000","24,484,000","24,827,000","25,167,000","28,442,000","21,697,000","20,376,000","20,366,000","26,857,000","17,204,000","16,583,000","17,331,000","17,628,000","19,726,000","24,848,000","23,333,000",,"24,587,000","20,065,000",,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-139,000","-150,000","-141,000","-142,000","-199,000","-442,000","-295,000","-130,000","-135,000","-144,000","-122,000","-2,661,000","-2,880,000","-2,877,000","-236,000","-270,000","-232,000","-93,000","-98,000","-91,000","-83,000","-93,000","-101,000","-114,000","-126,000",,"-96,000","-108,000",,,,,,,,
		Inventory,"15,505,000","11,987,000","9,712,000","9,438,000","10,847,000","13,099,000","9,427,000","9,452,000","13,432,000","8,768,000","13,459,000","13,099,000","9,268,000","7,318,000","9,909,000","12,822,000","9,974,000","8,915,000","13,992,000","13,255,000","15,132,000","12,868,000","12,902,000","11,788,000","6,139,000","6,532,000","6,629,000","6,075,000","5,905,000","4,897,000","6,349,000","5,490,000","7,659,000","6,892,000","5,112,000","2,385,000"
			RawMaterials,"10,150,000","7,312,000","5,724,000","5,013,000","4,090,000","4,068,000","4,847,000","3,941,000","5,596,000","4,334,000","4,196,000","4,488,000","3,351,000","3,159,000","3,045,000","3,020,000","2,447,000","2,543,000","3,031,000","2,198,000","3,556,000","3,511,000","3,862,000","4,022,000","3,979,000","4,432,000","4,841,000","4,635,000","4,485,000","4,052,000","3,525,000","3,250,000","3,193,000","2,813,000","1,927,000","1,988,000"
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,000","25,000"
			FinishedGoods,"5,355,000","4,675,000","3,988,000","4,425,000","6,757,000","9,031,000","4,580,000","5,511,000","7,836,000","4,434,000","9,263,000","8,611,000","5,917,000","4,159,000","6,864,000","9,802,000","7,527,000","6,372,000","10,961,000","11,057,000","11,576,000","9,357,000","9,040,000","7,766,000","2,160,000","2,100,000","1,788,000","1,440,000","1,420,000","845,000","2,824,000","2,240,000","4,466,000","4,079,000","3,116,000","372,000"
