name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996
OperatingCashFlow,"180,743,000","57,644,000","40,921,000","-19,751,000","101,929,000","36,873,000","5,119,000","46,280,000","17,561,000","63,696,000","18,265,000","22,516,000","21,397,000","38,069,000","30,318,000","28,024,000","26,510,000","7,699,000","17,435,000","32,497,000","18,246,000","11,953,000","-13,099,000","29,805,000","8,140,000","7,961,000","6,798,000","5,842,000","11,256,000","4,555,000","12,623,000","7,016,000","2,251,000","5,691,000","8,681,000","6,701,000","7,457,000","12,619,000","5,387,000","1,061,000","7,205,000","17,235,000","834,000","11,954,000","1,159,000","3,603,000","9,371,000","14,393,000","8,526,000","7,651,000","-3,317,000","13,638,000","-7,020,000","13,527,000","6,078,000","6,329,000","-1,457,000","13,758,000","-6,664,000","21,550,000","33,173,000","17,008,000","-13,083,000","12,049,000","-21,135,000","7,169,000","36,730,000","2,437,000","-17,012,000","7,503,000","35,989,000","-3,782,000","-1,925,000","-13,103,000","55,593,000","3,787,000","-14,361,000","11,045,000","-21,220,000","-5,948,000","65,937,000","-37,063,000","17,479,000","-10,667,000","9,281,000","15,051,000","4,754,000","4,499,000","-4,318,000","5,670,000","5,900,000","12,100,000","-800,000","25,600,000","-16,600,000","11,500,000","7,700,000","-900,000","3,100,000","6,200,000","3,600,000","6,200,000","-2,000,000","8,200,000"
	CashFlowFromContinuingOperatingActivities,"180,743,000","57,644,000","40,921,000","-19,751,000","101,929,000","36,873,000","5,119,000","46,280,000","17,561,000","63,696,000","18,265,000","22,516,000","21,397,000","38,069,000","30,318,000","28,024,000","26,510,000","7,699,000","17,435,000","32,497,000","18,246,000","11,953,000","-13,099,000","29,805,000","8,140,000","7,961,000","6,798,000","5,842,000","11,256,000","4,555,000","12,623,000","7,016,000","2,251,000","5,691,000","8,681,000","6,701,000","7,457,000","12,619,000","5,387,000","1,061,000","7,205,000","17,235,000","834,000","11,954,000","1,159,000","3,603,000","9,371,000","14,393,000","8,526,000","7,651,000","-3,317,000","13,638,000","-7,020,000","13,527,000","6,078,000","6,329,000","-1,457,000","13,758,000","-6,664,000","21,550,000","33,173,000","17,008,000","-13,083,000","12,049,000","-21,135,000","7,169,000","36,730,000","2,437,000","-17,012,000","7,503,000","35,989,000","-3,782,000","-1,925,000","-13,103,000","55,593,000","3,787,000","-14,361,000","11,045,000","-21,220,000","-5,948,000","65,937,000","-37,063,000","17,479,000","-10,667,000","9,281,000","15,051,000","4,754,000","4,499,000","-4,318,000","5,670,000","5,900,000","12,100,000","-800,000","25,600,000","-16,600,000","11,500,000","7,700,000","-900,000","3,100,000","6,200,000","3,600,000","6,200,000","-2,000,000","8,200,000"
		NetIncomeFromContinuingOperations,"103,138,000","25,759,000","22,657,000","24,167,000","30,555,000","32,697,000","33,064,000","-4,926,000","18,638,000","16,533,000","23,450,000","24,971,000","18,980,000","21,173,000","26,732,000","24,071,000","15,702,000","5,427,000","9,956,000","12,816,000","7,680,000","12,018,000","6,052,000","9,128,000","3,661,000","4,205,000","5,229,000","4,698,000","5,133,000","5,262,000","4,932,000","5,164,000","5,117,000","4,707,000","1,938,000","4,968,000","4,988,000","4,436,000","4,041,000","4,959,000","5,373,000","5,647,000","5,459,000","5,073,000","5,103,000","5,106,000","5,784,000","5,238,000","4,952,000","4,404,000","3,567,000","4,534,000","3,599,000","3,953,000","3,501,000","3,722,000","3,535,000","4,006,000","3,094,000","3,126,000","277,000","-5,422,000","-1,440,000","4,907,000","4,852,000","4,314,000","4,846,000","4,830,000","4,875,000","4,946,000","4,993,000","4,452,000","4,022,000","4,478,000","4,348,000","5,329,000","4,947,000","5,249,000","5,168,000","4,790,000","5,136,000","5,049,000","4,963,000","4,683,000","4,492,000","4,021,000","3,911,000","3,821,000","4,336,000","4,314,000","4,000,000","4,200,000","4,000,000","4,100,000","3,000,000","3,300,000","3,200,000","3,500,000","3,500,000","3,500,000","3,400,000","3,400,000","3,200,000","-9,800,000"
		OperatingGainsLosses,"941,000","1,409,000","-7,162,000","27,000","-1,620,000","-1,894,000","-6,381,000","-1,001,000","-750,000","-173,000","11,000","-22,000","-2,000","-13,000","-93,000","-30,000","-1,172,000","-644,000","111,000","-11,000","-15,000","-35,000","-290,000","-309,000","-158,000","-179,000","-296,000","-260,000","-184,000","-193,000","-696,000","-816,000","-567,000","-132,000","-290,000","-316,000","-777,000","-801,000","2,623,000","-10,351,000","-2,281,000","5,065,000","-6,333,000","1,079,000","-1,715,000","3,720,000","-3,012,000","-1,548,000","-1,418,000","3,815,000","-981,000","7,998,000","-12,364,000","1,776,000","-572,000","785,000","-482,000","-436,000","-369,000","-956,000","927,000","-1,455,000","-2,583,000","-3,416,000","-3,279,000","-1,680,000","-3,104,000","-3,535,000","-3,204,000","-3,368,000","-4,060,000","-2,413,000","-2,028,000","-2,336,000","-3,105,000","-3,335,000","-2,897,000","-2,619,000","-4,597,000","1,427,000","-1,091,000","-417,000","-2,454,000","-1,304,000","-1,404,000","-1,100,000","-1,196,000","1,100,000","-10,000","-62,000","-100,000","-200,000","100,000","-600,000","800,000",,,,"-200,000","-100,000",,,"-400,000","-100,000"
			GainLossOnSaleOfPPE,,,"-11,000","12,000",,,"-12,000","0","6,000","0","0","-22,000","0","-5,000","0","1,000","0","-27,000","137,000","6,000","0","7,000","0",,,,,,,,,,,,,,,,,,,,,,,,"86,000","-48,000","-23,000","-6,000","166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"3,928,000","2,786,000",,,,,,,,,,,,,,,,,,"0",,,"0","0",,,,"0",,,"-93,000","-590,000",,,"-4,000","0",,,"10,000,000","-10,000,000",,,,,,,,,,,,,,,,,,"-436,000",,,,"-1,455,000",,,,"-1,680,000","-3,104,000",,,"-3,340,000","-4,060,000","-2,413,000","-2,028,000","-2,331,000",,,,"-2,505,000",,,"-1,114,000","-394,000","-2,449,000","-1,001,000","-1,425,000","-1,079,000",,,"-12,000","-60,000",,,"0","-500,000",,,,,,,,,,
		DepreciationAmortizationDepletion,"15,381,000","3,983,000","4,562,000","3,448,000","3,388,000","3,484,000","3,716,000","3,660,000","3,640,000","3,716,000","2,922,000","3,004,000","3,233,000","3,273,000","3,120,000","3,006,000","3,333,000","3,156,000","2,210,000","2,022,000","2,119,000","2,076,000","1,681,000","1,529,000","1,325,000","1,031,000","947,000","936,000","821,000","897,000","897,000","1,029,000","1,009,000","997,000","1,011,000","1,048,000","1,092,000","1,066,000","1,081,000","1,078,000","1,062,000","1,038,000","-801,000","1,083,000","1,090,000","1,082,000","842,000","539,000","533,000","532,000","2,963,000","571,000","556,000","562,000","3,868,000","-1,239,000","1,311,000","1,204,000","-683,000","1,467,000","1,681,000","2,644,000","954,000","1,587,000","1,729,000","1,328,000","382,000","1,603,000","2,062,000","1,519,000","405,000","2,328,000","1,019,000","1,570,000","343,000","2,060,000","3,492,000","2,641,000","1,016,000","3,438,000","1,899,000","1,799,000","2,582,000","2,527,000","2,159,000","1,665,000","1,478,000","1,811,000","1,385,000","1,351,000","2,300,000","700,000","1,800,000","1,500,000","2,500,000","1,600,000","2,200,000","2,100,000","2,100,000","2,200,000","2,100,000","1,900,000","-400,000","1,200,000"
			DepreciationAndAmortization,"15,381,000","3,983,000","4,562,000","3,448,000","3,388,000","3,484,000","3,716,000","3,660,000","3,640,000","3,716,000","2,922,000","3,004,000","3,233,000","3,273,000","3,120,000","3,006,000","3,333,000","3,156,000","2,210,000","2,022,000","2,119,000","2,076,000","1,681,000","1,529,000","1,325,000","1,031,000","947,000","936,000","821,000","897,000","897,000","1,029,000","1,009,000","997,000","1,011,000","1,048,000","1,092,000","1,066,000","1,081,000","1,078,000","1,062,000","1,038,000","-801,000","1,083,000","1,090,000","1,082,000","842,000","539,000","533,000","532,000","2,963,000","571,000","556,000","562,000","3,868,000","-1,239,000","1,311,000","1,204,000","-683,000","1,467,000","1,681,000","2,644,000","954,000","1,587,000","1,729,000","1,328,000","382,000","1,603,000","2,062,000","1,519,000","405,000","2,328,000","1,019,000","1,570,000","343,000","2,060,000","3,492,000","2,641,000","1,016,000","3,438,000","1,899,000","1,799,000","2,582,000","2,527,000","2,159,000","1,665,000","1,478,000","1,811,000","1,385,000","1,351,000","2,300,000","700,000","1,800,000","1,500,000","2,500,000","1,600,000","2,200,000","2,100,000","2,100,000","2,200,000","2,100,000","1,900,000","-400,000","1,200,000"
				Depreciation,"10,052,000","2,759,000","3,207,000","2,084,000","2,002,000","2,064,000","2,162,000","2,078,000","2,087,000","2,126,000","1,915,000","1,984,000","2,207,000","2,257,000","2,125,000","1,998,000","2,316,000","2,267,000","1,697,000","1,495,000","1,584,000","1,527,000","1,345,000","1,310,000","1,158,000","973,000","965,000","866,000","760,000","744,000","755,000","749,000","717,000","695,000","701,000","725,000","726,000","680,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"5,329,000","1,224,000","1,355,000","1,364,000","1,386,000","1,420,000","1,554,000","1,582,000","1,553,000","1,590,000","1,007,000","1,020,000","1,026,000","1,016,000","995,000","1,008,000","1,017,000","889,000","513,000","527,000","535,000","549,000","336,000","219,000","167,000","58,000","-18,000","70,000","61,000","153,000","142,000","280,000","292,000","302,000","310,000","323,000","366,000","386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
