name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"33,022,600,000","33,911,500,000","33,624,800,000","45,994,800,000","44,410,600,000","44,649,900,000","43,582,600,000","44,233,200,000","43,423,300,000","44,291,200,000","43,751,500,000","43,139,500,000","42,237,000,000","41,089,300,000","43,443,100,000","42,361,300,000","32,427,900,000","31,843,000,000","32,405,200,000","30,058,900,000","29,567,700,000","29,709,128,000","30,283,836,000","29,804,213,000","30,287,195,000","30,043,128,000","30,586,091,000","30,842,082,000","30,800,356,000","31,562,466,000","30,673,129,000","30,617,173,000","29,668,385,000","29,714,689,000","29,348,585,000","28,728,795,000","29,481,540,000","28,946,607,000","28,169,623,000","27,243,589,000","27,254,868,000","27,115,445,000","26,774,000,000","26,779,755,000","26,697,375,000","26,397,018,000","26,845,334,000","26,115,330,000","26,238,814,000","25,841,796,000","25,665,578,000","24,822,474,000","23,820,644,000","24,514,586,000","25,354,315,000","26,212,032,000","26,446,415,000","26,750,316,000","26,568,380,000","25,772,955,000","25,461,049,000","25,165,148,000","25,023,450,000","24,532,416,000","24,680,684,000","25,365,453,000","25,412,444,000","24,456,763,000","24,321,974,000","24,503,896,000","23,638,294,000","23,349,181,000","23,704,277,000","23,728,319,000"
TotalLiabilitiesNetMinorityInterest,"28,001,500,000","28,421,800,000","27,880,400,000","40,086,400,000","38,585,000,000","38,695,100,000","37,642,600,000","38,248,700,000","38,037,100,000","38,609,100,000","38,061,100,000","37,379,200,000","36,765,300,000","35,955,400,000","38,203,400,000","37,028,400,000","27,926,900,000","27,561,500,000","28,267,000,000","25,834,300,000","25,408,900,000","25,611,028,000","25,778,922,000","25,196,142,000","25,722,550,000","25,519,161,000","25,902,492,000","26,014,122,000","25,672,144,000","26,381,159,000","25,330,566,000","25,267,466,000","24,572,097,000","24,881,210,000","24,565,666,000","23,932,909,000","24,274,935,000","23,761,241,000","22,940,010,000","22,210,021,000","22,289,978,000","22,088,509,000","21,759,528,000","21,903,779,000","21,949,982,000","21,616,481,000","21,478,793,000","21,077,162,000","21,265,229,000","20,988,547,000","20,762,129,000","20,457,897,000","20,150,322,000","20,805,081,000","21,622,504,000","21,964,552,000","22,228,040,000","22,640,253,000","22,645,315,000","21,958,563,000","21,539,788,000","21,310,391,000","21,264,009,000","20,962,062,000","21,027,115,000","21,641,734,000","21,722,482,000","20,589,181,000","20,662,237,000","20,844,305,000","20,083,243,000","19,970,817,000","20,130,660,000","20,875,832,000"
TotalEquityGrossMinorityInterest,"5,021,100,000","5,489,700,000","5,744,400,000","5,908,400,000","5,825,600,000","5,954,800,000","5,940,000,000","5,984,500,000","5,386,200,000","5,682,100,000","5,690,400,000","5,760,300,000","5,471,700,000","5,133,900,000","5,239,700,000","5,332,900,000","4,501,000,000","4,281,500,000","4,138,200,000","4,224,600,000","4,158,800,000","4,098,100,000","4,504,914,000","4,608,071,000","4,564,645,000","4,523,967,000","4,683,599,000","4,827,960,000","5,128,212,000","5,181,307,000","5,342,563,000","5,349,707,000","5,096,288,000","4,833,479,000","4,782,919,000","4,795,886,000","5,206,605,000","5,185,366,000","5,229,613,000","5,033,568,000","4,964,890,000","5,026,936,000","5,014,472,000","4,875,976,000","4,747,393,000","4,780,537,000","5,366,541,000","5,038,168,000","4,973,585,000","4,853,249,000","4,903,449,000","4,364,577,000","3,670,322,000","3,709,505,000","3,731,811,000","4,247,480,000","4,218,375,000","4,110,063,000","3,923,065,000","3,814,392,000","3,921,261,000","3,854,757,000","3,759,441,000","3,570,354,000","3,653,569,000","3,723,719,000","3,689,962,000","3,867,582,000","3,659,737,000","3,659,591,000","3,555,051,000","3,378,364,000","3,573,617,000","2,852,487,000"
	StockholdersEquity,"5,021,100,000","5,489,700,000","5,744,400,000","5,908,400,000","5,822,200,000","5,951,400,000","5,936,400,000","5,967,800,000","5,370,000,000","5,652,800,000","5,658,600,000","5,730,200,000","5,440,600,000","5,112,000,000","5,219,400,000","5,312,500,000","4,489,800,000","4,270,600,000","4,138,200,000","4,224,600,000","4,158,800,000","4,098,100,000","4,504,914,000","4,608,071,000","4,564,645,000","4,523,967,000","4,683,599,000","4,827,960,000","5,128,212,000","5,181,307,000","5,342,563,000","5,349,707,000","5,096,288,000","4,833,479,000","4,782,919,000","4,795,886,000","5,206,605,000","5,185,366,000","5,229,613,000","5,033,568,000","4,964,890,000","5,026,936,000","5,014,472,000","4,875,976,000","4,747,393,000","4,780,537,000","5,366,541,000","5,038,168,000","4,973,585,000","4,853,249,000","4,903,449,000","4,364,577,000","3,670,322,000","3,709,505,000","3,731,811,000","4,247,480,000","4,207,215,000","4,088,903,000","3,923,065,000","3,814,392,000","3,921,261,000","3,832,597,000","3,759,441,000","3,570,354,000","3,653,569,000","3,699,559,000","3,665,802,000","3,843,422,000","3,635,577,000","3,635,431,000","3,555,051,000","3,354,204,000","3,549,457,000","2,632,103,000"
		CapitalStock,"600,000","700,000","700,000","700,000","700,000","3,500,000","4,500,000","4,500,000","4,500,000","4,500,000","4,500,000","4,500,000","4,500,000","4,500,000","4,500,000","4,500,000","4,400,000","1,500,000","1,500,000","1,500,000","1,500,000","1,504,000","1,503,000","1,502,000","1,500,000","1,497,000","1,497,000","1,496,000","1,493,000","1,490,000","1,490,000","1,489,000","1,486,000","1,482,000","1,482,000","1,480,000","1,478,000","1,474,000","1,473,000","1,472,000","1,463,000","1,464,000","1,458,000","1,457,000","1,456,000","1,453,000",,"1,451,000","1,451,000","1,447,000","1,447,000","1,445,000","1,445,000","1,443,000","1,443,000","1,442,000","1,440,000","1,438,000","1,437,000","1,436,000","1,432,000","1,430,000","1,429,000","1,428,000","1,427,000","1,426,000","1,425,000","1,424,000","1,423,000","1,423,000","1,423,000","1,423,000","1,423,000","1,092,000"
			PreferredStock,,"0","0","0","0","2,900,000","2,900,000","2,900,000","2,900,000","2,900,000","2,900,000","2,900,000","2,900,000","2,900,000","2,900,000","2,900,000","2,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"600,000","700,000","700,000","700,000","700,000","600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,504,000","1,503,000","1,502,000","1,500,000","1,497,000","1,497,000","1,496,000","1,493,000","1,490,000","1,490,000","1,489,000","1,486,000","1,482,000","1,482,000","1,480,000","1,478,000","1,474,000","1,473,000","1,472,000","1,463,000","1,464,000","1,458,000","1,457,000","1,456,000","1,453,000",,"1,451,000","1,451,000","1,447,000","1,447,000","1,445,000","1,445,000","1,443,000","1,443,000","1,442,000","1,440,000","1,438,000","1,437,000","1,436,000","1,432,000","1,430,000","1,429,000","1,428,000","1,427,000","1,426,000","1,425,000","1,424,000","1,423,000","1,423,000","1,423,000","1,423,000","1,423,000","1,092,000"
		AdditionalPaidInCapital,"1,652,100,000","1,695,000,000","1,731,300,000","1,786,200,000","1,804,300,000","1,956,800,000","4,568,200,000","4,550,400,000","4,540,600,000","4,537,700,000","4,524,500,000","4,509,200,000","4,496,000,000","4,495,600,000","4,478,800,000","4,459,700,000","3,478,800,000","3,197,900,000","3,186,800,000","3,172,400,000","3,173,500,000","3,175,867,000","3,168,267,000","3,150,911,000","3,152,977,000","3,148,409,000","3,138,801,000","3,126,772,000","3,135,397,000","3,131,274,000","3,117,645,000","3,104,104,000","3,095,561,000","3,087,533,000","3,075,444,000","3,059,228,000","3,051,639,000","3,052,454,000","3,043,121,000","3,028,665,000","3,028,816,000","3,025,477,000","3,016,300,000","3,003,524,000","2,997,130,000","2,993,957,000",,"2,973,431,000","2,964,651,000","2,962,883,000","2,950,953,000","2,941,124,000","2,936,265,000","2,928,160,000","2,921,290,000","2,912,038,000","2,912,891,000","2,904,970,000","2,902,187,000","2,893,403,000","2,898,636,000","2,894,892,000","2,892,394,000","2,885,081,000","2,880,855,000","2,880,329,000","2,853,021,000","2,839,098,000","2,792,176,000","2,790,476,000","2,790,440,000","2,790,440,000","2,790,440,000","2,063,763,000"
		RetainedEarnings,"3,976,500,000","4,066,800,000","4,219,300,000","3,640,300,000","3,635,500,000","3,548,700,000","6,126,000,000","6,194,400,000","6,061,100,000","5,966,400,000","5,882,900,000","5,980,900,000","5,879,700,000","5,759,700,000","5,777,100,000","5,846,300,000","5,815,000,000","5,697,300,000","5,414,600,000","5,500,700,000","5,410,800,000","5,296,678,000","5,295,671,000","5,181,375,000","5,044,544,000","4,856,674,000","4,824,192,000","4,851,670,000","4,840,497,000","4,809,287,000","4,778,645,000","4,657,797,000","4,534,940,000","4,415,875,000","4,325,410,000","4,215,455,000","4,102,087,000","4,001,096,000","3,992,869,000","3,883,865,000","3,734,103,000","3,742,479,000","3,596,751,000","3,537,946,000","3,389,644,000","3,264,025,000",,"3,340,900,000","3,194,101,000","3,054,466,000","3,060,160,000","2,933,131,000","2,714,463,000","2,650,371,000","2,484,399,000","2,612,291,000","2,438,904,000","2,269,107,000","2,162,450,000","1,989,405,000","1,837,623,000","1,676,171,000","1,435,984,000","1,297,249,000","1,158,973,000","1,006,910,000","880,338,000","790,827,000","674,208,000","569,605,000","493,266,000","428,350,000","343,099,000","248,721,000"
		TreasuryStock,"122,800,000","122,800,000","122,800,000","122,800,000","122,800,000","267,400,000","5,420,500,000","5,350,400,000","5,324,600,000","5,267,300,000","5,158,500,000","5,093,100,000","5,043,000,000","4,992,400,000","4,943,300,000","4,860,100,000","4,860,100,000","4,860,100,000","4,721,100,000","4,686,900,000","4,575,300,000","4,470,551,000","4,288,633,000","4,052,971,000","3,859,616,000","3,601,162,000","3,526,929,000","3,500,397,000","3,398,172,000","3,316,511,000","3,214,963,000","3,177,755,000","3,119,180,000","3,098,241,000","3,005,723,000","2,900,785,000","2,726,628,000","2,700,061,000","2,666,709,000","2,556,866,000","2,396,708,000","2,297,351,000","2,124,449,000","2,048,224,000","1,937,859,000","1,764,422,000",,"1,555,765,000","1,340,656,000","1,231,472,000","1,231,472,000","1,199,523,000","1,199,523,000","1,199,523,000","1,199,523,000","1,140,523,000","1,140,523,000","1,140,523,000","1,140,523,000","1,021,636,000","905,420,000","827,960,000","728,516,000","573,407,000","466,086,000","405,776,000","329,224,000","184,324,000","88,230,000","63,628,000","36,035,000","798,000",,
