name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,06/30/1990,03/31/1990
OperatingCashFlow,"812,562,000","283,607,000","56,344,000","201,236,000","271,375,000","80,584,000","185,784,000","-117,436,000","50,623,000","21,476,000","56,738,000","59,170,000","-61,461,000","93,247,000","73,762,000","120,273,000","-59,986,000","158,484,000","128,777,000","89,232,000","-29,054,000","64,973,000","42,861,000","48,937,000","16,994,000","57,934,000","50,604,000","55,316,000","18,480,000","53,891,000","45,290,000","41,975,000","22,234,000","35,286,000","35,454,000","34,398,000","28,333,000","44,014,000","40,237,000","28,131,000","28,128,000","32,943,000","39,644,000","23,805,000","18,480,000","36,638,000","30,164,000","7,115,000","25,449,000","38,096,000","3,340,000","26,590,000","-175,000","23,902,000","29,718,000","34,190,000","18,154,000","31,878,000","13,635,000","22,145,000","7,873,000","37,802,000","34,946,000","-451,000","14,018,000","40,886,000","31,789,000","28,113,000","17,797,000","35,180,000","34,181,000","109,616,000","13,571,000","-20,697,000","144,626,000","259,812,000","-47,810,000","135,824,000","-13,666,000","-216,061,000","-32,039,000","164,941,000","-83,060,000","-34,617,000","62,378,000","-1,869,000","-22,172,000","9,760,000","-19,587,000","32,742,000","20,700,000","54,700,000","3,900,000","147,100,000","232,600,000","-66,000,000","-154,400,000","-112,000,000","4,100,000","9,300,000","6,800,000","12,400,000","10,800,000","45,100,000","1,000,000","9,500,000","11,100,000","8,700,000","4,400,000","11,500,000","9,300,000","9,300,000","5,900,000","10,000,000","9,000,000","5,200,000","5,200,000","11,300,000","4,700,000","4,200,000","3,200,000","8,000,000","4,400,000","5,600,000","3,400,000","6,500,000","3,900,000","4,300,000"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,718,000","34,190,000","18,154,000","31,878,000","13,635,000","22,145,000","7,873,000","37,802,000","34,946,000","-451,000","14,018,000","40,886,000","31,789,000","28,113,000","17,797,000","35,180,000","34,181,000","109,616,000","13,571,000","-20,697,000","144,626,000","259,812,000","-47,810,000","135,824,000","-13,666,000","-216,061,000","-32,039,000","164,941,000","-83,060,000","-34,617,000","62,378,000","-1,869,000","-22,172,000","9,760,000","-19,587,000","32,742,000","20,700,000","54,700,000","3,900,000","147,100,000","232,600,000","-66,000,000","-154,400,000","-112,000,000","4,100,000","9,300,000","6,800,000","12,400,000","10,800,000","45,100,000","1,000,000","9,500,000","11,100,000","8,700,000","4,400,000","11,500,000","9,300,000","9,300,000","5,900,000","10,000,000","9,000,000","5,200,000","5,200,000","11,300,000","4,700,000","4,200,000","3,200,000","8,000,000","4,400,000","5,600,000","3,400,000","6,500,000","3,900,000","4,300,000"
		NetIncomeFromContinuingOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,519,000","19,592,000","25,147,000","25,696,000","15,952,000","25,803,000","24,512,000","24,407,000","25,015,000","14,165,000","25,459,000","24,610,000","25,686,000","25,449,000","24,514,000","24,760,000","11,053,000","24,544,000","24,214,000","23,504,000","10,497,000","22,920,000","22,805,000","22,543,000","22,553,000","22,353,000","22,206,000","21,821,000","21,075,000","19,780,000","19,784,000","19,352,000","4,304,000","18,561,000","18,123,000","17,988,000","17,500,000","17,700,000","17,800,000","17,200,000","8,200,000","15,600,000","9,600,000","11,000,000","10,400,000","10,300,000","10,200,000","10,000,000","9,900,000","11,200,000","1,900,000","7,500,000","7,000,000","7,200,000","7,000,000","6,900,000","6,200,000","6,400,000","6,200,000","6,100,000","5,200,000","6,200,000","5,400,000","3,600,000","4,700,000","3,700,000","3,700,000","3,700,000","2,800,000","3,400,000","3,500,000","3,400,000","3,000,000","2,800,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000","500,000","400,000","500,000","400,000","800,000","400,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000","500,000","400,000","500,000","400,000","800,000","400,000"
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,600,000","600,000","100,000",,,"-800,000","-500,000"
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,600,000","600,000","100,000",,,"-800,000","-500,000"
		OtherNonCashItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,598,000","-6,993,000","6,182,000","20,436,000","-3,658,000","-16,639,000","13,395,000","-10,826,000","-14,616,000","-11,441,000","16,276,000","-71,000","2,664,000","-6,717,000","10,420,000","14,940,000","85,072,000","-10,643,000","-44,201,000","151,905,000","236,892,000","-70,615,000","113,281,000","-38,568,000","-238,414,000","-54,245,000","143,120,000","-105,384,000","-54,397,000","42,594,000","-21,221,000","-31,920,000","-8,801,000","-37,710,000","14,754,000","10,600,000","37,000,000","-13,900,000","129,900,000","244,900,000","-81,600,000","-164,000,000","-123,000,000","-400,000","-1,000,000","-3,400,000","2,400,000","-10,900,000","33,900,000","-900,000","2,000,000","-1,200,000","1,500,000","-2,600,000","4,600,000","-4,000,000","2,900,000","-300,000","3,900,000","-2,800,000","-1,000,000","-200,000","7,700,000","-1,100,000","500,000","3,400,000","400,000","1,200,000","1,800,000","1,000,000","900,000","1,400,000","1,000,000"
		ChangeInWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,900,000","-700,000","-100,000","-400,000","1,800,000","-500,000","600,000"
