name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"332,100,000","64,500,000","59,600,000","102,300,000","105,700,000","103,200,000","-16,000,000","33,900,000","74,000,000","24,800,000","101,200,000","79,300,000","89,300,000","23,100,000"
	CashFlowFromContinuingOperatingActivities,"332,100,000","64,500,000","59,600,000","102,300,000","105,700,000","103,200,000","-16,000,000","33,900,000","74,000,000","24,800,000","101,200,000","79,300,000","89,300,000","23,100,000"
		NetIncomeFromContinuingOperations,"-192,800,000","-38,500,000","-82,900,000","-34,800,000","-36,600,000","-64,000,000","-63,800,000","-101,200,000","-32,600,000","-48,200,000","-46,800,000","-60,500,000","62,500,000","-57,500,000"
		OperatingGainsLosses,"16,100,000","4,700,000","3,500,000","1,900,000","6,000,000","26,000,000","35,000,000","37,100,000","-4,400,000","800,000","18,900,000","30,400,000","-120,900,000","14,200,000"
			GainLossOnSaleOfBusiness,,,,,,,"0","0","0","0","0","0","0","-2,100,000"
			GainLossOnSaleOfPPE,"0","0","0","0","0","-19,900,000",,,,,,,,
			GainLossOnInvestmentSecurities,"15,600,000","4,700,000","3,500,000","1,900,000","5,500,000","8,900,000","300,000","100,000","-3,400,000","700,000","-2,700,000","8,400,000","27,400,000","20,900,000"
			EarningsLossesFromEquityInvestments,,,,,,,"200,000","0","-1,000,000","100,000","21,900,000","22,000,000","-143,300,000","-100,000"
		DepreciationAmortizationDepletion,"482,200,000","115,900,000","118,100,000","120,300,000","127,900,000","124,400,000","131,100,000","131,900,000","135,500,000","138,400,000","141,800,000","130,600,000","140,800,000","153,300,000"
			DepreciationAndAmortization,"482,200,000","115,900,000","118,100,000","120,300,000","127,900,000","124,400,000","131,100,000","131,900,000","135,500,000","138,400,000","141,800,000","130,600,000","140,800,000","153,300,000"
				Depreciation,"482,200,000","115,900,000","118,100,000","120,300,000","127,900,000","124,400,000","131,100,000","131,900,000","135,500,000","138,400,000","141,800,000","130,600,000","140,800,000","153,300,000"
		DeferredTax,"-29,500,000","900,000","-6,300,000","-12,100,000","-12,000,000","-11,100,000","-33,400,000","-21,000,000","-13,400,000","-5,800,000","-30,400,000","-9,800,000","10,600,000","-11,100,000"
			DeferredIncomeTax,"-29,500,000","900,000","-6,300,000","-12,100,000","-12,000,000","-11,100,000","-33,400,000","-21,000,000","-13,400,000","-5,800,000","-30,400,000","-9,800,000","10,600,000","-11,100,000"
