name,ttm,03/31/2022
MarketCap,"957,477,945","1,496,868,191"
EnterpriseValue,"412,608,945","907,666,191"
PeRatio,"101.289","78.818"
PsRatio,"216.233","367.356"
PbRatio,"1.741","2.697"
EnterprisesValueRevenueRatio,"93.182","413.327"
EnterprisesValueEBITDARatio,"23.379","-94.549"
