name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
TotalRevenue,"4,079,000,000","967,000,000","1,048,000,000","1,038,000,000","1,026,000,000","1,028,000,000","1,055,000,000","1,041,000,000","1,016,000,000","1,051,000,000","1,099,000,000","1,098,000,000","1,112,000,000","1,158,000,000","1,282,000,000","1,304,000,000","1,387,000,000","1,420,000,000","1,493,000,000","1,480,000,000","1,496,000,000","1,553,000,000","1,514,000,000","1,596,000,000","1,613,000,000","1,685,000,000","1,730,000,000","1,571,000,000","1,683,000,000","1,678,000,000"
	OperatingRevenue,"4,079,000,000","967,000,000","1,048,000,000","1,038,000,000","1,026,000,000","1,028,000,000","1,055,000,000","1,041,000,000","1,016,000,000","1,051,000,000","1,099,000,000","1,098,000,000","1,112,000,000","1,158,000,000","1,282,000,000","1,304,000,000","1,387,000,000","1,420,000,000","1,493,000,000","1,480,000,000","1,496,000,000","1,553,000,000","1,514,000,000","1,596,000,000","1,613,000,000","1,685,000,000","1,730,000,000","1,571,000,000","1,683,000,000","1,678,000,000"
CostOfRevenue,"3,106,000,000","755,000,000","803,000,000","776,000,000","772,000,000","787,000,000","803,000,000","779,000,000","795,000,000","832,000,000","850,000,000","859,000,000","879,000,000","906,000,000","835,000,000","1,054,000,000","1,125,000,000","1,168,000,000","1,211,000,000","1,219,000,000","1,253,000,000","1,294,000,000","1,391,000,000","1,328,000,000","1,358,000,000","1,421,000,000","1,443,000,000","1,682,000,000","1,432,000,000","1,420,000,000"
GrossProfit,"973,000,000","212,000,000","245,000,000","262,000,000","254,000,000","241,000,000","252,000,000","262,000,000","221,000,000","219,000,000","249,000,000","239,000,000","233,000,000","252,000,000","447,000,000","250,000,000","262,000,000","252,000,000","282,000,000","261,000,000","243,000,000","259,000,000","123,000,000","268,000,000","255,000,000","264,000,000","287,000,000","-111,000,000","251,000,000","258,000,000"
OperatingExpense,"844,000,000","165,000,000","250,000,000","217,000,000","212,000,000","221,000,000","234,000,000","234,000,000","226,000,000","234,000,000","238,000,000","228,000,000","235,000,000","245,000,000","406,000,000","205,000,000","212,000,000","208,000,000","212,000,000","208,000,000","217,000,000","234,000,000","255,000,000","234,000,000","240,000,000","268,000,000","253,000,000","244,000,000","252,000,000","252,000,000"
	SellingGeneralAndAdministration,"520,000,000","102,000,000","162,000,000","131,000,000","125,000,000","126,000,000","119,000,000","122,000,000","111,000,000","116,000,000","119,000,000","112,000,000","121,000,000","127,000,000","124,000,000","142,000,000","149,000,000","145,000,000","149,000,000","144,000,000","153,000,000","169,000,000","169,000,000","164,000,000","170,000,000","183,000,000","177,000,000","170,000,000","173,000,000","179,000,000"
	ResearchAndDevelopment,"5,000,000","1,000,000","1,000,000","2,000,000","1,000,000","0","0","0","0","1,000,000","2,000,000","1,000,000","2,000,000","3,000,000","3,000,000","3,000,000","3,000,000","2,000,000","2,000,000","4,000,000","3,000,000","4,000,000","6,000,000","7,000,000","8,000,000","10,000,000","13,000,000","12,000,000","15,000,000","12,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"318,000,000","61,000,000","87,000,000","84,000,000","86,000,000","95,000,000","115,000,000","112,000,000","115,000,000","117,000,000","117,000,000","115,000,000","112,000,000","115,000,000","279,000,000","60,000,000","60,000,000","61,000,000","61,000,000","60,000,000","61,000,000","61,000,000","80,000,000","63,000,000","62,000,000","75,000,000","63,000,000","62,000,000","64,000,000","61,000,000"
		DepreciationAndAmortizationInIncomeStatement,"318,000,000","61,000,000","87,000,000","84,000,000","86,000,000","95,000,000","115,000,000","112,000,000","115,000,000","117,000,000","117,000,000","115,000,000","112,000,000","115,000,000","279,000,000","60,000,000","60,000,000","61,000,000","61,000,000","60,000,000","61,000,000","61,000,000","80,000,000","63,000,000","62,000,000","75,000,000","63,000,000","62,000,000","64,000,000","61,000,000"
			Amortization,,,,,,,,,,,,,,,,"60,000,000","60,000,000","61,000,000","61,000,000","60,000,000","61,000,000","61,000,000","80,000,000","63,000,000","62,000,000","75,000,000","63,000,000","62,000,000","64,000,000","61,000,000"
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,"60,000,000","60,000,000","61,000,000","61,000,000","60,000,000","61,000,000","61,000,000","80,000,000","63,000,000","62,000,000","75,000,000","63,000,000","62,000,000","64,000,000","61,000,000"
	OtherOperatingExpenses,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"129,000,000","47,000,000","-5,000,000","45,000,000","42,000,000","20,000,000","18,000,000","28,000,000","-5,000,000","-15,000,000","11,000,000","11,000,000","-2,000,000","7,000,000","41,000,000","45,000,000","50,000,000","44,000,000","70,000,000","53,000,000","26,000,000","25,000,000","-132,000,000","34,000,000","15,000,000","-4,000,000","34,000,000","-355,000,000","-1,000,000","6,000,000"
NetNonOperatingInterestIncomeExpense,"-61,000,000","-19,000,000","-17,000,000","-12,000,000","-13,000,000","-13,000,000","-14,000,000","-14,000,000","-15,000,000","-17,000,000","-18,000,000","-20,000,000","-20,000,000","-20,000,000","-20,000,000","-22,000,000","-37,000,000","-33,000,000","-32,000,000","-35,000,000","-34,000,000","-36,000,000","-7,000,000","-11,000,000","-11,000,000","-11,000,000","-4,000,000","-15,000,000","-11,000,000","-25,000,000"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,"4,000,000",,,,,,,
	InterestExpenseNonOperating,"61,000,000","19,000,000","17,000,000","12,000,000","13,000,000","13,000,000","14,000,000","14,000,000","15,000,000","17,000,000","18,000,000","20,000,000","20,000,000","20,000,000","20,000,000","22,000,000","37,000,000","33,000,000","32,000,000","35,000,000","34,000,000","36,000,000","7,000,000","11,000,000","11,000,000","11,000,000","4,000,000","15,000,000","11,000,000","25,000,000"
OtherIncomeExpense,"126,000,000","182,000,000","-32,000,000","-14,000,000","-10,000,000","-16,000,000","-15,000,000","-27,000,000","-44,000,000","-19,000,000","-628,000,000","-5,000,000","-1,097,000,000","-325,000,000","-164,000,000","-275,000,000","41,000,000","-65,000,000","-34,000,000","-5,000,000","-3,000,000","-11,000,000","-1,002,000,000","-21,000,000","-38,000,000","-39,000,000","-22,000,000","-20,000,000","-160,000,000","-1,000,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,"-2,000,000","-2,000,000","-1,000,000","1,000,000","1,000,000","1,000,000",,"-1,000,000",,"-2,000,000"
	SpecialIncomeCharges,"132,000,000","182,000,000","-30,000,000","-10,000,000","-10,000,000","-16,000,000","-14,000,000","-28,000,000","-45,000,000","-17,000,000","-630,000,000","-13,000,000","-1,096,000,000","-326,000,000","-160,000,000","-271,000,000","39,000,000","-66,000,000","-28,000,000","-8,000,000","-3,000,000","-24,000,000","-1,017,000,000","-25,000,000","-45,000,000","-35,000,000","10,000,000","-15,000,000","-150,000,000","-1,000,000"
		RestructuringAndMergernAcquisition,"41,000,000","9,000,000","14,000,000","10,000,000","8,000,000","13,000,000","11,000,000","20,000,000","29,000,000","7,000,000","21,000,000","8,000,000","26,000,000","16,000,000","13,000,000","31,000,000","17,000,000","20,000,000","25,000,000","22,000,000","36,000,000","18,000,000","44,000,000","8,000,000","23,000,000","26,000,000","-1,000,000","9,000,000","148,000,000","3,000,000"
		ImpairmentOfCapitalAssets,,,,,,,"0","0","0","0","601,000,000","0","1,067,000,000","284,000,000",,,,,"0",,,,"935,000,000",,,,,,,
		OtherSpecialCharges,"-11,000,000","-28,000,000","14,000,000",,"3,000,000","1,000,000","0",,"14,000,000","6,000,000","2,000,000","2,000,000","1,000,000","12,000,000","114,000,000","186,000,000","4,000,000","31,000,000",,,"-9,000,000","1,000,000","25,000,000","4,000,000","5,000,000","6,000,000",,"6,000,000",,
