name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
TotalAssets,"431,742,000","463,464,000","488,804,000","504,813,000","379,829,000","403,829,000","426,022,000","185,439,000","88,366,000"
	CurrentAssets,"377,426,000","409,802,000","433,301,000","447,960,000","321,726,000","345,911,000","367,824,000","159,866,000","79,646,000"
		CashCashEquivalentsAndShortTermInvestments,"302,267,000","339,488,000","373,043,000","396,208,000","277,484,000","314,870,000","344,215,000","144,390,000","70,078,000"
			CashAndCashEquivalents,"114,346,000","182,348,000","230,508,000","274,274,000","251,767,000","294,972,000","311,327,000","141,871,000","36,926,000"
			OtherShortTermInvestments,"187,921,000","157,140,000","142,535,000","121,934,000","25,717,000","19,898,000","32,888,000","2,519,000","33,152,000"
		Receivables,"26,899,000","25,600,000","19,302,000","16,411,000","12,110,000","6,468,000","7,082,000","7,218,000","3,914,000"
			AccountsReceivable,"26,899,000","25,600,000","19,302,000","16,411,000","12,110,000","6,468,000","7,082,000","7,218,000","3,914,000"
				GrossAccountsReceivable,,,,,,,,"7,363,000","3,973,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,"-145,000","-59,000"
		Inventory,"42,873,000","39,185,000","34,297,000","28,882,000","24,554,000","18,384,000","11,810,000","6,537,000","4,596,000"
			RawMaterials,"15,970,000","18,114,000","15,465,000","13,449,000","10,852,000","7,989,000","6,163,000","4,125,000","1,143,000"
			WorkInProcess,"9,501,000","6,054,000","7,276,000","6,610,000","7,638,000","6,200,000","2,758,000","1,483,000","842,000"
			FinishedGoods,"17,402,000","15,017,000","11,556,000","8,823,000","6,064,000","4,195,000","2,889,000","929,000","2,611,000"
		PrepaidAssets,"5,387,000","5,529,000","6,659,000","6,459,000","7,578,000","6,189,000","4,717,000","1,721,000","1,058,000"
	TotalNonCurrentAssets,"54,316,000","53,662,000","55,503,000","56,853,000","58,103,000","57,918,000","58,198,000","25,573,000","8,720,000"
		NetPPE,"20,844,000","20,195,000","22,026,000","23,027,000","23,552,000","23,251,000","22,910,000","20,001,000","7,895,000"
			GrossPPE,"20,844,000","27,849,000","22,026,000","23,027,000","23,552,000","28,239,000","22,910,000","23,242,000","10,565,000"
				Properties,,"0",,,,"0",,"0","0"
				MachineryFurnitureEquipment,,"12,468,000",,,,"9,026,000",,"5,164,000","3,705,000"
				OtherProperties,"20,844,000","9,643,000","22,026,000","23,027,000","23,552,000","13,411,000","22,910,000","15,317,000","6,686,000"
				ConstructionInProgress,,"874,000",,,,"1,343,000",,,
				Leases,,"4,864,000",,,,"4,459,000",,"2,761,000","174,000"
			AccumulatedDepreciation,,"-7,654,000",,,,"-4,988,000",,"-3,241,000","-2,670,000"
		NonCurrentDeferredAssets,,,,,,,,"1,250,000",
		NonCurrentPrepaidAssets,,,,,,,"1,977,000",,
		OtherNonCurrentAssets,"33,472,000","33,467,000","33,477,000","33,826,000","34,551,000","34,667,000","33,311,000","4,322,000","825,000"
TotalLiabilitiesNetMinorityInterest,"86,289,000","89,383,000","79,053,000","73,651,000","73,184,000","75,220,000","71,689,000","62,427,000","460,553,000"
	CurrentLiabilities,"48,890,000","51,695,000","41,405,000","35,443,000","34,820,000","36,692,000","33,043,000","53,601,000","24,910,000"
		PayablesAndAccruedExpenses,"17,640,000","11,535,000","10,461,000","6,487,000","12,500,000","10,886,000","12,618,000","17,304,000","13,688,000"
			Payables,"5,149,000","1,763,000","2,702,000","2,364,000","6,651,000","4,948,000","5,062,000","3,465,000","4,960,000"
				AccountsPayable,"5,149,000","1,763,000","2,702,000","2,364,000","6,651,000","4,948,000","5,062,000","3,465,000","4,960,000"
			CurrentAccruedExpenses,"12,491,000","9,772,000","7,759,000","4,123,000","5,849,000","5,938,000","7,556,000","13,839,000","8,728,000"
				InterestPayable,,,,,,,,"260,000",
		CurrentProvisions,"3,628,000","3,704,000","3,234,000","3,073,000","2,860,000","2,913,000","3,258,000","2,303,000","1,702,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"13,478,000","24,948,000","17,759,000","15,308,000","12,602,000","16,845,000","10,850,000",,
		CurrentDebtAndCapitalLeaseObligation,"1,192,000","1,151,000","1,109,000","1,069,000","984,000","882,000","782,000","29,721,000","7,500,000"
			CurrentDebt,,,,,,,,"29,418,000","7,500,000"
				OtherCurrentBorrowings,,,,,,,,"29,418,000","7,500,000"
			CurrentCapitalLeaseObligation,"1,192,000","1,151,000","1,109,000","1,069,000","984,000","882,000","782,000","303,000","0"
		CurrentDeferredLiabilities,"6,833,000","6,340,000","5,212,000","4,373,000","3,540,000","3,201,000","4,132,000","3,012,000","883,000"
