name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
			CurrentDeferredRevenue,"6,833,000","6,340,000","5,212,000","4,373,000","3,540,000","3,201,000","4,132,000","3,012,000","883,000"
		OtherCurrentLiabilities,"6,119,000","4,017,000","3,630,000","5,133,000","2,334,000","1,965,000","1,403,000","1,261,000","1,137,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"37,399,000","37,688,000","37,648,000","38,208,000","38,364,000","38,528,000","38,646,000","8,826,000","435,643,000"
		LongTermDebtAndCapitalLeaseObligation,"36,365,000","36,655,000","36,939,000","37,214,000","37,469,000","37,718,000","37,961,000","8,616,000","21,561,000"
			LongTermDebt,"29,784,000","29,762,000","29,740,000","29,718,000","29,696,000","29,674,000","29,652,000",,"21,561,000"
			LongTermCapitalLeaseObligation,"6,581,000","6,893,000","7,199,000","7,496,000","7,773,000","8,044,000","8,309,000","8,616,000","0"
		NonCurrentDeferredLiabilities,"194,000","312,000","109,000","515,000","536,000","570,000","566,000","210,000","134,000"
			NonCurrentDeferredRevenue,"194,000","312,000","109,000","515,000","536,000","570,000","566,000","210,000","134,000"
		TradeandOtherPayablesNonCurrent,,,,,,"240,000","119,000","0","217,000"
		NonCurrentAccruedExpenses,"840,000","721,000","600,000","479,000","359,000","240,000","119,000","0",
		PreferredSecuritiesOutsideStockEquity,,,,,,"0","0","0","413,731,000"
TotalEquityGrossMinorityInterest,"345,453,000","374,081,000","409,751,000","431,162,000","306,645,000","328,609,000","354,333,000","123,012,000","-372,187,000"
	StockholdersEquity,"345,453,000","374,081,000","409,751,000","431,162,000","306,645,000","328,609,000","354,333,000","123,012,000","-372,187,000"
		CapitalStock,"48,000","47,000","47,000","46,000","43,000","43,000","42,000","32,000","1,000"
			PreferredStock,"0","0","0","0","0","0","0",,
			CommonStock,"48,000","47,000","47,000","46,000","43,000","43,000","42,000","32,000","1,000"
		AdditionalPaidInCapital,"1,008,940,000","1,000,212,000","994,486,000","985,436,000","830,694,000","822,624,000","816,306,000","553,011,000","357,000"
		RetainedEarnings,"-662,886,000","-625,994,000","-584,762,000","-554,292,000","-524,084,000","-494,059,000","-462,016,000","-430,031,000","-372,567,000"
		GainsLossesNotAffectingRetainedEarnings,"-649,000","-184,000","-20,000","-28,000","-8,000","1,000","1,000","0","22,000"
TotalCapitalization,"375,237,000","403,843,000","439,491,000","460,880,000","336,341,000","358,283,000","383,985,000","123,012,000","-350,626,000"
CommonStockEquity,"345,453,000","374,081,000","409,751,000","431,162,000","306,645,000","328,609,000","354,333,000","123,012,000","-372,187,000"
CapitalLeaseObligations,"7,773,000","8,044,000","8,308,000","8,565,000","8,757,000","8,926,000","9,091,000","8,919,000","0"
NetTangibleAssets,"345,453,000","374,081,000","409,751,000","431,162,000","306,645,000","328,609,000","354,333,000","123,012,000","-372,187,000"
WorkingCapital,"328,536,000","358,107,000","391,896,000","412,517,000","286,906,000","309,219,000","334,781,000","106,265,000","54,736,000"
InvestedCapital,"375,237,000","403,843,000","439,491,000","460,880,000","336,341,000","358,283,000","383,985,000","152,430,000","-343,126,000"
TangibleBookValue,"345,453,000","374,081,000","409,751,000","431,162,000","306,645,000","328,609,000","354,333,000","123,012,000","-372,187,000"
TotalDebt,"37,557,000","37,806,000","38,048,000","38,283,000","38,453,000","38,600,000","38,743,000","38,337,000","29,061,000"
ShareIssued,"47,712,000","47,241,000","47,018,000","46,225,000","42,888,000","42,722,492","42,701,000","39,602,737","39,602,737"
OrdinarySharesNumber,"47,712,000","47,241,000","47,018,000","46,225,000","42,888,000","42,722,492","42,701,000","39,602,737","39,602,737"
