name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
OperatingCashFlow,"68,000","-8,872,000","8,446,000","-1,393,000","1,887,000","-40,561,000","2,261,000","1,752,000","-8,423,000","-5,301,000","1,790,000","-1,556,000","-2,455,000","-1,011,000","-1,226,000","-1,783,000","-3,099,000","-7,413,000","-5,816,000","-5,103,000","-4,910,000","-8,086,000","-4,232,000","-7,438,000","-7,714,000","-8,598,000","-2,830,000","-3,802,000","-11,466,000","-8,867,000","-8,436,000","-6,532,000","-5,907,000","-6,757,000","-3,298,000","-5,238,000","-4,004,000","-6,619,000","-3,888,000","-5,264,000"
	CashFlowFromContinuingOperatingActivities,"68,000","-8,872,000","8,446,000","-1,393,000","1,887,000","-40,561,000","2,261,000","1,752,000","-8,423,000","-5,301,000","1,790,000","-1,556,000","-2,455,000","-1,011,000","-1,226,000","-1,783,000","-3,099,000","-7,413,000","-5,816,000","-5,103,000","-4,910,000","-8,086,000","-4,232,000","-7,438,000","-7,714,000","-8,598,000","-2,830,000","-3,802,000","-11,466,000","-8,867,000","-8,436,000","-6,532,000","-5,907,000","-6,757,000","-3,298,000","-5,238,000","-4,004,000","-6,619,000","-3,888,000","-5,264,000"
		NetIncomeFromContinuingOperations,"-48,156,000","-14,461,000","-10,528,000","-14,129,000","-9,038,000","-41,868,000","-8,044,000","-4,124,000","-11,025,000","-11,716,000","-7,458,000","-730,000","-2,494,000","-1,917,000","-3,105,000","-4,469,000","-6,248,000","-9,177,000","-8,439,000","-7,049,000","-7,298,000","-8,217,000","-4,403,000","-5,637,000","-11,243,000","-10,075,000","-8,013,000","-8,945,000","-9,136,000","-7,610,000","-8,142,000","-7,902,000","-6,655,000","-6,674,000","-5,892,000","-6,303,000","-6,490,000","-6,895,000","-4,837,000","-4,938,000"
		OperatingGainsLosses,"1,260,000","131,000","-390,000","-265,000","1,784,000","82,000","-17,000",,,,"0","-6,000","-1,000","-16,000",,,,,,,,,"0","0","-279,000","-430,000","-474,000","-474,000","-475,000","-474,000","-475,000","-544,000","-625,000","-625,000","9,000","-548,000","-625,000","-625,000","-625,000","-625,000"
			GainLossOnSaleOfPPE,,,,,,,"0","0","0","0","0","-6,000","-1,000","-16,000",,,,,"12,000","0",,,"0","0",,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"1,260,000","131,000","-390,000","-265,000","1,784,000","82,000","-17,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,000",,,,,
		DepreciationAmortizationDepletion,"23,599,000","6,556,000","6,404,000","6,139,000","4,500,000","2,550,000","2,025,000","1,990,000","1,957,000","1,972,000","1,281,000","967,000","924,000","945,000","970,000","981,000","989,000","980,000","1,002,000","993,000","944,000","902,000","909,000","899,000","941,000","762,000","612,000","646,000","644,000","352,000","342,000","292,000","277,000","264,000","282,000","289,000","231,000","197,000","180,000","177,000"
			DepreciationAndAmortization,"23,599,000","6,556,000","6,404,000","6,139,000","4,500,000","2,550,000","2,025,000","1,990,000","1,957,000","1,972,000","1,281,000","967,000","924,000","945,000","970,000","981,000","989,000","980,000","1,002,000","993,000","944,000","902,000","909,000","899,000","941,000","762,000","612,000","646,000","644,000","352,000","342,000","292,000","277,000","264,000","282,000","289,000","231,000","197,000","180,000","177,000"
		DeferredTax,"-2,466,000","-3,000","-961,000","-1,350,000","-152,000","-3,795,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-2,466,000","-3,000","-961,000","-1,350,000","-152,000","-3,795,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"393,000","26,000","27,000","26,000","27,000","-200,000","-264,000","-338,000","-462,000","-463,000","-463,000","-463,000","-459,000","-517,000","-597,000","-599,000","-597,000","-599,000","-623,000","-625,000","-625,000","-625,000"
		AssetImpairmentCharge,,,"0","0","0","0","1,000,000","0","0","1,088,000",,,,,,,,,,"0","0","0","0","0","2,000","66,000","25,000","26,000","32,000","22,000","-13,000","28,000","11,000","28,000","-75,000","67,000","24,000","93,000","81,000","59,000"
