name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016,12/31/2015,06/30/2015,12/31/2014
TotalAssets,"290,955,200","284,120,000","277,689,900","93,147,200","51,780,100","53,377,000","29,985,400","24,772,900","24,267,900","26,772,200","31,397,700","36,960,300","16,072,200","16,421,500","6,401,000","17,059,700","6,301,200"
	CurrentAssets,"265,794,700","270,432,800","269,536,600","84,626,300","45,253,400","46,863,100","24,452,000","22,110,500","22,450,000","25,656,200","30,550,100","36,619,300","15,790,700","16,194,600","6,193,700","16,795,200","6,028,000"
		CashCashEquivalentsAndShortTermInvestments,"246,275,900","255,043,800","255,888,200","73,391,900","34,762,700","38,171,700","16,708,600","14,908,400","14,439,000","18,755,300","25,341,700","30,162,900","11,727,000","12,180,600","2,411,900","14,279,000","3,409,000"
			CashAndCashEquivalents,"239,777,300","47,782,400","58,973,500","37,423,200","18,755,200","38,171,700","15,210,800","11,468,500","11,248,000","16,022,200","25,341,700","30,162,900","11,727,000","12,180,600","2,411,900","14,279,000","3,409,000"
				CashFinancial,,,,,,"26,735,000",,,,,,,,,,,
				CashEquivalents,,,,,,"11,436,700",,,,,,,,,,,
			OtherShortTermInvestments,"6,498,600","207,261,400","196,914,700","35,968,700","16,007,500","0","1,497,800","3,439,900","3,191,000","2,733,100",,,,,,,
		Receivables,"10,747,000","6,877,000","5,958,100","5,719,200","5,171,900","3,747,300","3,244,500","2,791,900","4,904,500","3,762,600","3,195,600","3,742,000","2,410,700","2,227,300","1,451,300","1,232,900","1,401,900"
			AccountsReceivable,"10,747,000","6,877,000","5,958,100","5,719,200","5,171,900","3,747,300","3,244,500","2,791,900","4,904,500","3,762,600","3,195,600","3,742,000","2,410,700","2,227,300","1,451,300","1,232,900","1,401,900"
				GrossAccountsReceivable,"10,747,000",,,,,"3,747,300","3,361,700","2,875,900",,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"0",,,,,,"-117,200","-84,000",,,,,,,,,
		Inventory,"6,581,600","5,204,600","4,148,400","4,169,500","4,315,800","4,156,700","3,701,800","3,494,500","2,242,800","2,038,600","1,347,000","1,519,800","1,334,600","1,237,100","1,085,900","977,000","941,100"
			RawMaterials,"3,622,800","2,684,100","1,615,700",,"1,771,300","2,029,900","1,318,600","1,711,600","884,200",,"371,100","546,200","426,000","271,100","192,300","246,100","119,800"
			WorkInProcess,,,,,,,,,,,,,,"376,300","266,400","270,100","173,000"
			FinishedGoods,"2,958,800","2,520,500","2,532,700",,"2,544,500","2,126,800","2,383,200","1,782,900","1,358,600",,"975,900","973,600","908,600","589,700","627,200","460,800","648,300"
		PrepaidAssets,"2,190,200","3,307,400",,,,,,,,,,"1,194,600",,,,,
		OtherCurrentAssets,,,"3,541,900","1,345,700","1,003,000","787,400","797,100","915,700","863,700","1,099,700","665,800",,"318,400","549,600","1,244,600","306,300","276,000"
	TotalNonCurrentAssets,"25,160,500","13,687,200","8,153,300","8,520,900","6,526,700","6,513,900","5,533,400","2,662,400","1,817,900","1,116,000","847,600","341,000","281,500","226,900","207,300","264,500","273,200"
		NetPPE,"24,105,600","13,370,500","7,835,200","6,816,800","6,492,800","6,413,900","5,533,400","2,370,800","1,817,900","1,116,000","847,600","341,000","281,500","226,900","207,300","202,400","236,200"
			GrossPPE,"28,954,500","17,742,900","11,795,700","6,816,800","9,468,500","8,880,700","7,731,500","4,239,800","3,454,400","2,599,000","2,182,100","1,651,700","1,600,500","1,494,300","1,425,100","202,400","1,368,700"
				Properties,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0",,"0"
				BuildingsAndImprovements,,,,,"641,400","640,100","635,100","280,600","280,600","280,700","265,400","100,000","72,500","72,500","72,500",,"72,500"
				MachineryFurnitureEquipment,"14,186,100","8,203,300","7,612,900",,"5,455,900","4,615,100","3,619,400","2,976,700","2,438,200","1,772,200","1,497,000","1,132,000","1,084,100","1,059,400","1,012,700",,"959,200"
				OtherProperties,"14,127,000","8,898,200","3,541,400","6,816,800","3,371,200","3,625,500","3,477,000","982,500","735,600","546,100","419,700","419,700","443,900","362,400","339,900","202,400","337,000"
				Leases,"641,400","641,400","641,400",,"641,400","640,100","635,100","280,600","280,600","280,700","265,400","100,000","72,500","72,500","72,500",,"72,500"
			AccumulatedDepreciation,"-4,848,900","-4,372,400","-3,960,500",,"-2,975,700","-2,466,800","-2,198,100","-1,869,000","-1,636,500","-1,483,000","-1,334,500","-1,310,700","-1,319,000","-1,267,400","-1,217,800",,"-1,132,500"
		OtherNonCurrentAssets,"1,054,900","316,700","318,100","1,704,100","33,900","100,000",,"291,600",,,,,,,,"62,100","37,000"
TotalLiabilitiesNetMinorityInterest,"28,770,400","21,222,900","13,574,000","14,326,000","18,554,700","16,167,400","16,383,600","8,693,600","11,986,200","11,419,000","11,801,000","12,153,300","10,988,800","9,353,500","9,483,500","8,419,600","7,948,400"
	CurrentLiabilities,"15,548,400","15,617,800","12,577,200","12,534,300","11,614,300","9,165,500","9,343,100","8,378,500","6,572,600","5,837,200","7,240,200","6,783,700","5,652,000","4,244,500","5,091,100","3,264,000","4,279,300"
		PayablesAndAccruedExpenses,"8,236,500","8,343,800","5,679,100","5,163,000","6,098,700","3,554,000","5,641,000","4,291,500","4,123,300","3,037,200","4,331,000","3,234,400","3,174,500","1,584,800","2,257,000","1,385,200","1,372,600"
			Payables,"4,365,700","1,820,300","723,300","644,700","890,200","704,100","2,089,400","4,291,500","4,123,300","3,037,200","4,331,000","3,234,400","3,174,500","1,584,800","2,257,000","1,385,200","1,372,600"
				AccountsPayable,"4,365,700","1,820,300","723,300","644,700","890,200","704,100","2,089,400","4,291,500","4,123,300","3,037,200","4,331,000","3,234,400","3,174,500","1,584,800","2,257,000","1,385,200","1,372,600"
				OtherPayable,,,,,,,"3,551,600",,,,,,,,,,
			CurrentAccruedExpenses,"3,870,800","6,523,500","4,955,800","4,518,300","5,208,500","2,849,900","3,551,600",,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"480,200","527,200","572,300","616,500","672,600","539,300","508,900",,"0","0","854,100","10,500","14,400","13,400","822,300","22,400","1,552,300"
			CurrentDebt,,,,,,,,,,"0","850,900",,"0","0","805,700",,"1,526,000"
				OtherCurrentBorrowings,,,,,,,,,,,"850,900",,,,"805,700",,"1,526,000"
