name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
OperatingCashFlow,"-45,724,000","-8,476,000","-54,960,000","44,255,000","-26,543,000","-44,984,000","-7,228,000","-1,349,000","149,665,000","-59,486,000","-45,050,000","-27,483,000","-28,652,000","22,480,000","-17,465,000","8,248,000","-34,964,000","-31,963,000","-1,186,000","-18,434,000","-19,758,000","-27,135,000","-18,545,000","-1,767,000","44,678,000","-17,258,000","-39,303,000","-38,125,000","101,047,000","-42,190,000","-23,765,000","-31,059,000","92,759,000","-15,521,000","-22,648,000","73,821,000"
	CashFlowFromContinuingOperatingActivities,"-45,724,000","-8,476,000","-54,960,000","44,255,000","-26,543,000","-44,984,000","-7,228,000","-1,349,000","149,665,000","-59,486,000","-45,050,000","-27,483,000","-28,652,000","22,480,000","-17,465,000","8,248,000","-34,964,000","-31,963,000","-1,186,000","-18,434,000","-19,758,000","-27,135,000","-18,545,000","-1,767,000","44,678,000","-17,258,000","-39,303,000","-38,125,000","101,047,000","-42,190,000","-23,765,000","-31,059,000","92,759,000","-15,521,000","-22,648,000","73,821,000"
		NetIncomeFromContinuingOperations,"-281,473,000","-63,205,000","-134,078,000","49,798,000","-133,988,000","-71,755,000","-58,634,000","33,004,000","-85,313,000","-78,348,000","-98,123,000","-49,439,000","116,003,000","-45,411,000","20,953,000","-42,556,000","-23,421,000","-41,396,000","-22,122,000","-37,737,000","-33,183,000","-33,161,000","-34,002,000","-24,154,000","24,317,000","-27,841,000","-51,369,000","-45,098,000","57,055,000","-46,367,000","-50,560,000","-39,535,000","46,831,000","-16,240,000","-26,773,000","39,303,000"
		OperatingGainsLosses,"-1,324,000","-310,000","-350,000","-122,000","-542,000","240,000","1,125,000","10,000","0","258,000","-32,000","0","0","-10,000","0","0",,,"0","-41,000","-65,000","-34,000","0",,,,"-116,000","-89,000",,,,,,,"-63,000","0"
			GainLossOnSaleOfPPE,"238,000","5,000","1,000","219,000",,,"936,000","-3,000","0","0","-32,000","0","0","-10,000","0","0",,,"0","7,000","0","-4,000",,,,,"-2,000","0",,,"-10,000","0",,,"1,000","0"
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"5,000",,"0",,,"0","0","0","258,000",,,,,"0","0",,,"0","-48,000","-65,000","-30,000","0",,,,"-114,000",,,,,,,,"-64,000","0"
			EarningsLossesFromEquityInvestments,"-1,567,000","-320,000","-343,000","-341,000","-563,000","240,000","189,000",,"-6,000","21,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"12,054,000","2,584,000","2,583,000","2,591,000","4,296,000","5,339,000","5,490,000","5,573,000","5,522,000","5,462,000","5,019,000","5,772,000","5,350,000","5,313,000","1,869,000","1,610,000","1,564,000","1,519,000","1,517,000","1,510,000","1,547,000","1,525,000","1,520,000","1,513,000","1,505,000","1,502,000","1,461,000","1,422,000","1,408,000","1,388,000","1,140,000","1,487,000","931,000","912,000","1,158,000","1,295,000"
			DepreciationAndAmortization,"12,054,000","2,584,000","2,583,000","2,591,000","4,296,000","5,339,000","5,490,000","5,573,000","5,522,000","5,462,000","5,019,000","5,772,000","5,350,000","5,313,000","1,869,000","1,610,000","1,564,000","1,519,000","1,517,000","1,510,000","1,547,000","1,525,000","1,520,000","1,513,000","1,505,000","1,502,000","1,461,000","1,422,000","1,408,000","1,388,000","1,140,000","1,487,000","931,000","912,000","1,158,000","1,295,000"
				Depreciation,"12,054,000","2,584,000","2,583,000","2,591,000","4,296,000","5,339,000","5,490,000","5,573,000","5,522,000","5,462,000","5,019,000","5,772,000","5,350,000","5,313,000","1,869,000","1,610,000","1,564,000","1,519,000","1,517,000","1,510,000","1,547,000","1,525,000","1,520,000","1,513,000","1,505,000","1,502,000","1,461,000","1,422,000","1,408,000","1,388,000",,,,"912,000",,
		DeferredTax,,,,,"0","0",,,"301,000","-439,000",,,,"-118,000",,,,,"0","0","0","0","160,000","108,000","-140,000","-339,000",,"0","205,000","-271,000",,,,"0",,
			DeferredIncomeTax,,,,,"0","0",,,"301,000","-439,000",,,,"-118,000",,,,,"0","0","0","0","160,000","108,000","-140,000","-339,000",,"0","205,000","-271,000",,,,"0",,
