name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014
TotalRevenue,"71,887,000,000","17,383,500,000","16,728,400,000","16,505,700,000","21,269,400,000","15,772,300,000","15,408,900,000","15,757,600,000","22,751,600,000","15,436,800,000","14,103,200,000","14,176,700,000","18,738,400,000","14,016,600,000","13,840,400,000","14,024,100,000","18,653,400,000","14,033,700,000","13,599,200,000","13,831,700,000","18,460,000,000","13,816,600,000","13,613,800,000","13,856,100,000","18,391,700,000","13,825,500,000","13,419,600,000","13,437,900,000","18,051,000,000","8,797,400,000","5,579,600,000","5,609,900,000","7,211,700,000"
	OperatingRevenue,"70,694,300,000","16,984,400,000","16,485,500,000","16,505,700,000","21,269,400,000","15,772,300,000","15,408,900,000","15,757,600,000","22,751,600,000","15,436,800,000","14,103,200,000","14,176,700,000","18,738,400,000","14,016,600,000","13,840,400,000","14,024,100,000","18,653,400,000","14,033,700,000","13,599,200,000","13,831,700,000","18,460,000,000","13,816,600,000","13,613,800,000","13,856,100,000","18,391,700,000","13,825,500,000","13,419,600,000","13,437,900,000","18,051,000,000","8,797,400,000","5,579,600,000","5,609,900,000","7,211,700,000"
CostOfRevenue,"51,164,600,000","12,399,200,000","11,898,300,000","11,788,700,000","15,078,400,000","11,212,800,000","10,900,300,000","11,182,700,000","15,980,100,000","11,018,800,000","10,108,100,000","10,235,200,000","13,498,800,000","9,957,900,000","9,988,000,000","10,211,300,000","13,482,700,000","10,085,400,000","9,974,600,000","10,102,000,000","13,401,500,000","9,882,800,000","9,794,000,000","10,090,200,000","13,270,700,000","9,979,500,000","9,698,300,000","9,861,700,000","13,132,800,000","6,333,400,000","4,059,800,000","4,081,700,000","5,220,900,000"
GrossProfit,"20,722,400,000","4,984,300,000","4,830,100,000","4,717,000,000","6,191,000,000","4,559,500,000","4,508,600,000","4,574,900,000","6,771,500,000","4,418,000,000","3,995,100,000","3,941,500,000","5,239,600,000","4,058,700,000","3,852,400,000","3,812,800,000","5,170,700,000","3,948,300,000","3,624,600,000","3,729,700,000","5,058,500,000","3,933,800,000","3,819,800,000","3,765,900,000","5,121,000,000","3,846,000,000","3,721,300,000","3,576,200,000","4,918,200,000","2,464,000,000","1,519,800,000","1,528,200,000","1,990,800,000"
OperatingExpense,"18,300,500,000","4,321,700,000","4,243,900,000","4,231,300,000","5,503,600,000","4,726,100,000","4,309,100,000","4,031,200,000","5,769,400,000","4,093,500,000","3,807,200,000","3,794,600,000","4,918,100,000","3,770,300,000","3,678,000,000","3,681,400,000","4,977,600,000","3,714,700,000","3,725,700,000","3,807,200,000","4,967,900,000","3,747,800,000","3,665,900,000","3,664,700,000","4,921,600,000","3,720,800,000","3,532,800,000","3,585,100,000","4,821,300,000","3,148,100,000","1,554,300,000","1,490,900,000","1,958,900,000"
	SellingGeneralAndAdministration,"18,300,500,000","4,321,700,000","4,243,900,000","4,231,300,000","5,503,600,000","4,726,100,000","4,309,100,000","4,031,200,000","5,769,400,000","4,093,500,000","3,807,200,000","3,794,600,000","4,918,100,000","3,770,300,000","3,678,000,000","3,681,400,000","4,977,600,000","3,714,700,000","3,725,700,000","3,807,200,000","4,967,900,000","3,747,800,000","3,665,900,000","3,664,700,000","4,921,600,000","3,720,800,000","3,532,800,000","3,585,100,000","4,821,300,000","3,148,100,000","1,554,300,000","1,490,900,000","1,958,900,000"
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,"3,664,700,000","4,921,600,000","3,720,800,000","3,532,800,000","3,585,100,000","4,821,300,000","3,148,100,000","1,554,300,000","1,490,900,000","1,958,900,000"
OperatingIncome,"2,421,900,000","662,600,000","586,200,000","485,700,000","687,400,000","-166,600,000","199,500,000","543,700,000","1,002,100,000","324,500,000","187,900,000","146,900,000","321,500,000","288,400,000","174,400,000","131,400,000","193,100,000","233,600,000","-101,100,000","-77,500,000","90,600,000","186,000,000","153,900,000","101,200,000","199,400,000","125,200,000","188,500,000","-8,900,000","96,900,000","-684,100,000","-34,500,000","37,300,000","31,900,000"
NetNonOperatingInterestIncomeExpense,"-481,900,000","-108,000,000","-111,300,000","-109,300,000","-153,300,000","-113,100,000","-115,900,000","-128,600,000","-180,600,000","-140,500,000","-154,800,000","-177,500,000","-225,200,000","-168,300,000","-213,000,000","-194,900,000","-254,600,000","-195,600,000","-193,900,000","-214,800,000","270,500,000","-108,100,000","-212,400,000","-997,000,000","313,700,000","-232,300,000","-210,500,000","-223,900,000","-283,800,000","-238,000,000","-152,700,000","-102,500,000","-140,000,000"
	InterestIncomeNonOperating,"3,100,000"
	InterestExpenseNonOperating,"461,600,000","87,700,000","111,300,000","109,300,000","153,300,000","108,800,000","115,900,000","128,600,000","180,600,000","121,700,000","154,800,000","177,500,000","225,200,000",,,,"254,600,000",,,,,,,,,,"210,500,000","223,900,000","283,800,000","238,000,000","152,700,000","102,500,000","140,000,000"
	TotalOtherFinanceCost,"23,400,000",,,,,,,,,,,,,"-619,800,000","213,000,000","194,900,000",,,"193,900,000","214,800,000","-270,500,000",,"212,400,000","997,000,000","-313,700,000",,,,,,,,
OtherIncomeExpense,"159,500,000","49,200,000","48,000,000","19,100,000","43,200,000","71,400,000","69,600,000","-19,400,000","-33,400,000","-93,900,000","34,600,000","407,300,000","-31,600,000","16,900,000","18,800,000","19,200,000","40,800,000","-22,700,000","-10,400,000","-130,600,000","24,600,000","-123,200,000","26,400,000","1,300,000","-4,800,000","9,600,000","-11,900,000","4,700,000","4,600,000","-21,400,000","-31,400,000","-20,400,000","-22,800,000"
