name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005
TotalRevenue,"696,888,000","175,616,000","180,388,000","168,302,000","172,582,000","139,113,000","119,552,000","112,098,000","38,715,000","113,308,000","145,177,000","134,569,000","129,706,000","123,775,000","119,502,000","120,330,000","118,682,000","111,001,000","247,859,000","247,322,000","242,230,000","237,537,000","217,510,000","222,177,000","214,000,000","205,769,000","204,416,000","208,746,000","206,364,000","207,473,000","152,055,000","145,481,000","144,946,000","150,571,000","140,457,000","146,101,000","149,066,000","146,822,000","136,132,000","149,824,000","147,465,000","151,065,000","137,733,000","136,888,000","135,052,000","134,389,000","137,807,000","152,121,000","157,150,000","158,512,000","148,756,000","164,319,000","172,971,000","181,675,000","176,256,000","185,059,000","166,808,000","143,485,000","144,044,000","156,572,000","151,530,000","148,744,000","141,885,000","142,852,000","133,576,000","129,835,000","115,359,000","116,595,000","112,460,000"
	OperatingRevenue,"696,888,000","175,616,000","180,388,000","168,302,000","172,582,000","139,113,000","119,552,000","112,098,000","38,715,000","113,308,000","145,177,000","134,569,000","129,706,000","123,775,000","119,502,000","120,330,000","118,682,000","111,001,000","247,859,000","247,322,000","242,230,000","237,537,000","217,510,000","222,177,000","214,000,000","205,769,000","204,416,000","208,746,000","206,364,000","207,473,000","152,055,000","145,481,000","144,946,000","150,571,000","140,457,000","146,101,000","149,066,000","146,822,000","136,132,000","149,824,000","147,465,000","151,065,000","137,733,000","136,888,000","135,052,000","134,389,000","137,807,000","152,121,000","157,150,000","158,512,000","148,756,000","164,319,000","172,971,000","181,675,000","176,256,000","185,059,000","166,808,000","143,485,000","144,044,000","156,572,000","151,530,000","148,744,000","141,885,000","142,852,000","133,576,000","129,835,000","115,359,000","116,595,000","112,460,000"
CostOfRevenue,"125,706,000","31,828,000","35,478,000","27,451,000","30,949,000","21,571,000","21,548,000","15,543,000","9,057,000","19,688,000","33,430,000","28,278,000","26,040,000","24,638,000","25,284,000","24,602,000","23,667,000","20,884,000","162,938,000","163,658,000","158,706,000","153,243,000","138,777,000","142,678,000","136,466,000","131,093,000","126,335,000","129,817,000","127,222,000","127,023,000","108,890,000","108,568,000","109,375,000","113,238,000","105,866,000","111,106,000","111,724,000","111,099,000","102,493,000","111,373,000","108,378,000","113,815,000","101,706,000","106,953,000","105,714,000","105,233,000","107,301,000","116,077,000","120,017,000","119,649,000","111,148,000","123,996,000","129,497,000","137,170,000","130,748,000","136,694,000","122,158,000","103,374,000","103,485,000","115,143,000","109,057,000","106,729,000","100,778,000","102,830,000","94,292,000","91,351,000","78,988,000","81,305,000","76,112,000"
GrossProfit,"571,182,000","143,788,000","144,910,000","140,851,000","141,633,000","117,542,000","98,004,000","96,555,000","29,658,000","93,620,000","111,747,000","106,291,000","103,666,000","99,137,000","94,218,000","95,728,000","95,015,000","90,117,000","84,921,000","83,664,000","83,524,000","84,294,000","78,733,000","79,499,000","77,534,000","74,676,000","78,081,000","78,929,000","79,142,000","80,450,000","43,165,000","36,913,000","35,571,000","37,333,000","34,591,000","34,995,000","37,342,000","35,723,000","33,639,000","38,451,000","39,087,000","37,250,000","36,027,000","29,935,000","29,338,000","29,156,000","30,506,000","36,044,000","37,133,000","38,863,000","37,608,000","40,323,000","43,474,000","44,505,000","45,508,000","48,365,000","44,650,000","40,111,000","40,559,000","41,429,000","42,473,000","42,015,000","41,107,000","40,022,000","39,284,000","38,484,000","36,371,000","35,290,000","36,348,000"
OperatingExpense,"361,274,000","91,197,000","97,055,000","85,778,000","87,244,000","77,348,000","80,855,000","76,817,000","82,385,000","83,194,000","95,774,000","78,998,000","78,787,000","73,265,000","77,003,000","74,218,000","72,418,000","65,626,000","66,792,000","63,869,000","62,232,000","61,691,000","72,405,000","67,927,000","71,474,000","70,891,000","71,995,000","64,213,000","62,806,000","52,309,000","42,789,000","26,142,000","25,949,000","24,320,000","23,395,000","23,575,000","23,709,000","22,822,000","23,958,000","23,808,000","23,124,000","21,554,000","21,788,000","22,325,000","22,196,000","19,851,000","20,450,000","22,721,000","23,404,000","23,340,000","21,584,000","22,854,000","24,185,000","25,233,000","27,059,000","27,049,000","24,023,000","21,857,000","28,926,000","24,241,000","19,948,000","20,689,000","18,916,000","17,859,000","19,070,000","17,857,000",,,"15,390,000"
	SellingGeneralAndAdministration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,463,000","18,958,000","17,488,000","17,595,000","18,529,000","17,289,000","16,105,000","16,684,000","18,740,000","19,338,000","18,957,000","17,283,000","18,595,000","19,666,000","20,462,000","22,281,000","22,229,000","20,812,000","18,640,000","25,782,000","21,234,000","17,068,000","17,932,000","16,502,000","15,384,000","16,636,000","15,290,000",,,"12,163,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"37,122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,684,000","18,740,000",,"18,957,000","17,283,000","18,595,000",,"20,462,000",,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,"37,122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"43,157,000","12,519,000","12,252,000","9,598,000","8,766,000","8,413,000","6,985,000","7,034,000","5,193,000","8,355,000","10,106,000","8,196,000","6,672,000","7,531,000","6,184,000","5,407,000","4,595,000","4,311,000","5,156,000","4,545,000","4,618,000","4,543,000","4,857,000","4,460,000","4,671,000","5,368,000","3,729,000","5,463,000","4,470,000","5,436,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"117,435,000","28,853,000","29,223,000","29,059,000","30,300,000","30,892,000","36,752,000","34,856,000","35,589,000","35,567,000","34,930,000","33,171,000","32,948,000","31,086,000","33,697,000","33,392,000","30,253,000","29,128,000","29,936,000","29,861,000","28,835,000","28,155,000","36,574,000","36,471,000","36,070,000","35,518,000","36,046,000","32,455,000","31,489,000","31,032,000","8,766,000","5,208,000","4,688,000","4,281,000","4,543,000","4,327,000","4,230,000","3,838,000","4,062,000","4,345,000","4,166,000","4,066,000","4,193,000","3,796,000","4,907,000","3,746,000","3,766,000","3,981,000","4,066,000","4,383,000","4,301,000","4,259,000","4,519,000","4,771,000","4,778,000","4,820,000","3,211,000","3,217,000","3,144,000","3,007,000","2,880,000","2,757,000","2,414,000","2,475,000","2,434,000","2,567,000",,,"3,227,000"
		DepreciationAndAmortizationInIncomeStatement,"117,435,000","28,853,000","29,223,000","29,059,000","30,300,000","30,892,000","36,752,000","34,856,000","35,589,000","35,567,000","34,930,000","33,171,000","32,948,000","31,086,000","33,697,000","33,392,000","30,253,000","29,128,000","29,936,000","29,861,000","28,835,000","28,155,000","36,574,000","36,471,000","36,070,000","35,518,000","36,046,000","32,455,000","31,489,000","31,032,000","8,766,000","5,208,000","4,688,000","4,281,000","4,543,000","4,327,000","4,230,000","3,838,000","4,062,000","4,345,000","4,166,000","4,066,000","4,193,000","3,796,000","4,907,000","3,746,000","3,766,000","3,981,000","4,066,000","4,383,000","4,301,000","4,259,000","4,519,000","4,771,000","4,778,000","4,820,000","3,211,000","3,217,000","3,144,000","3,007,000","2,880,000","2,757,000","2,414,000","2,475,000","2,434,000","2,567,000",,,"3,227,000"
			DepreciationIncomeStatement,"60,530,000","15,220,000","14,916,000","14,463,000","15,931,000","16,177,000","18,759,000","16,163,000","16,294,000","16,243,000","17,136,000","16,015,000","15,258,000","14,789,000","17,395,000","17,304,000","13,701,000","12,825,000","12,517,000","12,539,000","11,396,000","10,830,000","12,823,000","12,367,000","12,470,000","12,335,000","13,514,000","10,943,000","10,717,000","10,377,000","3,043,000","1,856,000","1,919,000","1,927,000","1,929,000","1,908,000","1,945,000","1,568,000","1,583,000","1,695,000","1,820,000","1,745,000",,"1,867,000","2,212,000","2,121,000",,"2,252,000","2,343,000","2,417,000",,"2,376,000","2,410,000","2,551,000","2,173,000","2,865,000","1,981,000","1,855,000","926,000","1,602,000","1,527,000","1,431,000","1,077,000","1,178,000","1,050,000","1,065,000",,,"1,932,000"
			Amortization,"56,905,000","13,633,000","14,307,000","14,596,000","14,369,000","14,715,000","17,993,000","18,693,000","19,295,000","19,324,000","17,794,000","17,156,000","17,690,000","16,297,000","16,302,000","16,088,000","16,552,000","16,303,000","17,419,000","17,322,000","17,439,000","17,325,000","23,751,000","24,104,000","23,600,000","23,183,000","22,532,000","21,512,000","20,772,000","20,655,000","5,723,000","3,352,000","2,769,000","2,354,000","2,614,000","2,419,000","2,285,000","2,270,000","2,479,000","2,650,000","2,346,000","2,321,000",,"1,929,000","2,695,000","1,625,000",,"1,729,000","1,723,000","1,966,000",,"1,883,000","2,109,000","2,220,000","2,605,000","1,955,000","1,230,000","1,362,000","2,218,000","1,405,000","1,353,000","1,326,000","1,337,000","1,297,000","1,384,000","1,502,000",,,"1,295,000"
