name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
TotalRevenue,"1,488,256,000","383,308,000","485,904,000","312,717,000","306,327,000","258,872,000","302,338,000","184,515,000","147,766,000","188,628,000","283,997,000","187,183,000","185,767,000","192,755,000","254,006,000","168,109,000","161,984,000","170,766,000","224,732,000","143,072,000","139,379,000","163,003,000","199,431,000","133,969,000","133,414,000","149,466,000","193,842,000","129,712,000","96,000,000","103,280,000","130,523,000","86,384,000","82,497,000","88,486,000","115,438,000","77,370,000","64,574,000"
	OperatingRevenue,"1,488,256,000","383,308,000","485,904,000","312,717,000","306,327,000","258,872,000","302,338,000","184,515,000","147,766,000","188,628,000","283,997,000","187,183,000","185,767,000","192,755,000","254,006,000","168,109,000","161,984,000","170,766,000","224,732,000","143,072,000","139,379,000","163,003,000","199,431,000","133,969,000","133,414,000","149,466,000","193,842,000","129,712,000","96,000,000","103,280,000","130,523,000","86,384,000","82,497,000","88,486,000","115,438,000","77,370,000","64,574,000"
CostOfRevenue,"913,183,000","234,472,000","294,245,000","194,566,000","189,900,000","166,493,000","195,529,000","129,025,000","107,565,000","130,667,000","186,961,000","127,845,000","123,611,000","129,349,000","168,343,000","117,191,000","110,537,000","117,870,000","152,795,000","101,382,000","97,987,000","113,675,000","136,068,000","97,523,000","92,664,000","107,094,000","129,663,000","93,839,000","65,221,000","69,302,000","84,367,000","58,631,000","55,607,000","60,969,000","75,762,000","53,641,000","42,291,000"
GrossProfit,"575,073,000","148,836,000","191,659,000","118,151,000","116,427,000","92,379,000","106,809,000","55,490,000","40,201,000","57,961,000","97,036,000","59,338,000","62,156,000","63,406,000","85,663,000","50,918,000","51,447,000","52,896,000","71,937,000","41,690,000","41,392,000","49,328,000","63,363,000","36,446,000","40,750,000","42,372,000","64,179,000","35,873,000","30,779,000","33,978,000","46,156,000","27,753,000","26,890,000","27,517,000","39,676,000","23,729,000","22,283,000"
OperatingExpense,"316,735,000","86,447,000","99,467,000","68,037,000","62,784,000","59,519,000","65,183,000","45,448,000","38,403,000","48,265,000","62,059,000","46,404,000","46,095,000","46,907,000","56,366,000","42,221,000","41,618,000","41,614,000","47,542,000","36,052,000","36,451,000","41,265,000","42,500,000","32,003,000","36,300,000","36,755,000","43,986,000","36,284,000","25,053,000","26,174,000","28,299,000","23,371,000","21,497,000","22,688,000","26,604,000","23,861,000","18,845,000"
	SellingGeneralAndAdministration,"316,735,000","86,447,000","99,467,000","68,037,000","62,784,000","59,519,000","65,183,000","45,448,000","38,403,000","48,265,000","62,059,000","46,404,000","46,095,000","46,907,000","56,366,000","42,221,000","41,618,000","41,614,000","47,542,000","36,052,000","36,451,000","41,265,000","42,500,000","32,003,000","36,300,000","36,755,000","43,986,000","36,284,000","25,053,000","26,174,000","28,299,000","23,371,000","21,497,000","22,688,000","26,604,000","23,861,000","18,845,000"
OperatingIncome,"258,338,000","62,389,000","92,192,000","50,114,000","53,643,000","32,860,000","41,626,000","10,042,000","1,798,000","9,696,000","34,977,000","12,934,000","16,061,000","16,499,000","29,297,000","8,697,000","9,829,000","11,282,000","24,395,000","5,638,000","4,941,000","8,063,000","20,863,000","4,443,000","4,450,000","5,617,000","20,193,000","-411,000","5,726,000","7,804,000","17,857,000","4,382,000","5,393,000","4,829,000","13,072,000","-132,000","3,438,000"
NetNonOperatingInterestIncomeExpense,"-5,780,000","-388,000","-1,667,000","-1,162,000","-2,563,000","-2,115,000","-2,303,000","-2,383,000","-2,641,000","-2,941,000","-3,155,000","-3,310,000","-3,904,000","-4,067,000","-4,011,000","-4,153,000","-4,100,000","-3,808,000","-3,821,000","-3,789,000","-3,658,000","-3,851,000","-3,637,000","-3,651,000","-3,560,000","-3,576,000","-3,553,000","-5,003,000","-791,000","-3,536,000","-4,177,000","-2,821,000","-2,757,000","-2,066,000","-2,244,000","-2,206,000","-5,078,000"
	InterestExpenseNonOperating,"5,780,000","388,000","1,667,000","1,162,000","2,563,000","2,115,000","2,303,000","2,383,000","2,641,000","2,941,000","3,155,000","3,310,000","3,904,000","4,067,000","4,011,000","4,153,000","4,100,000","3,808,000","3,821,000","3,789,000","3,658,000","3,851,000","3,637,000","3,651,000","3,560,000","3,576,000","3,553,000","5,003,000","791,000","3,536,000","4,177,000","2,821,000","2,757,000","2,066,000","2,244,000","2,206,000","5,078,000"
	TotalOtherFinanceCost,,,,,,,,,,,"3,155,000","3,310,000","3,904,000","4,067,000","4,011,000","4,153,000","4,100,000","3,808,000","3,821,000","3,789,000","3,658,000","3,851,000","3,637,000","3,651,000","3,560,000","3,576,000","3,553,000","5,003,000","791,000","3,536,000","4,177,000","2,821,000","2,757,000","2,066,000","2,244,000","2,206,000","5,078,000"
OtherIncomeExpense,"35,000","-126,000","43,000","14,000","104,000","72,000","152,000","78,000","64,000","-96,000","37,000","3,000","11,000","1,000","4,000",,,,,,,,,,,"0",,,"-891,000","14,000","12,000","7,000","18,000","16,000","12,000","3,000","-663,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","0",,,"-891,000","0","0","0","0","0","0","0","-671,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","0",,,"891,000","0","0","0","0","0","0","0","671,000"
	OtherNonOperatingIncomeExpenses,"35,000","-126,000","43,000","14,000","104,000","72,000","152,000","78,000","64,000","-96,000","37,000","3,000","11,000","1,000","4,000",,,,,,,,,,,,,,,"14,000","12,000","7,000","18,000","16,000","12,000","3,000","8,000"
PretaxIncome,"252,593,000","61,875,000","90,568,000","48,966,000","51,184,000","30,817,000","39,475,000","7,737,000","-779,000","6,659,000","31,859,000","9,627,000","12,168,000","12,433,000","25,290,000","4,544,000","5,729,000","7,474,000","20,574,000","1,849,000","1,283,000","4,212,000","17,226,000","792,000","890,000","2,041,000","16,640,000","-5,414,000","4,044,000","4,282,000","13,692,000","1,568,000","2,654,000","2,779,000","10,840,000","-2,335,000","-2,303,000"
TaxProvision,"60,143,000","17,162,000","21,337,000","11,105,000","10,539,000","6,265,000","9,909,000","1,979,000","-289,000","930,000","7,040,000","1,947,000","2,447,000","3,736,000","6,260,000","10,000","-1,032,000","619,000","425,000","751,000","506,000","1,624,000","6,719,000","313,000","266,000","1,029,000","6,712,000","-2,071,000","1,773,000","1,672,000","4,929,000","624,000","1,241,000","887,000","4,167,000","-875,000","-858,000"
NetIncomeCommonStockholders,"192,450,000","44,713,000","69,231,000","37,861,000","40,645,000","24,552,000","29,566,000","5,758,000","-490,000","5,729,000","24,819,000","7,680,000","9,721,000","8,697,000","19,030,000","4,534,000","6,761,000","6,855,000","20,149,000","1,098,000","777,000","2,588,000","10,507,000","479,000","624,000","1,012,000","9,928,000","-3,343,000","2,271,000","4,053,000","8,763,000","944,000","1,409,000","1,798,000","6,339,000","-1,387,000","-1,373,000"
	NetIncome,"192,450,000","44,713,000","69,231,000","37,861,000","40,645,000","24,552,000","29,566,000","5,758,000","-490,000","5,729,000","24,819,000","7,680,000","9,721,000","8,697,000","19,030,000","4,534,000","6,761,000","6,855,000","20,149,000","1,098,000","777,000","2,588,000","10,507,000","479,000","624,000","1,012,000","9,928,000","-3,343,000","2,271,000","2,610,000","8,763,000","944,000","1,409,000","1,798,000","6,339,000","-1,387,000","-1,373,000"
		NetIncomeIncludingNoncontrollingInterests,"192,450,000","44,713,000","69,231,000","37,861,000","40,645,000","24,552,000","29,566,000","5,758,000","-490,000","5,729,000","24,819,000","7,680,000","9,721,000","8,697,000","19,030,000","4,534,000","6,761,000","6,855,000","20,149,000","1,098,000","777,000","2,588,000","10,507,000","479,000","624,000","1,012,000","9,928,000","-3,343,000","2,271,000","2,610,000","8,763,000","944,000","1,413,000","1,892,000","6,673,000","-1,460,000","-1,445,000"
			NetIncomeContinuousOperations,"192,450,000","44,713,000","69,231,000","37,861,000","40,645,000","24,552,000","29,566,000","5,758,000","-490,000","5,729,000","24,819,000","7,680,000","9,721,000","8,697,000","19,030,000","4,534,000","6,761,000","6,855,000","20,149,000","1,098,000","777,000","2,588,000","10,507,000","479,000","624,000","1,012,000","9,928,000","-3,343,000","2,271,000","2,610,000","8,763,000","944,000","1,413,000","1,892,000","6,673,000","-1,460,000","-1,445,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","0","0","0","-4,000","-94,000","-334,000","73,000","72,000"
