name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalRevenue,"385,745,000","105,296,000","95,600,000","95,809,000","89,040,000","78,921,000","72,432,000","84,086,000","81,043,000","72,495,000","67,362,000","67,935,000","63,624,000","57,091,000","50,365,000","50,126,000","47,240,000","42,340,000","37,897,000","37,903,000","35,877,000","32,126,000","28,010,000","28,162,000","26,203,000","23,211,000","20,399,000","20,305,000","18,425,000","15,848,000","13,219,000","13,024,000","11,594,000","9,834,000"
	OperatingRevenue,"373,062,000","102,309,000","92,445,000","92,498,000","85,810,000","75,684,000","68,882,000","80,509,000","77,653,000","69,040,000","63,242,000","64,148,000","60,665,000","54,520,000","48,331,000","48,705,000","45,740,000","40,845,000","36,244,000","36,422,000","34,443,000","30,870,000","26,765,000","26,986,000","24,971,000","22,018,000","19,061,000","19,113,000","17,105,000","15,848,000","15,092,000","12,435,000","10,958,000","9,834,000"
CostOfRevenue,"153,993,000","43,347,000","39,097,000","38,730,000","32,819,000","33,298,000","29,905,000","32,752,000","27,411,000","28,961,000","26,403,000","25,930,000","25,128,000","24,181,000","19,925,000","19,282,000","17,729,000","16,613,000","14,536,000","14,053,000","13,701,000","12,993,000","11,243,000","11,645,000","11,212,000","10,530,000","9,465,000","9,264,000","8,109,000","7,065,000","6,443,000","5,979,000","5,447,000","4,686,000"
GrossProfit,"231,752,000","61,949,000","56,503,000","57,079,000","56,221,000","45,623,000","42,527,000","51,334,000","53,632,000","43,534,000","40,959,000","42,005,000","38,496,000","32,910,000","30,440,000","30,844,000","29,511,000","25,727,000","23,361,000","23,850,000","22,176,000","19,133,000","16,767,000","16,517,000","14,991,000","12,681,000","10,934,000","11,041,000","10,316,000","8,783,000","6,776,000","7,045,000","6,147,000","5,148,000"
OperatingExpense,"252,630,000","76,618,000","63,845,000","57,092,000","55,075,000","51,292,000","45,279,000","47,974,000","47,287,000","40,704,000","40,870,000","37,871,000","36,200,000","32,968,000","27,743,000","25,367,000","22,202,000","21,554,000","20,974,000","20,266,000","19,409,000","18,536,000","18,059,000","17,721,000","17,339,000","16,260,000","14,902,000","15,351,000","13,531,000","12,293,000","11,342,000","8,318,000","7,664,000","6,351,000"
	SellingGeneralAndAdministration,"144,822,000","43,883,000","36,253,000","32,766,000","31,920,000","29,540,000","26,505,000","27,840,000","28,502,000","23,078,000","23,558,000","21,591,000","21,446,000","19,411,000","17,363,000","15,222,000","12,873,000","12,721,000","13,042,000","12,662,000","12,293,000","11,911,000","12,129,000","11,621,000","11,956,000","11,100,000","10,456,000","10,916,000","9,946,000","9,101,000","8,282,000","5,492,000","5,202,000","4,389,000"
		GeneralAndAdministrativeExpense,"62,882,000","18,964,000","16,308,000","13,404,000","14,206,000","13,361,000","11,177,000","12,946,000","14,785,000","8,572,000","9,117,000","8,955,000","8,214,000","8,192,000","7,786,000","6,541,000","5,248,000","5,316,000","5,889,000","5,405,000","5,101,000","4,804,000","5,399,000","4,642,000","4,389,000","3,549,000","3,356,000","3,888,000","3,707,000","3,392,000","2,925,000","1,180,000","1,485,000","899,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,"5,248,000","5,316,000",,,"1,018,000",,,,,,,,,,,,,
			OtherGandA,"62,882,000","18,964,000","16,308,000","13,404,000","14,206,000","13,361,000","11,177,000","12,946,000","14,785,000","8,572,000","9,117,000","8,955,000","8,214,000","8,192,000","7,786,000","6,541,000","5,248,000","5,316,000","5,889,000","5,405,000","5,101,000","4,804,000","5,399,000","4,642,000","4,389,000","3,549,000","3,356,000","3,888,000","3,707,000","3,392,000","2,925,000","1,180,000","1,485,000","899,000"
		SellingAndMarketingExpense,"81,940,000","24,919,000","19,945,000","19,362,000","17,714,000","16,179,000","15,328,000","14,894,000","13,717,000","14,506,000","14,441,000","12,636,000","13,232,000","11,219,000","9,577,000","8,681,000","7,625,000","7,405,000","7,153,000","7,257,000","7,192,000","7,107,000","6,730,000","6,979,000","7,567,000","7,551,000","7,100,000","7,028,000","6,239,000","5,709,000","5,357,000","4,312,000","3,717,000","3,490,000"
