name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
MarketCap,"1,263,500,000","1,494,000,000","2,046,380,000","3,467,100,000","8,257,590,000","9,764,400,000","10,706,880,000"
EnterpriseValue,"257,500,000","351,000,000","849,380,000","1,925,100,000","6,517,590,000","7,673,400,000","9,650,880,000"
PsRatio,"0.809","0.679","0.762","1.211","2.833","0.79","4.367"
PbRatio,"1.674","1.826","2.468","4.022","8.879","9.508","94.751"
EnterprisesValueRevenueRatio,"0.171","1.857","2.939","5.231","9.935","9.94","12.155"
EnterprisesValueEBITDARatio,"-0.876","-5.85","-13.7","-31.559","-58.717","-61.882","-18.998"
