name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,12/31/1990
TotalAssets,"14,873,600,000","14,678,400,000","14,926,100,000","14,559,100,000","13,133,500,000","12,327,300,000","11,753,900,000","11,203,900,000","12,077,700,000","10,815,500,000","10,683,600,000","10,634,000,000","10,208,100,000","10,044,900,000","9,742,600,000","9,510,300,000","9,403,700,000","10,003,900,000","9,608,800,000","9,172,900,000","8,707,400,000","8,498,700,000","8,369,800,000","8,027,000,000","7,890,000,000","7,458,400,000","7,485,600,000","7,228,700,000","7,025,600,000","7,027,000,000","6,851,769,000","6,517,300,000","6,230,203,000","6,168,028,000","5,640,681,000","5,404,301,000","5,213,961,000","5,215,463,000","5,070,965,000","4,766,839,000","4,577,380,000","4,445,225,000","4,361,796,000","4,322,735,000","4,171,233,000","4,015,857,000","3,968,771,000","3,556,768,000","3,410,516,000","3,219,184,000","3,140,911,000","2,999,517,000","2,959,661,000","2,994,159,000","3,018,238,000","2,927,635,000","2,760,969,000","2,675,733,000","2,490,192,000","2,332,534,000","2,244,737,000","2,195,397,000","2,121,635,000","2,051,536,000","2,008,938,000","1,932,540,000","1,472,940,000","1,450,914,000","1,393,159,000","1,306,711,000","1,257,702,000","1,213,069,000","1,200,052,000","1,181,384,000","1,143,258,000","1,147,662,000","1,126,308,000","1,078,908,000","1,028,636,000","1,037,959,000","1,022,551,000","1,026,743,000","1,043,568,000","998,579,000","969,872,000","1,004,322,000","965,664,000","909,555,000","894,719,000","836,400,000","848,200,000","829,100,000","821,000,000","807,400,000","810,400,000","765,700,000","747,000,000","737,200,000","747,700,000","764,900,000","731,800,000","710,700,000","709,600,000","712,400,000","727,000,000","689,900,000","684,000,000","696,200,000","695,200,000","677,100,000","682,100,000","680,000,000","690,600,000","691,300,000","742,400,000","749,000,000","759,300,000","766,400,000","683,100,000","685,400,000","680,700,000","695,200,000","542,100,000"
	CurrentAssets,"6,108,700,000","5,958,200,000","6,919,800,000","6,491,200,000","6,186,700,000","5,490,800,000","5,037,000,000","4,618,000,000","5,517,500,000","4,211,200,000","4,232,200,000","4,222,100,000","4,127,500,000","4,571,600,000","4,281,500,000","4,021,400,000","3,937,100,000","4,656,000,000","4,352,900,000","3,992,400,000","3,722,400,000","3,591,200,000","3,405,200,000","3,158,100,000","2,989,600,000","3,850,000,000","3,862,300,000","3,592,800,000","3,533,800,000","3,504,100,000","3,372,572,000","3,462,385,000","3,204,467,000","3,157,567,000","3,077,535,000","2,874,470,000","2,725,671,000","2,706,915,000","2,640,981,000","2,426,160,000","2,291,800,000","2,181,237,000","2,327,812,000","2,246,680,000","2,145,894,000","1,992,130,000","1,957,676,000","1,757,703,000","1,616,345,000","1,420,395,000","1,337,750,000","1,206,941,000","1,177,830,000","1,335,864,000","1,431,627,000","1,355,638,000","1,274,563,000","1,223,808,000","1,165,353,000","1,041,545,000","971,432,000","934,605,000","882,936,000","809,499,000","770,795,000","709,814,000","585,785,000","568,551,000","555,602,000","529,015,000","498,270,000","489,785,000","474,902,000","451,349,000","420,431,000","427,545,000","422,500,000","389,164,000","370,227,000","376,346,000","363,986,000","370,257,000","400,506,000","392,427,000","380,681,000","412,670,000","392,555,000","365,389,000","353,060,000","335,200,000","340,700,000","317,200,000","303,500,000","287,700,000","293,300,000","276,500,000","265,000,000","254,800,000","253,900,000","269,700,000","262,400,000","233,800,000","237,900,000","253,400,000","263,500,000","225,700,000","215,100,000","224,100,000","224,600,000","205,800,000","207,700,000","201,400,000","207,200,000","197,400,000","253,000,000","253,600,000","256,400,000","257,500,000","235,400,000","233,500,000","226,100,000","233,200,000","197,500,000"
		CashCashEquivalentsAndShortTermInvestments,"1,299,600,000","1,241,400,000","1,302,500,000","1,242,600,000","2,361,200,000","1,738,100,000","1,456,200,000","1,314,000,000","2,383,600,000","908,600,000","986,700,000","997,300,000","987,600,000","1,291,700,000","1,019,800,000","991,100,000","1,024,300,000","1,753,700,000","1,489,600,000","1,360,100,000","1,279,700,000","1,173,200,000","1,016,900,000","824,700,000","713,600,000","1,760,400,000","1,597,700,000","1,397,200,000","1,351,100,000","1,329,600,000","1,244,617,000","1,443,900,000","1,299,453,000","1,192,162,000","1,283,581,000","1,142,552,000","1,021,902,000","942,503,000","892,891,000","780,464,000","743,232,000","648,934,000","780,909,000","696,555,000","691,421,000","624,229,000","587,773,000","436,677,000","431,719,000","384,613,000","307,569,000","220,765,000","150,519,000","214,987,000","230,741,000","188,762,000","180,155,000","183,641,000","164,587,000","110,668,000","85,089,000","74,135,000","62,763,000","45,920,000","37,304,000","38,669,000","38,061,000","25,462,000","26,257,000","30,172,000","22,523,000","18,627,000","28,404,000","23,533,000","16,981,000","22,328,000","32,142,000","20,659,000","25,204,000","19,238,000","26,797,000","27,975,000","22,749,000","17,135,000","21,973,000","24,585,000","17,401,000","14,358,000","12,560,000","12,900,000","9,000,000","7,900,000","3,800,000","3,100,000","2,300,000","2,900,000","6,100,000","4,700,000","7,700,000","10,100,000","6,800,000","4,000,000","2,900,000","20,900,000","28,300,000","12,000,000","3,600,000","6,500,000","4,700,000","4,600,000","4,700,000","1,800,000","3,600,000","2,900,000","4,200,000","4,800,000","3,600,000","5,200,000","5,800,000","3,900,000","2,300,000","7,200,000","5,900,000"
			CashAndCashEquivalents,"1,247,500,000","1,197,100,000","1,268,100,000","1,209,400,000","2,327,600,000","1,702,000,000","1,420,500,000","1,288,300,000","2,372,300,000","891,200,000","969,300,000","982,300,000","969,700,000","1,279,300,000","998,300,000","964,400,000","1,000,200,000","1,719,100,000","1,452,200,000","1,316,900,000","1,242,900,000","1,034,600,000","853,600,000","794,000,000","687,000,000","1,737,200,000","1,575,600,000","1,242,800,000","969,900,000","968,900,000","872,999,000","1,080,083,000","1,023,320,000","886,838,000","889,366,000","723,659,000","734,993,000","690,850,000","725,546,000","646,014,000","620,983,000","515,086,000","690,179,000","611,208,000","592,999,000","525,888,000","480,528,000","436,677,000","431,719,000","384,613,000","307,569,000","220,765,000","150,519,000","214,987,000","230,741,000","188,762,000","180,155,000","183,641,000","164,587,000","110,668,000","85,089,000","74,135,000","62,763,000","45,920,000","37,304,000","38,669,000","38,061,000","25,462,000","26,257,000","30,172,000","22,523,000","18,627,000","28,404,000","23,533,000","16,981,000","22,328,000","32,142,000","20,659,000","25,204,000","19,238,000","26,797,000","27,975,000","22,749,000","17,135,000","21,973,000","24,585,000","17,401,000","14,358,000","12,560,000","12,900,000","9,000,000","7,900,000","3,800,000","3,100,000","2,300,000","2,900,000","6,100,000","4,700,000","7,700,000","10,100,000","6,800,000","4,000,000","2,900,000","20,900,000","28,300,000","12,000,000","3,600,000","6,500,000","4,700,000","4,600,000","4,700,000","1,800,000","3,600,000","2,900,000","4,200,000","4,800,000","3,600,000","5,200,000","5,800,000","3,900,000","2,300,000","7,200,000","5,900,000"
			OtherShortTermInvestments,"52,100,000","44,300,000","34,400,000","33,200,000","33,600,000","36,100,000","35,700,000","25,700,000","11,300,000","17,400,000","17,400,000","15,000,000","17,900,000","12,400,000","21,500,000","26,700,000","24,100,000","34,600,000","37,400,000","43,200,000","36,800,000","138,600,000","163,300,000","30,700,000","26,600,000","23,200,000","22,100,000","154,400,000","381,200,000","360,700,000","371,618,000","363,817,000","276,133,000","305,324,000","394,215,000","418,893,000","286,909,000","251,653,000","167,345,000","134,450,000","122,249,000","133,848,000","90,730,000","85,347,000","98,422,000","98,341,000","107,245,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,422,100,000","2,454,800,000","2,204,500,000","2,072,800,000","1,931,800,000","1,951,600,000","1,880,300,000","1,658,300,000","1,540,500,000","1,736,400,000","1,689,100,000","1,685,000,000","1,661,900,000","1,791,800,000","1,737,600,000","1,627,300,000","1,515,800,000","1,598,600,000","1,575,500,000","1,407,300,000","1,318,300,000","1,349,300,000","1,319,400,000","1,257,300,000","1,201,900,000","1,104,600,000","1,163,300,000","1,089,500,000","1,091,800,000","1,123,700,000","1,092,424,000","1,031,071,000","971,576,000","1,001,012,000","926,194,000","905,823,000","861,598,000","910,711,000","903,344,000","840,090,000","771,400,000","767,181,000","803,477,000","793,418,000","744,203,000","718,545,000","727,458,000","645,595,000","572,616,000","449,591,000","465,521,000","445,073,000","459,463,000","515,999,000","583,663,000","555,211,000","507,979,000","510,411,000","473,070,000","427,898,000","392,529,000","383,858,000","369,580,000","336,866,000","335,104,000","302,867,000","241,047,000","232,819,000","230,516,000","214,158,000","199,271,000","206,248,000","186,493,000","172,488,000","159,555,000","158,817,000","149,003,000","131,252,000","129,128,000","132,980,000","116,451,000","113,370,000","142,291,000","139,934,000","133,839,000","170,222,000","157,444,000","141,674,000","135,218,000","111,700,000","116,500,000","100,400,000","97,200,000","83,100,000","94,700,000","86,400,000","78,100,000","70,000,000","74,500,000","82,700,000","82,200,000","64,900,000","71,700,000","77,700,000","78,200,000","67,400,000","66,500,000","73,000,000","72,100,000","59,000,000","57,600,000","53,000,000","53,100,000","44,600,000","91,700,000","90,400,000","91,400,000","83,300,000","70,900,000","72,700,000","73,100,000","72,700,000","65,900,000"
			AccountsReceivable,"2,422,100,000","2,454,800,000","2,204,500,000","2,072,800,000","1,931,800,000","1,951,600,000","1,880,300,000","1,658,300,000","1,540,500,000","1,736,400,000","1,689,100,000","1,685,000,000","1,661,900,000","1,791,800,000","1,737,600,000","1,627,300,000","1,515,800,000","1,598,600,000","1,575,500,000","1,407,300,000","1,318,300,000","1,349,300,000","1,319,400,000","1,257,300,000","1,201,900,000","1,104,600,000","1,163,300,000","1,089,500,000","1,091,800,000","1,123,700,000","1,092,424,000","1,031,071,000","971,576,000","1,001,012,000","926,194,000","905,823,000","861,598,000","910,711,000","903,344,000","840,090,000","771,400,000","767,181,000","803,477,000","793,418,000","744,203,000","718,545,000","727,458,000","645,595,000","572,616,000","449,591,000","465,521,000","445,073,000","459,463,000","515,999,000","583,663,000","555,211,000","507,979,000","510,411,000","473,070,000","427,898,000","392,529,000","383,858,000","369,580,000","336,866,000","335,104,000","302,867,000","241,047,000","232,819,000","230,516,000","214,158,000","199,271,000","206,248,000","186,493,000","172,488,000","159,555,000","158,817,000","149,003,000","131,252,000","129,128,000","132,980,000","116,451,000","113,370,000","142,291,000","139,934,000","133,839,000",,,"141,674,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"2,469,300,000","2,498,300,000","2,249,000,000","2,116,700,000","1,975,100,000","1,996,400,000","1,928,300,000","1,701,900,000","1,579,300,000","1,770,000,000","1,721,800,000","1,717,900,000","1,695,000,000","1,825,300,000","1,765,100,000","1,651,200,000","1,539,700,000","1,621,600,000","1,594,900,000","1,425,900,000","1,337,500,000","1,372,900,000","1,344,000,000","1,282,400,000","1,228,100,000","1,130,200,000","1,187,200,000","1,110,600,000","1,112,900,000","1,143,900,000","1,108,991,000","1,042,829,000","983,063,000","1,013,022,000","938,286,000","916,827,000","872,481,000","921,083,000","914,429,000","851,571,000","783,040,000","778,294,000","813,984,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-47,200,000","-43,500,000","-44,500,000","-43,900,000","-43,300,000","-44,800,000","-48,000,000","-43,600,000","-38,800,000","-33,600,000","-32,700,000","-32,900,000","-33,100,000","-33,500,000","-27,500,000","-23,900,000","-23,900,000","-23,000,000","-19,400,000","-18,600,000","-19,200,000","-23,600,000","-24,600,000","-25,100,000","-26,200,000","-25,600,000","-23,900,000","-21,100,000","-21,100,000","-20,200,000","-16,567,000","-11,758,000","-11,487,000","-12,010,000","-12,092,000","-11,004,000","-10,883,000","-10,372,000","-11,085,000","-11,481,000","-11,640,000","-11,113,000","-10,507,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,989,700,000","1,894,100,000","1,952,500,000","1,771,400,000","1,565,100,000","1,462,200,000","1,391,000,000","1,361,900,000","1,325,000,000","1,310,100,000","1,273,500,000","1,275,300,000","1,224,400,000","1,233,800,000","1,245,500,000","1,159,800,000","1,166,800,000","1,106,900,000","1,098,200,000","1,059,200,000","962,300,000","928,900,000","926,600,000","926,600,000","933,500,000","851,800,000","887,700,000","893,000,000","871,400,000","865,600,000","848,072,000","805,452,000","772,710,000","792,644,000","732,724,000","703,489,000","711,581,000","733,718,000","712,189,000","675,342,000","659,108,000","649,862,000","634,814,000","642,273,000","602,985,000","549,169,000","539,728,000","498,552,000","476,097,000","461,750,000","455,990,000","449,894,000","479,704,000","512,507,000","521,859,000","519,593,000","499,988,000","456,882,000","447,116,000","425,903,000","427,747,000","416,499,000","384,253,000","366,378,000","347,842,000","325,865,000","270,544,000","268,811,000","263,390,000","247,303,000","233,888,000","230,266,000","224,810,000","221,385,000","210,770,000","211,535,000","209,069,000","205,643,000","197,078,000","206,224,000","201,499,000","208,316,000","215,448,000","216,839,000","206,918,000","197,626,000","194,872,000","187,742,000","184,683,000","189,400,000","196,000,000","188,500,000","185,000,000","184,400,000","179,300,000","172,800,000","168,200,000","167,000,000","159,700,000","163,500,000","161,000,000","153,300,000","151,900,000","142,000,000","142,900,000","134,800,000","132,300,000","131,000,000","134,100,000","130,600,000","133,000,000","134,200,000","137,000,000","137,100,000","141,600,000","142,600,000","145,600,000","148,100,000","140,800,000","137,800,000","134,800,000","136,800,000","111,200,000"
