name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
MarketCap,"55,691,699,577","60,497,005,019","44,156,432,447","40,648,826,818","39,648,223,993","34,418,031,490","18,732,332,452","14,137,019,129","16,049,781,809","11,565,154,532","25,058,795,048","20,832,953,439","25,913,676,020","25,657,088,891","22,292,521,895","29,682,189,208","32,251,694,990","29,293,226,146","29,413,066,055","25,096,194,740","27,144,079,260","31,676,587,369","30,561,602,307","31,507,984,070","25,645,485,305","23,018,958,135","18,729,226,786","18,170,332,499","20,664,810,000","24,362,990,000","22,178,650,000","28,166,710,000","32,862,830,000","26,761,020,000","26,253,472,087","26,180,338,284","19,769,678,382","16,983,410,692","13,148,478,413","12,844,933,866","10,851,966,269","13,727,124,002","10,458,536,934","7,652,359,428","10,411,937,998","11,842,410,638","10,011,085,098","7,495,607,320","6,845,728,257","6,480,820,910","5,509,459,694","4,148,945,773","2,907,572,041","1,904,199,406","1,904,221,433","6,255,724,683","9,274,695,106","5,806,090,934","5,831,007,355","5,374,447,759","5,999,203,727","5,321,664,890","4,822,453,395","4,769,828,797","5,710,960,226","5,620,833,461","6,592,725,422","7,326,968,312","5,971,031,356","6,147,490,321","5,083,591,336","5,007,497,230","4,211,158,043","3,877,660,316","3,808,858,559","3,004,228,188","3,075,268,961","2,952,290,438","2,960,626,584","2,815,762,366","3,024,635,282","2,325,913,086","2,001,814,948","1,401,156,295","1,678,827,465","1,542,026,713","1,937,607,258","1,407,743,688","1,270,563,000","1,060,778,750","896,838,920","1,065,761,875","1,103,300,000","781,486,750","877,590,000","1,409,886,065","2,398,124,375","2,499,365,375","2,930,073,000","3,126,858,000"
EnterpriseValue,"58,460,699,577","63,753,005,019","50,695,432,447","47,690,826,818","45,363,223,993","36,363,031,490","20,840,332,452","16,299,019,129","18,136,781,809","13,342,154,532","27,080,795,048","22,467,953,439","27,257,676,020","26,501,088,891","23,102,521,895","30,784,189,208","33,261,694,990","29,911,226,146","30,151,066,055","25,627,194,740","27,664,079,260","32,330,587,369","31,148,602,307","31,873,984,070","26,800,485,305","25,282,958,135","20,823,226,786","20,623,332,499","22,949,810,000","26,002,990,000","24,290,650,000","30,380,710,000","35,311,830,000","29,021,433,000","28,360,564,087","28,308,141,284","22,356,660,382","20,475,207,692","16,640,275,413","15,812,661,866","13,155,663,269","15,718,545,002","12,835,342,934","10,029,165,428","12,630,494,998","13,884,447,638","12,501,595,098","9,956,858,320","9,179,473,257","8,939,152,910","8,243,102,694","6,919,348,773","5,758,238,041","4,935,209,406","4,819,931,433","9,012,278,683","11,873,856,106","8,592,328,934","8,574,327,355","7,579,117,759","7,845,108,727","6,811,793,890","5,916,937,395","5,576,780,797","6,517,912,226","6,737,614,461","8,467,513,422","9,201,756,312","7,307,319,356","7,963,389,321","7,462,284,336","7,469,450,230","5,587,309,043","5,325,333,316","5,345,020,559","4,612,941,188","4,773,849,961","4,713,082,438","4,620,672,584","2,815,762,366","3,024,635,282","2,325,913,086","2,001,814,948","1,401,156,295","1,678,827,465","1,542,026,713","1,937,607,258","1,407,743,688","1,270,563,000","1,060,778,750","896,838,920","1,065,761,875","1,103,300,000","781,486,750","877,590,000","1,409,886,065","2,398,124,375","2,499,365,375","2,930,073,000","3,126,858,000"
PeRatio,"13.709","29.039","31.038","154.176",,,"110.573","34.123","23.373","15.589","35.039","23.508","22.896","26.716","17.103","33.758","30.821","35.419","233.581","140.514",,,,,,,"23.746","31.843","24.547","22.869",,,,,"45.562","57.039","657.955","116.121","99.617","36.25","15.724","32.917","19.796","14.551","37.477","74.394","21.759","16.177","20.29","59.284",,,,"24.221","8.699","17.029","20.332","17.357","24.543","32.832","30.068","31.699","11.777","12.263","14.549","15.691","18.576","19.899","15.528","16.819","14.268","15.532","11.031","9.938","9.589","8.43","16.839","24.369","58.721","242.5","76.618","21.433","18.519","5.669","7.821","9.515","22.121","21.497","19.318",,,,,,,,,,,
ForwardPeRatio,"7.283","9.515","8.953","8.897","13.514","18.553","21.882","22.075","72.464","20.619","16.367","12.092","17.182","20.747","14.225","14.815","27.933","33.898","50","68.493","94.34","94.34","166.667","151.515",,,,"833.333","116.279","109.89","36.63","27.701","33.003","32.363","33.67","34.843","24.691","22.124","19.841","18.282","11.494","14.62","18.382","13.333","17.123","21.598","31.056",,"18.904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.135","17.954","0.307","0.302","0.457",,"0.896","1.108","4.666","1.582","1.137","0.489","0.693","0.808","0.354","0.359","0.607",,,,,,,,,,,,,,"0.733","0.554","0.66","0.646","0.673","0.697","1.207","1.322","1.187","0.973","0.473","0.211","0.484","0.439","0.723","0.956","1.778",,"1.991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.829","3.442","2.831","2.972","3.541","3.731","2.453","1.736","1.721","1.211","2.766","2.303","2.829","2.776","2.511","3.822","4.953","5.516","5.455","5.115","5.813","7.824","8.204","8.697","7.299","6.674","5.623","4.972","5.164","5.444","4.865","6.797","8.531","7.301","7.549","8.039","6.429","5.582","4.789","4.892","4.235","5.799","4.557","3.349","4.918","5.974","5.601","2.804","2.801","3.144","3.213","2.361","1.513","0.9","0.821","2.676","4.307","3.09","3.413","3.209","3.745","3.369","2.012","2.069","2.455","2.483","3.331","3.568","2.798","2.947","2.442","2.449","2.667","2.635","2.914","2.603","3.076","3.536","4.022","4.024","3.491","2.624","2.267","1.476","1.808","1.83","2.597","2.044","1.837","1.488","1.391","1.658","1.694","1.248","1.23","1.899","3.36","3.953","2.808",
PbRatio,"2.353","2.649","1.904","1.796","2.185","2.975","1.607","1.204","1.314","0.954","2.114","1.754","2.106","2.118","1.874","2.586","2.829","2.597","2.778","2.369","2.625","3.045","2.932","3.034","2.647","2.751","2.087","2.189","2.434","2.839","3.104","4.178","4.894","4.054","3.463","3.507","2.829","2.98","2.311","2.235","1.861","2.429","2.098","1.473","2.162","2.601","2.369","1.803","1.687","1.669","1.512","1.174","0.821","0.54","0.532","1.782","2.967","1.903","1.916","1.739","2.011","1.783","1.624","1.636","1.959","1.902","3.104","3.449","2.257","2.452","1.795","1.896","2.359","2.206","2.164","1.751","2.175","2.091","2.153",,,,,,,,,,,,,,,,,,,,,
EnterprisesValueRevenueRatio,"2.79","10.371","9.092","9.613","10.626","11.868","10.337","8.777","15.896","6.638","10.254","9.338","11.458","11.81","10.482","12.524","13.97","12.804","26.472","16.261","21.528","25.004","25.448","29.323","26.588","40.005","25.803","23.356","27.584","41.94","24.888","25.989","30.337","27.456","29.923","31.15","26.453","25.989","20.885","22.738","20.5","21.863","21.304","16.428","21.63","27.929","25.655","20.865","13.858","10.936","17.777","16.873","12.536","13.202","9.372","14.721","17.837","14.708","16.859","16.516","16.212","16.774","15.178","12.891","15.747","17.755","12.249","16.194","12.33","14.456","15.489","16.443","12.461","11.88","15.761","13.856","13.987","16.52","23.374","15.752","17.541","14.051","11.616","7.073","7.68","5.977","7.694","6.158","6.419","6.083","5.489","6.665","6.334","5.309","5.59","8.126","13.062","12.661","15.602","20.79"
EnterprisesValueEBITDARatio,"7.151","19.848","29.944","22.917","38.185","84.174","56.022","39.657","-203.784","16.153","30.949","22.649","121.145","29.348","27.308","32.269","67.605","48.166","64.288","71.584","37.896","104.292","98.884","83.879","924.155",,"-38.138","14.595","655.709","106.135","23.312","31.713","91.245","62.012","-23.34","61.784","26.746","45.498","-146.944","62.22","85.823","28.258","-733.574","12.797","20.65","205.358","146.277","25.662","20.268","14.433","49.949","36.31","82.055","22.269","62.23","28.725","26.066","22.829","34.059","27.213","29.84","35.689","35.339","21.834","27.186","52.68","18.538","26.077","18.13","23.426","18.111","24.403","18.881","20.466","23.921","20.008","21.289","27.737","-13.106","15.752","17.541","14.051","11.616","7.073","7.68","5.977","7.694","6.158","6.419","6.083","5.489","6.665","6.334","5.309","5.59","8.126","13.062","12.661","15.602","20.79"
