name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007
MarketCap,"15,823,998,787","18,466,268,548","18,406,374,314","19,589,656,572","18,834,152,511","17,276,470,776","16,875,925,710","15,584,594,020","12,744,300,448","10,447,428,564","10,731,756,230","10,190,524,797","7,124,030,389","5,636,839,444","4,694,852,284","6,250,733,421","5,034,401,507","5,086,783,641","4,014,955,164","3,197,922,657","2,978,242,155","2,495,460,182","2,163,814,392","2,350,710,606","1,730,964,634","1,893,849,903","2,153,462,122","1,474,656,171","1,762,303,231","1,891,089,972","2,593,132,953","2,065,087,302","2,201,500,613","2,620,506,304","2,035,692,730","1,975,852,274","1,678,375,414","1,378,023,128","1,026,179,316","1,035,630,932","1,020,922,729","913,082,102","892,425,705","723,117,196","1,047,624,793","945,005,712","704,333,004","568,024,076","603,825,143","572,510,857","539,145,027","345,763,153","214,903,273","105,096,271","197,888,589","356,814,659","403,210,818","369,118,612","601,868,404","557,522,904","363,991,965"
EnterpriseValue,"16,531,698,787","18,948,568,548","18,838,074,314","19,976,456,572","19,054,052,511","17,388,170,776","16,909,125,710","15,653,294,020","13,324,600,448","10,959,228,564","11,112,023,230","10,488,127,797","7,407,257,389","5,939,871,444","4,989,493,284","6,528,060,421","5,252,279,507","5,212,900,641","4,084,152,164","3,280,153,657","3,060,976,155","2,529,927,182","2,211,142,392","2,405,524,606","1,797,457,634","1,948,663,903","2,188,946,122","1,510,289,171","1,797,251,231","1,914,533,972","2,621,263,953","2,091,012,302","2,179,572,613","2,592,457,304","2,001,589,730","1,937,862,274","1,651,229,414","1,438,889,128","1,087,045,316","1,078,717,932","1,048,760,729","927,667,102","894,932,705","725,624,196","1,045,055,793","911,374,712","660,492,004","558,285,076","578,046,143","552,389,857","508,128,027","368,971,153","245,620,273","118,378,271","226,225,589","367,680,659","389,102,818","320,091,612","533,957,404","466,988,904","374,140,965"
PeRatio,"356.578","1,109.958",,,"2,111.615","2,609.2","580.977","844.964","2,158.444","872","624.909","580.821","505.998","1,762.231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.723",,,
ForwardPeRatio,"178.571","192.308","181.818","181.818","400","270.27","217.391","175.439","434.783","227.273","222.222","188.679","454.546","416.667","208.333","263.158",,,,,,,,,,,,,"2,000","217.391","106.383","76.923","136.986","92.593",,,,"1,428.571",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.184","0.898","1.622","0.918","2.028","3.238","2.614","1.5","3.067","1.389","1.742","1.473","3.812","3.486",,,,,,,,,,,,,,,,"9.023","4.43","3.199","5.743","3.849",,,,,,,,,,,,,,,,,,,,,"-0.109",,,,,,
PsRatio,"13.893","16.626","17.232","19.032","19.114","19.025","19.21","18.371","15.693","13.983","15.602","15.754","12.275","10.289","8.786","12.375","10.271","10.841","9.131","7.741","7.603","6.722","5.282","6.078","4.817","5.808","7.213","5.132","6.178","6.426","8.94","7.473","8.354","10.366","8.224","8.002","7.006","5.863","4.811","5.384","5.872","5.869","6.429","5.21","8.495","8.202","6.331","5.993","6.343","6.543","6.429","5.424","4.362","2.715","5.911","13.349","19.595","21.986","29.303","75.953","72.842"
PbRatio,"35.424","33.195","36.968","42.67","32.179","28.622","28.363","27.667","216.005","137.647","71.275","40.798","32.11","26.738","23.72","34.934","29.632","32.111","54.193","49.49","46.839","39.516","33.259","85.655","65.577","55.618","39.059","20.99","21.826","22.559","32.277","26.515","17.973","21.032","16.765","14.283","13.173","31.202","23.229","21.745","17.391","12.791","10.72","8.666","11.133","15.808","10.634","16.953","13.729","13.99","10.2","1,141.133",,"7.384","50.176","12.205","8.496","5.385","6.927","5.248",
EnterprisesValueRevenueRatio,"14.477","64.145","61.222","72.484","72.394","68.919","68.708","66.894","58.88","55.35","53.068","54.593","41.817","37.228","30.256","43.21","42.268","42.183","31.29","26.936","27.889","24.873","21.348","25.356","20.582","23.994","21.863","17.299","23.777","31.276","36.125","27.886","30.266","37.484","29.206","31.715","27.478","25.087","18.798","19.702","20.55","19.426","18.964","16.272","32.444","32.252","23.787","21.932","25.201","26.548","25.141","19.694","16.804","9.494","19.073","36.368","52.461","47.983","122.439","123.184","116.482"
EnterprisesValueEBITDARatio,"101.608","360.925","300.928","441.957","7,939.189","671.358","880.684","440.938","346.995","637.164","425.048","597.342","503.04","360.999","225.483","509.13","545.975","1,001.71","1,317.894","510.212","5,955.207","-1,631.159","-4,796.404","648.914","793.93","-474.474","-111.624","-132.412","-208.039","-371.322","3,124.272","-443.669","-98.829","1,751.66","441.17","-136.565","-564.33","-439.355","-348.3","-184.522","-133.753","-115.626","-118.487","-104.677","-78.985","-149.161","-158.658","-79.437","-66.888","-59.448","-47.307","-30.468","-16.245","-7.323","-8.821","-20.367","-19.382","-17.213","-36.41","-35.407","-33.474"
