name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalRevenue,"293,724,000","67,681,000","73,240,000","74,710,000","78,093,000","67,968,000","73,234,000","64,831,000","31,558,000","55,336,000","65,849,000","58,509,000","58,600,000","54,026,000","54,076,000","43,908,000","43,161,000","40,133,000","41,650,000","40,412,000","41,285,000","35,907,000","33,172,000","29,577,000","28,556,000","23,092,000","20,276,000","19,004,000","17,754,000","14,666,000","14,113,000","12,126,000","11,099,000","8,249,000"
	OperatingRevenue,"293,724,000","67,681,000","73,240,000","74,710,000","78,093,000","67,968,000","73,234,000","64,831,000","31,558,000","55,336,000","65,849,000","58,509,000","58,600,000","54,026,000","54,076,000","43,908,000","43,161,000","40,133,000","41,650,000","40,412,000","41,285,000","35,907,000","33,172,000","29,577,000","28,556,000","23,092,000","20,276,000","19,004,000","17,754,000","14,666,000","14,113,000","12,126,000","11,099,000","8,249,000"
CostOfRevenue,"67,057,000","17,063,000","16,865,000","15,370,000","17,759,000","16,633,000","19,590,000","17,932,000","21,668,000","32,529,000","15,904,000","7,703,000","7,870,000","7,111,000","7,118,000","6,011,000","6,160,000","5,786,000","4,630,000","5,718,000","5,522,000","5,180,000","4,811,000","3,886,000","4,359,000","3,121,000","3,594,000","3,319,000","3,281,000","2,794,000","4,889,000","2,246,000","2,339,000","1,944,000"
GrossProfit,"226,667,000","50,618,000","56,375,000","59,340,000","60,334,000","51,335,000","53,644,000","46,899,000","9,890,000","22,807,000","49,945,000","50,806,000","50,730,000","46,915,000","46,958,000","37,897,000","37,001,000","34,347,000","37,020,000","34,694,000","35,763,000","30,727,000","28,361,000","25,691,000","24,197,000","19,971,000","16,682,000","15,685,000","14,473,000","11,872,000","9,224,000","9,880,000","8,760,000","6,305,000"
OperatingExpense,"287,942,000","70,826,000","74,244,000","73,316,000","69,556,000","63,140,000","65,036,000","59,251,000","57,087,000","75,419,000","79,642,000","61,721,000","54,725,000","48,855,000","45,061,000","44,834,000","41,249,000","38,061,000","36,488,000","33,946,000","34,308,000","30,423,000","27,893,000","24,661,000","22,075,000","19,350,000","18,687,000","17,410,000","19,855,000","13,056,000","14,243,000","11,762,000","11,004,000","10,331,000"
	SellingGeneralAndAdministration,"181,285,000","43,949,000","47,566,000","44,470,000","45,300,000","41,921,000","43,792,000","38,947,000","38,116,000","50,546,000","59,611,000","44,443,000","37,656,000","34,925,000","32,104,000","31,632,000","28,638,000","27,155,000","25,963,000","24,141,000","24,675,000","21,481,000","20,494,000","16,854,000","15,120,000","12,288,000","12,392,000","11,237,000","12,516,000","7,816,000","8,935,000","6,669,000","6,582,000","5,948,000"
	ResearchAndDevelopment,"106,657,000","26,877,000","26,678,000","28,846,000","24,256,000","21,219,000","21,244,000","20,304,000","18,971,000","24,873,000","20,031,000","17,278,000","17,069,000","13,930,000","12,957,000","13,202,000","12,611,000","10,906,000","10,525,000","9,805,000","9,633,000","8,942,000","7,399,000","7,807,000","6,955,000","7,062,000","6,295,000","6,173,000","7,339,000","5,240,000","5,308,000","5,093,000","4,422,000","4,383,000"
OperatingIncome,"-61,275,000","-20,208,000","-17,869,000","-13,976,000","-9,222,000","-11,805,000","-11,392,000","-12,352,000","-47,197,000","-52,612,000","-29,697,000","-10,915,000","-3,995,000","-1,940,000","1,897,000","-6,937,000","-4,248,000","-3,714,000","532,000","748,000","1,455,000","304,000","468,000","1,030,000","2,122,000","621,000","-2,005,000","-1,725,000","-5,382,000","-1,184,000","-5,019,000","-1,882,000","-2,244,000","-4,026,000"
NetNonOperatingInterestIncomeExpense,"-12,367,000","-3,129,000","-3,152,000","-3,122,000","-2,964,000","-2,846,000","-5,132,000","-5,137,000","-1,282,000","-185,000","277,000","-248,000","-213,000","788,000","684,000","583,000","505,000","1,008,000","437,000","630,000","586,000","629,000","-431,000","269,000","210,000","233,000","-250,000","-168,000","-293,000","-269,000","-220,000","-218,000","-218,000","-217,000"
	InterestIncomeNonOperating,"1,192,000","287,000","272,000","291,000","342,000","383,000","498,000","595,000","590,000","696,000","801,000","780,000","800,000","788,000","684,000","583,000","505,000","1,016,000","434,000","658,000","598,000","636,000","-46,000","314,000","286,000","335,000","72,000","10,000","0","0","1,000","0","1,000","2,000"
	InterestExpenseNonOperating,"13,559,000","3,416,000","3,424,000","3,413,000","3,306,000","3,229,000","5,630,000","5,732,000","1,872,000","881,000","524,000","1,028,000","1,013,000",,,,,"8,000","-3,000","28,000","12,000","7,000","385,000","45,000","76,000","102,000","322,000","178,000","293,000","269,000","221,000","218,000","219,000","219,000"
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,"-505,000","-1,008,000","-437,000","-630,000","-586,000","-629,000","431,000","-269,000","-210,000","-233,000","250,000","168,000","293,000",,,,"218,000",
OtherIncomeExpense,"46,268,000","29,040,000","-1,214,000","23,530,000","-5,088,000","-1,539,000","2,633,000","852,000","1,201,000","-1,711,000","160,000","-2,156,000","-2,029,000","-68,000","-272,000","-230,000","-1,644,000",,"0","0","-5,320,000","0","0","0","0","43,000","-2,000","-164,000","-26,837,000","-9,000","-3,000","134,000","-32,000","-94,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,"0",,,"43,000","-2,000","31,000","-1,152,000","-9,000","-3,000","134,000","-32,000","-94,000"
	SpecialIncomeCharges,"50,000,000","30,000,000","0","25,000,000","-5,000,000",,"0","0","0",,"0","-1,500,000","-2,245,000",,"0","0","0",,"0","0","-5,320,000",,"0",,"0",,"0","-195,000","-25,685,000",,,"0","0",
		OtherSpecialCharges,,"-30,000,000","0","-25,000,000","5,000,000",,,,,,"0","1,500,000","2,245,000",,,,,,"0",,"5,320,000",,,,,,"0","195,000",,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,"0",,"0",,"0","0","-25,685,000",,,"0","0",
	OtherNonOperatingIncomeExpenses,"-3,732,000","-960,000","-1,214,000","-1,470,000","-88,000","-1,539,000","2,633,000","852,000","1,201,000","-1,711,000","160,000","-656,000","216,000","-68,000","-272,000","-230,000","-1,644,000",,,,,,,,,,,,,,,,,
PretaxIncome,"-27,374,000","5,703,000","-22,235,000","6,432,000","-17,274,000","-16,190,000","-13,891,000","-16,637,000","-47,278,000","-54,508,000","-29,260,000","-13,319,000","-6,237,000","-1,220,000","2,309,000","-6,584,000","-5,387,000","-2,706,000","969,000","1,378,000","-3,279,000","933,000","37,000","1,299,000","2,332,000","897,000","-2,257,000","-2,057,000","-32,512,000","-1,462,000","-5,242,000","-1,966,000","-2,494,000","-4,337,000"
TaxProvision,"373,000","326,000","-363,000","202,000","208,000","279,000","-3,243,000","-889,000","-7,384,000","-450,000","-65,841,000","187,000","72,000","122,000","530,000","37,000","11,000","5,000","-37,000","53,000","22,000","55,000","-97,000","140,000","0","0","33,000","0","0","0","11,000","5,000","0","2,000"
NetIncomeCommonStockholders,"-27,747,000","5,377,000","-21,872,000","6,230,000","-17,482,000","-16,469,000","-10,648,000","-15,748,000","-39,894,000","-54,058,000","36,581,000","-13,506,000","-6,309,000","-1,342,000","1,779,000","-6,621,000","-5,398,000","-2,711,000","1,006,000","1,325,000","-3,301,000","878,000","134,000","1,159,000","2,332,000","897,000","-2,290,000","-2,057,000","-31,928,000","-966,000","-4,606,000","-1,489,000","-2,074,000","-3,957,000"
	NetIncome,"-27,747,000","5,377,000","-21,872,000","6,230,000","-17,482,000","-16,469,000","-10,648,000","-15,748,000","-39,894,000","-54,058,000","36,581,000","-13,506,000","-6,309,000","-1,342,000","1,779,000","-6,621,000","-5,398,000","-2,711,000","1,006,000","1,325,000","-3,301,000","878,000","134,000","1,159,000","2,332,000","897,000","-2,290,000","-2,057,000","-31,928,000","-966,000","-4,606,000","-1,489,000","-2,074,000","-3,957,000"
		NetIncomeIncludingNoncontrollingInterests,"-27,747,000","5,377,000","-21,872,000","6,230,000","-17,482,000","-16,469,000","-10,648,000","-15,748,000","-39,894,000","-54,058,000","36,581,000","-13,506,000","-6,309,000","-1,342,000","1,779,000","-6,621,000","-5,398,000","-2,711,000","1,006,000","1,325,000","-3,301,000","878,000","134,000","1,159,000","2,332,000","897,000","-2,290,000","-2,057,000","-32,512,000","-1,462,000","-5,253,000","-1,971,000","-2,494,000","-4,339,000"
