name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016
MarketCap,"4,096,867,518","5,495,608,215","8,807,210,805","9,973,003,178","11,063,598,499","5,448,538,755","3,603,132,646","1,168,789,174","1,234,383,482","618,873,161","736,405,305","652,511,914","748,287,842","772,973,675","617,314,152","1,236,402,116","1,178,937,201","893,951,004","813,694,383","897,406,086","577,032,272","507,601,774","471,898,789","612,636,159","768,494,829"
EnterpriseValue,"3,313,434,518","4,820,943,215","8,084,921,805","9,514,658,178","10,552,277,499","4,890,472,755","3,217,383,646","755,168,174","1,008,486,482","357,522,161","470,130,305","401,081,914","471,218,842","458,914,675","324,066,152","930,864,116","851,159,201","553,273,004","591,430,383","656,359,086","319,481,272","234,537,774","181,280,789","311,949,159","704,302,829"
PsRatio,"103.834","155.867","298.374","204.884","189.052","77.478","46.254","19.771","22.392","13.406","16.838","16.167","21.501","24.171","19.53","39.118","37.821","29.076","26.717","38.088","27.557","19","37.616","65.425","111.981"
PbRatio,"4.296","5.283","7.955","20.155","20.268","10.337","10.931","3.324","4.982","2.293","2.672","2.357","2.955","2.795","2.259","4.444","3.999","3.023","4.633","4.78","2.887","2.419","2.165","2.74",
EnterprisesValueRevenueRatio,"87.518","428.452","628.981","1,320.747","1,611.035","758.801","487.852","33.986","62.011","27.681","42.989","37.781","42.383","43.987","41.125","125.657","110.871","74.076","88.697","89.703","53.994","37.737","32.216","64.068","167.452"
EnterprisesValueEBITDARatio,"-9.239","-33.833","-102.947","-135.523","-156.601","-109.08","-78.863","-28.497","-32.048","-11.347","-16.678","-16.75","-18.028","-20.387","-16.603","-40.566","-37.792","-25.832","-24.765","-43.511","-20.873","-19.087","-17.402","-41.974","-105.136"
