name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990
TotalRevenue,"245,541,000","56,599,000","61,259,000","68,945,000","58,736,000","48,162,000","48,324,000","48,993,000","37,105,000","53,745,000","58,613,000","65,165,000","56,006,000","50,356,000","53,829,000","64,819,000","50,461,000","46,547,000","47,932,000","59,522,000","43,751,000","42,196,000","39,787,000","64,831,000","44,738,000","45,269,000","45,218,000","67,444,000","48,306,000","46,316,000","47,875,000","68,110,000","47,131,000","46,506,000","43,418,000","61,574,000","44,859,000","40,430,000","44,061,000","51,015,000","41,274,000","38,627,000","39,540,000","45,013,000","40,897,000","35,478,000","39,416,000","44,701,000","30,496,000","31,757,000","33,901,000","34,489,000","30,645,000","29,903,000","35,081,000","52,329,000","59,061,000","75,127,000","73,574,000","67,211,000","64,509,000","76,876,000","75,530,000","64,657,000","63,282,000","78,333,000","72,351,000","66,127,000","65,788,000","82,523,000","69,104,000","60,441,000","61,248,000","78,715,000","75,031,000","66,944,000","65,380,000","89,790,000","85,046,000","74,241,000","71,091,000","103,326,000","84,340,000","172,235,000","90,610,000","133,366,000","125,226,000","185,338,000","110,759,000","145,023,000","144,100,000","168,200,000","109,300,000","137,100,000","140,400,000","156,600,000","107,500,000","138,600,000","143,900,000","145,100,000","79,800,000","106,000,000","102,400,000","74,100,000","72,500,000","93,600,000","91,900,000","72,000,000","59,400,000","74,700,000","71,100,000","54,400,000","48,900,000","56,200,000","56,400,000","40,400,000","36,600,000","44,500,000","44,000,000","29,300,000","26,800,000","32,200,000","32,500,000","21,000,000","18,300,000","20,800,000","21,800,000"
	OperatingRevenue,"245,541,000","56,599,000","61,259,000","68,945,000","58,736,000","48,162,000","48,324,000","48,993,000","37,105,000","53,745,000","58,613,000","65,165,000","56,006,000","50,356,000","53,829,000","64,819,000","50,461,000","46,547,000","47,932,000","59,522,000","43,751,000","42,196,000","39,787,000","64,831,000","44,738,000","45,269,000","45,218,000","67,444,000","48,306,000","46,316,000","47,875,000","68,110,000","47,131,000","46,506,000","43,418,000","61,574,000","44,859,000","40,430,000","44,061,000","51,015,000","41,274,000","38,627,000","39,540,000","45,013,000","40,897,000","35,478,000","39,416,000","44,701,000","30,496,000","31,757,000","33,901,000","34,489,000","30,645,000","29,903,000","35,081,000","52,329,000","59,061,000","75,127,000","73,574,000","67,211,000","64,509,000","76,876,000","75,530,000","64,657,000","63,282,000","78,333,000","72,351,000","66,127,000","65,788,000","82,523,000","69,104,000","60,441,000","61,248,000","78,715,000","75,031,000","66,944,000","65,380,000","89,790,000","85,046,000","74,241,000","71,091,000","103,326,000","84,340,000","172,235,000","90,610,000","133,366,000","125,226,000","185,338,000","110,759,000","145,023,000","144,100,000","168,200,000","109,300,000","137,100,000","140,400,000","156,600,000","107,500,000","138,600,000","143,900,000","145,100,000","79,800,000","106,000,000","102,400,000","74,100,000","72,500,000","93,600,000","91,900,000","72,000,000","59,400,000","74,700,000","71,100,000","54,400,000","48,900,000","56,200,000","56,400,000","40,400,000","36,600,000","44,500,000","44,000,000","29,300,000","26,800,000","32,200,000","32,500,000","21,000,000","18,300,000","20,800,000","21,800,000"
CostOfRevenue,"54,652,000","12,485,000","13,661,000","15,677,000","12,829,000","10,822,000","11,938,000","11,140,000","10,284,000","15,079,000","16,584,000","17,663,000","16,342,000","14,990,000","17,046,000","17,058,000","15,545,000","13,803,000","15,064,000","17,535,000","16,410,000","14,165,000","14,479,000","19,165,000","15,176,000","15,415,000","15,147,000","20,897,000","17,984,000","16,301,000","16,671,000","21,169,000","17,247,000","15,095,000","13,387,000","18,862,000","15,424,000","13,146,000","14,502,000","15,999,000","15,130,000","13,646,000","12,998,000","15,507,000","15,116,000","12,367,000","14,340,000","14,752,000","11,292,000","11,552,000","12,387,000","13,391,000","11,710,000","11,220,000","13,384,000","18,931,000","23,304,000","28,439,000","27,629,000","26,057,000","24,873,000","29,687,000","29,132,000","26,144,000","26,990,000","30,160,000","27,945,000","26,776,000","27,668,000","32,458,000","27,945,000","25,112,000","28,587,000","34,090,000","32,505,000","30,045,000","29,726,000","39,712,000","38,118,000","34,168,000","31,786,000","46,561,000","36,853,000","75,354,000","40,939,000","58,255,000","47,044,000","79,629,000","52,495,000","60,705,000","58,000,000","79,900,000","49,500,000","56,600,000","53,200,000","82,500,000","33,000,000","44,100,000","48,700,000","68,600,000","27,300,000","38,200,000","38,700,000","44,000,000","26,700,000","36,600,000","36,000,000","30,000,000","23,100,000","28,500,000","26,600,000","20,900,000","19,300,000","22,200,000","22,200,000","15,600,000","15,000,000","18,200,000","17,600,000","11,500,000","11,200,000",,,,,,
GrossProfit,"190,889,000","44,114,000","47,598,000","53,268,000","45,907,000","37,340,000","36,386,000","37,853,000","26,821,000","38,666,000","42,029,000","47,502,000","39,664,000","35,366,000","36,783,000","47,761,000","34,916,000","32,744,000","32,868,000","41,987,000","27,341,000","28,031,000","25,308,000","45,666,000","29,562,000","29,854,000","30,071,000","46,547,000","30,322,000","30,015,000","31,204,000","46,941,000","29,884,000","31,411,000","30,031,000","42,712,000","29,435,000","27,284,000","29,559,000","35,016,000","26,144,000","24,981,000","26,542,000","29,506,000","25,781,000","23,111,000","25,076,000","29,949,000","19,204,000","20,205,000","21,514,000","21,098,000","18,935,000","18,683,000","21,697,000","33,398,000","35,757,000","46,688,000","45,945,000","41,154,000","39,636,000","47,189,000","46,398,000","38,513,000","36,292,000","48,173,000","44,406,000","39,351,000","38,120,000","50,065,000","41,159,000","35,329,000","32,661,000","44,625,000","42,526,000","36,899,000","35,654,000","50,078,000","46,928,000","40,073,000","39,305,000","56,765,000","47,487,000","96,881,000","49,671,000","75,111,000","78,182,000","105,709,000","58,264,000","84,318,000","86,100,000","88,300,000","59,800,000","80,500,000","87,200,000","74,100,000","74,500,000","94,500,000","95,200,000","76,500,000","52,500,000","67,800,000","63,700,000","30,100,000","45,800,000","57,000,000","55,900,000","42,000,000","36,300,000","46,200,000","44,500,000","33,500,000","29,600,000","34,000,000","34,200,000","24,800,000","21,600,000","26,300,000","26,400,000","17,800,000","15,600,000",,,,,,
OperatingExpense,"174,400,000","40,597,000","42,053,000","48,955,000","42,793,000","36,496,000","36,555,000","32,476,000","26,966,000","39,044,000","42,188,000","38,774,000","41,528,000","38,922,000","37,436,000","40,161,000","37,503,000","37,871,000","36,120,000","34,367,000","32,497,000","32,519,000","30,683,000","31,658,000","30,820,000","29,739,000","28,311,000","32,394,000","27,826,000","28,834,000","27,616,000","32,599,000","26,866,000","27,512,000","26,525,000","33,704,000","25,373,000","24,032,000","24,267,000","27,315,000","22,750,000","22,200,000","22,838,000","26,188,000","22,922,000","21,623,000","21,628,000","26,033,000","19,374,000","20,894,000","19,630,000","21,590,000","20,168,000","22,062,000","22,415,000","25,585,000","36,609,000","39,903,000","40,868,000","38,546,000","37,253,000","37,705,000","42,788,000","37,780,000","37,671,000","37,617,000","40,270,000","40,388,000","38,338,000","42,150,000","39,181,000","37,199,000","38,680,000","43,675,000","44,650,000","52,647,000","52,757,000","57,559,000","54,262,000","72,386,000","59,493,000","17,215,000","78,009,000","81,080,000","75,212,000","76,249,000","74,596,000","93,795,000","76,995,000","75,761,000","71,800,000","79,500,000","65,800,000","66,900,000","66,200,000","45,300,000","72,100,000","71,900,000","70,600,000","52,300,000","47,200,000","46,300,000","42,000,000","26,100,000","35,500,000","36,100,000","34,800,000","29,800,000","26,600,000","26,600,000","24,200,000","22,900,000","21,200,000","19,400,000","18,100,000","17,000,000","15,100,000","15,400,000","14,000,000","12,000,000","11,000,000",,,,,,
	SellingGeneralAndAdministration,"163,704,000","38,061,000","39,343,000","46,166,000","40,132,000","33,623,000","33,683,000","29,635,000","24,150,000","36,221,000","39,399,000","36,037,000","38,713,000","35,925,000","34,644,000","37,296,000","34,910,000","35,097,000","33,824,000","31,971,000","30,713,000","29,370,000","29,095,000","30,068,000","29,095,000","27,936,000","26,489,000","30,327,000","25,934,000","26,841,000","25,699,000","30,689,000","25,017,000","25,707,000","24,752,000","31,881,000","23,661,000","22,691,000","22,943,000","25,927,000","21,448,000","20,714,000","21,373,000","24,542,000","21,009,000","19,915,000","19,789,000","24,336,000","17,530,000","18,942,000","17,694,000","18,900,000","18,179,000","20,253,000","20,610,000","30,684,000","34,210,000","37,652,000","38,771,000","36,417,000","35,287,000","36,666,000","40,849,000","35,862,000","35,629,000","35,488,000","37,767,000","37,917,000","35,947,000","38,787,000","35,960,000","33,704,000","35,128,000","39,410,000","40,016,000","45,887,000","44,283,000","48,208,000","48,065,000","76,734,000","49,770,000","86,144,000","56,504,000","68,573,000","63,095,000","64,994,000","63,325,000","79,508,000","65,399,000","64,013,000","60,900,000","67,800,000","54,600,000","56,100,000","56,400,000","33,800,000","62,400,000","62,500,000","62,600,000","44,500,000","40,900,000","41,400,000","37,400,000","21,500,000","31,300,000","32,300,000","31,200,000","26,200,000","23,600,000","23,700,000","22,000,000","20,900,000","19,700,000","18,400,000","16,900,000","15,400,000","14,300,000","14,500,000","13,200,000","11,100,000","10,400,000",,,,,,
		GeneralAndAdministrativeExpense,,,,"148,478,000","2,370,000",,"33,683,000","29,635,000","24,150,000","36,221,000","39,399,000","36,037,000","38,713,000","35,925,000","34,644,000","37,296,000","34,910,000","35,097,000","33,824,000","31,971,000","30,713,000","29,370,000","29,095,000","30,068,000","29,095,000","27,936,000","26,489,000","30,327,000","25,934,000","26,841,000","25,699,000","30,689,000","25,017,000","25,707,000","24,752,000","31,881,000","23,661,000","22,691,000","22,943,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,"3,490,000","2,370,000",,,"887,000","-5,104,000",,,,,,,,"446,000","779,000","956,000",,"1,210,000","1,564,000","1,214,000","199,000","1,048,000","1,111,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,"42,676,000","37,762,000",,"33,683,000","28,748,000","29,254,000","36,221,000","39,399,000","36,037,000","38,713,000","35,925,000","34,644,000","39,478,000","34,464,000","34,318,000","32,868,000","35,958,000","29,503,000","27,806,000","27,881,000","29,869,000","28,047,000","26,825,000","26,489,000","30,327,000","25,934,000","26,841,000","25,699,000","30,689,000","25,017,000","25,707,000","24,752,000","31,881,000","23,661,000","22,691,000","22,943,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,"37,762,000","33,623,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
