name,ttm,10/31/2021,10/31/2020,10/31/2019,10/31/2018,10/31/2017,10/31/2016,10/31/2015,10/31/2014,10/31/2013,10/31/2012,10/31/2011,10/31/2010,10/31/2009,10/31/2008,10/31/2007,10/31/2006,10/31/2005,10/31/2004,10/31/2003,10/31/2002,10/31/2001,10/31/2000,10/31/1999,10/31/1998,10/31/1997,10/31/1996,10/31/1995,10/31/1994,10/31/1993,10/31/1992,10/31/1991,10/31/1990
OperatingCashFlow,"5,600,000"
	CashFlowFromContinuingOperatingActivities,"5,600,000"
		NetIncomeFromContinuingOperations,"145,400,000"
		OperatingGainsLosses,"-9,600,000"
			GainLossOnInvestmentSecurities,"-6,100,000"
			EarningsLossesFromEquityInvestments,"-2,300,000"
		DepreciationAmortizationDepletion,"100,700,000"
			DepreciationAndAmortization,"100,700,000"
		DeferredTax,"14,000,000"
			DeferredIncomeTax,"14,000,000"
		ProvisionandWriteOffofAssets,"-3,500,000"
		StockBasedCompensation,"32,700,000"
		ChangeInWorkingCapital,"-284,900,000"
			ChangeInReceivables,"-207,300,000"
			ChangeInPrepaidAssets,"5,500,000"
			ChangeInPayablesAndAccruedExpense,"26,800,000"
				ChangeInPayable,"26,800,000"
					ChangeInTaxPayable,"-20,300,000"
						ChangeInIncomeTaxPayable,"-20,300,000"
					ChangeInAccountPayable,"47,100,000"
			ChangeInOtherCurrentAssets,"10,500,000"
			ChangeInOtherCurrentLiabilities,"-82,900,000"
			ChangeInOtherWorkingCapital,"-37,500,000"
InvestingCashFlow,"-802,100,000"
	CashFlowFromContinuingInvestingActivities,"-802,100,000"
		NetPPEPurchaseAndSale,"-39,000,000"
			PurchaseOfPPE,"-39,000,000"
		NetBusinessPurchaseAndSale,"-766,900,000"
			PurchaseOfBusiness,"-766,900,000"
		NetInvestmentPurchaseAndSale,"-3,000,000"
		NetOtherInvestingChanges,"6,800,000"
FinancingCashFlow,"412,100,000"
	CashFlowFromContinuingFinancingActivities,"412,000,000"
		NetIssuancePaymentsOfDebt,"511,000,000"
			NetLongTermDebtIssuance,"361,200,000"
				LongTermDebtPayments,"-356,800,000"
			NetShortTermDebtIssuance,"149,800,000"
				ShortTermDebtPayments,"-207,900,000"
		NetCommonStockIssuance,"-43,300,000"
			CommonStockPayments,"-43,300,000"
		CashDividendsPaid,"-51,800,000"
		NetOtherFinancingCharges,"-3,800,000"
EndCashPosition,"51,400,000"
	ChangesInCash,"-384,300,000"
	EffectOfExchangeRateChanges,"-2,500,000"
	BeginningCashPosition,"435,700,000"
CapitalExpenditure,"-39,000,000"
IssuanceOfDebt,"1,075,700,000"
RepaymentOfDebt,"-564,700,000"
RepurchaseOfCapitalStock,"-43,300,000"
FreeCashFlow,"-33,400,000"
