name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
OperatingCashFlow,"296,013,000","155,626,000","93,048,000","23,283,000","24,056,000","92,018,000","65,257,000","11,715,000","44,931,000","107,233,000","69,334,000","-1,002,000","49,458,000","80,324,000","36,808,000","7,186,000","25,520,000","73,536,000","76,857,000","19,426,000","52,635,000","95,883,000","78,325,000","15,868,000","37,733,000","38,687,000","49,655,000","-2,347,000","9,290,000","49,611,000","28,332,000","790,000","28,200,000","50,179,000","33,666,000","8,488,000","18,613,000","28,434,000","10,488,000","20,366,000","36,124,000","24,424,000","25,955,000","11,609,000","6,319,000","22,481,000","14,124,000","8,078,000","23,854,000","20,075,000","10,065,000","7,276,000","9,808,000","19,921,000","11,763,000","1,700,000","11,012,000","21,916,000","4,614,000","3,601,000","6,205,000","6,525,000","3,875,000","1,392,000","2,627,000","11,036,000","346,000","1,467,000","2,774,000","5,125,000","1,574,000","2,411,000","1,347,000","1,700,000","1,163,000","-352,000","3,354,000","1,437,000","607,000","603,000","494,000","7,450,000","3,679,000","1,853,000","693,000","187,000","7,965,000","4,709,000","4,833,000","5,678,000","5,300,000","5,300,000","-1,000,000"
	CashFlowFromContinuingOperatingActivities,"296,013,000","155,626,000","93,048,000","23,283,000","24,056,000","92,018,000","65,257,000","11,715,000","44,931,000","107,233,000","69,334,000","-1,002,000","49,458,000","80,324,000","36,808,000","7,186,000","25,520,000","73,536,000","76,857,000","19,426,000","52,635,000","95,883,000","78,325,000","15,868,000","37,733,000","38,687,000","49,655,000","-2,347,000","9,290,000","49,611,000","28,332,000","790,000","28,200,000","50,179,000","33,666,000","8,488,000","18,613,000","28,434,000","10,488,000","20,366,000","36,124,000","24,424,000","25,955,000","11,609,000","6,319,000","22,481,000","14,124,000","8,078,000","23,854,000","20,075,000","10,065,000","7,276,000","9,808,000","19,921,000","11,763,000","1,700,000","11,012,000","21,916,000","4,614,000","3,601,000","6,205,000","6,525,000","3,875,000","1,392,000","2,627,000","11,036,000","346,000","1,467,000","2,774,000","5,125,000","1,574,000","2,411,000","1,347,000","1,700,000","1,163,000","-352,000","3,354,000","1,437,000","607,000","603,000","494,000","7,450,000","3,679,000","1,853,000","693,000","187,000","7,965,000","4,709,000","4,833,000","5,678,000","5,300,000","5,300,000","-1,000,000"
		NetIncomeFromContinuingOperations,"35,874,000","-8,406,000","47,725,000","7,896,000","-11,341,000","11,437,000","29,021,000","-3,686,000","-17,420,000","7,336,000","36,725,000","-17,472,000","-29,343,000","19,211,000","-3,603,000","-26,428,000","-62,504,000","16,817,000","89,685,000","-2,468,000","-24,222,000","22,310,000","21,245,000","-1,266,000","-8,998,000","-3,616,000","-24,507,000","-7,915,000","7,669,000","20,854,000","17,629,000","11,233,000","11,476,000","16,676,000","17,294,000","9,883,000","5,253,000","14,553,000","11,138,000","9,910,000","5,008,000","12,947,000","10,031,000","7,051,000","2,399,000","10,771,000","11,101,000","8,248,000","7,145,000","7,053,000","8,541,000","7,086,000","5,237,000","5,674,000","7,935,000","4,942,000","1,497,000","-4,913,000","-3,106,000","3,251,000","2,680,000","2,078,000","1,983,000","2,302,000","1,374,000","1,804,000","1,887,000","1,454,000","652,000","610,000","906,000","1,057,000","297,000","-177,000","184,000","0","-552,000","-354,000","-328,000","-710,000","-1,147,000","-1,741,000","-2,587,000","-2,945,000","-4,138,000","-2,507,000","2,670,000","-761,000","4,304,000","4,512,000","4,400,000","3,200,000","3,100,000"
		OperatingGainsLosses,"601,000","3,000","0","597,000","1,000","199,000","0","4,000","33,000","0",,,,"349,000","7,000","7,501,000","63,000","23,000","37,000","10,000","411,000","172,000","41,000","20,000","38,000","3,000","-91,000","212,000","10,000","-236,000",,,,"1,000","1,000","13,000","24,000","33,000","47,000","0","24,000","19,000","575,000","57,000","70,000","36,000","15,000","58,000","18,000","11,000","158,000","70,000","19,000","-325,000","0","0","333,000","0","0","5,000","8,000","-24,000","120,000","5,000","-94,000","624,000","348,000","146,000","252,000","27,000","15,000","43,000","19,000","49,000","30,000","56,000","62,000","59,000","76,000","612,000","1,202,000","594,000","600,000","607,000","587,000","648,000","620,000","903,000","69,000","91,000","100,000","200,000","100,000"
			GainLossOnSaleOfBusiness,"270,000",,,,,,,,,"0","0",,,"270,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"5,000","3,000","0","1,000","1,000","199,000","0","4,000","33,000","0","16,000","0","0","79,000","7,000","111,000","63,000","23,000","37,000","10,000","411,000","172,000","41,000","20,000","38,000","3,000","-91,000","212,000","10,000","-236,000","536,000","0","0","1,000","1,000","13,000","24,000","33,000","47,000","0","24,000","19,000","22,000","57,000","70,000","36,000","15,000","58,000","18,000","11,000","158,000","70,000","19,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"95,784,000","23,737,000","23,801,000","24,009,000","24,237,000","26,190,000","26,486,000","27,143,000","26,009,000","28,707,000","28,731,000","29,331,000","29,335,000","31,369,000","31,951,000","34,211,000","40,347,000","40,644,000","37,650,000","37,496,000","37,713,000","39,974,000","40,308,000","40,407,000","40,174,000","42,403,000","45,871,000","46,811,000","4,986,000","5,260,000","4,696,000","4,877,000","4,876,000","4,486,000","4,262,000","4,653,000","4,859,000","3,638,000","4,757,000","4,694,000","4,375,000","4,451,000","4,214,000","4,196,000","3,781,000","3,508,000","3,494,000","3,403,000","3,472,000","3,490,000","3,688,000","3,580,000","3,599,000","3,191,000","3,279,000","3,815,000","3,520,000","3,713,000","3,184,000","1,342,000","884,000","961,000","956,000","923,000","856,000","889,000","936,000","917,000","898,000","960,000","882,000","815,000","724,000","1,007,000","971,000","896,000","1,001,000","1,295,000","1,249,000","1,196,000","1,155,000","3,713,000","3,648,000","3,817,000","3,762,000","3,861,000","3,713,000","3,650,000","769,000","936,000","700,000","700,000","600,000"
			DepreciationAndAmortization,"95,784,000","23,737,000","23,801,000","24,009,000","24,237,000","26,190,000","26,486,000","27,143,000","26,009,000","28,707,000","28,731,000","29,331,000","29,335,000","31,369,000","31,951,000","34,211,000","40,347,000","40,644,000","37,650,000","37,496,000","37,713,000","39,974,000","40,308,000","40,407,000","40,174,000","42,403,000","45,871,000","46,811,000","4,986,000","5,260,000","4,696,000","4,877,000","4,876,000","4,486,000","4,262,000","4,653,000","4,859,000","3,638,000","4,757,000","4,694,000","4,375,000","4,451,000","4,214,000","4,196,000","3,781,000","3,508,000","3,494,000","3,403,000","3,472,000","3,490,000","3,688,000","3,580,000","3,599,000","3,191,000","3,279,000","3,815,000","3,520,000","3,713,000","3,184,000","1,342,000","884,000","961,000","956,000","923,000","856,000","889,000","936,000","917,000","898,000","960,000","882,000","815,000","724,000","1,007,000","971,000","896,000","1,001,000","1,295,000","1,249,000","1,196,000","1,155,000","3,713,000","3,648,000","3,817,000","3,762,000","3,861,000","3,713,000","3,650,000","769,000","936,000","700,000","700,000","600,000"
				Depreciation,"112,778,000",,,,,,,,"26,009,000","28,707,000","28,731,000","29,331,000","29,335,000","31,369,000","31,951,000","34,211,000","40,347,000","40,644,000","37,650,000","37,496,000","37,713,000","39,974,000","40,308,000","40,407,000","40,174,000","42,403,000","45,871,000","46,811,000","4,986,000","5,260,000","4,696,000","4,877,000","4,876,000","4,486,000","4,262,000","4,653,000","4,859,000","3,638,000","4,757,000","4,694,000","4,375,000",,,,,,,,,,,,,,,"3,752,000","3,456,000","3,649,000",,,,,,"741,000","679,000","745,000","793,000","718,000","613,000","794,000","717,000","649,000","558,000","842,000","805,000","786,000","729,000","1,023,000","977,000","924,000","883,000","1,131,000","1,015,000","1,183,000","1,128,000",,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,000","64,000","64,000",,,,,,"182,000","177,000","144,000","143,000","199,000","285,000","166,000","165,000","166,000","166,000","165,000","166,000","110,000","272,000","272,000","272,000","272,000","272,000","2,582,000","2,633,000","2,634,000","2,634,000",,,,,,,,
