name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
OperatingCashFlow,"-185,399,000","-56,975,000","-51,709,000","-40,884,000","-35,831,000","-46,203,000","-32,571,000","-33,691,000","-25,761,000","-21,010,000","-16,797,000","-10,722,000","-8,243,000","-7,074,000","-5,838,000"
	CashFlowFromContinuingOperatingActivities,"-185,399,000","-56,975,000","-51,709,000","-40,884,000","-35,831,000","-46,203,000","-32,571,000","-33,691,000","-25,761,000","-21,010,000","-16,797,000","-10,722,000","-8,243,000","-7,074,000","-5,838,000"
		NetIncomeFromContinuingOperations,"-234,638,000","-64,324,000","-71,326,000","-56,980,000","-42,008,000","-36,042,000","-34,049,000","-38,204,000","-35,412,000","-28,013,000","-12,568,000","-14,480,000","-8,290,000","-6,658,000","-5,601,000"
		DepreciationAmortizationDepletion,"506,000","150,000","136,000","116,000","104,000","98,000","35,000","30,000","-8,000","65,000","151,000","19,000","1,000","24,000",
			DepreciationAndAmortization,"506,000","150,000","136,000","116,000","104,000","98,000","35,000","30,000","-8,000","65,000","151,000","19,000","1,000","24,000",
				Depreciation,"506,000","150,000","136,000","116,000","104,000","98,000","35,000","30,000","-8,000","65,000","151,000","19,000","1,000","24,000",
		AmortizationOfSecurities,"3,456,000","618,000","885,000","1,154,000","799,000","616,000","379,000","29,000","-144,000","-192,000","3,000","-64,000","-173,000","-120,000","-14,000"
		StockBasedCompensation,"21,922,000","6,533,000","5,686,000","5,363,000","4,340,000","8,503,000","2,643,000","2,261,000","2,049,000","990,000","455,000","154,000","139,000","76,000","56,000"
		OtherNonCashItems,"700,000","471,000","75,000","76,000","78,000","80,000","131,000","137,000",,,,"36,000",,,"0"
		ChangeInWorkingCapital,"22,655,000","-423,000","12,835,000","9,387,000","856,000","-19,458,000","-1,752,000","2,056,000","7,689,000","6,140,000","-4,747,000","3,613,000","25,000","-396,000","-279,000"
			ChangeInPrepaidAssets,"5,334,000","0","-1,214,000","3,690,000","2,858,000","-12,663,000","-3,043,000","260,000","468,000","-1,097,000","-1,896,000","168,000","-1,261,000","-315,000","282,000"
			ChangeInPayablesAndAccruedExpense,"17,251,000","-336,000","14,072,000","5,605,000","-2,090,000","-6,881,000","1,267,000","1,779,000","7,225,000","7,280,000","-2,810,000","3,486,000","1,277,000","-23,000","-561,000"
				ChangeInPayable,"9,321,000","5,196,000","2,391,000","2,240,000","-506,000","-3,880,000","1,992,000","-3,228,000","3,498,000","3,412,000","-1,347,000","664,000","618,000","-393,000","-882,000"
					ChangeInAccountPayable,"9,321,000","5,196,000","2,391,000","2,240,000","-506,000","-3,880,000","1,992,000","-3,228,000","3,498,000","3,412,000","-1,347,000","664,000","618,000","-393,000","-882,000"
				ChangeInAccruedExpense,"7,930,000","-5,532,000","11,681,000","3,365,000","-1,584,000","-3,001,000","-725,000","5,007,000","3,727,000","3,868,000","-1,463,000","2,822,000","659,000","370,000","321,000"
			ChangeInOtherCurrentLiabilities,"70,000","-87,000","-23,000","92,000","88,000","86,000","24,000","17,000","-4,000","-43,000","-41,000","-41,000","9,000","-11,000",
			ChangeInOtherWorkingCapital,,,,,,,,,,,"0","0","0","-47,000",
InvestingCashFlow,"-122,652,000","15,297,000","23,499,000","3,471,000","-164,919,000","61,996,000","-75,892,000","-91,711,000","6,105,000","-20,326,000","-35,999,000","21,096,000","-2,152,000","-9,270,000","-11,532,000"
	CashFlowFromContinuingInvestingActivities,"-122,652,000","15,297,000","23,499,000","3,471,000","-164,919,000","61,996,000","-75,892,000","-91,711,000","6,105,000","-20,326,000","-35,999,000","21,096,000","-2,152,000","-9,270,000","-11,532,000"
		NetPPEPurchaseAndSale,"-565,000","-124,000","-261,000","-137,000","-43,000","-554,000","-153,000","-110,000","-17,000","-41,000","-66,000","-4,000","-42,000","-183,000",
			PurchaseOfPPE,"-565,000","-124,000","-261,000","-137,000","-43,000","-554,000","-153,000","-110,000","-17,000","-41,000","-66,000","-4,000","-42,000","-183,000",
