name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
TotalAssets,"1,722,407,000","1,649,813,000","1,603,263,000","1,546,493,000","1,503,719,000","1,468,172,000","1,430,715,000","1,416,772,000","1,416,387,000","1,448,580,000","451,167,000","443,983,000","436,310,000","418,040,000","429,910,000","422,866,000","409,502,000","385,922,000","387,544,000","370,586,000","345,862,000","338,699,000","356,024,000","403,715,000","392,709,000","379,824,000","386,596,000","377,872,000","369,835,000","366,637,000","375,200,000","389,081,000","379,383,000","371,362,000","375,691,000","375,970,000","367,747,000","366,384,000","348,639,000","329,962,000","313,085,000","305,911,000","290,386,000","235,767,000","226,833,000","219,053,000","208,237,000","198,629,000","191,322,000","178,203,000","178,918,000","176,202,000","183,900,000","197,432,000","457,692,000","463,575,000","468,075,000","460,216,000","444,067,000","446,589,000","443,198,000","440,486,000","427,594,000","416,282,000","394,651,000","180,001,000","180,930,000","177,477,000","175,934,000","171,280,000","170,824,000","166,469,000","164,996,000","160,371,000","157,756,000","158,777,000","159,932,000","161,963,000","162,313,000","153,409,000","148,319,000","147,798,000","150,001,000","154,783,000","149,904,000","98,554,000","86,984,000","78,191,000","67,347,000","64,900,000","25,100,000"
	CurrentAssets,"1,032,242,000","948,089,000","885,474,000","811,629,000","754,828,000","731,661,000","676,721,000","644,912,000","628,519,000","641,664,000","372,178,000","364,545,000","356,120,000","350,907,000","366,471,000","360,102,000","345,772,000","322,082,000","308,852,000","290,982,000","269,853,000","262,630,000","274,715,000","320,663,000","308,650,000","296,597,000","307,144,000","303,128,000","294,148,000","290,321,000","302,057,000","315,940,000","304,779,000","288,178,000","291,034,000","296,727,000","294,981,000","294,052,000","300,858,000","282,611,000","272,138,000","263,101,000","260,063,000","205,565,000","195,427,000","186,529,000","175,420,000","169,056,000","160,325,000","146,391,000","143,905,000","145,802,000","151,492,000","163,448,000","201,886,000","205,573,000","209,934,000","203,627,000","245,160,000","246,302,000","241,684,000","236,744,000","221,987,000","210,523,000","188,204,000","140,019,000","142,350,000","139,966,000","139,828,000","134,620,000","132,525,000","129,732,000","127,999,000","123,085,000","121,116,000","121,731,000","122,407,000","123,933,000","124,270,000","139,439,000","134,999,000","134,295,000","135,842,000","140,627,000","136,414,000","85,168,000","75,572,000","67,690,000","61,218,000","56,500,000","18,500,000"
		CashCashEquivalentsAndShortTermInvestments,"541,911,000","511,343,000","461,551,000","410,839,000","392,900,000","373,722,000","340,403,000","312,061,000","291,949,000","320,236,000","193,138,000","179,850,000","170,770,000","175,072,000","194,339,000","183,457,000","180,321,000","177,359,000","159,365,000","148,949,000","137,388,000","125,731,000","123,261,000","163,100,000","148,241,000","161,478,000","155,254,000","156,179,000","158,410,000","156,985,000","162,485,000","177,301,000","183,519,000","167,372,000","158,591,000","157,825,000","166,373,000","169,216,000","173,737,000","168,922,000","173,651,000","167,559,000","157,776,000","93,318,000","81,542,000","71,749,000","74,882,000","71,831,000","67,094,000","60,919,000","61,064,000","72,301,000","73,667,000","78,284,000","74,231,000","65,278,000","59,235,000","73,925,000","121,142,000","115,773,000","107,075,000","106,193,000","92,614,000","74,367,000","78,427,000","80,807,000","86,011,000","78,270,000","84,418,000","76,747,000","79,829,000","76,107,000","74,688,000","80,562,000","81,007,000","77,606,000","70,638,000","73,270,000","73,439,000","97,829,000","94,469,000","94,642,000","95,989,000","86,636,000","77,050,000","29,736,000","31,033,000","32,584,000","32,828,000","35,100,000","300,000"
			CashAndCashEquivalents,"172,463,000","169,602,000","152,207,000","134,218,000","126,450,000","136,720,000","101,606,000","129,388,000","101,320,000","130,673,000","139,702,000","111,958,000","100,168,000","112,388,000","124,334,000","56,491,000","68,055,000","67,770,000","68,026,000","57,705,000","52,245,000","37,859,000","38,546,000","66,439,000","38,186,000","44,554,000","32,984,000","36,735,000","35,365,000","43,114,000","47,628,000","54,658,000","55,606,000","80,790,000","83,780,000","66,792,000","85,053,000","104,253,000","105,416,000","90,020,000","89,002,000","96,671,000","133,114,000","88,730,000","81,127,000","71,120,000","71,922,000","66,120,000","57,715,000","57,839,000","51,444,000","67,243,000","65,368,000","67,735,000","70,110,000","62,269,000","48,693,000","57,420,000","98,780,000","64,125,000","55,583,000","72,479,000","57,878,000","29,932,000","39,063,000","37,986,000","39,058,000","26,396,000","30,486,000","12,627,000","39,442,000","36,665,000","34,494,000","41,220,000","41,339,000","39,904,000","39,371,000","42,047,000","42,789,000","67,878,000","65,558,000","94,642,000","95,989,000","86,636,000","77,050,000","29,736,000","31,033,000","32,584,000","32,828,000","35,100,000","300,000"
			OtherShortTermInvestments,"369,448,000","341,741,000","309,344,000","276,621,000","266,450,000","237,002,000","238,797,000","182,673,000","190,629,000","189,563,000","53,436,000","67,892,000","70,602,000","62,684,000","70,005,000","126,966,000","112,266,000","109,589,000","91,339,000","91,244,000","85,143,000","87,872,000","84,715,000","96,661,000","110,055,000","116,924,000","122,270,000","119,444,000","123,045,000","113,871,000","114,857,000","122,643,000","127,913,000","86,582,000","74,811,000","91,033,000","81,320,000","64,963,000","68,321,000","78,902,000","84,649,000","70,888,000","24,662,000","4,588,000","415,000","629,000","2,960,000","5,711,000","9,379,000","3,080,000","9,620,000","5,058,000","8,299,000","10,549,000","4,121,000","3,009,000","10,542,000","16,505,000","22,362,000","51,648,000","51,492,000","33,714,000","34,736,000","44,435,000","39,364,000","42,821,000","46,953,000","51,874,000","53,932,000","64,120,000","40,387,000","39,442,000","40,194,000","39,342,000","39,668,000","37,702,000","31,267,000","31,223,000","30,650,000","29,951,000","28,911,000",,,,,,,,,,
		Receivables,"206,695,000","177,205,000","179,766,000","174,662,000","141,876,000","149,251,000","131,429,000","137,529,000","149,229,000","123,656,000","63,337,000","66,641,000","71,403,000","70,305,000","71,765,000","84,615,000","79,643,000","72,503,000","66,188,000","70,564,000","61,268,000","67,301,000","74,884,000","64,576,000","64,747,000","55,492,000","61,339,000","61,185,000","51,801,000","53,061,000","49,969,000","50,811,000","42,547,000","56,269,000","58,733,000","61,065,000","52,683,000","57,113,000","61,306,000","53,174,000","38,665,000","42,783,000","39,664,000","51,240,000","54,257,000","60,899,000","43,947,000","42,037,000","40,848,000","38,813,000","28,546,000","14,501,000","14,844,000","26,462,000","39,438,000","50,913,000","59,925,000","50,419,000","51,674,000","60,145,000","63,292,000","65,373,000","64,904,000","72,658,000","49,185,000","26,046,000","21,959,000","27,512,000","20,461,000","20,827,000","16,341,000","17,730,000","17,774,000","11,576,000","11,811,000","14,074,000","18,127,000","17,478,000","19,581,000","15,441,000","16,335,000","14,440,000","14,438,000","26,823,000","31,376,000","27,132,000","23,435,000","18,392,000","14,628,000","9,500,000","7,900,000"
			AccountsReceivable,"206,695,000","177,205,000","179,766,000","174,662,000","141,876,000","149,251,000","131,429,000","137,529,000","149,229,000","123,656,000","63,337,000","62,142,000","66,357,000","64,194,000","68,512,000","82,555,000","74,672,000","65,283,000","66,188,000","70,564,000","61,002,000","64,912,000","74,884,000","64,576,000","64,747,000","55,492,000","61,339,000","61,185,000","51,801,000","51,603,000","49,969,000","50,811,000","42,547,000","53,437,000","58,733,000","61,065,000","52,683,000","57,113,000","61,306,000","53,174,000","38,665,000","41,036,000","39,664,000","51,240,000","54,257,000","59,758,000","43,947,000","42,037,000","40,848,000","35,312,000","28,546,000","14,501,000","14,844,000","21,764,000","39,438,000","50,913,000","59,925,000","50,015,000","51,674,000","60,145,000","63,292,000","65,373,000","64,904,000","72,658,000","49,185,000","26,046,000","21,959,000","27,512,000","20,461,000","20,827,000","16,341,000","17,730,000","17,774,000","10,244,000","11,811,000","14,074,000","18,127,000","16,142,000","19,581,000","15,441,000","16,335,000","13,523,000","14,438,000","26,823,000","31,376,000",,,,,,
				GrossAccountsReceivable,"208,221,000","178,508,000","180,773,000","175,382,000","142,894,000","150,035,000","133,063,000","139,194,000","150,627,000","124,903,000","63,915,000","62,680,000","67,389,000","64,885,000","69,468,000","83,167,000","75,195,000","65,963,000","66,698,000","71,059,000","61,404,000","65,592,000","75,674,000","65,189,000","65,450,000","56,205,000","62,735,000","63,041,000","53,232,000","52,882,000","51,335,000","51,986,000","44,143,000","54,589,000","59,460,000","61,719,000","53,188,000","57,719,000","61,750,000","53,604,000","38,980,000","41,342,000","39,935,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,526,000","-1,303,000","-1,007,000","-720,000","-1,018,000","-784,000","-1,634,000","-1,665,000","-1,398,000","-1,247,000","-578,000","-538,000","-1,032,000","-691,000","-956,000","-612,000","-523,000","-680,000","-510,000","-495,000","-402,000","-680,000","-790,000","-613,000","-703,000","-713,000","-1,396,000","-1,856,000","-1,431,000","-1,279,000","-1,366,000","-1,175,000","-1,596,000","-1,152,000","-727,000","-654,000","-505,000","-606,000","-444,000","-430,000","-315,000","-306,000","-271,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,"0","4,499,000","5,046,000","6,111,000","3,253,000","2,060,000","4,971,000","7,220,000","0","0","266,000","2,389,000",,,,,,,,"1,458,000",,,,"2,832,000",,,,"0",,,,"1,747,000",,,,"1,141,000",,,,"3,501,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
