name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalAssets,"9,402,000,000","9,392,000,000","8,569,000,000","8,506,000,000","8,300,000,000","8,713,000,000","8,097,000,000","8,126,000,000","8,458,000,000","8,320,000,000","8,115,000,000","8,500,000,000","8,640,000,000","7,953,000,000","10,896,000,000","11,054,000,000","10,703,000,000","10,244,000,000","9,983,000,000","9,688,000,000","9,488,000,000","9,189,000,000","9,707,000,000","9,727,000,000","9,840,000,000","9,820,000,000","10,236,000,000","10,578,000,000","10,751,000,000","11,002,000,000","9,409,000,000","9,442,000,000","9,227,000,000","9,188,000,000","9,021,000,000","8,654,000,000","8,719,000,000","8,884,000,000","8,946,000,000","8,729,000,000","8,953,000,000","8,657,000,000","9,008,000,000","9,476,000,000","9,040,000,000","8,714,000,000","8,866,000,000","8,387,000,000","8,626,000,000","8,710,000,000","9,153,000,000","7,270,000,000","8,058,000,000","8,410,700,000","8,747,100,000","8,680,200,000","8,165,600,000","8,320,800,000","8,515,200,000","8,613,400,000","8,444,900,000","9,402,700,000","9,443,000,000","8,827,100,000","8,870,500,000","8,787,600,000","9,081,700,000","9,686,000,000","9,436,500,000"
	CurrentAssets,"3,988,000,000","3,928,000,000","3,114,000,000","3,034,000,000","2,929,000,000","3,568,000,000","3,001,000,000","3,104,000,000","3,774,000,000","3,755,000,000","3,729,000,000","3,013,000,000","3,136,000,000","2,958,000,000","6,217,000,000","6,373,000,000","6,385,000,000","5,979,000,000","5,767,000,000","3,980,000,000","3,835,000,000","3,555,000,000","3,783,000,000","3,791,000,000","3,830,000,000","3,834,000,000","4,251,000,000","4,595,000,000","4,887,000,000","5,039,000,000","4,494,000,000","4,448,000,000","4,228,000,000","4,159,000,000","4,126,000,000","3,932,000,000","4,003,000,000","4,119,000,000","4,242,000,000","4,109,000,000","4,209,000,000","3,946,000,000","4,274,000,000","4,580,000,000","4,315,000,000","4,008,000,000","4,245,000,000","3,953,000,000","4,140,000,000","4,080,000,000","4,549,000,000","2,785,000,000","3,240,000,000","3,178,900,000","3,324,900,000","3,333,900,000","3,095,200,000","3,170,500,000","3,375,300,000","3,405,700,000","3,336,600,000","3,751,800,000","3,637,600,000","3,017,400,000","3,096,000,000","3,063,500,000","3,208,300,000","3,591,500,000","3,199,100,000"
		CashCashEquivalentsAndShortTermInvestments,"807,000,000","1,041,000,000","505,000,000","510,000,000","673,000,000","1,593,000,000","1,168,000,000","1,254,000,000","1,594,000,000","525,000,000","418,000,000","449,000,000","444,000,000","340,000,000","446,000,000","408,000,000","444,000,000","470,000,000","440,000,000","509,000,000","457,000,000","414,000,000","439,000,000","373,000,000","208,000,000","257,000,000","433,000,000","599,000,000","994,000,000","860,000,000","582,000,000","403,000,000","277,000,000","520,000,000","397,000,000","172,000,000","247,000,000","387,000,000","435,000,000","452,000,000","463,000,000","554,000,000","453,000,000","683,000,000","632,000,000","966,000,000","1,003,000,000","1,110,000,000","1,745,000,000","1,619,000,000","2,295,000,000","470,000,000","657,000,000","107,200,000","140,700,000","166,400,000","154,000,000","150,700,000","167,500,000","143,500,000","263,200,000","245,800,000","200,100,000","150,300,000","142,800,000","200,100,000","251,500,000","256,400,000","243,200,000"
			CashAndCashEquivalents,"807,000,000","1,041,000,000","505,000,000","510,000,000","673,000,000","1,593,000,000","1,168,000,000","1,254,000,000","1,594,000,000","525,000,000","418,000,000","449,000,000","444,000,000","340,000,000","446,000,000","408,000,000","444,000,000","470,000,000","440,000,000","509,000,000","457,000,000","414,000,000","439,000,000","373,000,000","208,000,000","257,000,000","433,000,000","599,000,000","994,000,000","860,000,000","582,000,000","403,000,000","277,000,000","520,000,000","397,000,000","172,000,000","247,000,000","387,000,000","435,000,000","452,000,000","463,000,000","554,000,000","453,000,000","683,000,000","632,000,000","966,000,000","1,003,000,000","1,110,000,000","1,745,000,000","1,619,000,000","2,295,000,000","470,000,000","657,000,000","107,200,000","140,700,000","166,400,000","154,000,000","150,700,000","167,500,000","143,500,000","263,200,000","245,800,000","200,100,000","150,300,000","142,800,000","200,100,000","251,500,000","256,400,000","243,200,000"
				CashFinancial,,"1,041,000,000",,"510,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,643,000,000","1,519,000,000","1,239,000,000","1,122,000,000","1,022,000,000","910,000,000","889,000,000","835,000,000","1,027,000,000","953,000,000","1,090,000,000","1,310,000,000","1,286,000,000","1,272,000,000","1,394,000,000","1,377,000,000","1,407,000,000","1,283,000,000","1,247,000,000","1,629,000,000","1,508,000,000","1,435,000,000","1,466,000,000","1,546,000,000","1,572,000,000","1,449,000,000","1,632,000,000","1,754,000,000","1,668,000,000","1,707,000,000","1,676,000,000","1,870,000,000","1,724,000,000","1,575,000,000","1,703,000,000","1,714,000,000","1,646,000,000","1,583,000,000","1,653,000,000","1,717,000,000","1,829,000,000","1,534,000,000","1,776,000,000","1,837,000,000","1,773,000,000","1,479,000,000","1,620,000,000","1,383,000,000","1,019,000,000","1,157,000,000","946,000,000","827,000,000","913,000,000","1,303,900,000","1,404,400,000","1,284,500,000","1,262,700,000","1,309,600,000","1,456,800,000","1,400,800,000","1,257,300,000","1,415,400,000","1,701,100,000","1,359,500,000","1,482,600,000","1,407,700,000","1,520,000,000","1,781,800,000","1,540,400,000"
			AccountsReceivable,"1,310,000,000","1,186,000,000","1,239,000,000","1,122,000,000","1,022,000,000","910,000,000","889,000,000","835,000,000","1,027,000,000","953,000,000","1,090,000,000","1,310,000,000","1,286,000,000","1,272,000,000","1,394,000,000","1,377,000,000","1,407,000,000","1,283,000,000","1,247,000,000","1,629,000,000","1,508,000,000","1,435,000,000","1,466,000,000","1,546,000,000","1,572,000,000","1,449,000,000","1,632,000,000","1,754,000,000","1,668,000,000","1,707,000,000","1,676,000,000","1,870,000,000","1,724,000,000","1,575,000,000","1,703,000,000","1,714,000,000","1,646,000,000","1,583,000,000","1,626,000,000","1,677,000,000","1,801,000,000","1,529,000,000","1,776,000,000","1,836,000,000","1,773,000,000","1,479,000,000","1,620,000,000","1,383,000,000","1,019,000,000","1,157,000,000","946,000,000","827,000,000","913,000,000","1,303,900,000","1,404,400,000","1,284,500,000","1,262,700,000","1,309,600,000","1,456,800,000","1,400,800,000","1,257,300,000","1,415,400,000","1,701,100,000","1,359,500,000","1,482,600,000","1,407,700,000","1,520,000,000","1,781,800,000","1,540,400,000"
				GrossAccountsReceivable,"1,333,000,000","1,211,000,000","1,264,000,000","1,150,000,000","1,048,000,000","936,000,000","915,000,000","863,000,000","1,049,000,000","972,000,000","1,110,000,000","1,331,000,000","1,309,000,000","1,294,000,000","1,418,000,000","1,402,000,000","1,434,000,000","1,308,000,000","1,271,000,000","1,657,000,000","1,536,000,000","1,462,000,000","1,495,000,000","1,575,000,000","1,601,000,000","1,475,000,000","1,660,000,000","1,785,000,000","1,700,000,000","1,741,000,000","1,712,000,000","1,911,000,000","1,765,000,000","1,617,000,000","1,746,000,000","1,759,000,000","1,693,000,000","1,630,000,000","1,672,000,000","1,721,000,000","1,848,000,000","1,575,000,000","1,827,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-23,000,000","-25,000,000","-25,000,000","-28,000,000","-26,000,000","-26,000,000","-26,000,000","-28,000,000","-22,000,000","-19,000,000","-20,000,000","-21,000,000","-23,000,000","-22,000,000","-24,000,000","-25,000,000","-27,000,000","-25,000,000","-24,000,000","-28,000,000","-28,000,000","-27,000,000","-29,000,000","-29,000,000","-29,000,000","-26,000,000","-28,000,000","-31,000,000","-32,000,000","-34,000,000","-36,000,000","-41,000,000","-41,000,000","-42,000,000","-43,000,000","-45,000,000","-47,000,000","-47,000,000","-46,000,000","-44,000,000","-47,000,000","-46,000,000","-51,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,000,000","40,000,000","28,000,000","5,000,000",,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
