name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,09/30/2005
TotalAssets,"261,261,000","302,051,000","296,445,000","219,497,000","249,819,000","285,607,000","311,102,000","184,005,000","182,109,000","165,069,000","171,490,000","181,951,000","172,978,000","185,466,000","194,251,000","204,136,000","212,896,000","73,224,000","77,093,000","82,676,000","40,302,000","28,869,000","31,362,000","34,173,000","37,914,000","41,424,000","45,097,000","18,754,000","21,040,000","25,425,000","25,748,000","30,305,000","36,994,000","41,151,000","44,374,000","30,336,000","37,290,000","41,134,000","46,910,000","33,992,000","38,082,000","41,505,000","45,142,000","21,180,000","27,626,000","32,616,000","29,951,000","39,025,000","46,291,000","59,625,000","69,162,000","78,733,000","87,827,000","97,511,000","107,088,000","115,535,000","76,059,000","82,506,000","88,380,000","13,165,000","15,843,000","18,659,000","1,195,000"
	CurrentAssets,"228,727,000","268,930,000","271,894,000","195,252,000","225,965,000","261,865,000","286,890,000","159,987,000","158,333,000","141,799,000","148,019,000","163,032,000","154,336,000","167,650,000","176,396,000","186,244,000","195,015,000","55,011,000","58,140,000","63,732,000","21,337,000","28,835,000","31,328,000","34,138,000","37,627,000","41,107,000","44,739,000","18,378,000","20,621,000","24,904,000","25,103,000","29,509,000","36,069,000","40,077,000","43,173,000","28,977,000","35,772,000","39,536,000","45,201,000","32,066,000","35,974,000","39,196,000","42,651,000","18,557,000","24,761,000","29,565,000","26,763,000","35,716,000","42,746,000","55,874,000","65,644,000","75,087,000","84,009,000","93,401,000","93,057,000","111,893,000","73,094,000","80,527,000","87,074,000","11,335,000","14,585,000","17,618,000","443,000"
		CashCashEquivalentsAndShortTermInvestments,"216,655,000","248,107,000","262,612,000","186,286,000","217,081,000","251,272,000","278,691,000","152,020,000","150,515,000","131,843,000","142,666,000","157,722,000","150,339,000","163,885,000","173,602,000","183,228,000","192,916,000","53,231,000","57,073,000","62,598,000","20,143,000","28,684,000","31,024,000","33,433,000","36,932,000","40,845,000","44,355,000","17,753,000","19,726,000","24,588,000","24,480,000","28,686,000","35,241,000","39,781,000","42,382,000","27,901,000","34,278,000","39,050,000","43,691,000","29,844,000","35,052,000","38,701,000","41,999,000","17,559,000","22,289,000","28,923,000","23,855,000","32,716,000","39,551,000","54,640,000","64,567,000","72,067,000","81,112,000","90,283,000","91,653,000","111,687,000","72,765,000","80,022,000","86,359,000","11,237,000","14,563,000","17,539,000","368,000"
			CashAndCashEquivalents,"216,655,000","248,107,000","262,612,000","186,286,000","217,081,000","251,272,000","278,691,000","152,020,000","150,515,000","131,843,000","142,666,000","157,722,000","150,339,000","163,885,000","173,602,000","183,228,000","192,916,000","53,231,000","57,073,000","62,598,000","20,143,000","28,684,000","31,024,000","33,433,000","36,932,000","40,845,000","44,355,000","17,753,000","19,726,000","24,588,000","24,480,000","28,686,000","35,241,000","39,781,000","42,382,000","27,901,000","34,278,000","39,050,000","43,691,000","29,844,000","35,052,000","38,701,000","41,999,000","17,559,000","22,289,000","22,922,000","17,850,000","32,716,000","39,551,000","54,640,000","63,567,000","60,025,000","62,949,000","64,731,000","70,867,000","107,884,000","72,765,000","80,022,000","86,359,000","11,237,000","14,563,000","17,539,000","368,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","6,001,000","6,005,000",,,"0","1,000,000","12,042,000","18,163,000","25,552,000","20,786,000","3,803,000",,,,,,,
		Receivables,"1,275,000","3,272,000","1,307,000",,,,,,,,,,"2,803,000","2,915,000","2,304,000","2,406,000","1,438,000","726,000","741,000","663,000","641,000",,,,,,,,,"5,000","229,000","213,000","103,000","32,000","43,000","63,000","318,000","131,000","34,000","35,000","35,000","36,000","95,000","166,000","1,351,000","127,000","2,226,000","2,172,000","2,165,000","752,000","580,000","2,145,000","1,985,000","1,988,000","1,132,000",,,,,,,,
			AccountsReceivable,"1,275,000","3,272,000","1,307,000",,,,,,,,,,,,,,,,"11,000","0","1,000",,,,,,,,,,,,,,,,,"97,000",,,,"1,000","9,000","50,000","1,235,000","11,000","1,406,000","1,406,000","1,406,000",,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000","2,000","6,000","6,000","6,000","18,000","34,000","34,000","34,000","34,000","35,000","35,000","35,000","86,000","116,000","116,000","116,000","820,000","766,000","759,000","752,000","580,000","2,145,000",,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,"2,803,000","2,915,000","2,304,000","2,406,000","1,438,000","726,000","730,000","663,000","640,000",,,,,,,,,,"227,000","207,000","97,000","26,000","25,000","29,000","284,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,821,000","194,000","196,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
