name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
OperatingCashFlow,"466,440,000","200,215,000","77,985,000","16,746,000","171,494,000","39,131,000","39,845,000","88,710,000","76,906,000","51,365,000","78,657,000","80,914,000","29,077,000","36,214,000","58,947,000","42,108,000","66,203,000","59,735,000","18,880,000","25,594,000","18,474,000","52,314,000","47,031,000","29,540,000","20,053,000","35,227,000","676,000","21,950,000","25,000,000","8,687,000","5,039,000","15,489,000","6,159,000","991,000","15,538,000","26,577,000","19,221,000","-2,699,000","18,450,000","11,512,000","20,997,000","9,553,000","6,513,000","4,881,000","2,354,000","5,564,000","4,849,000","-15,021,000","6,546,000","11,715,000","5,582,000","19,205,000","36,388,000","37,557,000","13,802,000","21,136,000","11,883,000","16,873,000","25,326,000","20,817,000","16,251,000","17,242,000","8,590,000","3,799,000","24,124,000","18,025,000","15,894,000","2,028,000","9,234,000","16,934,000","-1,778,000","19,929,000","15,204,000","5,683,000","998,000","17,447,000","25,029,000","21,671,000","9,019,000","31,598,000","11,118,000","5,118,000"
	CashFlowFromContinuingOperatingActivities,"466,440,000","200,215,000","77,985,000","16,746,000","171,494,000","39,131,000","39,845,000","88,710,000","76,906,000","51,365,000","78,657,000","80,914,000","29,077,000","36,214,000","58,947,000","42,108,000","66,203,000","59,735,000","18,880,000","25,594,000","18,474,000","52,314,000","47,031,000","29,540,000","20,053,000","35,227,000","676,000","21,950,000","25,000,000","8,687,000","5,039,000","15,489,000","6,159,000","991,000","15,538,000","26,577,000","19,221,000","-2,699,000","18,450,000","11,512,000","20,997,000","9,553,000","6,513,000","4,881,000","2,354,000","5,564,000","4,849,000","-15,021,000","6,546,000","11,715,000","5,582,000","19,205,000","36,388,000","37,557,000","13,802,000","21,136,000","11,883,000","16,873,000","25,326,000","20,817,000","16,251,000","17,242,000","8,590,000","3,799,000","24,124,000","18,025,000","15,894,000","2,028,000","9,234,000","16,934,000","-1,778,000","19,929,000","15,204,000","5,683,000","998,000","17,447,000","25,029,000","21,671,000","9,019,000","31,598,000","11,118,000","5,118,000"
		NetIncomeFromContinuingOperations,"403,018,000","146,008,000","116,217,000","74,023,000","66,770,000","70,378,000","9,308,000","26,067,000","22,325,000","12,965,000","27,482,000","23,515,000","28,869,000","34,122,000","35,613,000","27,918,000","35,529,000","42,681,000","41,167,000","28,128,000","31,255,000","32,008,000","26,351,000","27,296,000","26,322,000","25,869,000","20,165,000","33,647,000","15,870,000","12,209,000","9,895,000","8,499,000","7,193,000","7,630,000","8,356,000","8,615,000","8,399,000","7,563,000","5,896,000",,,"4,276,000","-2,435,000","-26,899,000","813,000","2,256,000","-1,618,000","-51,290,000","137,000","780,000","-2,722,000","-1,995,000","4,374,000","-121,834,000","7,624,000","7,850,000","9,367,000","9,516,000","9,004,000","10,088,000","9,246,000","8,194,000","10,047,000","9,472,000","7,271,000","8,301,000","6,977,000","6,848,000","4,416,000","3,993,000","4,534,000","3,930,000","4,323,000","4,559,000","4,917,000","9,286,000","11,190,000","12,399,000","14,406,000","14,292,000","12,481,000","11,177,000"
		OperatingGainsLosses,"2,799,000","415,000","2,321,000","3,000","30,000","353,000","658,000","343,000","55,000","3,266,000","35,000","410,000","35,000","4,000","77,000","1,000","-540,000","579,000","97,000","87,000","-22,000","65,000","24,000","22,000",,,"1,000",,,"-2,000","10,000","46,000","3,116,000","1,000","1,000","439,000","-3,046,000","8,000","1,203,000","2,000","9,829,000","-1,187,000","8,000","27,000","28,000","45,000","15,000","43,000","59,000","6,000","17,000","902,000","31,000","29,000","87,000","67,000","23,000","50,000","78,000","0","5,000","24,000","109,000","45,000","-335,000","344,000","2,761,000","520,000","903,000","434,000","834,000","1,234,000","163,000","222,000","1,302,000","493,000","322,000","356,000","1,126,000","220,000","1,420,000","1,169,000"
			GainLossOnSaleOfPPE,"2,595,000","241,000","2,321,000","3,000","30,000","353,000","658,000","343,000","55,000","3,266,000","35,000","410,000","35,000","4,000","77,000","1,000","34,000","5,000","97,000","87,000","-22,000","65,000","24,000","22,000","23,000","0","1,000","3,000","2,000","-2,000","10,000","46,000","3,000","1,000","1,000","5,000","0","8,000","16,000","2,000","14,000","0","8,000","27,000","28,000","45,000","15,000","43,000","59,000","6,000","17,000","902,000","31,000","29,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"174,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"111,482,000","31,510,000","27,826,000","26,790,000","25,356,000","23,725,000","24,110,000","27,417,000","22,426,000","20,234,000","17,007,000","17,085,000","12,718,000","11,710,000","11,449,000","11,296,000","10,606,000","7,886,000","8,520,000","8,132,000","7,959,000","7,668,000","7,732,000","7,789,000","7,334,000","6,765,000","5,322,000","5,304,000","5,232,000","5,095,000","4,077,000","4,086,000","4,010,000","3,820,000","3,698,000","3,317,000","3,240,000","3,290,000","3,469,000","3,435,000","3,552,000","3,695,000","3,878,000","3,954,000","4,119,000","4,465,000","4,836,000","3,787,000","3,163,000","3,298,000","3,408,000","3,495,000","3,442,000","3,467,000","3,581,000","3,770,000","3,738,000","3,350,000","3,209,000","2,979,000","2,857,000","2,629,000","2,697,000","2,638,000","2,524,000","2,466,000","2,162,000","1,481,000","1,457,000","1,079,000","1,411,000","1,425,000","1,536,000","1,465,000","1,351,000","1,203,000","1,150,000","1,115,000","1,302,000","935,000","829,000","773,000"
			DepreciationAndAmortization,"111,482,000","31,510,000","27,826,000","26,790,000","25,356,000","23,725,000","24,110,000","27,417,000","22,426,000","20,234,000","17,007,000","17,085,000","12,718,000","11,710,000","11,449,000","11,296,000","10,606,000","7,886,000","8,520,000","8,132,000","7,959,000","7,668,000","7,732,000","7,789,000","7,334,000","6,765,000","5,322,000","5,304,000","5,232,000","5,095,000","4,077,000","4,086,000","4,010,000","3,820,000","3,698,000","3,317,000","3,240,000","3,290,000","3,469,000","3,435,000","3,552,000","3,695,000","3,878,000","3,954,000","4,119,000","4,465,000","4,836,000","3,787,000","3,163,000","3,298,000","3,408,000","3,495,000","3,442,000","3,467,000","3,581,000","3,770,000","3,738,000","3,350,000","3,209,000","2,979,000","2,857,000","2,629,000","2,697,000","2,638,000","2,524,000","2,466,000","2,162,000","1,481,000","1,457,000","1,079,000","1,411,000","1,425,000","1,536,000","1,465,000","1,351,000","1,203,000","1,150,000","1,115,000","1,302,000","935,000","829,000","773,000"
		DeferredTax,"311,000","18,526,000","-11,959,000","-2,938,000","-3,318,000","1,928,000","-3,705,000","-8,096,000","-10,560,000","733,000","4,613,000","6,628,000","-1,292,000","-9,036,000","1,717,000","4,789,000","-2,060,000","-5,113,000","15,119,000","-488,000","-4,124,000","-4,900,000","-6,215,000","-2,790,000","782,000","-1,201,000","-5,006,000","11,454,000","870,000","5,359,000","10,011,000","2,842,000","-2,959,000","1,885,000","1,080,000","1,089,000","-161,000","1,023,000","2,504,000","3,120,000","-1,733,000","3,060,000","-1,100,000","-1,230,000","-803,000","1,338,000","-1,265,000","-8,678,000","21,000","-789,000","2,494,000","-2,612,000","-2,029,000","-49,574,000","-1,165,000","-823,000",,,"-1,480,000","3,437,000","-1,709,000","892,000","5,415,000","5,254,000","1,913,000","5,495,000","15,504,000","1,549,000","1,346,000","618,000","-1,050,000","3,408,000","704,000","1,024,000","3,690,000","0","1,600,000","750,000","7,243,000","0","31,000","21,000"
