name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016
TotalAssets,"945,805,000","931,574,000","819,917,000","784,205,000","719,393,000","502,298,000","460,551,000","407,436,000","406,438,000","393,623,000","369,383,000","346,161,000","331,927,000","268,290,000","234,044,000","213,301,000","182,538,000","176,594,000","121,656,000","115,606,000","100,331,000"
	CurrentAssets,"572,719,000","563,108,000","441,509,000","388,776,000","311,776,000","331,976,000","281,422,000","216,081,000","210,239,000","218,954,000","206,182,000","188,841,000","179,406,000","194,858,000","175,635,000","164,284,000","161,503,000","157,204,000","99,244,000","95,811,000","85,507,000"
		CashCashEquivalentsAndShortTermInvestments,"375,005,000","321,944,000","321,091,000","269,642,000","240,668,000","290,299,000","245,941,000","176,199,000","155,732,000","171,612,000","164,322,000","147,169,000","138,439,000","157,687,000","147,642,000","141,762,000","142,003,000","137,709,000","85,636,000","81,309,000","74,250,000"
			CashAndCashEquivalents,"315,005,000","231,944,000","231,091,000","184,642,000","140,668,000","190,299,000","245,941,000","133,199,000","74,451,000","59,920,000","29,514,000","27,842,000","29,939,000","34,887,000","77,642,000","31,762,000","62,003,000","87,709,000","25,636,000","33,309,000","29,476,000"
				CashFinancial,"87,458,000",,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"227,547,000",,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"60,000,000","90,000,000","90,000,000","85,000,000","100,000,000","100,000,000","0","43,000,000","81,281,000","111,692,000","134,808,000","119,327,000","108,500,000","122,800,000","70,000,000","110,000,000","80,000,000","50,000,000","60,000,000","48,000,000","44,774,000"
		Receivables,"144,718,000","189,324,000","85,182,000","81,863,000","36,364,000","18,235,000","16,322,000","16,844,000","17,536,000","22,124,000","17,892,000","17,081,000","15,111,000","13,614,000","12,565,000","11,432,000","12,197,000","12,577,000","10,123,000","8,992,000","6,653,000"
			AccountsReceivable,"144,718,000","189,324,000","85,182,000","81,863,000","36,364,000","18,235,000","16,322,000","16,844,000","17,536,000","22,124,000","17,892,000","17,081,000","15,111,000","13,614,000","12,565,000","11,432,000","12,197,000","12,577,000","10,123,000","8,992,000","6,653,000"
				GrossAccountsReceivable,"145,123,000","189,744,000","85,784,000","82,281,000","37,000,000","18,851,000","16,932,000","17,516,000","18,783,000","22,364,000","18,108,000","17,384,000","15,334,000","14,093,000","13,085,000","11,983,000","12,887,000","13,071,000","10,264,000","9,175,000","6,817,000"
				AllowanceForDoubtfulAccountsReceivable,"-405,000","-420,000","-602,000","-418,000","-636,000","-616,000","-610,000","-672,000","-1,247,000","-240,000","-216,000","-303,000","-223,000","-479,000","-520,000","-551,000","-690,000","-494,000","-141,000","-183,000","-164,000"
		Inventory,"20,992,000","19,656,000","6,395,000",,,,,,,,,,,,,,,,,,
		PrepaidAssets,"17,407,000","16,430,000","13,183,000","17,737,000","17,170,000","12,385,000","7,325,000","11,141,000","18,756,000","10,452,000","8,381,000","7,968,000","9,680,000","10,144,000","8,227,000","11,090,000","7,303,000","6,918,000","3,485,000","5,510,000","4,604,000"
		RestrictedCash,"5,866,000","6,709,000","5,753,000","8,980,000","6,489,000","250,000","250,000","396,000","250,000","250,000","250,000","250,000","750,000","750,000",,,,,,"0","0"
		CurrentDeferredAssets,"8,731,000","9,045,000","9,905,000","10,554,000","11,085,000","10,807,000","9,950,000","9,652,000","10,078,000","9,544,000","8,170,000","7,382,000","6,591,000","5,253,000",,,,,,,
		OtherCurrentAssets,,,,,,,"1,634,000","1,849,000","7,887,000","4,972,000","7,167,000","8,991,000","8,835,000","7,410,000","7,201,000",,,,,,
	TotalNonCurrentAssets,"373,086,000","368,466,000","378,408,000","395,429,000","407,617,000","170,322,000","179,129,000","191,355,000","196,199,000","174,669,000","163,201,000","157,320,000","152,521,000","73,432,000","58,409,000","49,017,000","21,035,000","19,390,000","22,412,000","19,795,000","14,824,000"
		NetPPE,"90,460,000","92,819,000","93,410,000","98,665,000","99,903,000","88,318,000","90,801,000","92,967,000","96,566,000","87,936,000","84,007,000","78,663,000","77,292,000","24,269,000","17,632,000","16,221,000","16,175,000","16,563,000","16,100,000","15,897,000","12,780,000"
			GrossPPE,"128,844,000","128,143,000","125,897,000","128,613,000","127,728,000","114,312,000","116,142,000","116,398,000","117,134,000","106,091,000","100,511,000","93,272,000","90,226,000","35,743,000","27,988,000","25,307,000","24,047,000","23,865,000","22,492,000","21,206,000","16,502,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"45,814,000","42,042,000","36,695,000","36,291,000","33,607,000","23,797,000","31,003,000","29,013,000","27,302,000","25,996,000","24,501,000","23,660,000","19,735,000","15,951,000","14,942,000","14,434,000","13,171,000","13,022,000","11,811,000","10,552,000","8,181,000"
				OtherProperties,"57,879,000","61,165,000","64,451,000","67,677,000","70,782,000","68,984,000","63,575,000","66,146,000","68,731,000","60,064,000","56,527,000","50,122,000","50,849,000","6,907,000","6,172,000","5,813,000","5,625,000","4,895,000","4,167,000","3,627,000","2,680,000"
				ConstructionInProgress,"1,073,000","854,000","665,000","588,000","2,841,000","1,024,000","1,072,000","768,000","634,000","524,000","0","0","0","8,971,000","2,237,000","68,000","75,000","46,000","35,000","0","119,000"
				Leases,"24,078,000","24,082,000","24,086,000","24,057,000","20,498,000","20,507,000","20,492,000","20,471,000","20,467,000","19,507,000","19,483,000","19,490,000","19,642,000","10,821,000","10,809,000","10,805,000","10,801,000","10,797,000","10,646,000","10,654,000","8,202,000"
			AccumulatedDepreciation,"-38,384,000","-35,324,000","-32,487,000","-29,948,000","-27,825,000","-25,994,000","-25,341,000","-23,431,000","-20,568,000","-18,155,000","-16,504,000","-14,609,000","-12,934,000","-11,474,000","-10,356,000","-9,086,000","-7,872,000","-7,302,000","-6,392,000","-5,309,000","-3,722,000"
		GoodwillAndOtherIntangibleAssets,"234,159,000","242,202,000","248,128,000","256,446,000","265,317,000","39,991,000","38,619,000","38,222,000","38,304,000","19,127,000","18,810,000","19,766,000","20,259,000",,,,,,,,
			Goodwill,"157,998,000","158,287,000","155,707,000","156,098,000","157,152,000","29,129,000","28,357,000","27,623,000","27,298,000","15,207,000","14,828,000","15,446,000","15,852,000",,,,,,,,
			OtherIntangibleAssets,"76,161,000","83,915,000","92,421,000","100,348,000","108,165,000","10,862,000","10,262,000","10,599,000","11,006,000","3,920,000","3,982,000","4,320,000","4,407,000",,,,,,,,
		NonCurrentDeferredAssets,"32,766,000","19,245,000","20,607,000","25,480,000","28,862,000","28,963,000","35,768,000","46,031,000","46,843,000","53,227,000","54,144,000","53,740,000","51,160,000","46,138,000","36,985,000","29,049,000","2,835,000","825,000","4,513,000","0","0"
