name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
TotalRevenue,"91,563,000","18,716,000","27,648,000","23,575,000","21,624,000","20,132,000","31,743,000","23,631,000","18,653,000","27,619,000","52,570,000","51,313,000","44,367,000","39,631,000","69,886,000","67,205,000","57,262,000","44,049,000","38,109,000","75,927,000","7,511,000","8,959,000","10,417,000","12,841,000","13,978,000","13,004,000","48,445,000","14,416,000","11,599,000","57,367,000","77,498,000","2,637,000","42,051,000","2,160,000","893,000","1,349,000","1,649,000","1,196,000","27,859,000","1,858,000","2,542,000","36,565,000","741,000","0"
	OperatingRevenue,"91,563,000","18,716,000","27,648,000","23,575,000","21,624,000","20,132,000","31,743,000","23,631,000","18,653,000","27,619,000","52,570,000","51,313,000","44,367,000","39,631,000","69,886,000","67,205,000","57,262,000","44,049,000","38,109,000","75,927,000","7,511,000","8,959,000","10,417,000","12,841,000","13,978,000","13,004,000","47,869,000","12,613,000","11,599,000","57,367,000","77,498,000","2,637,000","42,051,000","2,160,000","893,000","1,349,000","1,649,000","1,196,000","27,859,000","1,858,000","2,542,000","36,565,000","741,000","0"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
OperatingExpense,"223,393,000","52,563,000","58,057,000","57,302,000","55,471,000","49,832,000","44,042,000","43,414,000","41,505,000","39,494,000","39,699,000","44,882,000","40,612,000","40,935,000","42,030,000","32,753,000","34,622,000","27,190,000","23,732,000","21,632,000","20,640,000","18,465,000","17,463,000","15,940,000","15,067,000","13,569,000","12,851,000","10,742,000","9,896,000","8,806,000","7,288,000","7,963,000","7,156,000","7,287,000","6,350,000","6,050,000","5,827,000","5,197,000","5,950,000","6,027,000","6,070,000","4,470,000","3,923,000","4,131,000"
	SellingGeneralAndAdministration,"36,817,000","10,476,000","9,508,000","8,356,000","8,477,000","8,326,000","7,377,000","6,728,000","6,823,000","6,884,000","6,921,000","6,163,000","6,151,000","6,780,000","7,152,000","5,830,000","6,135,000","5,706,000","5,770,000","5,118,000","5,233,000","5,461,000","4,937,000","4,440,000","4,282,000","4,426,000","3,818,000","3,693,000","3,643,000","3,438,000","2,769,000","2,761,000","2,603,000","2,565,000","2,087,000","1,750,000","1,788,000","1,493,000","1,152,000","1,772,000","1,145,000","1,207,000","1,251,000","1,202,000"
		GeneralAndAdministrativeExpense,"36,817,000","10,476,000","9,508,000","8,356,000","8,477,000","8,326,000","7,377,000","6,728,000","6,823,000","6,884,000","6,921,000","6,163,000","6,151,000","6,780,000","7,152,000","5,830,000","6,135,000","5,706,000","5,770,000","5,118,000","5,233,000","5,461,000","4,937,000","4,440,000","4,282,000","4,426,000","3,818,000","3,693,000","3,643,000","3,438,000","2,769,000","2,761,000","2,603,000","2,565,000","2,087,000","1,750,000","1,788,000","1,493,000","1,152,000",,"1,145,000","1,207,000","1,251,000",
			OtherGandA,"36,817,000","10,476,000","9,508,000","8,356,000","8,477,000","8,326,000","7,377,000","6,728,000","6,823,000","6,884,000","6,921,000","6,163,000","6,151,000","6,780,000","7,152,000","5,830,000","6,135,000","5,706,000","5,770,000","5,118,000","5,233,000","5,461,000","4,937,000","4,440,000","4,282,000","4,426,000","3,818,000","3,693,000","3,643,000","3,438,000","2,769,000","2,761,000","2,603,000","2,565,000","2,087,000","1,750,000","1,788,000","1,493,000","1,152,000",,"1,145,000","1,207,000","1,251,000",
	ResearchAndDevelopment,"186,576,000","42,087,000","48,549,000","48,946,000","46,994,000","41,506,000","36,665,000","36,686,000","34,682,000","32,610,000","32,778,000","38,719,000","34,461,000","34,155,000","34,878,000","26,923,000","28,487,000","21,484,000","17,962,000","16,514,000","15,407,000","13,004,000","12,526,000","11,500,000","10,785,000","9,143,000","9,033,000","7,049,000","6,253,000","5,368,000","4,519,000","5,202,000","4,553,000","4,722,000","4,263,000","4,300,000","4,039,000","3,704,000","4,798,000","4,255,000","4,925,000","3,263,000","2,672,000","2,929,000"
OperatingIncome,"-131,830,000","-33,847,000","-30,409,000","-33,727,000","-33,847,000","-29,700,000","-12,299,000","-19,783,000","-22,852,000","-11,875,000","12,871,000","6,431,000","3,755,000","-1,304,000","27,856,000","34,452,000","22,640,000","16,859,000","14,377,000","54,295,000","-13,129,000","-9,506,000","-7,046,000","-3,099,000","-1,089,000","-565,000","35,594,000","3,674,000","1,703,000","48,561,000","70,210,000","-5,326,000","34,895,000","-5,127,000","-5,457,000","-4,701,000","-4,178,000","-4,001,000","21,909,000","-4,169,000","-3,528,000","32,095,000","-3,182,000","-4,131,000"
NetNonOperatingInterestIncomeExpense,,,,,,"545,000",,,,"1,950,000","2,076,000",,,,"1,885,000","1,528,000","1,328,000","1,077,000","919,000","774,000","617,000","564,000","537,000","486,000","463,000","397,000","344,000","306,000","302,000","227,000","125,000","134,000","101,000","110,000","104,000","94,000","57,000","38,000","28,000","41,000","48,000","15,000","14,000","19,000"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,"928,000","783,000","628,000","572,000","549,000","497,000","474,000","408,000","356,000","308,000","304,000","229,000","127,000","138,000","106,000","114,000","109,000","102,000","64,000","47,000","35,000","41,000","48,000","15,000","14,000","19,000"
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,"9,000","9,000","11,000","8,000","12,000","11,000","11,000","11,000","12,000","2,000","2,000","2,000","2,000","4,000","5,000","4,000","5,000","8,000","7,000","9,000","7,000","0","0","0","0","0"
	TotalOtherFinanceCost,,,,,,"-545,000",,,,"-1,950,000","-2,076,000",,,,"-1,885,000","-1,528,000","-1,328,000","-1,077,000",,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-700,000","255,000","258,000","-1,688,000","439,000","545,000","677,000","-5,322,000","1,445,000","1,950,000","2,076,000","2,274,000","2,415,000","2,245,000","1,885,000","-99,000","10,000","-11,000","41,000","-114,000","-17,000","-15,000","-13,000","-15,000","-16,000","75,000","-15,000","203,000","-15,000","-17,000","176,000","102,000","-65,000","-186,000","-17,000","164,000","-17,000","214,000","20,000","76,000","-21,000","1,000","9,000","123,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,"-100,000",,,"41,000","-114,000","-17,000","-15,000","-13,000","-15,000","-16,000","75,000","-15,000","203,000","-15,000","-17,000","176,000","102,000","-65,000","-186,000","-17,000","164,000","-17,000","214,000","20,000",,"-21,000","1,000","9,000",
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","84,000",,,"0","123,000"
	OtherNonOperatingIncomeExpenses,,"255,000","258,000","333,000","439,000","545,000","677,000","1,149,000","1,445,000","1,950,000","2,076,000","2,274,000","2,415,000","2,245,000","1,885,000","1,429,000","10,000","-11,000","960,000","660,000","600,000",,"524,000","471,000",,,"329,000","509,000","287,000","210,000","301,000","236,000",,,,"258,000",,,,,,,,
PretaxIncome,"-130,509,000","-33,592,000","-30,151,000","-33,394,000","-33,408,000","-29,155,000","-11,622,000","-18,634,000","-21,407,000","-9,925,000","14,947,000","8,705,000","6,170,000","941,000","29,741,000","35,881,000","23,978,000","17,925,000","15,337,000","54,955,000","-12,529,000","-8,957,000","-6,522,000","-2,628,000","-642,000","-93,000","35,923,000","4,183,000","1,990,000","48,771,000","70,511,000","-5,090,000","34,931,000","-5,203,000","-5,370,000","-4,443,000","-4,138,000","-3,749,000","21,957,000","-4,052,000","-3,501,000","32,111,000","-3,159,000","-3,989,000"
TaxProvision,"-18,179,000","0","-36,000","-8,795,000","-9,384,000","-7,110,000","-3,294,000","10,707,000","-7,142,000","-3,920,000","1,504,000","-486,000","-866,000","-3,204,000","3,730,000","8,461,000","3,690,000","5,370,000","3,644,000","18,447,000","-4,103,000","-3,565,000","-1,542,000","-826,000","434,000","1,552,000","9,734,000","-1,629,000","-428,000","20,018,000","28,502,000","-48,000","-15,122,000",,,,,,"0","0",,,"0","0"
NetIncomeCommonStockholders,"-112,330,000","-33,592,000","-30,115,000","-24,599,000","-24,024,000","-22,045,000","-8,328,000","-29,341,000","-14,265,000","-6,005,000","13,443,000","9,191,000","7,036,000","4,145,000","26,011,000","27,420,000","20,288,000","12,555,000","11,693,000","36,508,000","-8,426,000","-5,392,000","-4,980,000","-1,802,000","-1,076,000","-1,645,000","26,189,000","5,812,000","2,418,000","28,753,000","42,009,000","-5,042,000","50,053,000","-5,203,000","-5,370,000","-4,443,000","-4,138,000","-4,993,000","21,937,000","19,600,000","-4,831,000","2,628,000","-4,533,000","-509,000"
	NetIncome,"-112,330,000","-33,592,000","-30,115,000","-24,599,000","-24,024,000","-22,045,000","-8,328,000","-29,341,000","-14,265,000","-6,005,000","13,443,000","9,191,000","7,036,000","4,145,000","26,011,000","27,420,000","20,288,000","12,555,000","11,693,000","36,508,000","-8,426,000","-5,392,000","-4,980,000","-1,802,000","-1,076,000","-1,645,000","26,189,000","5,812,000","2,418,000","28,753,000","42,009,000","-5,042,000","50,053,000","-5,203,000","-5,370,000","-4,443,000","-4,138,000","-3,749,000","21,957,000","-4,052,000","-3,501,000","32,111,000","-3,159,000","-3,989,000"
		NetIncomeIncludingNoncontrollingInterests,"-112,330,000","-33,592,000","-30,115,000","-24,599,000","-24,024,000","-22,045,000","-8,328,000","-29,341,000","-14,265,000","-6,005,000","13,443,000","9,191,000","7,036,000","4,145,000","26,011,000","27,420,000","20,288,000","12,555,000","11,693,000","36,508,000","-8,426,000","-5,392,000","-4,980,000","-1,802,000","-1,076,000","-1,645,000","26,189,000","5,812,000","2,418,000","28,753,000","42,009,000","-5,042,000","50,053,000","-5,203,000","-5,370,000","-4,443,000","-4,138,000","-3,749,000","21,957,000","-4,052,000","-3,501,000","32,111,000","-3,159,000","-3,989,000"
			NetIncomeContinuousOperations,"-112,330,000","-33,592,000","-30,115,000","-24,599,000","-24,024,000","-22,045,000","-8,328,000","-29,341,000","-14,265,000","-6,005,000","13,443,000","9,191,000","7,036,000","4,145,000","26,011,000","27,420,000","20,288,000","12,555,000","11,693,000","36,508,000","-8,426,000","-5,392,000","-4,980,000","-1,802,000","-1,076,000","-1,645,000","26,189,000","5,812,000","2,418,000","28,753,000","42,009,000","-5,042,000","50,053,000","-5,203,000","-5,370,000","-4,443,000","-4,138,000","-3,749,000","21,957,000","-4,052,000","-3,501,000","32,111,000","-3,159,000","-3,989,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","1,244,000","20,000","-23,652,000","1,330,000","29,483,000","1,374,000","-3,480,000"
DilutedNIAvailtoComStockholders,"-112,330,000","-33,592,000","-30,115,000","-24,599,000","-24,024,000","-22,045,000","-8,328,000","-29,341,000","-14,265,000","-6,005,000","13,443,000","9,191,000","7,036,000","4,145,000","26,011,000","27,420,000","20,288,000","12,555,000","11,693,000","36,508,000","-8,426,000","-5,392,000","-4,980,000","-1,802,000","-1,076,000","-1,645,000","26,189,000","5,812,000","2,418,000","28,753,000","42,009,000","-5,042,000","50,053,000","-5,203,000","-5,370,000","-4,443,000","-4,138,000","-4,993,000","21,937,000","19,600,000","-4,831,000","2,628,000","-4,533,000","-509,000"
BasicEPS,,"-1.63","-1.48","-1.22","-1.19","-1.09","-0.41","-1.46","-0.71","-0.3","0.68","0.47","0.36","0.21","1.34","1.41","1.05","0.65","0.61","1.91","-0.44","-0.28","-0.26","-0.09","-0.06","-0.09","1.39","0.3","0.13","1.54","2.26","-0.27","2.7","-0.28","-0.3","-0.25","-0.23","-2.28","1.71",,"-4.172","2.269","-0.354",
DilutedEPS,,"-1.63","-1.48","-1.22","-1.19","-1.09","-0.41","-1.46","-0.71","-0.3","0.65","0.44","0.33","0.2","1.25","1.3","0.97","0.61","0.59","1.86","-0.44","-0.28","-0.26","-0.09","-0.06","-0.09","1.36","0.29","0.13","1.49","2.18","-0.27","2.61","-0.28","-0.3","-0.25","-0.23","-2.28","1.53",,"-4.172","0.997","-0.354",
BasicAverageShares,,"20,551,000","20,388,000","20,221,000","20,201,000","20,171,000","20,093,000","20,074,000","20,020,000","19,922,000","19,751,000","19,686,000","19,673,000","19,549,000","19,426,000","19,380,000","19,303,000","19,206,000","19,130,000","19,097,000","19,081,000","19,047,000","19,038,000","19,036,000","18,982,825","18,920,790","18,776,000","18,714,000","18,697,104","18,679,898","18,603,000","18,589,000","18,528,833","18,353,628","17,949,472","17,904,000","17,819,813","2,192,470","12,814,928",,"1,158,053","1,158,053","12,814,928",
DilutedAverageShares,,"20,551,000","20,388,000","20,221,000","20,201,000","20,171,000","20,093,000","20,074,000","20,020,000","19,922,000","20,773,000","20,876,000","21,105,000","21,084,000","20,810,000","21,066,000","21,017,000","20,601,000","19,918,000","19,611,000","19,081,000","19,047,000","19,038,000","19,036,000","18,982,825","18,920,790","19,269,000","19,337,000","19,277,966","19,268,565","19,283,000","18,589,000","19,203,270","18,353,628","17,949,472","17,904,000","17,819,813","2,192,470","14,295,396",,"2,637,008","2,637,008","14,295,396",
TotalOperatingIncomeAsReported,"-131,830,000","-33,847,000","-30,409,000","-33,727,000","-33,847,000","-29,700,000","-12,299,000","-19,783,000","-22,852,000","-11,875,000","12,871,000","6,431,000","3,755,000","-1,304,000","27,856,000","34,452,000","22,640,000","16,859,000","14,377,000","54,295,000","-13,129,000","-9,506,000","-7,046,000","-3,099,000","-1,089,000","-565,000","35,594,000","3,674,000","1,703,000","48,561,000","70,210,000","-5,326,000","34,895,000","-5,127,000","-5,457,000","-4,701,000","-4,178,000","-4,001,000","21,909,000","-4,169,000","-3,528,000","32,095,000","-3,182,000","-4,131,000"
