name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,12/31/2012
TotalAssets,"639,546,000","531,163,000","581,828,000","640,875,000","675,947,000","720,220,000","712,147,000","576,181,000","592,927,000","340,287,000","265,812,000","295,892,000","324,475,000","226,348,000","233,051,000","259,123,000","284,780,000","295,699,000","169,183,000","187,076,000","209,454,000","204,360,000","226,857,000","237,009,000","259,000,000","275,822,000","165,514,000","171,216,000","175,722,000","192,469,000","208,922,000","223,317,000","106,912,000","22,645,000","18,920,000","13,423,000"
	CurrentAssets,"285,330,000","246,117,000","293,883,000","354,604,000","406,427,000","450,003,000","450,105,000","502,771,000","518,441,000","296,602,000","220,568,000","249,905,000","277,116,000","207,922,000","215,884,000","242,882,000","273,418,000","285,211,000","156,267,000","174,353,000","197,453,000","192,695,000","208,679,000","218,557,000","238,490,000","253,963,000","143,497,000","137,256,000","155,689,000","172,731,000","190,910,000","206,558,000","91,172,000","4,814,000","3,030,000","5,405,000"
		CashCashEquivalentsAndShortTermInvestments,"262,590,000","225,071,000","273,681,000","336,296,000","386,813,000","436,505,000","435,831,000","494,043,000","511,270,000","290,115,000","209,032,000","241,892,000","270,988,000","175,812,000","208,392,000","233,734,000","268,806,000","282,896,000","153,440,000","165,545,000","188,639,000","185,528,000","201,251,000","216,944,000","236,608,000","252,303,000","141,858,000","135,301,000","153,717,000","171,032,000","187,486,000","203,308,000","87,853,000","3,914,000","1,909,000","4,083,000"
			CashAndCashEquivalents,"198,359,000","110,623,000","127,177,000","167,634,000","249,427,000","333,558,000","339,439,000","363,511,000","286,649,000","171,160,000","58,922,000","90,034,000","65,269,000","73,256,000","45,132,000","39,282,000","69,212,000","282,896,000","56,323,000","53,693,000","38,235,000","63,502,000","130,481,000","52,651,000","40,793,000","201,615,000","90,494,000","96,417,000","153,717,000","171,032,000","187,486,000","203,308,000","87,853,000","3,914,000","1,909,000","4,083,000"
			OtherShortTermInvestments,"64,231,000","114,448,000","146,504,000","168,662,000","137,386,000","102,947,000","96,392,000","130,532,000","224,621,000","118,955,000","150,110,000","151,858,000","205,719,000","102,556,000","163,260,000","194,452,000","199,594,000",,"97,117,000","111,852,000","150,404,000","122,026,000","70,770,000","164,293,000","195,815,000","50,688,000","51,364,000","38,884,000",,,,,,,,
		Receivables,"4,471,000","3,348,000","1,658,000","641,000","5,186,000","1,829,000","2,585,000","49,000",,"0","5,000,000","0","0","27,000,000",,,,"48,000",,,,"6,026,000",,,,"158,000",,,,"300,000","1,421,000","188,000","1,786,000","225,000",,
			AccountsReceivable,"4,471,000","3,348,000","1,658,000","641,000","5,186,000","1,829,000","2,585,000","49,000",,"0","5,000,000","0","0","27,000,000",,,,"48,000",,,,"75,000",,,,"158,000",,,,"300,000","1,421,000","188,000","1,786,000","225,000",,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,"5,951,000",,,,,,,,,,,,,,
		Inventory,"10,657,000","10,154,000","10,192,000","5,065,000","5,629,000","5,876,000","3,976,000","778,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,,,,,,,"3,976,000","778,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
