name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalRevenue,"436,975,000","126,139,000","119,928,000","102,570,000","88,338,000","77,028,000","70,324,000","61,497,000","53,852,000","50,904,000"
	OperatingRevenue,"436,975,000","126,139,000","119,928,000","102,570,000","88,338,000","77,028,000","70,324,000","61,497,000","53,852,000","50,904,000"
CostOfRevenue,"159,231,000","45,777,000","46,146,000","37,299,000","30,009,000","23,838,000","20,917,000","19,056,000","17,690,000","17,813,000"
GrossProfit,"277,744,000","80,362,000","73,782,000","65,271,000","58,329,000","53,190,000","49,407,000","42,441,000","36,162,000","33,091,000"
OperatingExpense,"683,702,000","191,844,000","187,462,000","160,022,000","144,374,000","98,334,000","81,708,000","182,438,000","63,656,000","66,474,000"
	SellingGeneralAndAdministration,"488,429,000","134,183,000","130,776,000","112,321,000","111,149,000","74,021,000","59,847,000","137,517,000","44,781,000","46,732,000"
		GeneralAndAdministrativeExpense,"120,905,000","27,481,000","30,151,000","25,330,000","37,943,000","15,512,000","12,009,000","93,758,000","8,334,000","8,415,000"
			OtherGandA,"120,905,000","27,481,000","30,151,000","25,330,000","37,943,000","15,512,000","12,009,000","93,758,000","8,334,000","8,415,000"
		SellingAndMarketingExpense,"367,524,000","106,702,000","100,625,000","86,991,000","73,206,000","58,509,000","47,838,000","43,759,000","36,447,000","38,317,000"
	ResearchAndDevelopment,"195,273,000","57,661,000","56,686,000","47,701,000","33,225,000","24,313,000","21,861,000","44,921,000","18,875,000","19,742,000"
OperatingIncome,"-405,958,000","-111,482,000","-113,680,000","-94,751,000","-86,045,000","-45,144,000","-32,301,000","-139,997,000","-27,494,000","-33,383,000"
NetNonOperatingInterestIncomeExpense,"1,742,000","566,000","189,000","299,000","688,000","844,000","1,108,000","1,259,000","1,303,000","443,000"
	InterestIncomeNonOperating,"1,742,000","566,000","189,000","299,000","688,000","844,000","1,108,000","1,259,000","1,303,000","443,000"
OtherIncomeExpense,"-3,073,000","-1,382,000","-518,000","-530,000","-643,000","-336,000","-302,000","-153,000","-211,000","-307,000"
	OtherNonOperatingIncomeExpenses,"-3,073,000","-1,382,000","-518,000","-530,000","-643,000","-336,000","-302,000","-153,000","-211,000","-307,000"
PretaxIncome,"-407,289,000","-112,298,000","-114,009,000","-94,982,000","-86,000,000","-44,636,000","-31,495,000","-138,891,000","-26,402,000","-33,247,000"
TaxProvision,"3,973,000","689,000","430,000","684,000","2,170,000","-110,000","261,000","-750,000","-106,000","388,000"
NetIncomeCommonStockholders,"-411,262,000","-112,987,000","-114,439,000","-95,666,000","-88,170,000","-47,919,000","-42,508,000","-138,141,000","-26,296,000","-33,635,000"
	NetIncome,"-411,262,000","-112,987,000","-114,439,000","-95,666,000","-88,170,000","-44,526,000","-31,756,000","-138,141,000","-26,296,000","-33,635,000"
		NetIncomeIncludingNoncontrollingInterests,"-411,262,000","-112,987,000","-114,439,000","-95,666,000","-88,170,000","-44,526,000","-31,756,000","-138,141,000","-26,296,000","-33,635,000"
			NetIncomeContinuousOperations,"-411,262,000","-112,987,000","-114,439,000","-95,666,000","-88,170,000","-44,526,000","-31,756,000","-138,141,000","-26,296,000","-33,635,000"
	OtherunderPreferredStockDividend,,,,,,"3,393,000",,,,
DilutedNIAvailtoComStockholders,"-411,262,000","-112,987,000","-114,439,000","-95,666,000","-88,170,000","-47,919,000","-42,508,000","-138,141,000","-26,296,000","-33,635,000"
BasicEPS,,"-0.41","-0.43","-0.37","-0.339","-0.21",,"-0.616","-0.117","-0.15"
DilutedEPS,,"-0.41","-0.43","-0.37","-0.339","-0.21",,"-0.616","-0.117","-0.15"
BasicAverageShares,,"272,890,829","265,480,761","259,152,303","259,836,206","224,261,477",,"224,261,477","224,261,477","224,261,477"
DilutedAverageShares,,"272,890,829","265,480,761","259,152,303","259,836,206","224,261,477",,"224,261,477","224,261,477","224,261,477"
TotalOperatingIncomeAsReported,"-405,958,000","-111,482,000","-113,680,000","-94,751,000","-86,045,000","-45,144,000","-32,301,000","-139,997,000","-27,494,000","-33,383,000"
TotalExpenses,"842,933,000","237,621,000","233,608,000","197,321,000","174,383,000","122,172,000","102,625,000","201,494,000","81,346,000","84,287,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-411,262,000","-112,987,000","-114,439,000","-95,666,000","-88,170,000","-44,526,000","-31,756,000","-138,141,000","-26,296,000","-33,635,000"
NormalizedIncome,"-411,262,000","-112,987,000","-114,439,000","-95,666,000","-88,170,000","-44,526,000","-31,756,000","-138,141,000","-26,296,000","-33,635,000"
InterestIncome,"1,742,000","566,000","189,000","299,000","688,000","844,000","1,108,000","1,259,000","1,303,000","443,000"
NetInterestIncome,"1,742,000","566,000","189,000","299,000","688,000","844,000","1,108,000","1,259,000","1,303,000","443,000"
EBIT,"-405,958,000","-111,482,000","-113,680,000","-94,751,000","-86,045,000","-45,144,000","-32,301,000","-139,997,000","-27,494,000","-33,383,000"
EBITDA,"-401,863,000"
ReconciledCostOfRevenue,"159,231,000","45,777,000","46,146,000","37,299,000","30,009,000","23,838,000","20,917,000","19,056,000","17,690,000","17,813,000"
ReconciledDepreciation,"4,095,000","1,250,000","1,192,000","897,000","756,000","787,000","380,000","488,000","434,000","265,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-411,262,000","-112,987,000","-114,439,000","-95,666,000","-88,170,000","-44,526,000","-31,756,000","-138,141,000","-26,296,000","-33,635,000"
NormalizedEBITDA,"-401,863,000","-110,232,000","-112,488,000","-93,854,000","-85,289,000","-44,357,000","-31,921,000","-139,509,000","-27,060,000","-33,118,000"
