name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalAssets,"26,562,353,000","26,530,430,000","26,143,367,000","26,605,938,000","27,276,892,000","27,162,596,000","26,888,308,000","26,380,409,000","24,565,810,000","23,555,728,000","23,402,679,000","22,960,731,000","23,005,652,000","22,388,030,000","22,086,539,000","22,220,380,000","22,039,439,000","21,275,647,000","20,768,493,000","20,064,589,000","19,152,212,000","18,890,142,000","18,451,783,000","12,279,579,000","11,427,419,000","9,879,459,000","9,329,216,000","8,710,435,000","8,303,407,000","6,766,499,000","6,580,360,000","6,297,975,000","5,028,893,000","4,787,068,000","4,706,465,000","4,043,632,000","3,951,818,000","4,040,207,000","3,823,017,000","3,764,860,000","3,837,382,000","3,839,987,000","3,930,647,000","4,026,841,000","3,326,878,000","3,273,659,000","3,176,152,000","2,878,572,000","3,019,025,000","2,770,811,000","2,889,686,000","2,961,696,000","3,159,819,000","3,233,303,000","3,070,546,000","3,062,117,000","3,051,971,000","2,710,875,000","2,651,305,000","2,580,545,000","2,544,205,000","2,529,400,000","2,515,761,000","2,420,597,000","2,238,084,000","2,134,882,000","2,019,711,000","1,902,603,000","1,797,320,000","1,726,840,000","1,630,096,000","1,516,175,000","1,426,636,000","1,386,529,000","1,253,571,000","1,194,463,000","1,089,203,000","1,035,853,000","965,008,000","896,153,000","867,223,000","871,379,000","815,658,000","819,643,000","802,992,000","826,952,000","829,154,000","817,412,000","819,106,000","796,000,000","757,300,000","708,500,000","666,900,000","612,400,000","566,500,000","473,700,000","422,700,000","352,100,000","338,400,000","309,300,000","286,900,000"
TotalLiabilitiesNetMinorityInterest,"21,869,184,000","21,691,070,000","21,587,015,000","22,101,145,000","22,890,583,000","22,887,240,000","22,698,935,000","22,266,643,000","20,479,551,000","19,402,260,000","19,321,231,000","18,964,353,000","19,119,888,000","18,614,665,000","18,429,905,000","18,603,438,000","18,509,785,000","17,811,859,000","17,430,683,000","16,801,436,000","16,275,608,000","16,095,271,000","15,692,232,000","10,719,467,000","9,916,169,000","8,411,665,000","8,011,542,000","7,497,677,000","7,120,675,000","5,854,657,000","5,701,341,000","5,444,317,000","4,372,223,000","4,158,640,000","4,094,751,000","3,509,062,000","3,424,686,000","3,529,101,000","3,341,733,000","3,301,852,000","3,391,313,000","3,412,014,000","3,520,296,000","3,637,735,000","2,988,612,000","2,949,889,000","2,856,648,000","2,582,661,000","2,732,056,000","2,498,341,000","2,540,273,000","2,625,367,000","2,814,794,000","2,905,700,000","2,851,336,000","2,847,813,000","2,835,545,000","2,516,614,000","2,459,118,000","2,402,464,000","2,361,890,000","2,354,767,000","2,349,132,000","2,270,987,000","2,085,084,000","1,985,479,000","1,876,629,000","1,762,857,000","1,670,665,000","1,605,434,000","1,514,871,000","1,415,853,000","1,320,370,000","1,288,043,000","1,116,900,000","1,087,195,000","995,272,000","945,685,000","878,773,000","814,034,000","791,627,000","797,512,000","743,407,000","749,684,000","734,742,000","761,353,000","764,673,000","753,717,000","756,763,000","734,800,000","697,300,000","648,300,000","625,300,000","572,000,000","527,400,000","435,800,000","385,900,000","316,400,000","303,900,000","289,100,000","267,800,000"
TotalEquityGrossMinorityInterest,"4,693,169,000","4,839,360,000","4,556,352,000","4,504,793,000","4,386,309,000","4,275,356,000","4,189,373,000","4,113,766,000","4,086,259,000","4,153,468,000","4,081,448,000","3,996,378,000","3,885,764,000","3,773,365,000","3,656,634,000","3,616,942,000","3,529,654,000","3,463,788,000","3,337,810,000","3,263,153,000","2,876,604,000","2,794,871,000","2,759,551,000","1,560,112,000","1,511,250,000","1,467,794,000","1,317,674,000","1,212,758,000","1,182,732,000","911,842,000","879,019,000","853,658,000","656,670,000","628,428,000","611,714,000","534,570,000","527,132,000","511,106,000","481,284,000","463,008,000","446,069,000","427,973,000","410,351,000","389,106,000","338,266,000","323,770,000","319,504,000","295,911,000","286,969,000","272,470,000","349,413,000","336,329,000","345,025,000","327,603,000","219,210,000","214,304,000","216,426,000","194,261,000","192,187,000","178,081,000","182,315,000","174,633,000","166,629,000","149,610,000","153,000,000","149,403,000","143,082,000","139,746,000","126,655,000","121,406,000","115,225,000","100,322,000","106,266,000","98,486,000","136,671,000","107,268,000","93,931,000","90,168,000","86,235,000","82,119,000","75,596,000","73,867,000","72,251,000","69,959,000","68,250,000","65,599,000","64,481,000","63,695,000","62,343,000","61,200,000","60,000,000","60,200,000","41,600,000","40,400,000","39,100,000","37,900,000","36,800,000","35,700,000","34,500,000","20,200,000","19,100,000"
	StockholdersEquity,"4,690,057,000","4,836,243,000","4,553,240,000","4,501,676,000","4,383,205,000","4,272,271,000","4,186,285,000","4,110,666,000","4,083,150,000","4,150,351,000","4,078,324,000","3,993,247,000","3,882,643,000","3,770,330,000","3,653,596,000","3,613,903,000","3,526,605,000","3,460,728,000","3,334,740,000","3,260,123,000","2,873,317,000","2,791,607,000","2,756,346,000","1,556,921,000","1,508,080,000","1,464,631,000","1,314,517,000","1,209,254,000","1,179,256,000","908,390,000","875,578,000","850,204,000","653,208,000","624,958,000","608,236,000","531,125,000","523,679,000","507,664,000","477,851,000","459,590,000","442,646,000","424,551,000","406,945,000","385,683,000","334,830,000","320,355,000","316,072,000","292,487,000","283,513,000","269,028,000","345,954,000","332,885,000","341,581,000","324,182,000","215,810,000","210,897,000","212,994,000","190,829,000","188,754,000","178,081,000","182,315,000","174,633,000","166,629,000","149,610,000","153,000,000","149,403,000","143,082,000","139,746,000","126,655,000","121,406,000","115,225,000","100,322,000","106,266,000","98,486,000","91,421,000","90,018,000","76,681,000","72,918,000","68,985,000","64,869,000","58,346,000","56,617,000","55,001,000","52,709,000","51,000,000","48,349,000","47,231,000","46,445,000","45,093,000","43,900,000","42,700,000","42,900,000","41,600,000","40,400,000","39,100,000","37,900,000","36,800,000","35,700,000","34,500,000","20,200,000","19,100,000"
		CapitalStock,"340,207,000","340,234,000","1,288,000","1,297,000","1,297,000","1,294,000","1,293,000","1,293,000","1,293,000","1,289,000","1,289,000","1,289,000","1,289,000","1,286,000","1,286,000","1,286,000","1,286,000","1,283,000","1,282,000","1,282,000","1,216,000","1,213,000","1,211,000","907,000","907,000","906,000","883,000","868,000","867,000","799,000","797,000","797,000","369,000","369,000","367,000","354,000","354,000","353,000","347,000","346,000","346,000","345,000","343,000","171,000","171,000","170,000","170,000","170,000","169,000","169,000","72,465,000","72,325,000","72,186,000","72,049,000","168,000","168,000","168,000","168,000","168,000","168,000","168,000","167,000","167,000","167,000","167,000","167,000","167,000","166,000","166,000","165,000","164,000","164,000","164,000","162,000","81,000","81,000","79,000","78,000","77,000","76,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000",,,,,,,,,,,,
			PreferredStock,"338,980,000","338,980,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0","0",,"0","72,296,000","72,156,000","72,017,000","71,880,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,227,000","1,254,000","1,288,000","1,297,000","1,297,000","1,294,000","1,293,000","1,293,000","1,293,000","1,289,000","1,289,000","1,289,000","1,289,000","1,286,000","1,286,000","1,286,000","1,286,000","1,283,000","1,282,000","1,282,000","1,216,000","1,213,000","1,211,000","907,000","907,000","906,000","883,000","868,000","867,000","799,000","797,000","797,000","369,000","369,000","367,000","354,000","354,000","353,000","347,000","346,000","346,000","345,000","343,000","171,000","171,000","170,000","170,000","170,000","169,000","169,000","169,000","169,000","169,000","169,000","168,000","168,000","168,000","168,000","168,000","168,000","168,000","167,000","167,000","167,000","167,000","167,000","167,000","166,000","166,000","165,000","164,000","164,000","164,000","162,000","81,000","81,000","79,000","78,000","77,000","76,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000",,,,,,,,,,,,
			OtherCapitalStock,,,,,,,,,,,,,,,,,,"0","0","0",,,,,,,,"0",,"0",,,,"0","0","0",,,,,,,"0","0",,,,,,,"266,383,000","0",,"169,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,962,126,000","2,093,702,000","2,245,012,000","2,277,138,000","2,272,046,000","2,265,850,000","2,261,864,000","2,257,867,000","2,253,991,000","2,251,824,000","2,247,973,000","2,243,779,000","2,239,404,000","2,237,948,000","2,234,383,000","2,230,809,000","2,227,178,000","2,221,844,000","2,214,630,000","2,212,302,000","1,907,893,000","1,901,880,000","1,894,864,000","755,782,000","752,029,000","755,995,000","633,941,000","566,320,000","563,087,000","324,354,000","317,390,000","315,267,000","147,584,000","143,385,000","140,136,000","79,101,000","76,102,000","73,043,000","56,873,000","54,897,000","53,784,000","51,145,000","49,080,000","48,239,000","47,114,000","45,278,000","44,416,000","43,424,000","42,264,000","41,584,000","44,099,000","43,725,000","43,556,000","43,314,000","39,731,000","39,289,000","38,871,000","38,613,000","38,474,000","37,697,000","37,261,000","36,779,000","36,176,000","35,686,000","35,327,000","34,210,000","33,819,000","33,479,000","33,024,000","30,760,000","29,690,000","29,153,000","28,590,000","27,131,000","26,176,000","25,773,000","18,402,000","17,010,000","16,176,000","15,462,000","14,410,000","14,360,000","14,358,000","14,314,000","14,314,000","14,314,000","14,314,000","14,314,000","14,314,000","14,300,000","14,300,000",,,,,,,,,,
		RetainedEarnings,"2,468,652,000","2,378,466,000","2,266,234,000","2,173,114,000","2,059,398,000","1,946,875,000","1,862,012,000","1,788,329,000","1,772,978,000","1,869,983,000","1,801,414,000","1,728,486,000","1,647,626,000","1,565,201,000","1,477,178,000","1,428,721,000","1,339,049,000","1,250,313,000","1,124,454,000","1,051,531,000","982,275,000","914,434,000","846,636,000","785,126,000","744,713,000","706,628,000","667,972,000","633,998,000","600,935,000","571,454,000","546,667,000","524,134,000","502,044,000","484,876,000","468,186,000","452,568,000","438,194,000","423,485,000","407,671,000","392,895,000","377,951,000","363,734,000","349,592,000","333,943,000","286,804,000","275,074,000","260,862,000","243,181,000","234,830,000","221,243,000","213,793,000","207,596,000","200,288,000","193,195,000","186,295,000","179,473,000","172,885,000","167,139,000","161,420,000","154,863,000","148,454,000","142,609,000","136,928,000","130,589,000","124,330,000","117,600,000","110,882,000","104,476,000","98,259,000","92,262,000","86,566,000","81,231,000","76,118,000","71,293,000","66,733,000","62,425,000","76,681,000","54,755,000","51,347,000","48,263,000","45,358,000","42,718,000","40,588,000","38,741,000","36,944,000","35,498,000","34,367,000","33,890,000","32,453,000","31,000,000","29,700,000","28,400,000","27,100,000","25,900,000","24,700,000","23,500,000","22,300,000","21,200,000","20,000,000","18,900,000","17,900,000"
