name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"1,896,957,492","3,741,450,881","5,516,231,947","7,224,943,002"
EnterpriseValue,"1,442,754,492","3,178,917,881","4,848,909,947","7,224,943,002"
PsRatio,"22.332","27.149","109.201",
PbRatio,"2.589","5.333","8.201",
EnterprisesValueRevenueRatio,"17.024","78.1","176.465","1,366.549"
EnterprisesValueEBITDARatio,"-13.354","-118.918","-232.116","-138.157"
