name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
OperatingIncome,"92,241,000","27,425,000","29,139,000","16,532,000","19,155,000","15,954,000","20,517,000","12,116,000","10,622,000","2,925,000","4,132,000","3,115,000","3,040,000","1,934,000","2,456,000","315,000","-1,260,000","-2,439,000","-596,000","-1,250,000","-1,524,000","-3,854,000","-5,410,000","-6,307,000","-6,449,000","-5,376,000","-5,265,000","-8,144,000","-7,151,000","-9,023,000","-5,391,000","-4,645,000","-4,680,000","-3,137,000","-4,188,000","-3,892,000","-4,153,000","-2,197,000","-3,579,000","-3,235,000","-2,252,000","-4,412,000","-6,115,000","-686,000","-471,000","-393,000","-2,072,000","-1,660,000","-1,319,000","-3,635,000","106,000","-380,000","-140,000","-707,000","-1,085,000","-2,384,000","-2,901,000","-1,278,023","-544,123","-367,006","-264,138","-286,217","-222,357","-29,245","-15,667","-86,784","-47,831","-12,581","-23,862","79,000","483,000","160,000","-8,000","148,000","-73,000","217,000","-229,000"
NetNonOperatingInterestIncomeExpense,"-8,495,000","-3,188,000","-2,195,000","-1,955,000","-1,157,000","-144,000","-266,000","-287,000","-306,000","-77,000","59,000","41,000","0","-472,000","-194,000","-135,000","-319,000","-252,000","-446,000","-662,000","-707,000","-599,000","-725,000","-622,000","-682,000","-449,000","-471,000","-405,000","-491,000","-112,000","5,000","-131,000","3,000","1,875,000","-4,000","-1,653,000","-1,626,000","-393,000","-536,000","-494,000","-459,000","-10,059,000","-1,693,000","-377,000","-367,000","-364,000","-358,000","-360,000","-679,000","-844,000","-810,000","-734,000","-666,000","-885,000","-444,000",,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,"-77,000",,,,,,,,,,,,,,,,,,,"-491,000",,"5,000",,"3,000",,,,,,,,,,,,"0","0","0","1,000","1,000","1,000","1,000","3,000","3,000","0","21,000",,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"8,495,000","3,188,000",,,,,,,,,,,"0","472,000","194,000","135,000","319,000","252,000","446,000","662,000","707,000","599,000","725,000","622,000","682,000","449,000","471,000","405,000","491,000","112,000",,"131,000","3,000","-1,875,000","4,000","1,653,000","1,626,000","393,000","536,000","494,000","459,000","10,059,000","1,693,000","377,000","367,000","364,000","358,000","361,000","680,000","845,000","811,000","737,000","669,000","885,000","465,000",,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"8,495,000","3,188,000","2,195,000","1,955,000","1,157,000","144,000","266,000","287,000","306,000","77,000","-59,000","-41,000",,,,,,,,,,,,,,,,,"491,000","112,000",,,"-3,000","-230,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-39,774,000","-492,000","-16,164,000","-22,813,000","-315,000","-879,000","-4,675,000","-10,795,000",,"798,000","-889,000","-4,421,000","-4,818,000","-7,912,000","-3,182,000","1,865,000","3,071,000","-2,588,000","-2,841,000","-5,430,000","-1,913,000","-2,775,000","3,849,000","-849,000","15,000","-35,000","-24,000","-2,000","-5,000","60,000","17,000","2,000","-5,000","-162,000","35,000","-587,000","17,000","-805,000","-66,000","-26,000","-28,000","-7,610,000","962,000","132,000","98,000","-450,000","-6,016,000","-167,000","-344,000","-38,378,000","1,449,000","154,000","150,000","-31,518,000","-694,000","-159,000","45,000",,,,,,,,,,,,,"-588,000","474,000",,,"9,000",,"566,000",
	GainOnSaleOfSecurity,"2,062,000","459,000","2,122,000","-249,000","-270,000",,,,,"1,021,000","-870,000","-4,505,000","-5,227,000","-7,828,000","-3,129,000","1,879,000","3,198,000","-1,897,000","-2,521,000","-4,581,000","-1,916,000","-2,673,000","3,781,000","-571,000","-3,000","-9,000","-8,000","-13,000","1,000","1,000","41,000","-1,000","-6,000","-29,000","9,000","-783,000","25,000","45,000","-18,000","-26,000","-7,000","1,353,000","-71,000","-31,000","48,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-41,087,000","-800,000","-18,200,000","-22,087,000","-10,000","-784,000","-4,662,000","-10,757,000",,"0","0",,,"-406,000","-10,000","-15,000",,"-619,000","-284,000","-882,000",,"0","0","-293,000","0","-6,000","-8,000","0","-23,000","0","1,000","0","-8,000","-133,000","26,000","-407,000","-8,000","-811,000","-4,000",,"-21,000","-8,963,000","1,033,000","163,000","50,000","-450,000","-6,016,000","-167,000","-344,000","-38,378,000","1,449,000","154,000","150,000","-31,047,000","-694,000","-159,000","45,000",,,,,,,,,,,,,"-588,000","474,000",,,"9,000",,"566,000",
		RestructuringAndMergernAcquisition,"41,087,000","800,000","18,200,000","22,087,000","10,000","332,000","4,662,000","10,757,000",,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","-603,000",,"39,000","44,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"154,000",,,,,,,,"5,288,000","0",,"0","0","6,028,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,"452,000",,"10,757,000",,,,,,"406,000","10,000","15,000",,"619,000","284,000","882,000",,"0",,"293,000",,,,,,"0","-1,000",,"10,000","-7,000","-27,000","399,000","3,000","-341,000","4,000",,,"3,675,000","-1,033,000",,"-50,000","450,000","-12,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,"0","0",,"0","-6,000","-8,000","0","-23,000","0","0","0","2,000","14,000","-1,000","-8,000","-5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-749,000","-151,000","-86,000","-477,000","-35,000","-95,000","-13,000","-38,000",,"-223,000","-19,000","84,000","409,000","322,000","-43,000","1,000","-127,000","-1,321,000","-36,000","33,000","3,000","-102,000","68,000","15,000","18,000","-20,000","-8,000","11,000","17,000","59,000","-25,000","3,000","9,000","0",,"603,000",,"-39,000","-44,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"43,972,000","23,745,000","10,780,000","-8,236,000","17,683,000","14,931,000","15,576,000","1,034,000","10,316,000","3,646,000","3,302,000","-1,265,000","-1,778,000","-6,450,000","-920,000","2,045,000","1,492,000","-5,279,000","-3,883,000","-7,342,000","-4,144,000","-7,228,000","-2,286,000","-7,778,000","-7,116,000","-5,860,000","-5,760,000","-8,551,000","-7,647,000","-9,075,000","-5,369,000","-4,774,000","-4,682,000","-1,424,000","-4,157,000","-6,132,000","-5,762,000","-3,395,000","-4,181,000","-3,755,000","-2,739,000","-22,081,000","-6,846,000","-931,000","-740,000","-1,207,000","-8,446,000","-2,189,000","-2,342,000","-43,265,000","859,000","-821,000","-656,000","-33,110,000","-2,223,000","-2,967,000","-3,264,000",,,,,,,,,,,,,,,,,"-17,000","-238,000",,
TaxProvision,"8,403,000","3,604,000","3,718,000","-2,349,000","3,430,000","-15,125,000","1,061,000","661,000","376,000","-10,381,000","41,000","72,000","-107,000","312,000","216,000","-23,000","-36,000","-14,000","-84,000","-884,000","31,000","-303,000","300,000","-437,000","296,000","-32,000","3,000","-229,000","472,000","278,000","115,000","427,000","-72,000","-306,000","19,000","90,000","-76,000","24,000","33,000","20,000","14,000","46,000","32,000","0","31,000","46,000","45,000","64,000","68,000","-655,000","274,000","380,000","305,000","-608,000","350,000","74,000","73,000",,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"35,546,000","20,100,000","7,014,000","-5,852,000","14,284,000","30,056,000","14,515,000","373,000","9,940,000","13,818,000","3,326,000","-1,425,000","-1,819,000","-6,858,000","-1,348,000","1,712,000","484,000","-38,425,000","-3,799,000","-6,458,000","-4,175,000","-6,925,000","-2,586,000","-7,341,000","-7,412,000","-5,828,000","-5,763,000","-8,322,000","-8,119,000","-9,353,000","-5,484,000","-5,201,000","-4,610,000","-2,620,000","-4,176,000","-6,222,000","-5,686,000","-3,419,000","-4,214,000","-3,775,000","-2,753,000","-22,127,000","-6,878,000","-931,000","-771,000","-1,253,000","-8,491,000","-2,253,000","2,614,000","-40,906,000","585,000","-1,201,000","-961,000","-32,668,000","-2,554,000","-3,041,000","-3,337,000","-1,187,193","-454,685","-290,815","-264,138","-328,717","-222,357","-29,245","-15,667","-86,784","-47,831","-12,581","-23,862","-687,000","345,000","17,000","-179,000","149,000","-238,000","632,000","-415,000"
	NetIncome,"35,546,000","20,100,000","7,014,000","-5,852,000","14,284,000","30,056,000","14,515,000","373,000","9,940,000","13,818,000","3,326,000","-1,425,000","-1,819,000","-6,858,000","-1,348,000","1,712,000","484,000","-38,425,000","-3,799,000","-6,458,000","-4,175,000","-6,925,000","-2,586,000","-7,341,000","-7,412,000","-5,828,000","-5,763,000","-8,322,000","-8,119,000","-9,353,000","-5,484,000","-5,201,000","-4,610,000","-2,620,000","-4,176,000","-6,222,000","-5,686,000","-3,419,000","-4,214,000","-3,775,000","-2,753,000","-22,127,000","-6,878,000","-931,000","-771,000","-1,253,000","-8,491,000","-2,253,000","2,614,000","-40,906,000","585,000","-1,201,000","-961,000","-32,668,000","-2,554,000","-3,041,000","-3,337,000","-1,187,193","-454,685","-290,815","-264,138","-286,217","-222,357","-29,245","-15,667","-86,784","-47,831","-12,581","-23,862","-687,000","345,000","17,000","-179,000","149,000","-238,000","632,000","-415,000"
		NetIncomeIncludingNoncontrollingInterests,"35,569,000","20,141,000","7,062,000","-5,887,000","14,253,000","30,056,000","14,515,000","373,000","9,940,000","13,818,000","3,326,000","-1,425,000","-1,819,000","-6,858,000","-1,348,000","1,712,000","484,000","-38,425,000","-3,799,000","-6,458,000","-4,175,000","-6,925,000","-2,586,000","-7,341,000","-7,412,000","-5,828,000","-5,763,000","-8,322,000","-8,119,000","-9,353,000","-5,484,000","-5,201,000","-4,610,000","-2,620,000","-4,176,000","-6,222,000","-5,686,000","-3,419,000","-4,214,000","-3,775,000","-2,753,000","-22,127,000","-6,878,000","-931,000","-771,000","-1,253,000","-8,491,000","-2,253,000","2,614,000","-40,906,000","585,000","-1,201,000","-961,000","-32,649,000","-2,573,000","-3,041,000","-3,337,000","-1,187,193","-454,685","-290,815","-264,138","-286,217","-222,357","-29,245","-15,667","-86,784","-47,831","-12,581","-23,862","-687,000","345,000","17,000","-179,000","149,000","-238,000","632,000","-415,000"
			NetIncomeContinuousOperations,"35,569,000","20,141,000","7,062,000","-5,887,000","14,253,000","30,056,000","14,515,000","373,000","9,940,000","14,027,000","3,261,000","-1,337,000","-1,671,000","-6,762,000","-1,136,000","2,068,000","1,528,000","-5,265,000","-3,799,000","-6,458,000","-4,175,000","-6,925,000","-2,586,000","-7,341,000","-7,412,000","-5,828,000","-5,763,000","-8,322,000","-8,119,000","-9,353,000","-5,484,000","-5,201,000","-4,610,000","-1,118,000","-4,176,000","-6,222,000","-5,686,000","-3,419,000","-4,214,000","-3,775,000","-2,753,000","-22,127,000","-6,878,000","-931,000","-771,000","-1,253,000","-8,491,000","-2,253,000","-2,410,000","-42,610,000","585,000","-1,201,000","-961,000","-32,502,000","-2,573,000","-3,041,000","-3,337,000","-1,187,193","-454,685","-290,815","-264,138","-286,217","-222,357","-29,245","-15,667","-86,784","-47,831","-12,581","-23,862","-687,000","345,000","17,000","-179,000","-17,000","-238,000","615,000","-392,000"
			NetIncomeDiscontinuousOperations,"0",,,,,"0","0","0","0","-209,000","65,000","-88,000","-148,000","-96,000","-212,000","-356,000","-1,044,000","-34,213,000",,,,,,,,,,,,"0","0","0","0","773,000",,,,,,,,"0","0","0","0","0","0","0","5,024,000",,,,,,,,,,,,,,,,,,,,,,,,,"166,000",,"17,000","-23,000"
		MinorityInterests,"-23,000","-41,000","-48,000","35,000","31,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"19,000",,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"35,546,000","20,100,000","7,014,000","-5,852,000","14,284,000","30,056,000","14,515,000","373,000","9,940,000","13,818,000","3,326,000","-1,425,000","-1,819,000","-6,858,000","-1,348,000","1,712,000","484,000","-38,425,000","-3,799,000","-6,458,000","-4,175,000","-6,925,000","-2,586,000","-7,341,000","-7,412,000","-5,828,000","-5,763,000","-8,322,000","-8,119,000","-9,353,000","-5,484,000","-5,201,000","-4,610,000","-2,620,000","-4,176,000","-6,222,000","-5,686,000","-3,419,000","-4,214,000","-3,775,000","-2,753,000","-22,127,000","-6,878,000","-931,000","-771,000","-1,253,000","-8,491,000","-2,253,000","2,614,000","-40,906,000","585,000","-1,201,000","-961,000","-32,668,000","-2,554,000","-3,041,000","-3,337,000","-1,187,193","-454,685","-290,815","-264,138","-328,717","-222,357","-29,245","-15,667","-86,784","-47,831","-12,581","-23,862","-687,000","345,000","17,000","-179,000","149,000","-238,000","632,000","-415,000"
BasicEPS,,"0.21","0.07","-0.06","0.16","0.34","0.16","0.004","0.11","0.16","0.04","-0.02","-0.02","-0.09","-0.01","0.02","0.01","-0.51","-0.05","-0.1","-0.06","-0.1","-0.04","-0.11","-0.11","-0.09","-0.09","-0.14","-0.14","-0.22","-0.15","-0.14","-0.12","-0.07","-0.133","-0.199","-0.278",,"-0.241","-0.2","-0.15",,"-0.8","-0.1","-0.1",,"-1.15","-0.3","0.35",,"0.05","-0.15","-0.1",,"-0.35","-0.45","-0.5",,"-0.1","-0.1","-0.1",,"-0.1","-0.015","-0.008",,"-0.02","-0.006","-0.02",,"0.08","0.004","-0.06",,"-0.16","0.4","-0.28"
DilutedEPS,,"0.19","0.07","-0.06","0.14","0.31","0.15","0.004","0.11","0.15","0.04","-0.02","-0.02","-0.09","-0.01","0.02","0.01","-0.51","-0.05","-0.1","-0.06","-0.1","-0.04","-0.11","-0.11","-0.09","-0.09","-0.14","-0.14","-0.22","-0.15","-0.14","-0.12","-0.07","-0.133","-0.199","-0.278",,"-0.241","-0.2","-0.15",,"-0.8","-0.1","-0.1",,"-1.15","-0.3","0.3",,"0.05","-0.15","-0.1",,"-0.35","-0.45","-0.5",,"-0.1","-0.1","-0.1",,"-0.1","-0.015","-0.008",,"-0.02","-0.006","-0.02",,"0.02","0.004","-0.06",,"-0.16","0.4","-0.28"
BasicAverageShares,,"96,965,000","96,548,000","96,157,000","91,585,000","89,665,000","89,003,000","88,035,000","87,386,000","86,784,000","85,876,000","83,909,000","81,814,000","79,404,000","77,645,000","77,193,000","76,204,000","75,160,000","72,148,000","66,846,000","66,599,000","66,595,000","66,634,000","66,457,000","66,286,000","66,278,000","65,979,000","57,274,000","57,388,000","43,219,000","37,799,000","37,504,000","37,424,000","37,388,429","31,368,217","31,272,447","20,468,368",,"17,486,608","17,447,000","16,900,800",,"8,393,200","8,354,200","8,335,800",,"7,234,800","7,191,400","7,875,000",,"7,970,000","7,972,600","7,961,600",,"7,473,200","6,484,600","6,466,000",,"4,096,000","3,346,000","3,346,000",,"2,109,565","2,000,000","2,000,000",,"2,000,000","2,000,000","2,000,000",,"4,233,730","4,233,735","3,247,992",,"1,578,708","1,578,708","1,564,219"
DilutedAverageShares,,"104,151,000","103,287,000","96,157,000","98,822,000","97,582,000","96,976,000","96,057,000","93,108,000","91,875,000","92,472,000","83,909,000","81,814,000","79,404,000","77,645,000","78,780,000","79,598,000","75,160,000","72,148,000","66,846,000","66,599,000","66,595,000","66,634,000","66,457,000","66,286,000","66,278,000","65,979,000","57,274,000","57,388,000","43,219,000","37,799,000","37,504,000","37,424,000","37,388,429","31,368,217","31,272,447","20,468,368",,"17,486,608","17,447,000","16,900,800",,"8,393,200","8,354,200","8,335,800",,"7,234,800","7,191,400","8,084,800",,"7,970,000","7,972,600","7,961,600",,"7,473,200","6,484,600","6,466,000",,"4,096,000","3,346,000","3,346,000",,"2,109,565","2,000,000","2,000,000",,"2,000,000","2,000,000","2,000,000",,"13,108,062","4,233,735","3,247,992",,"1,578,708","1,578,708","1,564,219"
