name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,12/31/2005
TotalAssets,"4,231,267,000","3,991,073,000","3,766,753,000","3,874,706,000","3,345,200,000","3,258,925,000","3,223,093,000","3,272,969,000","3,191,907,000","3,010,803,000","2,834,480,000","2,982,200,000","2,750,477,000","2,498,668,000","2,480,495,000","2,325,505,000","2,288,965,000","2,180,157,000","1,965,972,000","1,839,997,000","1,749,744,000","1,671,576,000","1,534,814,000","1,446,965,000","1,404,795,000","1,351,662,000","1,303,907,000","1,317,481,000","1,298,977,000","1,239,385,000","1,269,904,000","1,317,329,000","904,242,000","930,191,000","843,869,000","862,552,000","859,253,000","798,194,000","821,081,000","820,721,000","793,242,000","706,743,000","690,052,000","701,978,000","697,218,000","501,266,000","485,969,000","529,114,000","550,634,000","499,639,000","487,062,000","494,120,000","494,446,000","423,976,000","402,992,000","422,187,000","424,223,000","405,425,000","389,501,000","373,269,000","354,430,000","305,726,000","189,752,000","170,083,000"
	CurrentAssets,"1,410,492,000","1,338,411,000","1,320,758,000","1,456,919,000","999,688,000","943,633,000","951,203,000","937,487,000","730,797,000","562,221,000","525,427,000","780,247,000","633,946,000","495,248,000","533,916,000","465,293,000","516,805,000","541,275,000","517,974,000","426,914,000","426,147,000","422,054,000","393,429,000","427,901,000","400,515,000","395,243,000","403,477,000","452,895,000","476,783,000","433,627,000","440,313,000","634,461,000","426,923,000","429,921,000","358,773,000","431,188,000","474,677,000","415,267,000","435,921,000","447,029,000","430,762,000","376,361,000","353,141,000","391,945,000","384,422,000","219,403,000","208,291,000","259,129,000","306,606,000","289,873,000","270,174,000","275,857,000","275,776,000","214,417,000","190,181,000","210,139,000","238,261,000","224,888,000","219,069,000","227,632,000","213,583,000","168,656,000","75,316,000","77,077,000"
		CashCashEquivalentsAndShortTermInvestments,"1,212,034,000","1,182,856,000","1,070,971,000","1,185,858,000","727,996,000","685,241,000","709,806,000","663,074,000","453,307,000","457,816,000","402,936,000","670,598,000","530,237,000","395,984,000","425,368,000","372,161,000","392,039,000","412,130,000","425,542,000","343,157,000","353,459,000","333,980,000","318,059,000","361,107,000","342,788,000","332,695,000","325,530,000","380,368,000","402,507,000","359,427,000","358,752,000","548,245,000","344,887,000","351,089,000","283,055,000","358,442,000","401,304,000","328,696,000","357,113,000","372,207,000","350,328,000","305,519,000","281,921,000","317,313,000","305,815,000","150,293,000","125,729,000","185,417,000","249,161,000","231,470,000","222,364,000","228,249,000","236,408,000","174,788,000","138,575,000","153,752,000","188,191,000","171,379,000","172,712,000","185,809,000","175,339,000","136,081,000","44,980,000","53,325,000"
			CashAndCashEquivalents,"403,085,000","363,378,000","193,627,000","418,448,000","301,615,000","152,764,000","268,042,000","272,210,000","138,361,000","121,888,000","88,114,000","453,852,000","243,282,000","81,520,000","140,752,000","28,981,000","50,777,000","59,449,000","74,023,000","20,040,000","64,732,000","64,711,000","48,718,000","105,683,000","102,134,000","87,112,000","78,545,000","93,471,000","107,108,000","89,610,000","86,197,000","335,263,000","90,118,000","97,711,000","32,988,000","86,379,000","116,607,000","89,557,000","157,123,000","170,981,000","139,548,000","150,740,000","87,338,000","172,204,000","115,916,000","113,293,000","106,322,000","154,120,000","133,671,000","90,239,000","67,122,000","89,262,000","117,461,000","97,153,000","133,542,000","148,746,000","180,763,000","144,269,000","165,808,000","185,809,000","175,339,000","130,273,000","11,855,000","21,259,000"
				CashFinancial,"197,993,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"205,092,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"808,949,000","819,478,000","877,344,000","767,410,000","426,381,000","532,477,000","441,764,000","390,864,000","314,946,000","335,928,000","314,822,000","216,746,000","286,955,000","314,464,000","284,616,000","343,180,000","341,262,000","352,681,000","351,519,000","323,117,000","288,727,000","269,269,000","269,341,000","255,424,000","240,654,000","245,583,000","246,985,000","286,897,000","295,399,000","269,817,000","272,555,000","212,982,000","254,769,000","253,378,000","250,067,000","272,063,000","284,697,000","239,139,000","199,990,000","201,226,000","210,780,000","154,779,000","194,583,000","145,109,000","189,899,000","37,000,000","19,407,000","31,297,000","115,490,000","141,231,000","155,242,000","138,987,000","118,947,000","77,635,000","5,033,000","5,006,000","7,428,000","27,110,000","6,904,000","0","0","5,808,000","33,125,000","32,066,000"
		Receivables,"91,070,000","62,659,000","147,407,000","175,388,000","188,116,000","192,215,000","166,924,000","208,573,000","190,108,000","25,516,000","31,450,000","36,100,000","34,209,000","36,014,000","33,672,000","24,184,000","64,344,000","71,057,000","22,780,000","23,917,000","17,327,000","40,667,000","28,173,000","20,041,000","14,346,000","15,146,000","15,712,000","14,004,000","13,468,000","14,216,000","16,508,000","20,456,000","18,651,000","16,857,000","16,589,000","16,916,000","14,616,000","18,635,000","16,562,000","14,305,000","13,802,000","12,866,000","9,044,000","9,430,000","9,342,000","7,852,000","7,776,000","8,107,000","7,416,000","7,476,000","6,162,000","6,709,000","6,920,000","5,575,000","9,224,000","13,821,000","14,709,000","15,312,000","9,986,000","8,587,000","8,000,000","7,327,000","5,914,000","6,742,000"
			AccountsReceivable,"91,070,000","62,659,000","147,407,000","175,388,000","188,116,000","192,215,000","166,924,000","208,573,000","190,108,000","25,516,000","31,450,000","36,100,000","34,209,000","36,014,000","33,672,000","24,184,000","64,344,000","71,057,000","22,780,000","23,917,000","17,327,000","40,667,000","28,173,000","20,041,000","14,346,000","15,146,000","15,712,000","14,004,000","13,468,000","14,216,000","16,508,000","20,456,000","18,651,000","16,857,000","16,589,000","16,916,000","14,616,000","18,635,000","16,562,000","14,305,000","13,802,000","12,866,000","9,044,000","9,430,000","9,342,000","7,852,000","7,776,000","8,107,000","7,416,000","7,476,000","6,162,000","6,709,000","6,920,000","5,575,000","8,803,000","12,483,000","14,709,000","9,084,000","9,986,000","8,353,000","7,344,000","5,750,000",,"6,742,000"
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","421,000","1,338,000",,,,,,,,
