name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalRevenue,"62,071,000,000","15,880,000,000","16,683,000,000","14,117,000,000","15,391,000,000","12,961,000,000","12,610,000,000","10,159,000,000","9,462,000,000","9,173,000,000","10,783,000,000","10,323,000,000","10,096,000,000","9,938,000,000","11,543,000,000","11,412,000,000","12,147,000,000","10,641,000,000","11,605,000,000","11,423,000,000","11,645,000,000","11,121,000,000","11,799,000,000","11,423,000,000","10,541,000,000","8,916,000,000","11,105,000,000","10,762,000,000","10,782,000,000","10,806,000,000","13,231,000,000","13,676,000,000","16,793,000,000","13,461,000,000","16,375,000,000","14,701,000,000","15,491,000,000","14,785,000,000","15,162,000,000","17,293,000,000","15,090,000,000","13,446,000,000","16,445,000,000","15,616,000,000","14,488,000,000","12,194,000,000","12,726,000,000","11,662,000,000","10,974,000,000","10,345,000,000","10,436,000,000","11,298,000,000","10,994,000,000","9,198,000,000","10,943,000,000","14,797,000,000","14,365,000,000","12,469,000,000","7,056,000,000","12,676,000,000","9,915,000,000","8,189,000,000","7,683,000,000","6,965,000,000","5,980,000,000","5,601,000,000","6,726,000,000","6,226,000,000","5,872,000,000","5,451,000,000","6,212,000,000","6,560,000,000","6,657,000,000","5,739,000,000","6,229,000,000","5,826,000,000","5,226,000,000","4,884,000,000","4,684,000,000","3,603,000,000","3,103,000,000","2,684,000,000","3,172,000,000","3,151,000,000","2,689,000,000","2,472,000,000"
	OperatingRevenue,"62,071,000,000","15,880,000,000","16,683,000,000","14,117,000,000","15,391,000,000","12,961,000,000","12,610,000,000","10,159,000,000","9,462,000,000","9,173,000,000","10,783,000,000","10,323,000,000","10,096,000,000","9,938,000,000","11,543,000,000","11,412,000,000","12,147,000,000","10,641,000,000","11,605,000,000","11,423,000,000","11,645,000,000","11,121,000,000","11,799,000,000","11,423,000,000","10,541,000,000","8,916,000,000","11,105,000,000","10,762,000,000","10,782,000,000","10,806,000,000","13,231,000,000","13,676,000,000","16,793,000,000","13,461,000,000","16,375,000,000","14,701,000,000","15,491,000,000","14,785,000,000","15,162,000,000","17,293,000,000","15,090,000,000","13,446,000,000","16,445,000,000","15,616,000,000","14,488,000,000","12,194,000,000","12,726,000,000","11,662,000,000","10,974,000,000","10,345,000,000","10,436,000,000","11,298,000,000","10,994,000,000","9,198,000,000","10,943,000,000","14,797,000,000","14,365,000,000","12,469,000,000","7,056,000,000","12,676,000,000","9,915,000,000","8,189,000,000","7,683,000,000","6,965,000,000","5,980,000,000","5,601,000,000","6,726,000,000","6,226,000,000","5,872,000,000","5,451,000,000","6,212,000,000","6,560,000,000","6,657,000,000","5,739,000,000","6,229,000,000","5,826,000,000","5,226,000,000","4,884,000,000","4,684,000,000","3,603,000,000","3,103,000,000","2,684,000,000","3,172,000,000","3,151,000,000","2,689,000,000","2,472,000,000"
CostOfRevenue,"58,651,000,000","14,676,000,000","15,994,000,000","13,255,000,000","14,726,000,000","11,814,000,000","11,706,000,000","9,557,000,000","8,357,000,000","8,999,000,000","10,212,000,000","11,301,000,000","9,584,000,000","9,501,000,000","11,121,000,000","10,494,000,000","11,605,000,000","10,257,000,000","11,146,000,000","10,933,000,000","11,290,000,000","10,661,000,000","11,095,000,000","10,867,000,000","10,011,000,000","8,296,000,000","10,402,000,000","10,017,000,000","10,247,000,000","10,096,000,000","12,536,000,000","12,957,000,000","16,000,000,000","13,047,000,000","15,565,000,000","14,013,000,000","14,875,000,000","14,138,000,000","14,629,000,000","16,434,000,000","14,430,000,000","12,925,000,000","15,709,000,000","14,910,000,000","13,841,000,000","11,555,000,000","11,897,000,000","10,950,000,000","10,549,000,000","9,800,000,000","10,122,000,000","10,955,000,000","10,582,000,000","9,063,000,000","10,434,000,000","13,588,000,000","12,914,000,000","11,602,000,000","6,280,000,000","11,769,000,000","9,383,000,000","7,889,000,000","7,169,000,000","6,480,000,000","5,692,000,000","5,317,000,000","6,374,000,000","5,819,000,000","5,445,000,000","5,066,000,000","5,740,000,000","6,007,000,000","6,161,000,000","5,374,000,000","5,822,000,000","5,462,000,000","4,960,000,000","4,616,000,000","4,353,000,000","3,107,000,000","2,783,000,000","2,500,000,000","2,894,000,000","2,818,000,000","2,479,000,000","2,316,000,000"
GrossProfit,"3,420,000,000","1,204,000,000","689,000,000","862,000,000","665,000,000","1,147,000,000","904,000,000","602,000,000","1,105,000,000","174,000,000","571,000,000","-978,000,000","512,000,000","437,000,000","422,000,000","918,000,000","542,000,000","384,000,000","459,000,000","490,000,000","355,000,000","460,000,000","704,000,000","556,000,000","530,000,000","620,000,000","703,000,000","745,000,000","535,000,000","710,000,000","695,000,000","719,000,000","793,000,000","414,000,000","810,000,000","688,000,000","616,000,000","647,000,000","533,000,000","859,000,000","660,000,000","521,000,000","736,000,000","706,000,000","647,000,000","639,000,000","829,000,000","712,000,000","425,000,000","545,000,000","314,000,000","343,000,000","412,000,000","135,000,000","509,000,000","1,209,000,000","1,451,000,000","867,000,000","776,000,000","907,000,000","532,000,000","300,000,000","514,000,000","485,000,000","288,000,000","284,000,000","352,000,000","407,000,000","427,000,000","385,000,000","472,000,000","553,000,000","496,000,000","365,000,000","407,000,000","364,000,000","266,000,000","268,000,000","331,000,000","496,000,000","320,000,000","184,000,000","278,000,000","333,000,000","210,000,000","156,000,000"
OperatingExpense,"1,271,000,000","308,000,000","338,000,000","327,000,000","297,000,000","271,000,000","365,000,000","352,000,000","346,000,000","295,000,000","382,000,000","329,000,000","335,000,000","305,000,000","369,000,000","333,000,000","377,000,000","344,000,000","399,000,000","340,000,000","328,000,000","378,000,000","345,000,000","324,000,000","303,000,000","314,000,000","385,000,000","358,000,000","361,000,000","331,000,000","530,000,000","403,000,000","392,000,000","366,000,000","443,000,000","382,000,000","379,000,000","349,000,000","332,000,000","416,000,000","396,000,000","419,000,000","432,000,000","394,000,000","383,000,000","344,000,000","439,000,000","357,000,000","415,000,000","347,000,000","390,000,000","349,000,000","309,000,000","294,000,000","369,000,000","382,000,000","460,000,000","402,000,000","434,000,000","353,000,000","307,000,000","265,000,000","278,000,000","255,000,000","218,000,000","227,000,000","287,000,000","230,000,000","243,000,000","196,000,000","381,000,000","231,000,000","192,000,000","178,000,000","188,000,000","183,000,000","61,000,000","150,000,000","221,000,000","132,000,000","123,000,000","116,000,000","102,000,000","126,000,000","112,000,000","82,000,000"
	SellingGeneralAndAdministration,"1,271,000,000","308,000,000","338,000,000","327,000,000","297,000,000","271,000,000","365,000,000","352,000,000","346,000,000","295,000,000","382,000,000","329,000,000","335,000,000","305,000,000","369,000,000","333,000,000","377,000,000","344,000,000","399,000,000","340,000,000","328,000,000","378,000,000","345,000,000","324,000,000","303,000,000","314,000,000","385,000,000","358,000,000","361,000,000","331,000,000","530,000,000","403,000,000","392,000,000","366,000,000","443,000,000","382,000,000","379,000,000","349,000,000","332,000,000","416,000,000","396,000,000","419,000,000","432,000,000","394,000,000","383,000,000","344,000,000","439,000,000","357,000,000","415,000,000","347,000,000","390,000,000","349,000,000","309,000,000","294,000,000","369,000,000","382,000,000","460,000,000","402,000,000","434,000,000","353,000,000","307,000,000","265,000,000","278,000,000","255,000,000","218,000,000","227,000,000","287,000,000","230,000,000","243,000,000","196,000,000","270,000,000","231,000,000","192,000,000","178,000,000","186,000,000","183,000,000","172,000,000","150,000,000","221,000,000","132,000,000","123,000,000","116,000,000","116,000,000","126,000,000","112,000,000","82,000,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-18,000,000",,,,,,,,,"50,000,000",,,"-319,000,000",,,,,,,,,,,,,,,,,,,,,,"2,000,000",,"-111,000,000",,,,,,,,,
OperatingIncome,"2,149,000,000","896,000,000","351,000,000","535,000,000","368,000,000","876,000,000","539,000,000","250,000,000","759,000,000","-121,000,000","189,000,000","-1,307,000,000","177,000,000","132,000,000","53,000,000","585,000,000","165,000,000","40,000,000","60,000,000","150,000,000","27,000,000","82,000,000","359,000,000","232,000,000","227,000,000","306,000,000","318,000,000","387,000,000","174,000,000","379,000,000","165,000,000","316,000,000","401,000,000","48,000,000","367,000,000","306,000,000","237,000,000","298,000,000","201,000,000","443,000,000","264,000,000","102,000,000","304,000,000","312,000,000","264,000,000","295,000,000","390,000,000","355,000,000","10,000,000","198,000,000","-76,000,000","-6,000,000","103,000,000","-159,000,000","140,000,000","827,000,000","991,000,000","465,000,000","342,000,000","554,000,000","225,000,000","35,000,000","236,000,000","230,000,000","70,000,000","57,000,000","65,000,000","177,000,000","184,000,000","189,000,000","91,000,000","322,000,000","304,000,000","187,000,000","219,000,000","181,000,000","205,000,000","118,000,000","110,000,000","364,000,000","197,000,000","68,000,000","176,000,000","207,000,000","98,000,000","74,000,000"
NetNonOperatingInterestIncomeExpense,"-233,000,000","-102,000,000","-45,000,000","-38,000,000","-48,000,000","-64,000,000","-66,000,000","-51,000,000","-56,000,000","-70,000,000","-81,000,000","-78,000,000","-81,000,000","-68,000,000","-64,000,000","-94,000,000","-88,000,000","-62,000,000","-63,000,000","-55,000,000","-54,000,000","-53,000,000","-31,000,000","-60,000,000","-45,000,000","-47,000,000","-70,000,000","-59,000,000","-44,000,000","-42,000,000","-106,000,000","-51,000,000","-43,000,000","-60,000,000","-70,000,000","-76,000,000","-74,000,000","-67,000,000","-71,000,000","-73,000,000","-61,000,000","-36,000,000","-50,000,000","-52,000,000","-47,000,000","-51,000,000","-50,000,000","-42,000,000","-78,000,000","-59,000,000","-45,000,000","-59,000,000","-26,000,000","-31,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"48,000,000","9,000,000","14,000,000","19,000,000","6,000,000","9,000,000","4,000,000","5,000,000","6,000,000","7,000,000","9,000,000","8,000,000","7,000,000","7,000,000","10,000,000","7,000,000","6,000,000","8,000,000","9,000,000","9,000,000","8,000,000","12,000,000","14,000,000","13,000,000","14,000,000","10,000,000","1,000,000","18,000,000","13,000,000","11,000,000","16,000,000","19,000,000","33,000,000","19,000,000","29,000,000","27,000,000","12,000,000","9,000,000","-7,000,000","13,000,000","21,000,000","26,000,000","30,000,000","28,000,000","23,000,000","21,000,000","7,000,000","20,000,000","23,000,000","19,000,000","26,000,000","20,000,000","40,000,000","36,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
