name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,12/31/2015
TotalAssets,"12,674,191,000","12,597,686,000","11,810,290,000","11,918,367,000","11,935,826,000","11,207,330,000","11,010,438,000","7,255,536,000","6,655,687,000","6,124,921,000","6,088,895,000","5,940,402,000","5,335,156,000","5,136,764,000","5,058,167,000","4,923,249,000","4,725,416,000","4,727,713,000","4,581,943,000","3,346,570,000","3,166,459,000","3,276,881,000","3,187,180,000","2,917,958,000","2,899,420,000"
TotalLiabilitiesNetMinorityInterest,"11,294,322,000","11,164,991,000","10,409,284,000","10,546,553,000","10,606,630,000","9,915,948,000","9,765,347,000","6,450,320,000","5,873,357,000","5,362,592,000","5,344,060,000","5,221,643,000","4,640,579,000","4,464,907,000","4,409,436,000","4,292,290,000","4,114,341,000","4,130,984,000","4,009,415,000","2,837,053,000","2,824,317,000","2,946,383,000","2,858,072,000","2,652,190,000","2,662,746,000"
TotalEquityGrossMinorityInterest,"1,379,869,000","1,432,695,000","1,401,006,000","1,371,814,000","1,329,196,000","1,291,382,000","1,245,091,000","805,216,000","782,330,000","762,329,000","744,835,000","718,759,000","694,577,000","671,857,000","648,731,000","630,959,000","611,075,000","596,729,000","572,528,000","509,517,000","342,142,000","330,498,000","329,108,000","265,768,000","236,674,000"
	StockholdersEquity,"1,379,776,000","1,432,602,000","1,400,913,000","1,371,721,000","1,329,103,000","1,291,289,000","1,244,998,000","805,216,000","782,330,000","762,329,000","744,835,000","718,759,000","694,577,000","671,857,000","648,731,000","630,959,000","611,075,000","596,729,000","572,528,000","509,517,000","342,142,000","330,498,000","329,108,000","265,768,000","236,674,000"
		CapitalStock,"47,488,000","47,549,000","47,708,000","47,361,000","47,332,000","47,222,000","47,192,000","32,101,000","32,067,000","31,034,000","30,928,000","30,866,000","30,853,000","30,725,000","30,716,000","30,683,000","30,672,000","30,536,000","30,527,000","28,968,000","24,155,000","24,108,000","23,975,000","17,180,000","17,180,000"
			CommonStock,"47,488,000","47,549,000","47,708,000","47,361,000","47,332,000","47,222,000","47,192,000","32,101,000","32,067,000","31,034,000","30,928,000","30,866,000","30,853,000","30,725,000","30,716,000","30,683,000","30,672,000","30,536,000","30,527,000","28,968,000","24,155,000","24,108,000","23,975,000","17,180,000","17,180,000"
		AdditionalPaidInCapital,"888,168,000","892,529,000","897,428,000","902,782,000","900,521,000","898,847,000","896,158,000","462,930,000","460,938,000","425,633,000","426,816,000","425,644,000","423,647,000","424,146,000","422,302,000","420,382,000","418,810,000","418,596,000","416,651,000","363,870,000","214,160,000","213,480,000","211,765,000","94,544,000","94,544,000"
		RetainedEarnings,"515,664,000","486,666,000","443,140,000","403,173,000","365,192,000","317,625,000","276,361,000","286,296,000","266,385,000","293,524,000","274,491,000","253,080,000","236,947,000","221,213,000","206,718,000","187,250,000","167,094,000","147,449,000","123,779,000","115,391,000","104,152,000","93,784,000","84,774,000","143,567,000","122,493,000"
		GainsLossesNotAffectingRetainedEarnings,"-71,544,000","5,858,000","12,637,000","18,405,000","16,058,000","27,595,000","25,287,000","23,889,000","22,940,000","12,138,000","12,600,000","9,169,000","3,130,000","-4,227,000","-11,005,000","-7,356,000","-5,501,000","148,000","1,571,000","1,288,000","-325,000","-874,000","8,594,000","10,477,000","2,457,000"
	MinorityInterest,"93,000","93,000","93,000","93,000","93,000","93,000","93,000",,,,,,,,,,,,,,,,,,
