name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
TotalAssets,"717,189,000","772,892,000","843,504,000","871,543,000","840,649,000","863,632,000","110,106,000","119,745,000","22,073,000"
	CurrentAssets,"713,232,000","772,403,000","842,946,000","871,110,000","840,145,000","863,477,000","108,413,000","118,450,000","21,910,000"
		CashCashEquivalentsAndShortTermInvestments,"705,545,000","764,375,000","839,660,000","816,460,000","833,751,000","850,117,000","105,383,000","115,792,000","21,661,000"
			CashAndCashEquivalents,"705,545,000","764,375,000","839,660,000","816,460,000","833,751,000","850,117,000","105,383,000","115,792,000","21,661,000"
		Receivables,,"0","0","50,000,000",,"5,815,000",,,
			AccountsReceivable,,,,"50,000,000",,,,,
			OtherReceivables,,,,,,"5,815,000",,,
		PrepaidAssets,"7,687,000","8,028,000","3,286,000","4,650,000","6,394,000","7,545,000","3,030,000","2,658,000","249,000"
	TotalNonCurrentAssets,"3,957,000","489,000","558,000","433,000","504,000","155,000","1,693,000","1,295,000","163,000"
		NetPPE,"3,652,000","23,000","26,000","33,000","41,000","48,000","49,000","39,000","41,000"
			GrossPPE,"3,652,000","184,000",,,,"180,000","175,000","160,000","154,000"
				Properties,,"0",,,,"0","0","0","0"
				MachineryFurnitureEquipment,,"50,000",,,,"50,000","45,000","30,000","24,000"
				OtherProperties,"3,652,000","5,000",,,,"5,000","5,000","5,000","5,000"
				Leases,,"129,000",,,,"125,000","125,000","125,000","125,000"
			AccumulatedDepreciation,,"-161,000",,,,"-132,000","-126,000","-121,000","-113,000"
		OtherNonCurrentAssets,"305,000","466,000","532,000","400,000","463,000","107,000","1,644,000","1,256,000","122,000"
TotalLiabilitiesNetMinorityInterest,"37,305,000","62,815,000","262,052,000","273,682,000","254,391,000","315,831,000","186,617,000","7,127,000","71,644,000"
	CurrentLiabilities,"28,610,000","56,883,000","262,052,000","273,653,000","254,278,000","315,795,000","10,816,000","7,058,000","2,435,000"
		PayablesAndAccruedExpenses,"28,497,000","56,883,000","69,872,000","48,662,000","18,896,000","14,428,000","10,816,000","7,058,000","2,435,000"
			Payables,"6,229,000","7,106,000","34,192,000","17,901,000","3,792,000","60,000","4,476,000","3,860,000","548,000"
				AccountsPayable,"3,657,000","4,534,000","22,190,000","10,701,000","3,792,000","60,000","4,476,000","3,860,000","548,000"
				TotalTaxPayable,"2,572,000","2,572,000","12,002,000","7,200,000",,,,,
					IncomeTaxPayable,"2,572,000","2,572,000","12,002,000","7,200,000",,,,,
			CurrentAccruedExpenses,"22,268,000","49,777,000","35,680,000","30,761,000","15,104,000","14,368,000","6,340,000","3,198,000","1,887,000"
		CurrentDebtAndCapitalLeaseObligation,"113,000",,,,,,,,
			CurrentCapitalLeaseObligation,"113,000",,,,,,,,
		CurrentDeferredLiabilities,,"0","192,180,000","224,991,000","235,382,000","301,367,000",,,
			CurrentDeferredRevenue,,"0","192,180,000","224,991,000","235,382,000","301,367,000",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"8,695,000","5,932,000","0","29,000","113,000","36,000","175,801,000","69,000","69,209,000"
		LongTermDebtAndCapitalLeaseObligation,"2,763,000",,,,,,,,
			LongTermCapitalLeaseObligation,"2,763,000",,,,,,,,
		TradeandOtherPayablesNonCurrent,"5,932,000",,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,"0","175,745,000","0","69,114,000"
		OtherNonCurrentLiabilities,,"5,932,000",,"29,000","113,000","36,000","56,000","69,000","95,000"
TotalEquityGrossMinorityInterest,"679,884,000","710,077,000","581,452,000","597,861,000","586,258,000","547,801,000","-76,511,000","112,618,000","-49,571,000"
	StockholdersEquity,"679,884,000","710,077,000","581,452,000","597,861,000","586,258,000","547,801,000","-76,511,000","112,618,000","-49,571,000"
		CapitalStock,"83,000","83,000","83,000","83,000","83,000","82,000","10,000","59,000","10,000"
			PreferredStock,"0","0","0","0","0",,,,
			CommonStock,"83,000","83,000","83,000","83,000","83,000","82,000","10,000","59,000","10,000"
		AdditionalPaidInCapital,"665,848,000","653,964,000","642,471,000","630,686,000","620,622,000","612,879,000","9,295,000","180,753,000","4,632,000"
		RetainedEarnings,"13,953,000","56,030,000","-61,102,000","-32,908,000","-34,447,000","-65,160,000","-85,816,000","-68,194,000","-54,213,000"
TotalCapitalization,"679,884,000","710,077,000","581,452,000","597,861,000","586,258,000","547,801,000","-76,511,000","112,618,000","-49,571,000"
CommonStockEquity,"679,884,000","710,077,000","581,452,000","597,861,000","586,258,000","547,801,000","-76,511,000","112,618,000","-49,571,000"
CapitalLeaseObligations,"2,876,000",,,,,,,,
NetTangibleAssets,"679,884,000","710,077,000","581,452,000","597,861,000","586,258,000","547,801,000","-76,511,000","112,618,000","-49,571,000"
WorkingCapital,"684,622,000","715,520,000","580,894,000","597,457,000","585,867,000","547,682,000","97,597,000","111,392,000","19,475,000"
InvestedCapital,"679,884,000","710,077,000","581,452,000","597,861,000","586,258,000","547,801,000","-76,511,000","112,618,000","-49,571,000"
TangibleBookValue,"679,884,000","710,077,000","581,452,000","597,861,000","586,258,000","547,801,000","-76,511,000","112,618,000","-49,571,000"
TotalDebt,"2,876,000",,,,,,,,
ShareIssued,"83,257,591","83,102,730","83,047,079","82,776,937","82,736,937","82,436,937","79,241,937","79,241,937","79,241,937"
OrdinarySharesNumber,"83,257,591","83,102,730","83,047,079","82,776,937","82,736,937","82,436,937","79,241,937","79,241,937","79,241,937"
