name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
OperatingCashFlow,"-2,186,642","-252,273","-281,331","-71,720","-1,581,318","-10,263"
	CashFlowFromContinuingOperatingActivities,"-2,186,642","-252,273","-281,331","-71,720","-1,581,318","-10,263"
		NetIncomeFromContinuingOperations,"-11,989,513","3,885,366","-12,471,864","8,212,654","-11,615,669","-319,783"
		OperatingGainsLosses,"5,782,459","-5,276,373","8,800,537","-8,962,961","11,221,256","-271,313"
			GainLossOnInvestmentSecurities,"5,782,459","-5,276,373","8,800,537","-8,962,961","11,221,256","-271,313"
		OtherNonCashItems,,,"0","0","0","514,420"
		ChangeInWorkingCapital,"4,020,412","1,138,734","3,389,996","678,587","-1,186,905","66,413"
			ChangeInPrepaidAssets,"670,721","122,874","180,211","183,720","183,916","-1,409,464"
			ChangeInPayablesAndAccruedExpense,"-1,541,858","90,758","-164,304","-97,491","-1,370,821","1,475,877"
				ChangeInPayable,"-1,552,821","70,758",,,,"1,442,343"
					ChangeInAccountPayable,"-1,552,821","70,758",,,,"1,442,343"
				ChangeInAccruedExpense,"10,963","20,000","16,932","-97,491","71,522","33,534"
			ChangeInOtherWorkingCapital,,"925,102","3,374,089",,,
InvestingCashFlow,"0","0","0","0","0","-311,163,050"
	CashFlowFromContinuingInvestingActivities,"0","0","0","0","0","-311,163,050"
		NetOtherInvestingChanges,,,"0","0","0","-311,163,050"
FinancingCashFlow,"-52,000","0","0","0","-52,000","313,971,208"
	CashFlowFromContinuingFinancingActivities,"-52,000","0","0","0","-52,000","313,971,208"
		NetIssuancePaymentsOfDebt,"0","0","0","0","0","-171,642"
			NetLongTermDebtIssuance,"0","0","0","0","0","-171,642"
				LongTermDebtIssuance,"0","0","0","0","0","100"
				LongTermDebtPayments,"0","0","0","0","0","-171,742"
		NetCommonStockIssuance,"0","0","0","0","0","320,386,311"
			CommonStockIssuance,"0","0","0","0","0","320,386,311"
		NetOtherFinancingCharges,,,"0","0","-52,000","-6,243,461"
EndCashPosition,"559,253","559,253","811,526","1,092,857","1,164,577","2,797,895"
	ChangesInCash,"-2,238,642","-252,273","-281,331","-71,720","-1,633,318","2,797,895"
	BeginningCashPosition,"2,797,895","811,526","1,092,857","1,164,577","2,797,895","0"
IssuanceOfCapitalStock,"0","0","0","0","0","320,386,311"
IssuanceOfDebt,"0","0","0","0","0","100"
RepaymentOfDebt,"0","0","0","0","0","-171,742"
FreeCashFlow,"-2,186,642","-252,273","-281,331","-71,720","-1,581,318","-10,263"
