name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992
MarketCap,"1,506,524,483","2,100,591,650","2,044,667,709","2,451,827,662","2,821,918,651","2,715,283,926","1,690,630,430","1,260,013,880","1,041,980,582","776,479,618","1,739,713,391","1,860,241,836","1,976,558,290","2,207,485,305","1,972,538,337","2,453,728,134","2,523,194,591","2,213,284,016","2,205,935,031","1,979,953,709","2,412,586,483","3,023,891,291","2,840,113,549","2,388,116,254","2,324,167,138","2,585,784,922","2,262,264,727","2,659,846,610","2,669,727,385","2,395,015,601","2,509,019,417","2,248,917,580","2,318,469,552","2,452,785,058","2,498,762,872","2,366,185,242","2,233,728,997","2,033,349,124","1,755,631,596","1,919,314,111","1,726,171,680","1,605,741,988","1,624,768,042","1,363,823,466","1,788,651,773","1,753,692,501","1,830,647,188","1,560,593,510","1,331,385,358","1,629,253,104","1,301,380,710","1,114,545,489","1,040,600,587","684,313,143","603,125,065","946,413,828","1,029,920,931","1,410,557,956","1,640,730,956","1,673,511,475","1,769,158,605","1,917,808,620","1,925,516,980","2,115,847,438","2,094,972,237","2,961,843,390","2,947,521,188","2,453,265,328","2,721,862,928","2,768,517,982","2,530,494,835","2,250,567,871","2,062,089,184","2,388,356,026","2,248,192,880","1,837,286,893","1,838,858,538","1,618,490,798","1,811,135,873","1,510,396,370","1,759,262,360","1,799,476,347","1,660,608,338","1,161,900,035","1,355,208,061","1,160,921,963","1,205,734,179","1,348,151,904","848,131,732","846,879,462","703,964,857","558,703,399","614,267,610","474,213,853","596,325,488","308,368,952","454,217,165","444,928,458","404,510,495","302,174,924","230,154,803","218,070,011","197,880,200","248,400,507","299,368,612","292,510,671","232,901,578","289,734,063","277,886,400","202,092,692","166,851,160","182,747,185","166,860,271","195,988,752","210,999,405","178,655,439","184,815,972","174,036,272","147,852,777","154,013,310"
EnterpriseValue,"3,136,005,483","3,727,068,650","3,739,406,709","4,098,136,662","4,483,052,651","4,416,286,926","3,398,167,430","2,952,322,880","2,681,728,582","2,326,013,618","2,818,120,391","2,900,892,836","3,013,966,290","2,190,907,305","1,979,899,337","2,444,359,134","2,528,393,591","2,217,276,016","2,216,140,031","1,913,639,709","2,376,038,483","2,987,343,291","2,803,565,549","2,351,568,254","2,287,619,138","2,549,236,922","2,225,716,727","2,623,298,610","2,655,249,385","2,397,874,601","2,511,878,417","2,248,340,580","2,312,004,552","2,391,034,058","2,416,137,872","2,235,562,242","2,146,588,997","1,949,780,124","1,672,062,596","1,899,520,111","1,706,377,680","1,585,947,988","1,604,974,042","1,344,029,466","1,768,857,773","1,733,898,501","1,810,853,188","1,540,799,510","1,315,092,358","1,622,517,104","1,327,665,710","1,182,244,489","1,145,018,587","845,663,143","796,764,065","1,165,453,828","1,210,142,931","1,555,773,956","1,773,849,956","1,761,201,475","1,849,500,605","1,816,750,620","1,839,557,980","2,007,989,438","1,987,114,237","2,824,739,390","2,872,726,188","2,378,470,328","2,643,747,928","2,711,598,982","2,485,084,835","2,215,914,871","2,026,412,184","2,301,882,026","2,199,037,880","1,811,699,893","1,811,786,538","1,597,003,798","1,788,283,873","1,488,580,370","1,735,558,360","1,776,491,347","1,637,623,338","1,127,942,035","1,312,163,061","1,109,815,963","1,159,289,179","1,302,584,904","802,564,732","800,131,462","679,964,857","558,603,399","614,167,610","474,113,853","596,225,488","308,268,952","454,117,165","444,828,458","404,410,495","302,074,924","225,054,803","214,670,011","193,574,240","241,900,507","297,868,612","291,010,671","231,401,578","290,134,063","278,286,400","201,292,692","166,551,160","182,447,185","166,560,271","193,088,752","210,199,405","178,055,439","184,515,972","172,236,272","145,452,777","152,813,310"
PeRatio,"19.154","39.396","355.909",,,,,,,"5.972","18.417","17.661","20.055","22.86","14.455","18.211","17.647","14.746","17.713","14.727","17.587","22.389","22.178","19.944","19.893","23.083","20.585","24.527","26.093","25.168","24.072","21.462","22.534","22.681","25.54","23.378","22.282","21.691","18.376","20.198","19.138","17.921","19.966","16.769","21.054","21.804","22.711","26.737","82.444","31.835","30.408","22.048","22.763","14.679","12.317","16.614","16.747","22.235","23.475","22.352","24.039","26.127","23.883","24.718","24.5","34.358","35.61","29.752","36.947","40.747","38.655","36.47","32.35","38.739","39.321","33.611","35.437","32.265","37.771","32.424","42.746","46.709","44.013","33.903","41.618","38.346","42.324","51.693","32.868","36.835","33.979","51.852","66.291","64.189","80.151","22.626","34.534","35.535","35.059","41.443","36.518","37.262","34.196","32.585","34.885","34.249","26.517","33.935","32.67","26.362","24.974","27.353","27.973","34.225","44.079","34.336","34.154","32.162","27.323",
ForwardPeRatio,"9.97","13.141","12.626","14.245","33.333","50.505","25.445","23.042",,"6.188","13.967","14.903","16.502","18.657",,"19.121","20.534","17.794","18.051","14.493","17.637","20.964","19.455","17.007","18.282","18.382","17.606","20.747","21.368","19.802","20.704","17.513","17.483","17.483","19.048","16.639","15.773","14.599","13.495","15.198","12.937","13.87","15.898","13.089","16.722","16.129","18.382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.994","2.629","2.526","2.848","6.677","10.088","5.085","4.606",,"1.238","2.792","2.98","3.3","3.734",,"1.594","1.712","1.483","1.504","1.208","1.471","1.748","1.62","1.417","1.525","1.533","1.468","1.728","1.782","1.649","1.726","1.458","1.325","1.458","1.589","1.388","1.315","1.222","1.125","1.009","0.859","0.892","0.994","0.882","1.141","1.124","1.281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.463","0.659","0.676","0.856","1.194","1.294","0.767","0.557","0.406","0.306","0.735","0.801","0.853","0.969","0.866","1.088","1.143","1.027","1.022","0.899","1.082","1.375","1.356","1.16","1.134","1.279","1.129","1.342","1.386","1.287","1.345","1.256","1.322","1.379","1.415","1.302","1.252","1.178","0.998","1.115","1.026","0.973","1.028","0.864","1.115","1.086","1.117","0.971","0.829","1.012","0.81","0.694","0.649","0.44","0.402","0.606","0.697","1.001","1.153","1.28","1.417","1.61","1.535","1.743","1.728","2.474","2.68","2.239","2.587","2.773","2.66","2.496","2.408","2.93","2.951","2.552","2.688","2.455","2.845","2.423","3.127","3.415","3.218","2.515","3.091","2.81","3.091","3.612","2.296","2.417","2.134","1.752","2.092","1.742","2.3","1.264","1.872","1.802","1.67","1.611","1.265","1.304","1.252","1.593","2.283","2.513","2.126","2.767","2.664","2.225","1.991","2.181","2.121","2.439","3.092","2.849","2.759","2.598","2.207",
PbRatio,"4.24","6.362","6.351","8.615","8.916","9.405","5.246","3.58","2.487","1.358","3.259","3.443","3.645","3.866","3.216","4.004","4.246","3.607","3.781","3.091","3.845","5.013","4.818","4.001","3.969","4.394","3.904","4.844","5.271","4.304","4.801","4.417","4.614","4.248","4.285","3.73","3.839","3.507","3.028","3.423","3.215","2.959","3.054","2.564","3.213","3.086","3.091","2.828","2.434","3.063","2.522","2.186","2.129","1.47","1.333","2.064","2.021","2.64","2.915","2.933","3.291","2.695","2.82","3.211","3.18","4.37","4.772","3.972","4.592","4.905","4.661","4.307","4.051","4.832","4.91","4.246","4.439","4.116","4.772","4.227","5.757","6.216","5.737","4.465","5.435","4.82","5.522","6.523","4.103","4.343","3.793","3.137","3.553","2.874","3.72","1.893","2.811","2.836","2.652","3.321","2.612","2.548","2.369","3","3.843","3.839","3.139","4.069","3.903","3.034","2.648","2.901","2.735","3.305","7.403","6.544","7.108","7.046","6.401","7.065"
EnterprisesValueRevenueRatio,"1.014","4.696","4.815","5.432","5.83","7.039","6.128","5.703","9.064","3.781","4.061","4.946","5.001","3.655","3.488","4.208","4.262","3.754","3.876","3.446","4.169","5.302","4.648","4.199","4.093","4.604","4.225","4.981","5.018","4.629","5.027","4.505","4.657","4.967","5.086","4.76","4.566","4.211","3.598","4.186","3.752","3.64","3.36","3.123","4.106","4.141","4.346","3.683","3.139","4.002","3.314","2.951","2.807","2.153","1.99","2.877","2.972","3.951","4.366","4.69","4.956","5.095","5.1","6.172","6.16","9.22","8.751","8.123","9.169","10.109","9.339","8.947","8.626","10.438","10.251","9.158","9.605","9.239","10.254","9.19","10.496","11.825","11.009","8.196","9.923","9.208","9.228","11.701","7.628","8.325","7.15","6.078","7.158","6.338","8.187","4.494","7.062","7.476","6.879","5.636","4.413","4.749","4.449","5.732","7.599","8.221","6.727","9.869","9.764","8.052","6.882","8.218","8.165","10.326","11.424","10.233","10.604","12.481","11.453","10.838"
EnterprisesValueEBITDARatio,"16.423","74.802","156.933","75.958","70.776","143.154","-15.497","-9,028.51","-43.876","104.917","51.513","60.052","48.803","42.534","33.827","42.255","41.549","39.913","38.814","33.388","32.126","44.227","39.648","32.799","29.845","36.388","36.664","41.658","37.445","38.532","44.926","40.801","36.275","44.684","39.602","37.643","34.684","34.411","29.534","32.718","28.689","32.689","27.543","28.112","33.578","36.689","37.539","31.483","23.683","34.282","71.526","25.534","23.635","23.095","25.835","29.621","24.704","36.901","39.263","40.323","36.245","44.492","48.585","52.666","43.362","74.099","61.165","54.372","58.402","70.729","63.303","79.103","58.057","70.504","73.895","65.515","63.098","65.046","71.423","64.296","70.212","87.941","79.884","60.179","70.87","73.299","68.238","81.386","53.101","68.323","51.906","49.434","61.417","64.947","-2,423.681","32.111","50.457","56.307","282.805","40.821","33.096","41.283","50.245","44.796","54.158","60.627","49.234","76.351","64.718","57.512","43.829","52.128","55.52","83.952","84.08","71.222","73.806","114.824","90.908","80.428"
