name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-82,100,000","-97,600,000","-119,100,000","-78,500,000","-83,500,000","-1,800,000","-2,400,000","-3,100,000","-3,200,000","-3,700,000","-4,300,000","-4,800,000","-5,300,000","-5,800,000","-6,400,000",,,
	MinorityInterest,"56,000,000","68,000,000","71,000,000","78,000,000","65,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"55,858,000,000","57,217,000,000","57,498,000,000","57,185,000,000","56,387,000,000","52,534,000,000","53,015,000,000","54,328,000,000","50,698,000,000","49,515,000,000","50,152,000,000","48,229,000,000","47,394,000,000","45,758,000,000","46,394,000,000","46,240,400,000","45,122,500,000","43,885,100,000","39,725,600,000","41,519,700,000","41,541,800,000","39,458,900,000","38,986,500,000","38,436,000,000","38,411,600,000","38,368,600,000","38,955,700,000","38,531,000,000","39,098,700,000","38,378,500,000","38,832,300,000","38,414,700,000","38,277,400,000","38,338,800,000","39,322,100,000","38,624,000,000","38,348,000,000","37,973,500,000","37,212,200,000","33,779,400,000","31,990,900,000","31,709,100,000","32,340,400,000","32,473,400,000","32,520,100,000","31,960,400,000","32,578,900,000","31,125,300,000","32,149,600,000","33,201,600,000","31,251,800,000","30,766,600,000","30,035,100,000","29,265,600,000","30,164,600,000","31,004,600,000","30,770,600,000","32,013,900,000","32,054,900,000","32,641,000,000","31,725,000,000","31,069,000,000","31,265,600,000","30,684,200,000","30,776,800,000","31,317,800,000","25,152,800,000","24,561,500,000","24,273,900,000","23,735,700,000","8,321,100,000","8,227,700,000","8,019,200,000","7,662,700,000","7,515,000,000","7,395,400,000","7,136,300,000","7,021,700,000","6,983,800,000","3,050,000,000","2,944,700,000","2,878,000,000","2,772,700,000"
CommonStockEquity,"35,975,000,000","36,060,000,000","35,737,000,000","34,968,000,000","33,853,000,000","33,199,000,000","33,921,000,000","34,455,000,000","31,693,000,000","31,728,000,000","31,332,000,000","30,793,000,000","29,998,000,000","28,541,000,000","29,094,000,000","28,725,000,000","27,012,400,000","26,502,900,000","25,948,300,000","26,431,700,000","26,091,900,000","25,100,400,000","24,744,200,000","24,233,600,000","23,547,100,000","23,044,100,000","23,236,100,000","23,062,600,000","24,334,300,000","24,251,300,000","24,294,000,000","24,376,900,000","24,345,300,000","24,765,200,000","24,808,100,000","24,532,500,000","24,318,000,000","23,802,700,000","23,816,500,000","23,643,800,000","23,528,400,000","23,288,200,000","23,718,100,000","24,181,300,000","23,978,100,000","23,812,600,000","24,361,700,000","23,790,500,000","24,519,200,000","24,863,300,000","22,867,400,000","22,252,900,000","21,508,000,000","21,431,700,000","21,673,300,000","21,254,500,000","21,504,100,000","22,990,400,000","23,673,900,000","24,988,800,000","25,139,400,000","24,575,800,000","24,143,400,000","23,237,800,000","24,112,900,000","24,993,100,000","21,234,700,000","20,551,700,000","20,000,700,000","19,459,000,000","6,800,700,000","6,563,100,000","6,355,500,000","5,999,900,000","5,853,000,000","5,734,300,000","5,476,000,000","5,362,300,000","5,325,300,000","2,230,700,000","2,126,000,000","2,060,000,000","2,174,900,000"
NetTangibleAssets,"1,136,000,000","1,217,000,000","804,000,000","29,000,000","2,793,000,000","2,103,000,000","2,737,000,000","3,237,000,000","419,000,000","2,554,000,000","2,076,000,000","1,453,000,000","573,000,000","-970,000,000","-475,000,000","-913,800,000","-2,249,100,000","-1,096,700,000","519,900,000","988,100,000","607,700,000","-425,700,000","-830,300,000","-1,388,300,000","-2,122,700,000","-2,676,100,000","-2,530,000,000","-2,754,600,000","-1,530,200,000","-788,800,000","-798,600,000","-777,000,000","-958,700,000","-593,000,000","-1,611,100,000","-1,944,200,000","-2,227,300,000","-2,810,600,000","1,136,900,000","983,300,000","1,791,700,000","1,497,800,000","1,877,000,000","3,034,200,000","2,773,500,000","2,550,900,000","3,039,800,000","2,408,100,000","3,075,700,000","3,339,400,000","1,218,400,000","331,200,000","-714,000,000","-856,800,000","-803,900,000","-1,369,300,000","-1,075,000,000","334,200,000","832,500,000","2,396,500,000","2,364,400,000","1,796,100,000","1,218,500,000","250,500,000","1,034,800,000","1,837,600,000","3,043,800,000","2,384,900,000","2,087,000,000","1,229,500,000","3,162,700,000","2,911,600,000","2,691,100,000","2,322,800,000","2,155,800,000","2,020,500,000","1,729,300,000","1,602,800,000","1,536,600,000","1,758,800,000","1,657,000,000","1,592,600,000","1,699,600,000"
InvestedCapital,"59,230,000,000","59,091,000,000","58,522,000,000","58,209,000,000","57,087,000,000","53,234,000,000","54,764,000,000","55,931,000,000","53,376,000,000","51,813,000,000","51,562,000,000","50,089,000,000","49,340,000,000","47,752,000,000","48,513,000,000","48,010,600,000","46,898,300,000","46,434,700,000","42,179,000,000","42,724,100,000","43,234,600,000","40,827,300,000","40,354,400,000","39,803,900,000","39,350,800,000","38,908,600,000","39,495,700,000","39,695,900,000","40,173,700,000","39,403,500,000","39,557,300,000","39,174,100,000","39,386,100,000","39,256,800,000","39,672,200,000","39,373,600,000","39,097,400,000","38,780,600,000","37,404,400,000","34,793,100,000","33,001,700,000","33,083,600,000","33,714,500,000","33,029,700,000","32,979,300,000","32,766,300,000","33,385,400,000","32,339,100,000","32,909,500,000","33,262,400,000","31,729,600,000","31,424,700,000","30,845,600,000","30,273,300,000","30,888,300,000","31,023,800,000","30,790,500,000","32,034,300,000","32,376,400,000","33,161,000,000","32,245,900,000","31,590,000,000","31,487,100,000","30,706,600,000","31,252,900,000","31,799,000,000","25,612,400,000","25,174,200,000","24,273,900,000","23,735,700,000","8,699,700,000","8,656,300,000","8,427,800,000","8,064,400,000","7,962,300,000","7,771,800,000","7,520,200,000","7,379,600,000","7,355,000,000","3,354,700,000","3,304,900,000","3,188,700,000","3,041,700,000"
TangibleBookValue,"1,136,000,000","1,217,000,000","804,000,000","29,000,000","2,793,000,000","2,103,000,000","2,737,000,000","3,237,000,000","419,000,000","2,554,000,000","2,076,000,000","1,453,000,000","573,000,000","-970,000,000","-475,000,000","-913,800,000","-2,249,100,000","-1,096,700,000","519,900,000","988,100,000","607,700,000","-425,700,000","-830,300,000","-1,388,300,000","-2,122,700,000","-2,676,100,000","-2,530,000,000","-2,754,600,000","-1,530,200,000","-788,800,000","-798,600,000","-777,000,000","-958,700,000","-593,000,000","-1,611,100,000","-1,944,200,000","-2,227,300,000","-2,810,600,000","1,136,900,000","983,300,000","1,791,700,000","1,497,800,000","1,877,000,000","3,034,200,000","2,773,500,000","2,550,900,000","3,039,800,000","2,408,100,000","3,075,700,000","3,339,400,000","1,218,400,000","331,200,000","-714,000,000","-856,800,000","-803,900,000","-1,369,300,000","-1,075,000,000","334,200,000","832,500,000","2,396,500,000","2,364,400,000","1,796,100,000","1,218,500,000","250,500,000","1,034,800,000","1,837,600,000","3,043,800,000","2,384,900,000","2,087,000,000","1,229,500,000","3,162,700,000","2,911,600,000","2,691,100,000","2,322,800,000","2,155,800,000","2,020,500,000","1,729,300,000","1,602,800,000","1,536,600,000","1,758,800,000","1,657,000,000","1,592,600,000","1,699,600,000"
TotalDebt,"23,255,000,000","23,031,000,000","22,785,000,000","23,241,000,000","23,234,000,000","20,035,000,000","20,843,000,000","21,476,000,000","21,683,000,000","20,085,000,000","20,230,000,000","19,296,000,000","19,342,000,000","19,211,000,000","19,419,000,000","19,285,600,000","19,885,900,000","19,931,800,000","16,230,700,000","16,292,400,000","17,142,700,000","15,726,900,000","15,610,200,000","15,570,300,000","15,803,700,000","15,864,500,000","16,259,600,000","16,633,300,000","15,839,400,000","15,152,200,000","15,263,300,000","14,797,200,000","15,040,800,000","14,491,600,000","14,864,100,000","14,841,100,000","14,779,400,000","14,977,900,000","13,587,900,000","11,149,300,000","9,473,300,000","9,795,400,000","9,996,400,000","8,848,400,000","9,001,200,000","8,953,700,000","9,023,700,000","8,548,600,000","8,390,300,000","8,399,100,000","8,862,200,000","9,171,800,000","9,337,600,000","8,841,600,000","9,215,000,000","9,769,300,000","9,286,400,000","9,043,900,000","8,702,500,000","8,172,200,000","7,106,500,000","7,014,200,000","7,343,700,000","7,468,800,000","7,140,000,000","6,805,900,000","4,377,700,000","4,622,500,000","4,273,200,000","4,276,700,000","1,899,000,000","2,093,200,000","2,072,300,000","2,064,500,000","2,109,300,000","2,037,500,000","2,044,200,000","2,017,300,000","2,029,700,000","1,124,000,000","1,178,900,000","1,128,700,000","866,800,000"
NetDebt,"17,094,000,000","18,151,000,000","17,295,000,000","17,983,000,000","13,908,000,000","14,294,000,000","16,859,000,000","15,448,000,000","16,338,000,000","15,148,000,000","16,040,000,000","15,218,000,000","14,860,000,000","15,277,000,000","15,159,000,000","14,603,600,000","15,255,300,000","16,322,900,000","10,133,500,000","11,731,200,000","10,370,300,000","11,651,600,000","13,064,200,000","13,987,600,000","14,127,700,000","13,751,000,000","14,711,800,000","15,080,300,000","14,442,400,000","13,000,500,000","13,545,400,000","13,012,600,000","13,069,600,000","12,909,500,000","12,678,400,000","13,493,800,000","13,114,100,000","12,493,300,000","11,145,800,000","9,196,200,000","7,194,200,000","7,593,800,000","7,488,000,000","7,148,600,000","6,599,200,000","7,164,900,000","6,777,500,000","6,520,700,000","4,864,100,000","3,583,000,000","7,020,000,000","7,447,200,000","6,959,500,000","6,657,700,000","6,944,400,000","7,495,500,000","6,734,300,000","6,276,000,000","5,878,500,000","3,967,100,000","3,704,500,000","4,412,100,000","5,114,200,000","5,534,400,000","5,000,000,000","4,065,700,000","2,214,400,000","2,669,200,000","2,782,300,000","2,819,500,000","1,188,400,000","1,002,800,000","1,386,000,000","1,600,000,000","1,439,200,000","1,561,600,000","1,580,300,000","1,322,400,000","1,117,700,000","458,300,000","722,600,000","722,300,000","502,200,000"
ShareIssued,"241,140,929","241,770,746","242,847,676","243,922,167","244,938,635","245,401,430","249,444,426","252,122,363","252,020,028","252,922,161","253,780,229","255,876,479","257,354,383","257,395,577","258,931,814","260,132,949","255,544,728","256,084,913","257,404,755","263,095,951","265,074,917","263,747,395","263,396,236","263,153,816","262,840,916","261,238,188","261,029,323","261,575,584","264,905,598","268,109,932","270,512,468","274,470,910","281,912,262","293,273,830","296,188,115","299,346,446","300,693,279","304,715,144","314,012,463","325,159,845","331,807,383","339,372,680","349,216,428","362,223,698","368,668,482","377,736,929","394,807,753","403,251,606","431,360,762","449,789,672","465,023,897","477,268,311","477,268,311","498,388,000","508,980,558","512,060,500","527,951,398","541,939,848","571,329,212","600,218,953","613,654,582","615,500,865","620,611,063","619,796,173","642,461,165","660,424,174","616,060,535","613,299,822","612,489,242","605,253,416","277,498,904","278,903,778","276,822,482","275,282,068","276,393,448","277,081,652","276,370,000","278,664,264","282,487,604","205,784,206","206,690,384","206,591,350","206,176,000"
OrdinarySharesNumber,"241,140,929","241,770,746","242,847,676","243,922,167","244,938,635","245,401,430","249,444,426","252,122,363","252,020,028","252,922,161","253,780,229","255,876,479","257,354,383","257,395,577","258,931,814","260,132,949","255,544,728","256,084,913","257,404,755","263,095,951","265,074,917","263,747,395","263,396,236","263,153,816","262,840,916","261,238,188","261,029,323","261,575,584","264,905,598","268,109,932","270,512,468","274,470,910","281,912,262","293,273,830","296,188,115","299,346,446","300,693,279","304,715,144","314,012,463","325,159,845","331,807,383","339,372,680","349,216,428","362,223,698","368,668,482","377,736,929","394,807,753","403,251,606","431,360,762","449,789,672","465,023,897","477,268,311","477,268,311","498,388,000","508,980,558","512,060,500","527,951,398","541,939,848","571,329,212","600,218,953","613,654,582","615,500,865","620,611,063","619,796,173","642,461,165","660,424,174","616,060,535","613,299,822","612,489,242","605,253,416","277,498,904","278,903,778","276,822,482","275,282,068","276,393,448","277,081,652","276,370,000","278,664,264","282,487,604","205,784,206","206,690,384","206,591,350","206,176,000"
