name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001
TotalAssets,"100,486,000,000","97,460,000,000","98,060,000,000","96,097,000,000","95,683,000,000","86,615,000,000","86,574,000,000","87,976,000,000","82,399,000,000","77,453,000,000","77,809,000,000","75,851,000,000","74,523,000,000","71,571,000,000","74,445,000,000","74,367,400,000","73,300,400,000","70,540,000,000","68,309,900,000","68,237,600,000","68,943,500,000","65,083,100,000","64,399,900,000","64,062,600,000","63,858,700,000","61,717,800,000","62,335,600,000","64,263,800,000","65,546,000,000","62,065,000,000","62,058,200,000","62,303,600,000","61,685,500,000","59,574,500,000","60,263,500,000","59,612,300,000","59,408,600,000","58,955,400,000","55,817,900,000","54,535,000,000","52,496,500,000","52,018,800,000","52,549,900,000","50,877,200,000","50,918,000,000","50,166,900,000","51,032,400,000","50,160,000,000","51,180,900,000","52,125,400,000","49,497,500,000","49,344,300,000","49,414,800,000","48,403,200,000","49,758,600,000","50,975,900,000","51,555,700,000","52,060,000,000","52,899,700,000","54,194,100,000","53,489,200,000","51,759,800,000","51,484,200,000","50,091,800,000","51,365,700,000","51,405,200,000","41,855,600,000","41,691,300,000","40,487,900,000","39,738,400,000","14,136,500,000","13,658,500,000","13,929,900,000","13,438,600,000","13,205,200,000","12,908,900,000","12,506,900,000","12,293,100,000","12,235,200,000","6,641,400,000","6,403,000,000","6,276,600,000","6,093,200,000"
TotalLiabilitiesNetMinorityInterest,"64,455,000,000","61,332,000,000","62,252,000,000","61,051,000,000","61,765,000,000","53,416,000,000","52,653,000,000","53,521,000,000","50,706,000,000","45,725,000,000","46,477,000,000","45,058,000,000","44,525,000,000","43,030,000,000","45,351,000,000","45,642,400,000","46,288,000,000","44,037,100,000","42,361,600,000","41,805,900,000","42,851,600,000","39,982,700,000","39,655,700,000","39,829,000,000","40,311,600,000","38,673,700,000","39,099,500,000","41,201,200,000","41,211,700,000","37,813,700,000","37,764,200,000","37,926,700,000","37,340,200,000","34,809,300,000","35,455,400,000","35,079,800,000","35,090,600,000","35,152,700,000","32,001,400,000","30,891,200,000","28,968,100,000","28,730,600,000","28,831,800,000","26,695,900,000","26,939,900,000","26,354,300,000","26,670,700,000","26,369,500,000","26,661,700,000","27,262,100,000","26,630,100,000","27,091,400,000","27,906,800,000","26,971,500,000","28,085,300,000","29,721,400,000","30,051,600,000","29,069,600,000","29,225,800,000","29,205,300,000","28,349,800,000","27,184,000,000","27,340,800,000","26,854,000,000","27,252,800,000","26,412,100,000","20,620,900,000","21,139,600,000","20,487,200,000","20,279,400,000","7,335,800,000","7,095,400,000","7,574,400,000","7,438,700,000","7,352,200,000","7,174,600,000","7,030,900,000","6,930,800,000","6,909,900,000","4,410,700,000","4,277,000,000","4,216,600,000","3,918,300,000"
TotalEquityGrossMinorityInterest,"36,031,000,000","36,128,000,000","35,808,000,000","35,046,000,000","33,918,000,000","33,199,000,000","33,921,000,000","34,455,000,000","31,693,000,000","31,728,000,000","31,332,000,000","30,793,000,000","29,998,000,000","28,541,000,000","29,094,000,000","28,725,000,000","27,012,400,000","26,502,900,000","25,948,300,000","26,431,700,000","26,091,900,000","25,100,400,000","24,744,200,000","24,233,600,000","23,547,100,000","23,044,100,000","23,236,100,000","23,062,600,000","24,334,300,000","24,251,300,000","24,294,000,000","24,376,900,000","24,345,300,000","24,765,200,000","24,808,100,000","24,532,500,000","24,318,000,000","23,802,700,000","23,816,500,000","23,643,800,000","23,528,400,000","23,288,200,000","23,718,100,000","24,181,300,000","23,978,100,000","23,812,600,000","24,361,700,000","23,790,500,000","24,519,200,000","24,863,300,000","22,867,400,000","22,252,900,000","21,508,000,000","21,431,700,000","21,673,300,000","21,254,500,000","21,504,100,000","22,990,400,000","23,673,900,000","24,988,800,000","25,139,400,000","24,575,800,000","24,143,400,000","23,237,800,000","24,112,900,000","24,993,100,000","21,234,700,000","20,551,700,000","20,000,700,000","19,459,000,000","6,800,700,000","6,563,100,000","6,355,500,000","5,999,900,000","5,853,000,000","5,734,300,000","5,476,000,000","5,362,300,000","5,325,300,000","2,230,700,000","2,126,000,000","2,060,000,000","2,174,900,000"
	StockholdersEquity,"35,975,000,000","36,060,000,000","35,737,000,000","34,968,000,000","33,853,000,000","33,199,000,000","33,921,000,000","34,455,000,000","31,693,000,000","31,728,000,000","31,332,000,000","30,793,000,000","29,998,000,000","28,541,000,000","29,094,000,000","28,725,000,000","27,012,400,000","26,502,900,000","25,948,300,000","26,431,700,000","26,091,900,000","25,100,400,000","24,744,200,000","24,233,600,000","23,547,100,000","23,044,100,000","23,236,100,000","23,062,600,000","24,334,300,000","24,251,300,000","24,294,000,000","24,376,900,000","24,345,300,000","24,765,200,000","24,808,100,000","24,532,500,000","24,318,000,000","23,802,700,000","23,816,500,000","23,643,800,000","23,528,400,000","23,288,200,000","23,718,100,000","24,181,300,000","23,978,100,000","23,812,600,000","24,361,700,000","23,790,500,000","24,519,200,000","24,863,300,000","22,867,400,000","22,252,900,000","21,508,000,000","21,431,700,000","21,673,300,000","21,254,500,000","21,504,100,000","22,990,400,000","23,673,900,000","24,988,800,000","25,139,400,000","24,575,800,000","24,143,400,000","23,237,800,000","24,112,900,000","24,993,100,000","21,234,700,000","20,551,700,000","20,000,700,000","19,459,000,000","6,800,700,000","6,563,100,000","6,355,500,000","5,999,900,000","5,853,000,000","5,734,300,000","5,476,000,000","5,362,300,000","5,325,300,000","2,230,700,000","2,126,000,000","2,060,000,000","2,174,900,000"
		CapitalStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,700,000","2,700,000","2,700,000","2,900,000","2,900,000","3,000,000","3,000,000","3,000,000","3,000,000","3,100,000","3,200,000","3,300,000","3,400,000","3,500,000","3,600,000","3,700,000","3,800,000","4,000,000","4,000,000","4,300,000","4,500,000","4,600,000","4,800,000","4,800,000","5,000,000","5,100,000","5,100,000","5,300,000","5,600,000","5,700,000","6,000,000","6,100,000","6,100,000","6,200,000","6,200,000","6,400,000","6,600,000","6,100,000","6,100,000","3,000,000","3,000,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,100,000","1,100,000","1,100,000","0"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","0","0",,"0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
			CommonStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,600,000","2,700,000","2,700,000","2,700,000","2,900,000","2,900,000","3,000,000","3,000,000","3,000,000","3,000,000","3,100,000","3,200,000","3,300,000","3,400,000","3,500,000","3,600,000","3,700,000","3,800,000","4,000,000","4,000,000","4,300,000","4,500,000","4,600,000","4,800,000","4,800,000","5,000,000","5,100,000","5,100,000","5,300,000","5,600,000","5,700,000","6,000,000","6,100,000","6,100,000","6,200,000","6,200,000","6,400,000","6,600,000","6,100,000","6,100,000","3,000,000","3,000,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,100,000","1,100,000","1,100,000","0"
		AdditionalPaidInCapital,"9,151,000,000","9,148,000,000","9,138,000,000","9,109,000,000","9,253,000,000","9,244,000,000","9,352,000,000","9,360,000,000","9,338,000,000","9,448,000,000","9,524,000,000","9,494,000,000","9,482,000,000","9,536,000,000","9,720,000,000","9,747,900,000","8,489,300,000","8,547,400,000","8,765,100,000","8,897,000,000","8,893,400,000","8,805,100,000","8,741,400,000","8,677,500,000","8,616,500,000","8,555,600,000","8,687,900,000","8,707,400,000","9,943,700,000","10,062,300,000","10,094,400,000","10,154,800,000","10,003,500,000","10,765,200,000","10,769,400,000","10,738,800,000","10,697,400,000","10,853,500,000","10,869,700,000","11,204,400,000","11,369,000,000","11,679,200,000","12,009,600,000","12,415,900,000","12,523,100,000","12,862,600,000","13,403,500,000","13,648,300,000","14,552,500,000","15,192,200,000","15,663,500,000","16,031,900,000","16,278,100,000","16,843,000,000","17,016,000,000","17,078,800,000","17,550,700,000","18,441,100,000","18,976,900,000","19,853,000,000","19,959,900,000","19,863,500,000","19,951,200,000","19,846,300,000","20,404,700,000","20,915,400,000","17,751,900,000","17,654,000,000","17,574,800,000","17,433,600,000","4,810,200,000","4,829,300,000","4,743,800,000","4,708,700,000","4,721,500,000","4,732,200,000","4,721,800,000","4,762,200,000","4,835,100,000","1,957,100,000","1,960,900,000","1,960,800,000","2,103,100,000"
		RetainedEarnings,"28,058,000,000","27,088,000,000","26,700,000,000","25,874,000,000","24,793,000,000","23,802,000,000","24,678,000,000","25,346,000,000","23,360,000,000","22,573,000,000","22,104,000,000","21,679,000,000","21,136,000,000","19,988,000,000","20,182,000,000","19,757,300,000","19,241,100,000","18,054,400,000","17,306,600,000","17,667,000,000","17,357,700,000","16,560,600,000","16,364,100,000","15,918,400,000","15,310,400,000","14,778,500,000","14,761,800,000","14,352,200,000","14,150,100,000","14,014,400,000","13,863,800,000","13,744,400,000","14,011,500,000","13,813,900,000","14,040,500,000","13,817,900,000","13,275,100,000","12,647,100,000","12,556,800,000","12,224,000,000","11,921,100,000","11,490,700,000","11,572,800,000","11,418,100,000","11,199,900,000","10,721,600,000","10,581,800,000","9,997,500,000","9,795,600,000","9,598,500,000","7,126,800,000","6,639,500,000","5,970,600,000","5,479,400,000","5,167,200,000","4,396,800,000","3,954,200,000","4,387,600,000","4,612,000,000","5,122,100,000","5,071,100,000","4,656,100,000","4,167,100,000","3,581,500,000","3,775,700,000","4,173,500,000","3,521,500,000","2,880,900,000","2,506,800,000","1,960,100,000","1,882,300,000","1,687,800,000","1,449,900,000","1,154,300,000","982,200,000","804,700,000","636,100,000","481,300,000","372,600,000","234,800,000","155,500,000","55,700,000",
		GainsLossesNotAffectingRetainedEarnings,"-1,236,000,000","-178,000,000","-103,000,000","-17,000,000","-195,000,000","150,000,000","-112,000,000","-254,000,000","-1,008,000,000","-296,000,000","-299,000,000","-383,000,000","-623,000,000","-986,000,000","-811,000,000","-782,800,000","-720,600,000","-101,500,000","-126,000,000","-134,900,000","-161,800,000","-267,900,000","-363,900,000","-364,900,000","-382,400,000","-292,600,000","-216,200,000","400,000","237,900,000","171,900,000","333,100,000","475,000,000","327,400,000","183,200,000","-4,800,000","-27,200,000","342,500,000","299,100,000","386,900,000","212,200,000","235,000,000","114,900,000","132,200,000","343,700,000","251,400,000","224,600,000","372,400,000","140,700,000","166,800,000","68,100,000","72,500,000","-423,300,000","-745,500,000","-895,700,000","-515,000,000","-226,200,000","-6,100,000","156,100,000","79,300,000","7,700,000","102,300,000","50,100,000","18,900,000","-196,200,000","-73,900,000","-20,300,000","52,800,000","129,800,000","-5,400,000","145,800,000","108,600,000","47,000,000","163,500,000","138,700,000","151,600,000","200,300,000","121,500,000","122,700,000","122,000,000","44,100,000","8,500,000","42,400,000","71,800,000"
