name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997
TotalAssets,"4,107,696,000","4,181,868,000","4,118,965,000","4,370,593,000","2,441,395,000","2,066,233,000","2,024,702,000","2,062,986,000","1,960,406,000","1,989,791,000","1,745,732,000","1,690,906,000","1,687,716,000","1,669,302,000","1,462,000,000","1,401,059,000","1,430,500,000","1,401,530,000","1,350,662,000","1,283,495,000","1,316,486,000","1,296,337,000","1,348,819,000","1,298,093,000","1,342,813,000","1,275,535,000","1,280,171,000","1,275,645,000","954,961,000","892,252,000","900,996,000","922,080,000","896,979,000","844,200,000","857,978,000","759,058,000","744,360,000","705,905,000","695,293,000","651,586,000","615,834,000","584,411,000","565,279,000","590,067,000","572,618,000","536,744,000","527,741,000","494,378,000","474,244,000","460,075,000","433,234,000","413,177,000","388,023,000","370,068,000","458,946,000","436,963,000","426,269,000","416,078,000","564,464,000","564,646,000","534,799,000","529,413,000","558,501,000","558,905,000","569,140,000","542,179,000","534,562,000","517,079,000","499,516,000","472,620,000","464,747,000","466,784,000","446,461,000","434,013,000","415,020,000","380,249,000","361,580,000","357,400,000","352,090,000","363,214,000","360,838,000","359,749,000","347,715,000","328,898,000","270,274,000","267,768,000","256,903,000","253,811,000","244,205,000","227,400,000","223,000,000","206,500,000","195,700,000","185,100,000","120,500,000","111,900,000","96,800,000","87,500,000","96,800,000","90,900,000"
	CurrentAssets,"1,090,500,000","1,148,329,000","1,079,494,000","1,307,362,000","932,137,000","986,827,000","932,558,000","979,512,000","863,453,000","843,908,000","789,425,000","739,378,000","740,010,000","723,024,000","808,632,000","739,276,000","759,032,000","718,849,000","657,242,000","589,539,000","617,961,000","587,455,000","620,980,000","563,217,000","600,263,000","558,117,000","580,899,000","583,087,000","570,009,000","523,470,000","532,460,000","554,400,000","535,452,000","482,859,000","489,599,000","502,880,000","493,562,000","454,231,000","448,684,000","417,450,000","441,582,000","411,756,000","391,276,000","411,905,000","396,845,000","363,442,000","356,149,000","338,163,000","316,128,000","312,990,000","292,111,000","282,784,000","263,742,000","246,410,000","325,087,000","276,689,000","263,962,000","250,647,000","398,737,000","400,351,000","369,345,000","361,154,000","383,680,000","381,953,000","376,937,000","355,176,000","356,077,000","346,299,000","332,096,000","311,866,000","304,420,000","305,699,000","297,138,000","286,810,000","275,772,000","248,484,000","241,433,000","239,210,000","235,424,000","259,477,000","265,554,000","271,548,000","260,247,000","242,088,000","186,277,000","183,859,000","174,442,000","174,450,000","188,759,000","196,600,000","196,600,000","180,100,000","175,800,000","176,900,000","112,400,000","106,400,000","92,100,000","83,400,000","93,100,000","87,500,000"
		CashCashEquivalentsAndShortTermInvestments,"92,638,000","181,790,000","135,061,000","96,110,000","101,683,000","132,597,000","71,737,000","81,548,000","126,257,000","149,515,000","105,565,000","71,084,000","46,799,000","54,736,000","369,509,000","249,187,000","253,227,000","196,905,000","166,252,000","104,378,000","94,862,000","69,767,000","66,199,000","50,609,000","60,783,000","50,958,000","74,672,000","81,877,000","114,535,000","149,196,000","158,112,000","182,942,000","131,323,000","120,584,000","125,617,000","187,911,000","187,343,000","167,138,000","189,312,000","168,900,000","229,537,000","191,048,000","172,950,000","204,016,000","183,155,000","177,004,000","155,321,000","153,059,000","121,362,000","126,940,000","87,815,000","91,666,000","85,090,000","61,461,000","120,628,000","77,944,000","63,420,000","62,329,000","196,682,000","214,842,000","177,280,000","163,775,000","156,860,000","170,447,000","175,101,000","172,372,000","178,363,000","163,593,000","161,263,000","142,307,000","139,254,000","131,611,000","138,414,000","143,431,000","117,512,000","89,641,000","92,763,000","84,395,000","95,125,000","111,207,000","114,019,000","119,929,000","115,340,000","93,034,000","48,344,000","29,706,000","38,334,000","48,634,000","73,052,000","93,200,000","98,800,000","27,000,000","24,700,000","18,900,000","19,400,000","20,000,000","14,700,000","10,600,000","11,000,000","6,600,000"
			CashAndCashEquivalents,"92,638,000","181,790,000","135,061,000","96,110,000","101,683,000","132,597,000","71,737,000","81,548,000","126,257,000","149,515,000","105,565,000","71,084,000","46,799,000","54,736,000","349,245,000","229,021,000","253,227,000","196,905,000","166,252,000","104,378,000","94,862,000","69,767,000","66,199,000","50,609,000","60,783,000","50,958,000","74,672,000","81,877,000","114,535,000","149,196,000","158,112,000","182,942,000","131,323,000","120,584,000","125,617,000","187,911,000","187,343,000","167,138,000","189,312,000","168,900,000","229,537,000","191,048,000","172,950,000","204,016,000","183,155,000","177,004,000","155,321,000","153,059,000","121,362,000","126,940,000","87,815,000","91,666,000","85,090,000","61,461,000","120,628,000","77,944,000","63,420,000","62,279,000","70,472,000","91,105,000","42,871,000","21,964,000","39,545,000","32,732,000","38,436,000","36,707,000","59,073,000","64,978,000","78,173,000","94,557,000","91,854,000","131,611,000","138,414,000","143,431,000","117,372,000","89,501,000","92,623,000","84,235,000","94,965,000","111,047,000","113,859,000","94,705,000","114,108,000","91,804,000","46,994,000","29,500,000","36,975,000","37,770,000","46,511,000","59,300,000","61,600,000","27,000,000","24,700,000","18,900,000","19,400,000","20,000,000","14,700,000","10,600,000","11,000,000","6,600,000"
			OtherShortTermInvestments,,,,,,,,,,,"0","0","0","0","20,264,000","20,166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000","126,210,000","123,737,000","134,409,000","141,811,000","117,315,000","137,715,000","136,665,000","135,665,000","119,290,000","98,615,000","83,090,000","47,750,000","47,400,000",,,,"140,000","140,000","140,000","160,000","160,000","160,000","160,000","25,224,000","1,232,000","1,230,000","1,350,000","206,000","1,359,000","10,864,000","26,541,000","33,900,000","37,200,000",,,,,,,,,
		Receivables,"900,442,000","852,236,000","840,232,000","1,129,773,000","762,097,000","785,295,000","788,278,000","838,022,000","683,939,000","641,139,000","621,379,000","620,677,000","643,543,000","618,373,000","395,128,000","440,386,000","457,887,000","472,025,000","435,341,000","432,259,000","472,657,000","466,562,000","498,063,000","462,535,000","490,129,000","457,958,000","427,106,000","405,307,000","368,372,000","296,245,000","289,567,000","291,550,000","330,087,000","299,199,000","292,956,000","237,648,000","224,086,000","210,326,000","187,044,000","173,438,000","152,015,000","157,524,000","154,070,000","161,268,000","168,300,000","141,942,000","153,505,000","142,209,000","157,048,000","142,185,000","149,500,000","155,946,000","149,621,000","153,270,000","160,260,000","178,931,000","181,313,000","169,038,000","175,162,000","164,336,000","169,428,000","177,879,000","210,130,000","193,661,000","185,856,000","170,774,000","168,251,000","172,845,000","163,554,000","161,138,000","154,114,000","163,181,000","146,247,000","133,211,000","144,134,000","149,629,000","141,152,000","147,099,000","133,176,000","139,582,000","142,153,000","118,270,000","118,988,000","144,958,000","131,428,000","148,094,000","129,764,000","119,833,000","109,784,000","97,700,000","92,100,000","74,000,000","66,200,000","88,100,000","78,300,000","66,000,000","46,000,000","33,900,000","39,300,000","31,400,000"
			AccountsReceivable,"742,713,000","717,804,000","718,728,000","794,653,000","582,474,000","662,059,000","622,871,000","626,471,000","529,928,000","511,670,000","476,690,000","525,882,000","491,560,000","486,922,000","357,613,000","398,751,000","415,008,000","438,995,000","394,338,000","376,972,000","432,255,000","426,372,000","444,357,000","421,132,000","433,228,000","425,159,000","396,177,000","377,729,000","339,527,000","265,383,000","263,011,000","274,544,000","309,784,000","277,603,000","272,636,000","221,319,000","205,397,000","198,939,000","172,705,000","157,795,000","140,664,000","157,524,000","154,070,000","125,747,000","153,381,000","133,383,000","153,505,000","142,209,000","151,403,000","141,727,000","148,764,000","147,174,000","131,738,000","130,056,000","159,514,000","176,514,000","175,006,000","169,038,000","175,162,000","160,738,000","165,750,000","166,861,000","201,127,000","184,541,000","185,856,000","170,774,000","168,251,000","172,845,000","163,554,000","119,202,000","154,114,000","163,181,000","146,247,000","133,211,000","144,134,000","149,629,000","141,152,000","147,099,000","133,176,000","139,582,000","142,153,000","118,270,000","118,988,000","113,727,000","94,371,000","148,094,000",,"119,833,000","109,784,000",,,,,,,,,,,
				GrossAccountsReceivable,,,,"801,260,000","589,295,000","668,638,000",,"639,502,000","541,982,000","518,516,000",,"532,442,000","497,633,000","493,352,000",,"402,258,000","419,364,000","444,731,000",,"381,343,000","436,418,000","430,655,000","448,583,000","426,305,000","438,308,000","429,714,000",,"382,060,000","343,531,000","268,591,000",,"278,375,000","315,214,000","281,830,000",,"224,612,000","209,166,000","203,053,000",,"162,375,000","144,890,000","160,937,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,"-6,607,000","-6,821,000","-6,579,000",,"-13,031,000","-12,054,000","-6,846,000",,"-6,560,000","-6,073,000","-6,430,000",,"-3,507,000","-4,356,000","-5,736,000",,"-4,371,000","-4,163,000","-4,283,000","-4,226,000","-5,173,000","-5,080,000","-4,555,000",,"-4,331,000","-4,004,000","-3,208,000",,"-3,831,000","-5,430,000","-4,227,000",,"-3,293,000","-3,769,000","-4,114,000",,"-4,580,000","-4,226,000","-3,413,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"759,000","746,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
