name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
TotalRevenue,"97,961,908","5,480,000","33,398,236","26,156,522","32,928,513","39,793,618","72,432,254","13,138,754","15,156,946","-58,822,302","20,667,510","14,104,587","7,159,154","-525,197","8,218,181","13,616,593","18,057,985","7,184,925","12,018,059","8,047,352","23,478,228","11,851,042","24,492,795","28,331,667","28,343,770","4,395,692","-39,351,308","2,211,606","6,645,660","9,052,185","-22,399,194","3,989,425","37,691,374","42,397,245","41,143,163","23,039,898","15,816,750","31,094,592","30,549,341","-6,321,559","29,385,618","26,361,659","26,838,758","-49,625,872","22,908,325","22,711,449","19,979,181","-22,167,444","16,335,071","13,524,993","13,598,485","6,903,386","10,769,709","10,424,714","12,076,509","-65,065,305","9,662,381","9,713,922","9,003,608","-21,495,569","5,425,279",
	OperatingRevenue,"97,961,908","5,480,000","33,398,236","26,156,522","32,928,513","39,793,618","72,432,254","13,138,754","15,156,946","-58,822,302","20,667,510","14,104,587","7,159,154","-525,197","8,218,181","13,616,593","18,057,985","7,184,925","12,018,059","8,047,352","23,478,228","11,851,042","24,492,795","28,331,667","28,343,770","4,395,692","-39,351,308","2,211,606","6,645,660","9,052,185","-22,399,194","3,989,425","37,691,374","42,397,245","41,143,163","23,039,898","15,816,750","31,094,592","30,549,341","-6,321,559","29,385,618","26,361,659","26,838,758","-49,625,872","22,908,325","22,711,449","19,979,181","-22,167,444","16,335,071","13,524,993","13,598,485","6,903,386","10,769,709","10,424,714","12,076,509","-65,065,305","9,662,381","9,705,439","8,997,764","-21,495,569","5,425,279",
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,508,428","4,493,917","2,374,842","3,749,128","4,008,053","3,803,994","3,338,434","6,291,588","5,525,828","5,240,482","4,536,739","4,334,033","-9,670,729","3,341,007","3,067,552","3,262,170","3,299,336","2,815,196",,,,"0",
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,297,927","24,891,701","23,986,817","23,089,630","22,131,487","19,104,331","19,373,015","13,687,593","11,155,380","11,094,589","8,988,254","9,264,452","21,518,568","7,428,702","7,357,162","8,814,339","8,131,715","6,847,185",,,,"5,425,279",
OperatingExpense,"6,544,003","2,105,000","2,642,398","898,500","898,500","1,148,500","1,148,503","3,332,243","-756,984","1,170,401","1,165,000","5,540,324","1,230,303","3,921,300","1,139,992","1,143,685","1,147,838","1,149,915","-277,338","198,712","4,274,163","-33,628","18,668","272,289","160,896","96,055","103,875","826,215","1,709,710","1,673,484","1,546,500","5,059,308","5,710,063","1,707,546","1,688,210","532,371","1,998,718","4,312,460","2,008,155","-3,260,768","6,114,334","6,129,303","5,717,979","-8,125,089","4,554,878","5,127,529","1,381,381","1,047,170","1,310,748","1,091,521","1,207,881","1,290,112","970,684","902,303","1,209,190","811,215","1,249,904","5,265,048","4,271,729","-711,543","1,517,253",
	SellingGeneralAndAdministration,"3,743,003","973,000","973,100","898,500","898,500","1,148,500","1,148,503","3,332,246","1,165,000","1,170,401","1,165,000","1,156,617","1,230,303","1,224,802","1,139,992","1,143,685","1,147,838","1,149,915","1,149,915","1,553,997","1,559,653","1,562,483","1,562,507","1,784,723","1,797,675","1,838,063","1,752,129","826,215","1,709,710","1,673,484","1,546,500","571,808","1,860,063","1,707,546","1,688,210","532,371","1,678,718","1,874,960","1,932,854","-7,988,390","5,760,637","5,884,303","5,682,979","-7,931,265","4,519,878","5,087,672","1,262,414","1,145,060","1,310,748","1,100,593","1,100,919","1,290,112","970,684","902,303","1,209,190","811,215","1,249,904","446,801","381,684","-70,270","1,517,253",
		GeneralAndAdministrativeExpense,"3,743,003","973,000","973,100","898,500","898,500","1,148,500","1,148,503","3,332,246","1,165,000","1,170,401","1,165,000","1,156,617","1,230,303","1,224,802","1,139,992","1,143,685","1,147,838","1,149,915","1,149,915","1,553,997","1,559,653","1,562,483","1,562,507","1,784,723","1,797,675","1,838,063","1,752,129","826,215","1,709,710","1,673,484","1,546,500","571,808","1,860,063","1,707,546","1,688,210","532,371","1,678,718","1,874,960","1,932,854","-7,988,390","5,760,637",,,"-7,931,265","4,519,878",,,,,,,,,,,,,"446,801","381,684",,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,892,819",,,"3,773,828","3,256,341",,,,,,,,,,,,,"102,973","663,690",,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,867,818",,,"1,456,504","1,263,537",,,,,,,,,,,,,"343,828","-282,006",,,
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"353,697","245,000","35,000",,"35,000","39,857","118,967",,"0","-9,072","106,962",,,,,,,"-41,364,816","-19,437,313",,,
	OtherOperatingExpenses,"-1,921,987","1,132,000","1,669,298",,,,,"-3","-1,921,984",,,"4,383,707",,"2,696,498",,"0",,,"-1,427,253","-1,355,285","2,714,510","-1,596,111","-1,543,839","-1,512,434","-1,636,779","-1,742,008","-1,648,254",,,,,"4,487,500","3,850,000",,,"0","320,000","2,437,500","75,301",,,,,,,,,,,,,,,,,"0",,"46,183,063","23,327,358",,,
OperatingIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,051,433","18,777,367","17,857,514","17,371,651","17,094,979","14,549,453","14,245,486","12,306,212","10,108,210","9,783,841","7,896,733","8,056,571","6,829,453","6,458,018","6,454,859","7,605,149","7,320,500","5,597,281","4,448,874","4,731,879","36,410,918","3,908,026",
NetNonOperatingInterestIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,362,121","-3,206,771","-2,736,619","-2,375,123","-1,770,840","-1,329,441","20,391,063","17,997,170","15,851,518","14,777,496","12,274,236","12,460,199","-33,730,914","9,854,167","9,124,651","9,886,826","9,248,144","7,762,163",,,,"4,562,846",
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,477,586","19,132,597","16,904,407","15,740,093","13,112,511","13,278,882",,"10,645,754","10,312,977","11,724,046","11,134,534","9,418,303",,,,"5,425,279",
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,362,121","3,206,771","2,736,619","2,375,123","1,770,840","1,329,441","1,086,523","1,135,427","1,052,889","962,597","838,275","818,683","811,431","791,587","1,188,326","1,837,220","1,886,390","1,656,140",,,,"862,433",
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,308,413","-12,150,864","11,277,214","848,996","-46,488,290","-10,901,597","428,024","14,351,438","-2,326,073","-4,561,811","-10,089,601","1,438,359","20,161,512","-6,486,202","36,932,457","-37,524,653","-16,476,184","11,263,323",,,,"-5,151,765",
	GainOnSaleOfSecurity,"163,992,831","142,787,000","-26,072,138","5,591,553","41,687,247","319,431","-17,577,401","-10,108,138","-109,739","1,424,778","-12,034,153","-18,383,193","-99,634,900","972,448","8,529,986","2,901,825","17,427,448","21,753,450","3,773,483","-236,727","10,147,761","-18,742,737","-22,195,334","1,561,741","-45,507,467","-11,210,018","-25,374,963","-1,825,234","13,820,350","9,490,439","8,626,139","1,279,450","23,267,131","3,029,573","2,659,111","2,964,135","15,682,708","-1,830,764","871,132","-18,134,700","-12,150,864","16,638,533","-8,029,555","12,381,757","-10,901,597","286,452","2,293,362","1,227,459","100,295","-140,986","-16,603,865","-8,396,839","-24,701,776","-5,258,194","-887,070","-10,533,737","-401,624",,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,443,113","0","-5,361,319","8,878,551",,,"141,572","12,058,076","-3,553,532","-4,662,106","-9,948,615","18,042,224","28,558,351","18,215,574","42,190,651","-36,637,583","-5,942,447","11,664,947",,,"4,926,965","-5,151,765",
PretaxIncome,"91,417,905","3,375,000","30,755,838","25,258,022","32,030,013","38,645,118","71,283,751","9,806,511","15,913,930","-59,992,703","19,502,510","8,564,263","5,928,851","-4,446,497","7,078,189","12,472,908","16,910,147","6,035,010","12,295,397","7,848,640","19,204,065","11,884,670","24,474,127","28,059,378","28,182,874","4,299,637","-39,455,183","1,385,391","4,935,950","7,378,701","-23,945,694","-1,069,883","31,981,311","40,689,699","39,454,953","22,507,527","13,818,032","26,782,132","28,541,186","17,997,725","3,419,732","26,398,109",,"-30,935,327","2,318,415",,,,,,,,,,,,,,,"-19,387,744","3,045,593",
TaxProvision,"5,760,000","215,000","5,245,141","150,000","150,000","150,000","150,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","0","0","0","0","425,000","425,000","425,000","425,000","350,000","350,000","350,000","1,300,000","0","0",,,"32,055","32,000","8,548",,"28,928","32,500","-190,197",,,,,,,,,,,,,,,,,,,,,,"5,880","100,000",
NetIncomeCommonStockholders,"85,655,905","3,160,000","25,510,697","25,108,022","31,880,013","38,495,118","71,133,751","9,506,511","15,613,930","-60,292,703","19,202,510","8,264,263","5,628,851","-4,746,497","6,778,189","12,472,908","16,910,147","6,035,010","12,295,397","7,423,640","18,779,065","11,459,670","24,049,127","27,709,378","27,832,874","3,949,637","-40,755,183","1,385,391","4,935,950","7,378,701","-23,945,694","-1,101,938","31,949,311","40,681,151","39,454,953","22,478,599","13,785,532","26,972,329","28,541,186","17,689,735","3,419,732","26,398,109","15,845,524","-31,164,151","2,318,415","13,586,987","25,522,223","6,630,954","4,259,433","-3,031,143","8,676,247","26,179,534","-819,771","42,198,990","-31,756,724","-11,042,074","15,204,464","-33,328,673","-11,536,656","-14,521,659","-1,944,046",
	NetIncome,"85,655,905","3,160,000","25,510,697","25,108,022","31,880,013","38,495,118","71,133,751","9,506,511","15,613,930","-60,292,703","19,202,510","8,264,263","5,628,851","-4,746,497","6,778,189","12,472,908","16,910,147","6,035,010","12,295,397","7,423,640","18,779,065","11,459,670","24,049,127","27,709,378","27,832,874","3,949,637","-40,755,183","1,385,391","4,935,950","7,378,701","-23,945,694","-1,101,938","31,949,311","40,681,151","39,454,953","22,478,599","13,785,532","26,972,329","28,541,186","17,689,735","3,419,732","26,398,109","15,845,524","-31,164,151","2,318,415","13,586,987","25,522,223","6,630,954","4,259,433","-3,031,143","8,676,247","26,179,534","-819,771","42,198,990","-31,756,724","-11,042,074","15,204,464","-33,328,673","-11,536,656","-14,521,659","-1,944,046",
