name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017
		ProceedsFromStockOptionExercised,"36,410,000","8,870,000","6,709,000","9,852,000","10,979,000","9,704,000","22,324,000","15,978,000","29,252,000","10,841,000","11,054,000","19,455,000","20,113,000","15,015,000","755,000","2,133,000","149,000","1,661,000","914,000","771,000","557,000"
		NetOtherFinancingCharges,"-9,283,000","0","-49,000","-2,046,000","-7,188,000",,,,,"0","0","-2,834,000",,"1,000","-3,371,000","-2,302,000",,,,,
EndCashPosition,"863,637,000","863,637,000","868,291,000","878,998,000","993,681,000","403,708,000","395,489,000","351,311,000","352,732,000","299,389,000","296,367,000","307,548,000","317,413,000","300,280,000","308,490,000","320,847,000","53,363,000","51,609,000","75,512,000","75,569,000","66,305,000"
	ChangesInCash,"480,528,000","3,617,000","-1,786,000","-112,511,000","591,208,000","8,033,000","40,649,000","-1,268,000","50,871,000","4,331,000","-13,210,000","-9,137,000","16,804,000","-8,745,000","-12,553,000","267,933,000","2,933,000","-23,415,000","-1,910,000","10,829,000","5,434,000"
	EffectOfExchangeRateChanges,"-20,599,000","-8,271,000","-8,921,000","-2,172,000","-1,235,000","186,000","3,529,000","-153,000","2,472,000","-1,309,000","2,029,000","-728,000","329,000","535,000","196,000","-449,000","-1,179,000","-488,000","1,853,000","-1,565,000","981,000"
	BeginningCashPosition,"403,708,000","868,291,000","878,998,000","993,681,000","403,708,000","395,489,000","351,311,000","352,732,000","299,389,000","296,367,000","307,548,000","317,413,000","300,280,000","308,490,000","320,847,000","53,363,000","51,609,000","75,512,000","75,569,000","66,305,000","59,890,000"
IncomeTaxPaidSupplementalData,"3,979,000","920,000","1,154,000","1,276,000","629,000",,,"1,510,000","198,000","164,000","2,201,000","507,000","625,000","768,000","3,058,000","-1,156,000","397,000","1,147,000","2,852,000","-912,000","102,000"
InterestPaidSupplementalData,"12,995,000","210,000",,,,,,,,"0","0","1,000","1,000","2,000","9,000","-4,000","2,000","11,000","6,000","-6,000","3,000"
CapitalExpenditure,"-7,417,000","-2,203,000","-1,750,000","-1,830,000","-1,634,000","-1,497,000","-1,076,000","-1,277,000","-379,000","-826,000","-1,007,000","-1,645,000","-1,585,000","-1,088,000","-1,187,000","-836,000","-336,000","-1,127,000","-945,000","-502,000","-394,000"
IssuanceOfCapitalStock,"0",,,,,,,,,"0","0","0",,"0","0","269,514,000","0","0","0","0","0"
IssuanceOfDebt,"575,000,000","0","0","0","575,000,000",,,,,,,,,,,,,,,,
RepaymentOfDebt,"0",,,,,"0","0","0","0","0","-30,000","-30,000","-30,000","-33,000","-53,000","0","-20,000","-42,000","-31,000","-31,000","-28,000"
RepurchaseOfCapitalStock,,,,,,,,,,,,,,"0","0","0","0","0","0","-344,000","0"
FreeCashFlow,"-1,745,000","-5,253,000","3,304,000","-12,213,000","12,417,000","-3,062,000","18,325,000","-18,566,000","21,619,000","-6,759,000","-24,234,000","-1,355,000","-3,279,000","-20,878,000","-9,884,000","-1,412,000","4,790,000","-25,034,000","-2,793,000","3,584,000","456,000"
