name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010
MarketCap,"55,291,933,644","53,918,597,410","47,953,735,680","51,327,513,120","54,276,075,200","50,725,023,750","46,859,168,850","51,133,950,000","47,415,883,200","44,090,587,914","38,649,501,760","41,218,330,580","34,620,422,728","32,679,775,329","30,344,738,327","29,575,221,583","26,260,769,017","25,922,861,505","28,003,638,122","22,090,257,964","20,610,760,395","19,987,410,044","20,393,827,673","19,465,711,268","26,885,154,720","23,481,132,819","21,519,251,640","19,969,079,601","23,878,610,145","22,082,296,172","20,349,155,820","19,013,896,633","16,751,460,865","17,494,877,587","17,856,706,560","18,698,073,533","17,898,691,319","17,044,488,394","15,193,094,014","16,224,292,615","16,951,998,841","16,061,310,686","14,583,862,392","13,545,170,899","10,744,706,232","11,130,197,352","9,497,309,670","9,613,877,119","9,950,499,317","9,737,256,084","8,000,365,140"
EnterpriseValue,"69,968,634,644","67,820,104,410","61,558,258,680","64,960,169,120","67,319,541,200","62,938,888,750","58,120,693,850","61,403,964,000","57,657,585,200","55,546,748,914","49,765,897,760","51,928,746,580","45,215,385,728","35,308,978,329","32,988,418,327","32,088,653,583","28,841,185,017","28,661,378,505","30,898,546,122","24,960,591,964","23,438,061,395","23,011,021,044","23,368,281,673","22,338,690,268","29,688,656,720","26,293,739,819","24,443,427,640","22,651,683,601","26,368,808,145","24,243,058,172","22,900,063,820","21,823,652,633","19,692,523,865","19,808,065,587","20,615,901,560","21,399,918,533","20,579,377,319","19,675,907,394","18,074,772,014","19,105,970,615","19,705,436,841","18,810,159,686","17,076,217,392","16,148,414,899","13,405,879,232","13,920,978,352","12,288,090,670","12,684,858,119","13,131,224,317","12,917,981,084","11,795,360,140"
PeRatio,"24.957","23.356","20.379","21.198","21.382","20.221","19.268","22.686","24.663","26.401","24.083","25.778","22.007","21.121","17.101","17.349","16.441","17.146","22.916","18.331","17.005","16.413","17.369","16.18","22.884","20.737","19.649","18.12","22.263","20.834","20.138","19.049","17.152","17.804","18.051","19.26","18.917","18.277","16.869","17.745","19.544","19.775","19.194","19.731","16.734","17.907","15.28","21.853","24.94","24.419","22.371"
ForwardPeRatio,"21.142","20.704","18.657","20.04","23.866","22.779","19.57","21.978","23.31","23.529","20.877","22.026","20.704","19.646","17.361","16.611","16.181","15.924","18.762","16.129","16.779","15.798","15.552","14.205","20.576","17.544","16.667","17.212","20.408","18.45","16.393","17.857","15.314","15.083","14.837","16.667","15.408","14.535","13.908","14.993","15.823","14.684","15.773","15.015","12.21","12.563","12.92",,,,
PegRatio,"1.921","2.342","2.109","2.296","2.631","2.45","1.424","1.601","2.086","2.201","1.911","2.061","1.976","1.482","1.309","1.25","1.266","1.277","1.8","1.508","1.568","1.374","1.353","1.148","1.575","1.406","1.275","1.317","1.565","1.422","1.2","1.25","1.11","1.093","0.996","0.836","0.773","0.729","0.881","0.974","1.056","0.88","0.818","0.853","0.731","0.705","0.675",,,,
PsRatio,"1.643","1.637","1.466","1.598","1.703","1.591","1.512","1.699","1.65","1.63","1.463","1.574","1.353","1.309","1.234","1.223","1.113","1.124","1.213","0.983","0.94","0.933","0.991","0.948","1.333","1.187","1.121","1.039","1.264","1.175","1.124","1.086","0.991","1.044","1.067","1.132","1.109","1.087","0.977","1.028","1.113","1.069","0.993","0.971","0.812","0.862","0.736","0.765","0.797","0.781","0.653"
PbRatio,"9.275","8.61","7.747","8.363","8.684","7.615","6.708","6.951","6.577","6.578","5.813","6.107","5.267","5.092","4.774","4.636","4.211","4.232","4.875","3.884","3.728","3.697","3.804","3.596","4.989","4.366","4.027","3.685","4.434","3.867","3.808","3.731","3.467","3.238","3.385","3.574","3.456","3.419","3.209","3.427","3.524","3.498","3.124","2.974","2.546","2.745","2.342","2.61","2.814","2.753","2.802"
EnterprisesValueRevenueRatio,"2.024","7.75","7.115","7.626","7.782","7.492","6.907","7.489","6.639","6.575","6.953","7.428","6.476","5.331","4.961","5","4.476","4.687","5.041","4.228","4.021","4.102","3.889","4.199","5.506","4.994","4.623","4.47","5.175","4.929","4.637","4.619","4.169","4.38","4.587","4.884","4.683","4.647","4.296","4.819","4.99","4.822","4.08","4.492","3.75","4.033","3.525","3.935","4.085","4.152","3.702"
EnterprisesValueEBITDARatio,"18.82","73.82","63.921","78.468","66.778","59.209","56.87","66.818","48.714","55.301","58.322","84.042","64.483","55.629","43.62","57.61","43.923","47.807","42.379","48.151","39.58","40.45","30.03","45.735","49.177","45.882","34.841","44.234","46.803","47.042","35.052","45.428","38.322","42.702","33.076","45.083","41.527","43.09","29.982","43.841","45.337","41.348","29.5","42.521","37.218","35.985","25.956","38.475","36.765","36.508","41.255"
