name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988
TotalRevenue,"2,935,385,000","688,757,000","748,155,000","1,015,392,000","483,081,000","519,910,000","526,242,000","826,561,000","297,212,000","405,131,000","754,617,000","1,128,403,000","643,892,000","633,552,000","766,785,000","1,072,982,000","624,698,000","611,743,000","714,898,000","1,024,993,000","538,006,000","529,042,000","603,290,000","883,476,000","442,267,000","457,403,000","527,428,000","909,865,000","473,884,000","432,965,000","514,323,000","812,330,000","424,010,000","366,192,000","472,755,000","668,702,000","304,158,000","272,615,000","375,278,000","543,513,000","251,479,000","229,449,000","294,346,000","510,009,000","229,975,000","196,871,000","270,165,000","450,002,000","188,960,000","154,278,000","193,835,000","363,540,000","135,926,000","115,933,000","170,688,000","351,599,000","113,462,000","75,396,000","128,676,000","271,195,000","83,909,000","35,088,000","98,842,000","244,704,000","69,082,000","14,389,000","69,131,000","186,621,000","54,553,000","13,767,000","38,956,000","114,909,000","43,892,000","16,521,000","34,503,000","125,547,000","45,299,000","18,712,000","47,654,000","102,284,000","40,022,000","12,691,000","30,723,000","90,623,000","62,913,000","17,167,000","41,139,000","87,955,000","47,385,000","10,578,000","33,332,000","74,500,000","33,200,000","8,500,000","19,700,000","61,200,000","35,700,000","5,000,000","19,300,000","61,100,000","33,100,000","6,500,000","21,000,000","65,300,000","26,200,000","5,100,000","18,700,000","57,700,000","36,000,000","9,300,000","29,500,000","73,600,000","48,200,000","20,200,000","46,500,000","80,600,000","55,900,000","25,900,000","75,900,000","56,800,000","22,800,000","38,100,000","57,900,000","46,000,000","12,500,000","25,700,000","57,800,000","46,600,000","16,500,000","44,500,000","53,800,000","34,300,000","14,600,000","19,200,000","30,700,000"
	OperatingRevenue,"2,935,385,000","688,757,000","748,155,000","1,015,392,000","483,081,000","519,910,000","526,242,000","826,561,000","297,212,000","405,131,000","754,617,000","1,128,403,000","643,892,000","633,552,000","766,785,000","1,072,982,000","624,698,000","611,743,000","714,898,000","1,024,993,000","538,006,000","529,042,000","603,290,000","883,476,000","442,267,000","457,403,000","527,428,000","909,865,000","473,884,000","432,965,000","514,323,000","812,330,000","424,010,000","366,192,000","472,755,000","668,702,000","304,158,000","272,615,000","375,278,000","543,513,000","251,479,000","229,449,000","294,346,000","510,009,000","229,975,000","196,871,000","270,165,000","450,002,000","188,960,000","154,278,000","193,835,000","363,540,000","135,926,000","115,933,000","170,688,000","351,599,000","113,462,000","75,396,000","128,676,000","271,195,000","83,909,000","35,088,000","98,842,000","244,704,000","69,082,000","14,389,000","69,131,000","186,621,000","54,553,000","13,767,000","38,956,000","114,909,000","43,892,000","16,521,000","34,503,000","125,547,000","45,299,000","18,712,000","47,654,000","102,284,000","40,022,000","12,691,000","30,723,000","90,623,000","62,913,000","17,167,000","41,139,000","87,955,000","47,385,000","10,578,000","33,332,000","74,500,000","33,200,000","8,500,000","19,700,000","61,200,000","35,700,000","5,000,000","19,300,000","61,100,000","33,100,000","6,500,000","21,000,000","65,300,000","26,200,000","5,100,000","18,700,000","57,700,000","36,000,000","9,300,000","29,500,000","73,600,000","48,200,000","20,200,000","46,500,000","80,600,000","55,900,000","25,900,000","75,900,000","56,800,000","22,800,000","38,100,000","57,900,000","46,000,000","12,500,000","25,700,000","57,800,000","46,600,000","16,500,000","44,500,000","53,800,000","34,300,000","14,600,000","19,200,000","30,700,000"
CostOfRevenue,"1,896,626,000","442,718,000","495,823,000","667,882,000","290,203,000","324,441,000","338,649,000","528,806,000","162,519,000","280,730,000","503,529,000","729,384,000","412,123,000","397,488,000","507,847,000","690,882,000","393,154,000","377,216,000","455,605,000","634,128,000","335,115,000","327,186,000","405,193,000","562,024,000","286,624,000","291,734,000","348,614,000","572,808,000","305,544,000","278,538,000","330,834,000","517,078,000","275,951,000","236,015,000","306,237,000","441,400,000","204,739,000","180,223,000","257,380,000","353,306,000","176,636,000","160,759,000","210,931,000","347,734,000","164,404,000","137,416,000","182,857,000","296,055,000","128,206,000","105,241,000","124,625,000","237,912,000","95,111,000","84,718,000","128,935,000","239,080,000","84,581,000","57,859,000","98,757,000","190,932,000","61,969,000","27,759,000","73,151,000","172,360,000","52,249,000","13,710,000","53,067,000","131,503,000","41,804,000","12,852,000","32,063,000","81,358,000","33,354,000","14,759,000","30,045,000","88,208,000","29,618,000","14,358,000","38,046,000","74,324,000","29,209,000","11,788,000","27,740,000","69,905,000","46,298,000","14,217,000","32,232,000","62,315,000","33,347,000","8,205,000","24,972,000","53,800,000","23,400,000","7,300,000","17,500,000","45,700,000","25,900,000","4,900,000","18,000,000","45,300,000","22,400,000","5,800,000","17,800,000","48,600,000","16,600,000","4,500,000","17,200,000","44,700,000","26,000,000","8,300,000","21,500,000","65,900,000",,"18,300,000","40,000,000","68,200,000","48,400,000","23,600,000","64,400,000","48,300,000","20,700,000",,,,,,,"38,600,000","13,000,000","37,600,000","43,700,000",,,,
GrossProfit,"1,038,759,000","246,039,000","252,332,000","347,510,000","192,878,000","195,469,000","187,593,000","297,755,000","134,693,000","124,401,000","251,088,000","399,019,000","231,769,000","236,064,000","258,938,000","382,100,000","231,544,000","234,527,000","259,293,000","390,865,000","202,891,000","201,856,000","198,097,000","321,452,000","155,643,000","165,669,000","178,814,000","337,057,000","168,340,000","154,427,000","183,489,000","295,252,000","148,059,000","130,177,000","166,518,000","227,302,000","99,419,000","92,392,000","117,898,000","190,207,000","74,843,000","68,690,000","83,415,000","162,275,000","65,571,000","59,455,000","87,308,000","153,947,000","60,754,000","49,037,000","69,210,000","125,628,000","40,815,000","31,215,000","41,753,000","112,519,000","28,881,000","17,537,000","29,919,000","80,263,000","21,940,000","7,329,000","25,691,000","72,344,000","16,833,000","679,000","16,064,000","55,118,000","12,749,000","915,000","6,893,000","33,551,000","10,538,000","1,762,000","4,458,000","37,339,000","15,681,000","4,354,000","9,608,000","27,960,000","10,813,000","903,000","2,983,000","20,718,000","16,615,000","2,950,000","8,907,000","25,640,000","14,038,000","2,373,000","8,360,000","20,700,000","9,800,000","1,200,000","2,200,000","15,500,000","9,800,000","100,000","1,300,000","15,800,000","10,700,000","700,000","3,200,000","16,700,000","9,600,000","600,000","1,500,000","13,000,000","10,000,000","1,000,000","8,000,000","7,700,000",,"1,900,000","6,500,000","12,400,000","7,500,000","2,300,000","11,500,000","8,500,000","2,100,000",,,,,,,"8,000,000","3,500,000","6,900,000","10,100,000",,,,
OperatingExpense,"718,496,000","191,502,000","183,672,000","189,384,000","153,938,000","148,647,000","159,635,000","187,812,000","131,793,000","164,487,000","197,065,000","256,281,000","206,237,000","211,332,000","211,731,000","242,085,000","208,315,000","211,451,000","229,550,000","249,646,000","206,585,000","207,249,000","209,472,000","206,307,000","160,840,000","160,298,000","166,381,000","197,655,000","147,397,000","142,721,000","147,161,000","181,972,000","136,564,000","126,668,000","144,330,000","128,615,000","92,286,000","88,949,000","101,830,000","109,098,000","71,554,000","68,667,000","74,533,000","88,833,000","61,678,000","59,449,000","66,383,000","81,648,000","55,121,000","50,962,000","55,753,000","68,041,000","44,579,000","42,287,000","80,688,000","60,837,000","34,297,000","28,745,000","27,942,000","37,764,000","23,303,000","18,087,000","22,922,000","30,753,000","18,590,000","15,423,000","18,848,000","27,337,000","12,600,000","9,103,000","11,294,000","15,638,000","12,589,000","10,157,000","10,651,000","16,785,000","10,844,000","8,759,000","14,959,000","13,181,000","9,453,000","7,514,000","8,392,000","10,930,000","9,027,000","7,465,000","7,305,000","8,540,000","7,520,000","6,495,000","5,483,000","9,600,000","7,200,000","7,200,000","7,300,000","7,500,000","7,100,000","6,600,000","5,200,000","6,300,000","6,200,000","6,100,000","5,500,000","6,600,000","5,800,000","6,100,000","5,300,000","6,600,000","5,900,000","5,600,000","6,600,000","7,400,000",,"6,700,000","6,400,000","6,200,000","5,700,000","5,500,000","5,200,000","4,600,000","3,800,000",,,,,,,"2,400,000","2,200,000","3,400,000","2,600,000",,,,
	SellingGeneralAndAdministration,"691,819,000","185,407,000","177,212,000","182,360,000","146,840,000","141,603,000","150,755,000","177,625,000","122,102,000","154,620,000","187,293,000","246,580,000","196,448,000","201,859,000","201,780,000","232,052,000","198,860,000","202,071,000","219,247,000","242,740,000","195,849,000","197,411,000","199,889,000","198,274,000","153,168,000","153,105,000","159,202,000","191,044,000","141,483,000","137,034,000","141,557,000","176,383,000","131,609,000","122,441,000","140,177,000","125,457,000","89,044,000","85,828,000","98,887,000","106,287,000","69,454,000","66,614,000","72,311,000","86,958,000","59,826,000","57,925,000","64,715,000","80,140,000","53,844,000","49,682,000","54,464,000","66,738,000","43,195,000","40,883,000","45,473,000","58,937,000","32,523,000","27,165,000","26,650,000","36,470,000","22,056,000","16,493,000","21,791,000","29,650,000","17,478,000","14,339,000","15,723,000","27,337,000","12,600,000","9,103,000","11,294,000","15,638,000","11,707,000","10,157,000","10,651,000","16,785,000","10,844,000","8,759,000","11,403,000","13,181,000","9,453,000","7,514,000","8,392,000","10,930,000","9,027,000","7,465,000","8,070,000","8,208,000","7,280,000","6,302,000","5,145,000","9,400,000","6,800,000","6,900,000","6,900,000","7,200,000","6,700,000","6,300,000","4,900,000","6,000,000","5,900,000","5,800,000","5,200,000","6,200,000","5,400,000","5,700,000","4,900,000","6,100,000","5,500,000","5,300,000","6,500,000","7,000,000",,"6,400,000","6,100,000","6,000,000","5,500,000","5,300,000","5,100,000","4,400,000","3,700,000",,,,,,,"2,400,000","2,100,000","3,400,000","2,500,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,"26,677,000","6,095,000","6,460,000","7,024,000","7,098,000","7,044,000","8,880,000","10,187,000","9,691,000","9,867,000","9,772,000","9,701,000","9,789,000","9,473,000","9,951,000","10,033,000","9,455,000","9,380,000","10,303,000","6,906,000","10,736,000","9,838,000","9,583,000","8,033,000","7,672,000","7,193,000","7,179,000","6,611,000","5,914,000","5,687,000","5,604,000","5,589,000","4,955,000","4,227,000","4,153,000","3,158,000","3,242,000","3,121,000","2,943,000","2,811,000","2,100,000","2,053,000","2,222,000","1,875,000","1,852,000","1,524,000","1,668,000","1,508,000","1,277,000","1,280,000","1,289,000","1,303,000","1,384,000","1,404,000","1,692,000","1,900,000","1,774,000","1,580,000","1,292,000","1,294,000","1,247,000","1,594,000","1,131,000","1,103,000","1,112,000","1,084,000",,,,,,,,,,,,,,,,,,,,,,"332,000","240,000","193,000","338,000","200,000","400,000","300,000","400,000","300,000","400,000","300,000","300,000","300,000","300,000","300,000","300,000","400,000","400,000","400,000","400,000","500,000","400,000","300,000","100,000","400,000",,"300,000","300,000","200,000","200,000","200,000","100,000","200,000","100,000",,,,,,,"0","100,000",,"100,000",,,,
		DepreciationAndAmortizationInIncomeStatement,"26,677,000","6,095,000","6,460,000","7,024,000","7,098,000","7,044,000","8,880,000","10,187,000","9,691,000","9,867,000","9,772,000","9,701,000","9,789,000","9,473,000","9,951,000","10,033,000","9,455,000","9,380,000","10,303,000","6,906,000","10,736,000","9,838,000","9,583,000","8,033,000","7,672,000","7,193,000","7,179,000","6,611,000","5,914,000","5,687,000","5,604,000","5,589,000","4,955,000","4,227,000","4,153,000","3,158,000","3,242,000","3,121,000","2,943,000","2,811,000","2,100,000","2,053,000","2,222,000","1,875,000","1,852,000","1,524,000","1,668,000","1,508,000","1,277,000","1,280,000","1,289,000","1,303,000","1,384,000","1,404,000","1,692,000","1,900,000","1,774,000","1,580,000","1,292,000","1,294,000","1,247,000","1,594,000","1,131,000","1,103,000","1,112,000","1,084,000",,,,,,,,,,,,,,,,,,,,,,"332,000","240,000","193,000","338,000","200,000","400,000","300,000","400,000","300,000","400,000","300,000","300,000","300,000","300,000","300,000","300,000","400,000","400,000","400,000","400,000","500,000","400,000","300,000","100,000","400,000",,"300,000","300,000","200,000","200,000","200,000","100,000","200,000","100,000",,,,,,,"0","100,000",,"100,000",,,,
	OtherOperatingExpenses,,,,,,,,,,"3,187,000",,"-124,000","-1,393,000","-829,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"882,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"320,263,000","54,537,000","68,660,000","158,126,000","38,940,000","46,822,000","27,958,000","109,943,000","2,900,000","-40,086,000","54,023,000","142,738,000","25,532,000","24,732,000","47,207,000","140,015,000","23,229,000","23,076,000","29,743,000","141,219,000","-3,694,000","-5,393,000","-11,375,000","115,145,000","-5,197,000","5,371,000","12,433,000","139,402,000","20,943,000","11,706,000","36,328,000","113,280,000","11,495,000","3,509,000","22,188,000","98,687,000","7,133,000","3,443,000","16,068,000","81,109,000","3,289,000","23,000","8,882,000","73,442,000","3,893,000","6,000","20,925,000","72,299,000","5,633,000","-1,925,000","13,457,000","57,587,000","-3,764,000","-11,072,000","-38,935,000","51,682,000","-5,416,000","-11,208,000","1,977,000","42,499,000","-1,363,000","-10,758,000","2,769,000","41,591,000","-1,757,000","-14,744,000","-2,784,000","27,781,000","149,000","-8,188,000","-4,401,000","17,913,000","-2,051,000","-8,395,000","-6,193,000","20,554,000","4,837,000","-4,405,000","-5,351,000","14,779,000","1,360,000","-6,611,000","-5,409,000","9,788,000","7,588,000","-4,515,000","1,602,000","17,100,000","6,518,000","-4,122,000","2,877,000","11,100,000","2,600,000","-6,000,000","-5,100,000","8,000,000","2,700,000","-6,500,000","-3,900,000","9,500,000","4,500,000","-5,400,000","-2,300,000","10,100,000","3,800,000","-5,500,000","-3,800,000","6,400,000","4,100,000","-4,600,000","1,400,000","300,000","48,200,000","-4,800,000","100,000","6,200,000","1,800,000","-3,200,000","6,300,000","3,900,000","-1,700,000","38,100,000","57,900,000","-92,300,000","12,500,000","25,700,000","57,800,000","5,600,000","1,300,000","3,500,000","7,500,000","-52,800,000","14,600,000","19,200,000","30,700,000"
